name,scn_name,bus,carrier,p_set
70372 land_transport_EV,eGon2035,70372,land_transport_EV,0.0
70378 land_transport_EV,eGon2035,70378,land_transport_EV,0.0
70388 land_transport_EV,eGon2035,70388,land_transport_EV,0.0
70402 land_transport_EV,eGon2035,70402,land_transport_EV,0.0
70431 land_transport_EV,eGon2035,70431,land_transport_EV,0.0
70453 land_transport_EV,eGon2035,70453,land_transport_EV,0.0
70456 land_transport_EV,eGon2035,70456,land_transport_EV,0.0
70475 land_transport_EV,eGon2035,70475,land_transport_EV,0.0
70482 land_transport_EV,eGon2035,70482,land_transport_EV,0.0
70512 land_transport_EV,eGon2035,70512,land_transport_EV,0.0
70521 land_transport_EV,eGon2035,70521,land_transport_EV,0.0
70527 land_transport_EV,eGon2035,70527,land_transport_EV,0.0
70539 land_transport_EV,eGon2035,70539,land_transport_EV,0.0
70557 land_transport_EV,eGon2035,70557,land_transport_EV,0.0
70583 land_transport_EV,eGon2035,70583,land_transport_EV,0.0
70595 land_transport_EV,eGon2035,70595,land_transport_EV,0.0
70642 land_transport_EV,eGon2035,70642,land_transport_EV,0.0
70646 land_transport_EV,eGon2035,70646,land_transport_EV,0.0
70670 land_transport_EV,eGon2035,70670,land_transport_EV,0.0
70692 land_transport_EV,eGon2035,70692,land_transport_EV,0.0
70773 land_transport_EV,eGon2035,70773,land_transport_EV,0.0
70787 land_transport_EV,eGon2035,70787,land_transport_EV,0.0
70797 land_transport_EV,eGon2035,70797,land_transport_EV,0.0
70800 land_transport_EV,eGon2035,70800,land_transport_EV,0.0
70823 land_transport_EV,eGon2035,70823,land_transport_EV,0.0
70893 land_transport_EV,eGon2035,70893,land_transport_EV,0.0
70955 land_transport_EV,eGon2035,70955,land_transport_EV,0.0
70960 land_transport_EV,eGon2035,70960,land_transport_EV,0.0
71 AC,eGon2035,71,AC,0.0
71059 land_transport_EV,eGon2035,71059,land_transport_EV,0.0
71233 land_transport_EV,eGon2035,71233,land_transport_EV,0.0
71326 land_transport_EV,eGon2035,71326,land_transport_EV,0.0
71328 land_transport_EV,eGon2035,71328,land_transport_EV,0.0
71381 land_transport_EV,eGon2035,71381,land_transport_EV,0.0
71394 land_transport_EV,eGon2035,71394,land_transport_EV,0.0
71591 land_transport_EV,eGon2035,71591,land_transport_EV,0.0
71750 land_transport_EV,eGon2035,71750,land_transport_EV,0.0
71855 land_transport_EV,eGon2035,71855,land_transport_EV,0.0
72 AC,eGon2035,72,AC,0.0
72017 land_transport_EV,eGon2035,72017,land_transport_EV,0.0
72441 land_transport_EV,eGon2035,72441,land_transport_EV,0.0
72506 land_transport_EV,eGon2035,72506,land_transport_EV,0.0
72645 land_transport_EV,eGon2035,72645,land_transport_EV,0.0
72885 land_transport_EV,eGon2035,72885,land_transport_EV,0.0
73 AC,eGon2035,73,AC,0.0
73090 land_transport_EV,eGon2035,73090,land_transport_EV,0.0
74 AC,eGon2035,74,AC,0.0
74714 land_transport_EV,eGon2035,74714,land_transport_EV,0.0
74715 CH4_for_industry,eGon2035,74715,CH4_for_industry,0.0
74715 rural_gas_boiler,eGon2035,74715,rural_gas_boiler,0.0
74716 CH4_for_industry,eGon2035,74716,CH4_for_industry,0.0
74716 rural_gas_boiler,eGon2035,74716,rural_gas_boiler,0.0
74717 CH4_for_industry,eGon2035,74717,CH4_for_industry,0.0
74717 rural_gas_boiler,eGon2035,74717,rural_gas_boiler,0.0
74718 CH4_for_industry,eGon2035,74718,CH4_for_industry,0.0
74718 rural_gas_boiler,eGon2035,74718,rural_gas_boiler,0.0
74719 CH4_for_industry,eGon2035,74719,CH4_for_industry,0.0
74719 rural_gas_boiler,eGon2035,74719,rural_gas_boiler,0.0
74720 CH4_for_industry,eGon2035,74720,CH4_for_industry,0.0
74720 rural_gas_boiler,eGon2035,74720,rural_gas_boiler,0.0
74721 CH4_for_industry,eGon2035,74721,CH4_for_industry,0.0
74721 rural_gas_boiler,eGon2035,74721,rural_gas_boiler,0.0
74722 CH4_for_industry,eGon2035,74722,CH4_for_industry,0.0
74722 rural_gas_boiler,eGon2035,74722,rural_gas_boiler,0.0
74723 CH4_for_industry,eGon2035,74723,CH4_for_industry,0.0
74723 rural_gas_boiler,eGon2035,74723,rural_gas_boiler,0.0
74724 CH4_for_industry,eGon2035,74724,CH4_for_industry,0.0
74724 rural_gas_boiler,eGon2035,74724,rural_gas_boiler,0.0
74725 CH4_for_industry,eGon2035,74725,CH4_for_industry,0.0
74725 rural_gas_boiler,eGon2035,74725,rural_gas_boiler,0.0
74726 CH4_for_industry,eGon2035,74726,CH4_for_industry,0.0
74726 rural_gas_boiler,eGon2035,74726,rural_gas_boiler,0.0
74727 CH4_for_industry,eGon2035,74727,CH4_for_industry,0.0
74727 rural_gas_boiler,eGon2035,74727,rural_gas_boiler,0.0
74728 CH4_for_industry,eGon2035,74728,CH4_for_industry,0.0
74728 rural_gas_boiler,eGon2035,74728,rural_gas_boiler,0.0
74729 CH4_for_industry,eGon2035,74729,CH4_for_industry,0.0
74729 rural_gas_boiler,eGon2035,74729,rural_gas_boiler,0.0
74730 CH4_for_industry,eGon2035,74730,CH4_for_industry,0.0
74730 rural_gas_boiler,eGon2035,74730,rural_gas_boiler,0.0
74731 CH4_for_industry,eGon2035,74731,CH4_for_industry,0.0
74731 rural_gas_boiler,eGon2035,74731,rural_gas_boiler,0.0
74732 CH4_for_industry,eGon2035,74732,CH4_for_industry,0.0
74732 rural_gas_boiler,eGon2035,74732,rural_gas_boiler,0.0
74733 CH4_for_industry,eGon2035,74733,CH4_for_industry,0.0
74733 rural_gas_boiler,eGon2035,74733,rural_gas_boiler,0.0
74734 CH4_for_industry,eGon2035,74734,CH4_for_industry,0.0
74734 rural_gas_boiler,eGon2035,74734,rural_gas_boiler,0.0
74735 CH4_for_industry,eGon2035,74735,CH4_for_industry,0.0
74735 rural_gas_boiler,eGon2035,74735,rural_gas_boiler,0.0
74736 CH4_for_industry,eGon2035,74736,CH4_for_industry,0.0
74736 rural_gas_boiler,eGon2035,74736,rural_gas_boiler,0.0
74737 CH4_for_industry,eGon2035,74737,CH4_for_industry,0.0
74737 rural_gas_boiler,eGon2035,74737,rural_gas_boiler,0.0
74738 CH4_for_industry,eGon2035,74738,CH4_for_industry,0.0
74738 rural_gas_boiler,eGon2035,74738,rural_gas_boiler,0.0
74739 CH4_for_industry,eGon2035,74739,CH4_for_industry,0.0
74739 rural_gas_boiler,eGon2035,74739,rural_gas_boiler,0.0
74740 CH4_for_industry,eGon2035,74740,CH4_for_industry,0.0
74740 rural_gas_boiler,eGon2035,74740,rural_gas_boiler,0.0
74741 CH4_for_industry,eGon2035,74741,CH4_for_industry,0.0
74741 rural_gas_boiler,eGon2035,74741,rural_gas_boiler,0.0
