name,scn_name,bus,carrier,p_nom,p_max_pu,marginal_cost,efficiency,up_time_before,e_nom_max,control,weight,p_nom_opt
48679 load shedding,,48679,load shedding,159621.45424101787,1.0,10000.020429555561,1.0,1,0.0,PQ,159621.45424101787,159621.45424101787
48693 load shedding,,48693,load shedding,319242.90848203574,1.0,10000.005557529163,1.0,1,0.0,PQ,319242.90848203574,319242.90848203574
48695 load shedding,,48695,load shedding,159621.45424101787,1.0,10000.00687812945,1.0,1,0.0,PQ,159621.45424101787,159621.45424101787
48696 load shedding,,48696,load shedding,159621.45424101787,1.0,10000.002612923121,1.0,1,0.0,PQ,159621.45424101787,159621.45424101787
48697 load shedding,,48697,load shedding,957728.7254461072,1.0,10000.011056695083,1.0,1,0.0,PQ,957728.7254461072,957728.7254461072
48700 load shedding,,48700,load shedding,1276971.633928143,1.0,10000.006215923768,1.0,1,0.0,PQ,1276971.633928143,1276971.633928143
48703 load shedding,,48703,load shedding,478864.3627230536,1.0,10000.009202834653,1.0,1,0.0,PQ,478864.3627230536,478864.3627230536
48706 load shedding,,48706,load shedding,478864.3627230536,1.0,10000.008981109224,1.0,1,0.0,PQ,478864.3627230536,478864.3627230536
48707 load shedding,,48707,load shedding,1436593.0881691608,1.0,10000.005761316346,1.0,1,0.0,PQ,1436593.0881691608,1436593.0881691608
48716 load shedding,,48716,load shedding,319242.90848203574,1.0,10000.012501670464,1.0,1,0.0,PQ,319242.90848203574,319242.90848203574
48717 load shedding,,48717,load shedding,3032807.6305793393,1.0,10000.008711708784,1.0,1,0.0,PQ,3032807.6305793393,3032807.6305793393
48718 load shedding,,48718,load shedding,478864.3627230536,1.0,10000.008767090714,1.0,1,0.0,PQ,478864.3627230536,478864.3627230536
48734 load shedding,,48734,load shedding,159621.45424101787,1.0,10000.015330958295,1.0,1,0.0,PQ,159621.45424101787,159621.45424101787
48738 load shedding,,48738,load shedding,3192429.084820357,1.0,10000.009038042863,1.0,1,0.0,PQ,3192429.084820357,3192429.084820357
48747 load shedding,,48747,load shedding,159621.45424101787,1.0,10000.00045227459,1.0,1,0.0,PQ,159621.45424101787,159621.45424101787
48761 load shedding,,48761,load shedding,159621.45424101787,1.0,10000.008472777872,1.0,1,0.0,PQ,159621.45424101787,159621.45424101787
48763 load shedding,,48763,load shedding,1117350.1796871251,1.0000000000000002,10000.005171004417,1.0000000000000002,1,0.0,PQ,1117350.1796871251,1117350.1796871251
48764 load shedding,,48764,load shedding,2075078.9051332322,1.0,10000.007238791513,1.0,1,0.0,PQ,2075078.9051332322,2075078.9051332322
48765 load shedding,,48765,load shedding,1117350.1796871251,1.0000000000000002,10000.003093902022,1.0000000000000002,1,0.0,PQ,1117350.1796871251,1117350.1796871251
48767 load shedding,,48767,load shedding,638485.8169640715,1.0,10000.0088809929,1.0,1,0.0,PQ,638485.8169640715,638485.8169640715
48768 load shedding,,48768,load shedding,319242.90848203574,1.0,10000.005444518547,1.0,1,0.0,PQ,319242.90848203574,319242.90848203574
48784 load shedding,,48784,load shedding,478864.3627230536,1.0,10000.005421610358,1.0,1,0.0,PQ,478864.3627230536,478864.3627230536
48785 load shedding,,48785,load shedding,957728.7254461072,1.0,10000.005710505193,1.0,1,0.0,PQ,957728.7254461072,957728.7254461072
48786 load shedding,,48786,load shedding,159621.45424101787,1.0,10000.00077843128,1.0,1,0.0,PQ,159621.45424101787,159621.45424101787
48795 load shedding,,48795,load shedding,1436593.0881691608,1.0,10000.007915446602,1.0,1,0.0,PQ,1436593.0881691608,1436593.0881691608
48796 load shedding,,48796,load shedding,478864.3627230536,1.0,10000.002841347628,1.0,1,0.0,PQ,478864.3627230536,478864.3627230536
48797 load shedding,,48797,load shedding,319242.90848203574,1.0,10000.010173328521,1.0,1,0.0,PQ,319242.90848203574,319242.90848203574
48802 load shedding,,48802,load shedding,1276971.633928143,1.0,10000.011530421678,1.0,1,0.0,PQ,1276971.633928143,1276971.633928143
48810 load shedding,,48810,load shedding,478864.3627230536,1.0,10000.007531303067,1.0,1,0.0,PQ,478864.3627230536,478864.3627230536
48821 load shedding,,48821,load shedding,957728.7254461072,1.0,10000.010329411323,1.0,1,0.0,PQ,957728.7254461072,957728.7254461072
48823 load shedding,,48823,load shedding,798107.2712050893,1.0,10000.01637133841,1.0,1,0.0,PQ,798107.2712050893,798107.2712050893
48830 load shedding,,48830,load shedding,638485.8169640715,1.0,10000.011347215876,1.0,1,0.0,PQ,638485.8169640715,638485.8169640715
48832 load shedding,,48832,load shedding,798107.2712050893,1.0,10000.0041952095,1.0,1,0.0,PQ,798107.2712050893,798107.2712050893
48836 load shedding,,48836,load shedding,798107.2712050893,1.0,10000.007178388092,1.0,1,0.0,PQ,798107.2712050893,798107.2712050893
48865 load shedding,,48865,load shedding,798107.2712050893,1.0,10000.00606506684,1.0,1,0.0,PQ,798107.2712050893,798107.2712050893
49 biomass,eGon2035,49,biomass,4.026144529605312,0.9999999999999999,42.10562593537369,0.9999999999999999,0,inf,PV,4.026144529605312,4.026144529605312
49 central_biomass_CHP,eGon2035,49,central_biomass_CHP,2.5213463485231844,1.0,42.117563311494116,1.0,0,inf,PV,2.5213463485231844,2.5213463485231844
49 industrial_biomass_CHP,eGon2035,49,industrial_biomass_CHP,14.572705777300285,0.9999999999999999,42.1069372813929,0.9999999999999999,0,inf,PV,14.572705777300285,14.572705777300285
49 load shedding,,49,load shedding,12610094.885040412,0.9999999999999997,10000.00896486577,0.9999999999999997,1,0.0,PQ,12610094.885040412,12610094.885040412
49 run_of_river,eGon2035,49,run_of_river,1.7672216849882227,0.65,0.004324277497203256,1.0,0,inf,PV,1.7672216849882227,1.7672216849882227
49 solar,eGon2035,49,solar,321.0171139889914,0.9999999999999999,0.01835168840813678,0.9999999999999999,0,inf,PV,321.0171139889914,321.0171139889914
49 solar_rooftop,eGon2035,49,solar_rooftop,194.08929104950883,1.0,0.01890205814963659,1.0,0,inf,PV,194.08929104950883,194.08929104950883
49 wind_onshore,eGon2035,49,wind_onshore,650.183654623405,1.0,1.3056673013849154,1.0,0,inf,PV,650.183654623405,650.183654623405
49537 load shedding,,49537,load shedding,159621.45424101787,1.0,10000.016910319795,1.0,1,0.0,PQ,159621.45424101787,159621.45424101787
49561 central_biomass_CHP_heat,eGon2035,49561,central_biomass_CHP_heat,0.862,1.0,0.004789286904255889,1.0,0,inf,Slack,0.862,0.862
49561 load shedding,,49561,load shedding,159621.45424101787,1.0,10000.003510736537,1.0,1,0.0,PQ,159621.45424101787,159621.45424101787
49561 solar_thermal_collector,eGon2035,49561,solar_thermal_collector,8.305174979696014,1.0,0.004354808223023834,1.0,0,inf,PQ,8.305174979696014,8.305174979696014
49625 central_biomass_CHP_heat,eGon2035,49625,central_biomass_CHP_heat,2.413,0.9999999999999998,0.007384700372293578,0.9999999999999998,0,inf,Slack,2.413,2.413
49625 geo_thermal,eGon2035,49625,geo_thermal,221.95233519814212,1.0,0.02241196821909506,1.0,0,inf,PQ,221.95233519814212,221.95233519814212
49625 load shedding,,49625,load shedding,159621.45424101787,1.0,10000.00805927511,1.0,1,0.0,PQ,159621.45424101787,159621.45424101787
49653 load shedding,,49653,load shedding,159621.45424101787,1.0,10000.007638761004,1.0,1,0.0,PQ,159621.45424101787,159621.45424101787
49672 central_biomass_CHP_heat,eGon2035,49672,central_biomass_CHP_heat,1.791,1.0,0.013286483865095636,1.0,0,inf,Slack,1.791,1.791
49672 load shedding,,49672,load shedding,159621.45424101787,1.0,10000.009071743103,1.0,1,0.0,PQ,159621.45424101787,159621.45424101787
49672 solar_thermal_collector,eGon2035,49672,solar_thermal_collector,10.963653517528966,1.0,0.0034082633988416766,1.0,0,inf,PQ,10.963653517528966,10.963653517528966
49682 load shedding,,49682,load shedding,159621.45424101787,1.0,10000.000840239245,1.0,1,0.0,PQ,159621.45424101787,159621.45424101787
49682 solar_thermal_collector,eGon2035,49682,solar_thermal_collector,1.0640515994197643,1.0,0.0015951647244270052,1.0,0,inf,PQ,1.0640515994197643,1.0640515994197643
49755 load shedding,,49755,load shedding,159621.45424101787,1.0,10000.008684588494,1.0,1,0.0,PQ,159621.45424101787,159621.45424101787
49755 solar_thermal_collector,eGon2035,49755,solar_thermal_collector,1.4740919488621584,1.0,0.016273857987903803,1.0,0,inf,PQ,1.4740919488621584,1.4740919488621584
49758 load shedding,,49758,load shedding,159621.45424101787,1.0,10000.014218840488,1.0,1,0.0,PQ,159621.45424101787,159621.45424101787
49783 central_biomass_CHP_heat,eGon2035,49783,central_biomass_CHP_heat,0.54,1.0,0.00371974242526115,1.0,0,inf,Slack,0.54,0.54
49783 load shedding,,49783,load shedding,159621.45424101787,1.0,10000.01069214724,1.0,1,0.0,PQ,159621.45424101787,159621.45424101787
49900 load shedding,,49900,load shedding,159621.45424101787,1.0,10000.005608876818,1.0,1,0.0,PQ,159621.45424101787,159621.45424101787
49907 load shedding,,49907,load shedding,159621.45424101787,1.0,10000.000665713225,1.0,1,0.0,PQ,159621.45424101787,159621.45424101787
49948 load shedding,,49948,load shedding,159621.45424101787,1.0,10000.009229237161,1.0,1,0.0,PQ,159621.45424101787,159621.45424101787
49985 central_biomass_CHP_heat,eGon2035,49985,central_biomass_CHP_heat,0.42700000000000005,1.0,0.0041155796678484366,1.0,0,inf,Slack,0.42700000000000005,0.42700000000000005
49985 load shedding,,49985,load shedding,159621.45424101787,1.0,10000.013414744948,1.0,1,0.0,PQ,159621.45424101787,159621.45424101787
49985 solar_thermal_collector,eGon2035,49985,solar_thermal_collector,5.653984180311696,1.0,0.0023421590109526168,1.0,0,inf,PQ,5.653984180311696,5.653984180311696
49990 load shedding,,49990,load shedding,159621.45424101787,1.0,10000.004653150532,1.0,1,0.0,PQ,159621.45424101787,159621.45424101787
49991 load shedding,,49991,load shedding,159621.45424101787,1.0,10000.006109280794,1.0,1,0.0,PQ,159621.45424101787,159621.45424101787
49992 central_biomass_CHP_heat,eGon2035,49992,central_biomass_CHP_heat,1.292,1.0,0.003450524917651529,1.0,0,inf,Slack,1.292,1.292
49992 load shedding,,49992,load shedding,159621.45424101787,1.0,10000.012995970432,1.0,1,0.0,PQ,159621.45424101787,159621.45424101787
49992 solar_thermal_collector,eGon2035,49992,solar_thermal_collector,42.91548752752255,1.0,0.0028952169862718523,1.0,0,inf,PQ,42.91548752752255,42.91548752752255
5 biomass,eGon2035,5,biomass,1.9858135554860694,1.0,42.10748165473998,1.0,0,inf,PV,1.9858135554860694,1.9858135554860694
5 central_biomass_CHP,eGon2035,5,central_biomass_CHP,0.15242460804271452,1.0,42.10165148363299,1.0,0,inf,PV,0.15242460804271452,0.15242460804271452
5 industrial_biomass_CHP,eGon2035,5,industrial_biomass_CHP,30.9067728124921,0.9999999999999999,42.10641133365323,0.9999999999999999,0,inf,PV,30.9067728124921,30.9067728124921
5 load shedding,,5,load shedding,7661829.803568858,1.0,10000.00780414017,1.0,1,0.0,PQ,7661829.803568858,7661829.803568858
5 others,eGon2035,5,others,12.62353458968511,1.0,0.020627162408428608,1.0,0,inf,PV,12.62353458968511,12.62353458968511
5 solar,eGon2035,5,solar,215.33129783370154,1.0,0.016612983619652195,1.0,0,inf,PV,215.33129783370154,215.33129783370154
5 solar_rooftop,eGon2035,5,solar_rooftop,217.67123030722502,1.0,0.02022089967652354,1.0,0,inf,PV,217.67123030722502,217.67123030722502
5 wind_offshore,eGon2035,5,wind_offshore,3015.0,1.0,2.5635347613618826,1.0,0,inf,PV,3015.0,3015.0
5 wind_onshore,eGon2035,5,wind_onshore,1348.3791622340402,0.9999999999999999,1.3095381209031456,0.9999999999999999,0,inf,PV,1348.3791622340402,1348.3791622340402
50 biomass,eGon2035,50,biomass,11.27796482309803,1.0,42.107459384057236,1.0,0,inf,PV,11.27796482309803,11.27796482309803
50 central_biomass_CHP,eGon2035,50,central_biomass_CHP,1.667509228263349,1.0,42.10395351041097,1.0,0,inf,PV,1.667509228263349,1.667509228263349
50 industrial_biomass_CHP,eGon2035,50,industrial_biomass_CHP,62.12430923481805,0.9999999999999999,42.10778650554567,0.9999999999999999,0,inf,PV,62.12430923481805,62.12430923481805
50 load shedding,,50,load shedding,16919874.149547894,1.0000000000000002,10000.008381592601,1.0000000000000002,1,0.0,PQ,16919874.149547894,16919874.149547894
50 others,eGon2035,50,others,7.136248311240876,1.0,0.0031281377360752893,1.0,0,inf,PV,7.136248311240876,7.136248311240876
50 reservoir,eGon2035,50,reservoir,1.8620479407518047,0.6500000000000001,0.013195130711689372,1.0,0,inf,PV,1.8620479407518047,1.8620479407518047
50 run_of_river,eGon2035,50,run_of_river,123.66510135637948,0.65,0.006222365485020622,1.0,0,inf,PV,123.66510135637948,123.66510135637948
50 solar,eGon2035,50,solar,712.1824956765305,0.9999999999999999,0.01800407078937088,0.9999999999999999,0,inf,PV,712.1824956765305,712.1824956765305
50 solar_rooftop,eGon2035,50,solar_rooftop,872.4874167946555,1.0,0.018563879228449827,1.0,0,inf,PV,872.4874167946555,872.4874167946555
50 wind_onshore,eGon2035,50,wind_onshore,151.67306904841033,1.0,1.3075052779587064,1.0,0,inf,PV,151.67306904841033,151.67306904841033
50029 load shedding,,50029,load shedding,159621.45424101787,1.0,10000.010232422386,1.0,1,0.0,PQ,159621.45424101787,159621.45424101787
50029 solar_thermal_collector,eGon2035,50029,solar_thermal_collector,22.04833015647893,1.0,0.015603584756298985,1.0,0,inf,PQ,22.04833015647893,22.04833015647893
50041 load shedding,,50041,load shedding,159621.45424101787,1.0,10000.009508622927,1.0,1,0.0,PQ,159621.45424101787,159621.45424101787
50041 solar_thermal_collector,eGon2035,50041,solar_thermal_collector,2.044421576092907,1.0,0.006187778010154333,1.0,0,inf,PQ,2.044421576092907,2.044421576092907
50045 load shedding,,50045,load shedding,159621.45424101787,1.0,10000.002051185813,1.0,1,0.0,PQ,159621.45424101787,159621.45424101787
50045 solar_thermal_collector,eGon2035,50045,solar_thermal_collector,0.25487161074361847,1.0,0.0032923359993687774,1.0,0,inf,PQ,0.25487161074361847,0.25487161074361847
50068 load shedding,,50068,load shedding,159621.45424101787,1.0,10000.007856149152,1.0,1,0.0,PQ,159621.45424101787,159621.45424101787
50084 central_biomass_CHP_heat,eGon2035,50084,central_biomass_CHP_heat,0.426,1.0,0.012755507490745235,1.0,0,inf,Slack,0.426,0.426
50084 load shedding,,50084,load shedding,159621.45424101787,1.0,10000.005642421254,1.0,1,0.0,PQ,159621.45424101787,159621.45424101787
50084 solar_thermal_collector,eGon2035,50084,solar_thermal_collector,1.7399184044109945,1.0,0.01081689119837616,1.0,0,inf,PQ,1.7399184044109945,1.7399184044109945
50089 load shedding,,50089,load shedding,159621.45424101787,1.0,10000.007236291382,1.0,1,0.0,PQ,159621.45424101787,159621.45424101787
50089 solar_thermal_collector,eGon2035,50089,solar_thermal_collector,2.153823649454528,1.0,0.008911192105388694,1.0,0,inf,PQ,2.153823649454528,2.153823649454528
50112 load shedding,,50112,load shedding,159621.45424101787,1.0,10000.001687151751,1.0,1,0.0,PQ,159621.45424101787,159621.45424101787
50120 load shedding,,50120,load shedding,159621.45424101787,1.0,10000.004998449336,1.0,1,0.0,PQ,159621.45424101787,159621.45424101787
50179 load shedding,,50179,load shedding,159621.45424101787,1.0,10000.000001546505,1.0,1,0.0,PQ,159621.45424101787,159621.45424101787
50228 load shedding,,50228,load shedding,159621.45424101787,1.0,10000.004085460952,1.0,1,0.0,PQ,159621.45424101787,159621.45424101787
50365 central_biomass_CHP_heat,eGon2035,50365,central_biomass_CHP_heat,0.11,1.0,0.003557223254503638,1.0,0,inf,Slack,0.11,0.11
50365 load shedding,,50365,load shedding,159621.45424101787,1.0,10000.004383519772,1.0,1,0.0,PQ,159621.45424101787,159621.45424101787
50365 solar_thermal_collector,eGon2035,50365,solar_thermal_collector,1.8375057192263897,1.0,0.011617299638055516,1.0,0,inf,PQ,1.8375057192263897,1.8375057192263897
50380 load shedding,,50380,load shedding,159621.45424101787,1.0,10000.01002233771,1.0,1,0.0,PQ,159621.45424101787,159621.45424101787
50380 solar_thermal_collector,eGon2035,50380,solar_thermal_collector,3.937425227264211,1.0,0.035726416895879305,1.0,0,inf,PQ,3.937425227264211,3.937425227264211
50382 central_biomass_CHP_heat,eGon2035,50382,central_biomass_CHP_heat,0.173,1.0,0.011840320517296991,1.0,0,inf,Slack,0.173,0.173
50382 load shedding,,50382,load shedding,159621.45424101787,1.0,10000.007220255084,1.0,1,0.0,PQ,159621.45424101787,159621.45424101787
50382 solar_thermal_collector,eGon2035,50382,solar_thermal_collector,1.6122979252761092,1.0,0.0067961128357044345,1.0,0,inf,PQ,1.6122979252761092,1.6122979252761092
50435 load shedding,,50435,load shedding,159621.45424101787,1.0,10000.015334905445,1.0,1,0.0,PQ,159621.45424101787,159621.45424101787
50473 central_biomass_CHP_heat,eGon2035,50473,central_biomass_CHP_heat,0.346,1.0,0.003312354088839978,1.0,0,inf,Slack,0.346,0.346
50473 load shedding,,50473,load shedding,159621.45424101787,1.0,10000.001647085477,1.0,1,0.0,PQ,159621.45424101787,159621.45424101787
50473 solar_thermal_collector,eGon2035,50473,solar_thermal_collector,4.1787887747270585,1.0,0.008728388152377599,1.0,0,inf,PQ,4.1787887747270585,4.1787887747270585
50490 central_biomass_CHP_heat,eGon2035,50490,central_biomass_CHP_heat,0.31600000000000006,0.9999999999999999,0.007358536986688985,0.9999999999999999,0,inf,Slack,0.31600000000000006,0.31600000000000006
50490 load shedding,,50490,load shedding,159621.45424101787,1.0,10000.028046177002,1.0,1,0.0,PQ,159621.45424101787,159621.45424101787
50492 load shedding,,50492,load shedding,159621.45424101787,1.0,10000.005360981897,1.0,1,0.0,PQ,159621.45424101787,159621.45424101787
50533 central_biomass_CHP_heat,eGon2035,50533,central_biomass_CHP_heat,1.03,1.0,0.0037733047871664972,1.0,0,inf,Slack,1.03,1.03
50533 load shedding,,50533,load shedding,159621.45424101787,1.0,10000.00894669781,1.0,1,0.0,PQ,159621.45424101787,159621.45424101787
50583 load shedding,,50583,load shedding,159621.45424101787,1.0,10000.004928323942,1.0,1,0.0,PQ,159621.45424101787,159621.45424101787
50583 solar_thermal_collector,eGon2035,50583,solar_thermal_collector,1.8732841158018545,1.0,0.0028273271394615813,1.0,0,inf,PQ,1.8732841158018545,1.8732841158018545
50587 load shedding,,50587,load shedding,159621.45424101787,1.0,10000.02272580491,1.0,1,0.0,PQ,159621.45424101787,159621.45424101787
50595 load shedding,,50595,load shedding,159621.45424101787,1.0,10000.004019829534,1.0,1,0.0,PQ,159621.45424101787,159621.45424101787
50595 solar_thermal_collector,eGon2035,50595,solar_thermal_collector,0.07647691773458516,1.0,0.02054671744807344,1.0,0,inf,PQ,0.07647691773458516,0.07647691773458516
50600 load shedding,,50600,load shedding,159621.45424101787,1.0,10000.01775664507,1.0,1,0.0,PQ,159621.45424101787,159621.45424101787
50600 solar_thermal_collector,eGon2035,50600,solar_thermal_collector,3.4588028513913764,1.0,0.011659064257816414,1.0,0,inf,PQ,3.4588028513913764,3.4588028513913764
50662 load shedding,,50662,load shedding,159621.45424101787,1.0,10000.01020616172,1.0,1,0.0,PQ,159621.45424101787,159621.45424101787
50662 solar_thermal_collector,eGon2035,50662,solar_thermal_collector,1.148200466113239,1.0,0.009639391555213695,1.0,0,inf,PQ,1.148200466113239,1.148200466113239
50676 central_biomass_CHP_heat,eGon2035,50676,central_biomass_CHP_heat,0.9490000000000001,1.0,0.013688285802400025,1.0,0,inf,Slack,0.9490000000000001,0.9490000000000001
50676 load shedding,,50676,load shedding,159621.45424101787,1.0,10000.00005590028,1.0,1,0.0,PQ,159621.45424101787,159621.45424101787
50722 central_biomass_CHP_heat,eGon2035,50722,central_biomass_CHP_heat,10.861,1.0,0.0012532558222533104,1.0,0,inf,Slack,10.861,10.861
50722 load shedding,,50722,load shedding,159621.45424101787,1.0,10000.028640975286,1.0,1,0.0,PQ,159621.45424101787,159621.45424101787
50722 solar_thermal_collector,eGon2035,50722,solar_thermal_collector,23.114454434961416,1.0,0.011084267522023716,1.0,0,inf,PQ,23.114454434961416,23.114454434961416
50749 load shedding,,50749,load shedding,159621.45424101787,1.0,10000.009586557273,1.0,1,0.0,PQ,159621.45424101787,159621.45424101787
50797 load shedding,,50797,load shedding,159621.45424101787,1.0,10000.008186716312,1.0,1,0.0,PQ,159621.45424101787,159621.45424101787
50797 solar_thermal_collector,eGon2035,50797,solar_thermal_collector,0.9730208097404337,1.0,0.0009003907364280671,1.0,0,inf,PQ,0.9730208097404337,0.9730208097404337
50811 load shedding,,50811,load shedding,159621.45424101787,1.0,10000.00369436801,1.0,1,0.0,PQ,159621.45424101787,159621.45424101787
50811 solar_thermal_collector,eGon2035,50811,solar_thermal_collector,3.071329421685791,1.0,0.0032356364592114055,1.0,0,inf,PQ,3.071329421685791,3.071329421685791
50846 central_biomass_CHP_heat,eGon2035,50846,central_biomass_CHP_heat,1.143,1.0,0.006357184483979281,1.0,0,inf,Slack,1.143,1.143
50846 load shedding,,50846,load shedding,159621.45424101787,1.0,10000.017806641901,1.0,1,0.0,PQ,159621.45424101787,159621.45424101787
50852 load shedding,,50852,load shedding,159621.45424101787,1.0,10000.003897001472,1.0,1,0.0,PQ,159621.45424101787,159621.45424101787
50864 load shedding,,50864,load shedding,159621.45424101787,1.0,10000.000033831677,1.0,1,0.0,PQ,159621.45424101787,159621.45424101787
50864 solar_thermal_collector,eGon2035,50864,solar_thermal_collector,34.420293435004176,1.0,0.0023058041178197534,1.0,0,inf,PQ,34.420293435004176,34.420293435004176
50868 central_biomass_CHP_heat,eGon2035,50868,central_biomass_CHP_heat,0.698,1.0,0.011871617194560471,1.0,0,inf,Slack,0.698,0.698
50868 load shedding,,50868,load shedding,159621.45424101787,1.0,10000.003496775358,1.0,1,0.0,PQ,159621.45424101787,159621.45424101787
50910 load shedding,,50910,load shedding,159621.45424101787,1.0,10000.005951116453,1.0,1,0.0,PQ,159621.45424101787,159621.45424101787
50974 load shedding,,50974,load shedding,159621.45424101787,1.0,10000.011135940085,1.0,1,0.0,PQ,159621.45424101787,159621.45424101787
50974 solar_thermal_collector,eGon2035,50974,solar_thermal_collector,2.0986699697785913,1.0,0.011186927315772215,1.0,0,inf,PQ,2.0986699697785913,2.0986699697785913
50988 central_biomass_CHP_heat,eGon2035,50988,central_biomass_CHP_heat,2.7,1.0,0.017679719488940912,1.0,0,inf,Slack,2.7,2.7
50988 load shedding,,50988,load shedding,159621.45424101787,1.0,10000.007086011574,1.0,1,0.0,PQ,159621.45424101787,159621.45424101787
50988 solar_thermal_collector,eGon2035,50988,solar_thermal_collector,2.6626523278876735,1.0,0.0015879796611397757,1.0,0,inf,PQ,2.6626523278876735,2.6626523278876735
50995 central_biomass_CHP_heat,eGon2035,50995,central_biomass_CHP_heat,102.0,1.0,0.020479672912189044,1.0,0,inf,Slack,102.0,102.0
50995 load shedding,,50995,load shedding,159621.45424101787,1.0,10000.002499707525,1.0,1,0.0,PQ,159621.45424101787,159621.45424101787
51 biomass,eGon2035,51,biomass,12.735183913383576,1.0,42.108038203488114,1.0,0,inf,PV,12.735183913383576,12.735183913383576
51 central_biomass_CHP,eGon2035,51,central_biomass_CHP,15.446681627297577,0.9999999999999999,42.10431685959334,0.9999999999999999,0,inf,PV,15.446681627297577,15.446681627297577
51 industrial_biomass_CHP,eGon2035,51,industrial_biomass_CHP,27.596910619780296,1.0,42.10828889685217,1.0,0,inf,PV,27.596910619780296,27.596910619780296
51 load shedding,,51,load shedding,33201262.482131716,1.0000000000000002,10000.007698139323,1.0000000000000002,1,0.0,PQ,33201262.482131716,33201262.482131716
51 others,eGon2035,51,others,12.75770691535789,1.0,0.013940242944181298,1.0,0,inf,PV,12.75770691535789,12.75770691535789
51 run_of_river,eGon2035,51,run_of_river,56.247808493301555,0.6499999999999999,0.007258644077510586,0.9999999999999999,0,inf,PV,56.247808493301555,56.247808493301555
51 solar,eGon2035,51,solar,92.63428779765287,0.9999999999999999,0.017574180901357716,0.9999999999999999,0,inf,PV,92.63428779765287,92.63428779765287
51 solar_rooftop,eGon2035,51,solar_rooftop,2820.924487257675,1.0,0.019178407312266398,1.0,0,inf,PV,2820.924487257675,2820.924487257675
51 wind_onshore,eGon2035,51,wind_onshore,218.43050611770278,1.0,1.3089666097037007,1.0,0,inf,PV,218.43050611770278,218.43050611770278
51055 load shedding,,51055,load shedding,159621.45424101787,1.0,10000.012423761831,1.0,1,0.0,PQ,159621.45424101787,159621.45424101787
51081 load shedding,,51081,load shedding,159621.45424101787,1.0,10000.009974969893,1.0,1,0.0,PQ,159621.45424101787,159621.45424101787
51088 central_biomass_CHP_heat,eGon2035,51088,central_biomass_CHP_heat,0.828,1.0,0.01900148002520462,1.0,0,inf,Slack,0.828,0.828
51088 load shedding,,51088,load shedding,159621.45424101787,1.0,10000.001619633511,1.0,1,0.0,PQ,159621.45424101787,159621.45424101787
51103 central_biomass_CHP_heat,eGon2035,51103,central_biomass_CHP_heat,0.207,1.0,0.0018791192818730547,1.0,0,inf,Slack,0.207,0.207
51103 load shedding,,51103,load shedding,159621.45424101787,1.0,10000.006986130582,1.0,1,0.0,PQ,159621.45424101787,159621.45424101787
51121 central_biomass_CHP_heat,eGon2035,51121,central_biomass_CHP_heat,0.207,1.0,0.001461723341261038,1.0,0,inf,Slack,0.207,0.207
51121 load shedding,,51121,load shedding,159621.45424101787,1.0,10000.006801494701,1.0,1,0.0,PQ,159621.45424101787,159621.45424101787
51121 solar_thermal_collector,eGon2035,51121,solar_thermal_collector,11.536266282350175,1.0,0.0025888126922169706,1.0,0,inf,PQ,11.536266282350175,11.536266282350175
51130 load shedding,,51130,load shedding,159621.45424101787,1.0,10000.00343352735,1.0,1,0.0,PQ,159621.45424101787,159621.45424101787
51130 solar_thermal_collector,eGon2035,51130,solar_thermal_collector,33.97618524667487,1.0,0.0075474461452516165,1.0,0,inf,PQ,33.97618524667487,33.97618524667487
51140 load shedding,,51140,load shedding,159621.45424101787,1.0,10000.016782721648,1.0,1,0.0,PQ,159621.45424101787,159621.45424101787
51156 load shedding,,51156,load shedding,159621.45424101787,1.0,10000.017757277748,1.0,1,0.0,PQ,159621.45424101787,159621.45424101787
51156 solar_thermal_collector,eGon2035,51156,solar_thermal_collector,2.4920438197340204,1.0,0.013795222139313114,1.0,0,inf,PQ,2.4920438197340204,2.4920438197340204
51168 load shedding,,51168,load shedding,159621.45424101787,1.0,10000.006471636132,1.0,1,0.0,PQ,159621.45424101787,159621.45424101787
51168 solar_thermal_collector,eGon2035,51168,solar_thermal_collector,2.0921436368513473,1.0,0.006633021580439803,1.0,0,inf,PQ,2.0921436368513473,2.0921436368513473
51226 load shedding,,51226,load shedding,159621.45424101787,1.0,10000.003020654789,1.0,1,0.0,PQ,159621.45424101787,159621.45424101787
51242 load shedding,,51242,load shedding,159621.45424101787,1.0,10000.00211492467,1.0,1,0.0,PQ,159621.45424101787,159621.45424101787
51252 load shedding,,51252,load shedding,159621.45424101787,1.0,10000.007985506661,1.0,1,0.0,PQ,159621.45424101787,159621.45424101787
51256 load shedding,,51256,load shedding,159621.45424101787,1.0,10000.013003153183,1.0,1,0.0,PQ,159621.45424101787,159621.45424101787
51256 solar_thermal_collector,eGon2035,51256,solar_thermal_collector,1.0699985558707938,1.0,0.010887361084698424,1.0,0,inf,PQ,1.0699985558707938,1.0699985558707938
51329 load shedding,,51329,load shedding,159621.45424101787,1.0,10000.013202917606,1.0,1,0.0,PQ,159621.45424101787,159621.45424101787
51365 central_biomass_CHP_heat,eGon2035,51365,central_biomass_CHP_heat,0.55,1.0,0.00745211754869125,1.0,0,inf,Slack,0.55,0.55
51365 load shedding,,51365,load shedding,159621.45424101787,1.0,10000.016009701796,1.0,1,0.0,PQ,159621.45424101787,159621.45424101787
