name,scn_name,bus,carrier,p_nom,p_max_pu,marginal_cost,efficiency,up_time_before,e_nom_max,control,weight,p_nom_opt
0 biomass,eGon2035,0,biomass,0.23862851601221202,1.0,42.108267819838275,1.0,0,inf,Slack,0.23862851601221202,0.23862851601221202
0 central_biomass_CHP,eGon2035,0,central_biomass_CHP,16.528365533069852,1.0000000000000002,42.10881496437461,1.0000000000000002,0,inf,PV,16.528365533069852,16.528365533069852
0 industrial_biomass_CHP,eGon2035,0,industrial_biomass_CHP,6.941028296778583,1.0,42.105905895158486,1.0,0,inf,PV,6.941028296778583,6.941028296778583
0 load shedding,,0,load shedding,21708517.77677843,1.0000000000000002,10000.008687660444,1.0000000000000002,1,0.0,PQ,21708517.77677843,21708517.77677843
0 others,eGon2035,0,others,69.37150572844294,1.0,0.005597326648488052,1.0,0,inf,PV,69.37150572844294,69.37150572844294
0 run_of_river,eGon2035,0,run_of_river,201.88771362487708,0.6499999999999999,0.006769208805476331,0.9999999999999997,0,inf,PV,201.88771362487708,201.88771362487708
0 solar,eGon2035,0,solar,117.48848869758382,0.9999999999999999,0.01771202430877375,0.9999999999999999,0,inf,PV,117.48848869758382,117.48848869758382
0 solar_rooftop,eGon2035,0,solar_rooftop,1663.7038954498996,1.0,0.018191736058425417,1.0,0,inf,PV,1663.7038954498996,1663.7038954498996
0 wind_onshore,eGon2035,0,wind_onshore,686.3908388355795,1.0,1.3054518222414992,1.0,0,inf,PV,686.3908388355795,686.3908388355795
1 biomass,eGon2035,1,biomass,5.224461890445956,1.0,42.10915967567082,1.0,0,inf,PV,5.224461890445956,5.224461890445956
1 central_biomass_CHP,eGon2035,1,central_biomass_CHP,9.425760438729066,0.9999999999999999,42.11095973536578,0.9999999999999999,0,inf,PV,9.425760438729066,9.425760438729066
1 industrial_biomass_CHP,eGon2035,1,industrial_biomass_CHP,230.810347088574,0.9999999999999999,42.11044397572497,0.9999999999999999,0,inf,PV,230.810347088574,230.810347088574
1 load shedding,,1,load shedding,9736908.70870209,0.9999999999999997,10000.007238116466,0.9999999999999997,1,0.0,PQ,9736908.70870209,9736908.70870209
1 solar,eGon2035,1,solar,734.2790156945665,1.0,0.016231147117119336,1.0,0,inf,PV,734.2790156945665,734.2790156945665
1 solar_rooftop,eGon2035,1,solar_rooftop,299.49120937527977,1.0,0.018552841893281154,1.0,0,inf,PV,299.49120937527977,299.49120937527977
1 wind_onshore,eGon2035,1,wind_onshore,1517.3955908213297,1.0,1.3069195179163404,1.0,0,inf,PV,1517.3955908213297,1517.3955908213297
10 biomass,eGon2035,10,biomass,10.423077315050834,1.0,42.11031300156964,1.0,0,inf,PV,10.423077315050834,10.423077315050834
10 central_biomass_CHP,eGon2035,10,central_biomass_CHP,10.329216965848753,0.9999999999999999,42.111853121962675,0.9999999999999999,0,inf,PV,10.329216965848753,10.329216965848753
10 industrial_biomass_CHP,eGon2035,10,industrial_biomass_CHP,83.76473004190703,1.0,42.10798038156665,1.0,0,inf,PV,83.76473004190703,83.76473004190703
10 load shedding,,10,load shedding,11811987.613835322,1.0,10000.00866923397,1.0,1,0.0,PQ,11811987.613835322,11811987.613835322
10 others,eGon2035,10,others,10.999376563927816,1.0,0.001042086367929629,1.0,0,inf,PV,10.999376563927816,10.999376563927816
10 reservoir,eGon2035,10,reservoir,9.801480059535846,0.6499999999999999,0.0068869878547507925,0.9999999999999999,0,inf,PV,9.801480059535846,9.801480059535846
10 run_of_river,eGon2035,10,run_of_river,582.8383143669096,0.65,0.007632495025830915,1.0,0,inf,PV,582.8383143669096,582.8383143669096
10 solar,eGon2035,10,solar,638.6988720514546,1.0,0.018410573136156023,1.0,0,inf,PV,638.6988720514546,638.6988720514546
10 solar_rooftop,eGon2035,10,solar_rooftop,919.655773504958,1.0,0.01722761728780062,1.0,0,inf,PV,919.655773504958,919.655773504958
10 wind_onshore,eGon2035,10,wind_onshore,89.95017143783959,0.9999999999999999,1.3104848922020655,0.9999999999999999,0,inf,PV,89.95017143783959,89.95017143783959
11 biomass,eGon2035,11,biomass,29.284444776701353,1.0,42.10774761395232,1.0,0,inf,PV,29.284444776701353,29.284444776701353
11 central_biomass_CHP,eGon2035,11,central_biomass_CHP,21.1739854827956,1.0,42.1091728642388,1.0,0,inf,PV,21.1739854827956,21.1739854827956
11 industrial_biomass_CHP,eGon2035,11,industrial_biomass_CHP,461.46637093316826,1.0,42.10701378058857,1.0,0,inf,PV,461.46637093316826,461.46637093316826
11 load shedding,,11,load shedding,35914827.20422902,1.0000000000000002,10000.00772422982,1.0000000000000002,1,0.0,PQ,35914827.20422902,35914827.20422902
11 others,eGon2035,11,others,6.178338296598432,1.0,0.003831353251240264,1.0,0,inf,PV,6.178338296598432,6.178338296598432
11 run_of_river,eGon2035,11,run_of_river,165.15239316362542,0.65,0.0066522889666938215,1.0,0,inf,PV,165.15239316362542,165.15239316362542
11 solar,eGon2035,11,solar,621.8988081123487,0.9999999999999999,0.01802067048997664,0.9999999999999999,0,inf,PV,621.8988081123487,621.8988081123487
11 solar_rooftop,eGon2035,11,solar_rooftop,2048.1240256830224,1.0,0.01759165181694544,1.0,0,inf,PV,2048.1240256830224,2048.1240256830224
11 wind_onshore,eGon2035,11,wind_onshore,997.252990681141,1.0,1.3092078715556479,1.0,0,inf,PV,997.252990681141,997.252990681141
12 biomass,eGon2035,12,biomass,0.5439136874247699,1.0,42.10954939156773,1.0,0,inf,PV,0.5439136874247699,0.5439136874247699
12 central_biomass_CHP,eGon2035,12,central_biomass_CHP,0.5439136874247699,1.0,42.10085980557082,1.0,0,inf,PV,0.5439136874247699,0.5439136874247699
12 industrial_biomass_CHP,eGon2035,12,industrial_biomass_CHP,1.3456424626888808,1.0,42.10843570874207,1.0,0,inf,PV,1.3456424626888808,1.3456424626888808
12 load shedding,,12,load shedding,20910410.50557334,1.0,10000.007682763387,1.0,1,0.0,PQ,20910410.50557334,20910410.50557334
12 others,eGon2035,12,others,100.00000000000001,1.0,0.012838048545908714,1.0,0,inf,PV,100.00000000000001,100.00000000000001
12 run_of_river,eGon2035,12,run_of_river,21.63840530167,0.65,0.0017832632349602856,1.0,0,inf,PV,21.63840530167,21.63840530167
12 solar,eGon2035,12,solar,336.2661465706605,1.0,0.01640936318532338,1.0,0,inf,PV,336.2661465706605,336.2661465706605
12 solar_rooftop,eGon2035,12,solar_rooftop,1113.5376051634773,0.9999999999999999,0.017538099800431643,0.9999999999999999,0,inf,PV,1113.5376051634773,1113.5376051634773
12 wind_onshore,eGon2035,12,wind_onshore,448.77212920359415,1.0,1.3098535409426693,1.0,0,inf,PV,448.77212920359415,448.77212920359415
13 biomass,eGon2035,13,biomass,7.498155744262987,1.0,42.10985767862003,1.0,0,inf,PV,7.498155744262987,7.498155744262987
13 central_biomass_CHP,eGon2035,13,central_biomass_CHP,14.473271899328015,1.0,42.10723146331298,1.0,0,inf,PV,14.473271899328015,14.473271899328015
13 industrial_biomass_CHP,eGon2035,13,industrial_biomass_CHP,159.04750170153557,1.0000000000000002,42.10831694498926,1.0000000000000002,0,inf,PV,159.04750170153557,159.04750170153557
13 load shedding,,13,load shedding,12769716.339281429,1.0000000000000002,10000.00747299422,1.0000000000000002,1,0.0,PQ,12769716.339281429,12769716.339281429
13 run_of_river,eGon2035,13,run_of_river,1.216839385905205,0.6500000000000001,0.006107419979928549,1.0,0,inf,PV,1.216839385905205,1.216839385905205
13 solar,eGon2035,13,solar,114.20313430230159,1.0,0.018116641339364293,1.0,0,inf,PV,114.20313430230159,114.20313430230159
13 solar_rooftop,eGon2035,13,solar_rooftop,798.0853084155033,0.9999999999999999,0.019590569837533208,0.9999999999999999,0,inf,PV,798.0853084155033,798.0853084155033
13 wind_onshore,eGon2035,13,wind_onshore,1316.293485299222,1.0,1.3084342301832361,1.0,0,inf,PV,1316.293485299222,1316.293485299222
14 biomass,eGon2035,14,biomass,5.468349730049556,1.0,42.108755517716,1.0,0,inf,PV,5.468349730049556,5.468349730049556
14 central_biomass_CHP,eGon2035,14,central_biomass_CHP,11.616706243684154,1.0,42.1106793999185,1.0,0,inf,PV,11.616706243684154,11.616706243684154
14 industrial_biomass_CHP,eGon2035,14,industrial_biomass_CHP,37.91573509260109,1.0,42.109331785861066,1.0,0,inf,PV,37.91573509260109,37.91573509260109
14 load shedding,,14,load shedding,10375394.525666162,1.0,10000.007480757291,1.0,1,0.0,PQ,10375394.525666162,10375394.525666162
14 reservoir,eGon2035,14,reservoir,0.6723680847224646,0.65,0.007036971636047748,1.0,0,inf,PV,0.6723680847224646,0.6723680847224646
14 run_of_river,eGon2035,14,run_of_river,196.64469065788435,0.65,0.006848451877455523,0.9999999999999999,0,inf,PV,196.64469065788435,196.64469065788435
14 solar,eGon2035,14,solar,557.3829275248667,0.9999999999999999,0.018190043877384432,0.9999999999999999,0,inf,PV,557.3829275248667,557.3829275248667
14 solar_rooftop,eGon2035,14,solar_rooftop,575.0665719223505,1.0000000000000002,0.01780715577751367,1.0000000000000002,0,inf,PV,575.0665719223505,575.0665719223505
14 wind_onshore,eGon2035,14,wind_onshore,157.39833726068682,1.0,1.3112884975326293,1.0,0,inf,PV,157.39833726068682,157.39833726068682
15 biomass,eGon2035,15,biomass,5.154381833319972,1.0,42.10717624143309,1.0,0,inf,PV,5.154381833319972,5.154381833319972
15 central_biomass_CHP,eGon2035,15,central_biomass_CHP,1.5348473000530662,1.0,42.10429116340349,1.0,0,inf,PV,1.5348473000530662,1.5348473000530662
15 industrial_biomass_CHP,eGon2035,15,industrial_biomass_CHP,132.70250124431126,1.0,42.1075107688683,1.0,0,inf,PV,132.70250124431126,132.70250124431126
15 load shedding,,15,load shedding,7821451.2578098755,1.0,10000.008713187815,1.0,1,0.0,PQ,7821451.2578098755,7821451.2578098755
15 solar,eGon2035,15,solar,44.86024563407564,1.0,0.01892184173524612,1.0,0,inf,PV,44.86024563407564,44.86024563407564
15 solar_rooftop,eGon2035,15,solar_rooftop,301.38382658610675,1.0000000000000002,0.02004000391801248,1.0000000000000002,0,inf,PV,301.38382658610675,301.38382658610675
15 wind_offshore,eGon2035,15,wind_offshore,3664.0,1.0,2.561876474521213,1.0,0,inf,PV,3664.0,3664.0
15 wind_onshore,eGon2035,15,wind_onshore,3084.3532359478068,1.0,1.3073271767613919,1.0,0,inf,PV,3084.3532359478068,3084.3532359478068
16 biomass,eGon2035,16,biomass,21.363673934518072,1.0,42.108118958338984,1.0,0,inf,PV,21.363673934518072,21.363673934518072
16 central_biomass_CHP,eGon2035,16,central_biomass_CHP,10.530455695715144,1.0,42.10574221965873,1.0,0,inf,PV,10.530455695715144,10.530455695715144
16 industrial_biomass_CHP,eGon2035,16,industrial_biomass_CHP,41.05835822143702,0.9999999999999999,42.10949924531326,0.9999999999999999,0,inf,PV,41.05835822143702,41.05835822143702
16 load shedding,,16,load shedding,13088959.247763466,1.0,10000.007985006252,1.0,1,0.0,PQ,13088959.247763466,13088959.247763466
16 solar,eGon2035,16,solar,587.4334989507123,1.0,0.018513729808180883,1.0,0,inf,PV,587.4334989507123,587.4334989507123
16 solar_rooftop,eGon2035,16,solar_rooftop,444.81319913507,0.9999999999999998,0.017380486799055243,0.9999999999999998,0,inf,PV,444.81319913507,444.81319913507
16 wind_onshore,eGon2035,16,wind_onshore,1126.3561565363361,1.0000000000000002,1.3074840363644624,1.0000000000000002,0,inf,PV,1126.3561565363361,1126.3561565363361
17 biomass,eGon2035,17,biomass,0.9017597674869959,1.0,42.109472263303665,1.0,0,inf,PV,0.9017597674869959,0.9017597674869959
17 central_biomass_CHP,eGon2035,17,central_biomass_CHP,19.052832132420356,1.0,42.10388524190413,1.0,0,inf,PV,19.052832132420356,19.052832132420356
17 industrial_biomass_CHP,eGon2035,17,industrial_biomass_CHP,13.526741898888918,1.0,42.10738522248073,1.0,0,inf,PV,13.526741898888918,13.526741898888918
17 load shedding,,17,load shedding,11971609.06807634,0.9999999999999999,10000.007288918983,0.9999999999999999,1,0.0,PQ,11971609.06807634,11971609.06807634
17 run_of_river,eGon2035,17,run_of_river,8.408935736742874,0.6499999999999999,0.011196699390391002,0.9999999999999998,0,inf,PV,8.408935736742874,8.408935736742874
17 solar,eGon2035,17,solar,47.112610427820286,1.0,0.017424169368718514,1.0,0,inf,PV,47.112610427820286,47.112610427820286
17 solar_rooftop,eGon2035,17,solar_rooftop,1003.3391295291428,1.0,0.017761619488238786,1.0,0,inf,PV,1003.3391295291428,1003.3391295291428
17 wind_onshore,eGon2035,17,wind_onshore,117.98397491496792,1.0,1.3085573682668135,1.0,0,inf,PV,117.98397491496792,117.98397491496792
18 biomass,eGon2035,18,biomass,6.722479880742425,1.0,42.10812572420032,1.0,0,inf,PV,6.722479880742425,6.722479880742425
18 central_biomass_CHP,eGon2035,18,central_biomass_CHP,117.24039454635164,1.0,42.1077739283809,1.0,0,inf,PV,117.24039454635164,117.24039454635164
18 industrial_biomass_CHP,eGon2035,18,industrial_biomass_CHP,27.811826773307477,1.0,42.10911233550296,1.0,0,inf,PV,27.811826773307477,27.811826773307477
18 load shedding,,18,load shedding,46449843.1841362,1.0,10000.007858114279,1.0,1,0.0,PQ,46449843.1841362,46449843.1841362
18 solar,eGon2035,18,solar,630.2538501518341,0.9999999999999998,0.019249812518123847,0.9999999999999998,0,inf,PV,630.2538501518341,630.2538501518341
18 solar_rooftop,eGon2035,18,solar_rooftop,1179.0127458709387,1.0000000000000002,0.018303877049968165,1.0000000000000002,0,inf,PV,1179.0127458709387,1179.0127458709387
18 wind_onshore,eGon2035,18,wind_onshore,748.8891901639586,0.9999999999999999,1.307956884305862,0.9999999999999999,0,inf,PV,748.8891901639586,748.8891901639586
19 biomass,eGon2035,19,biomass,4.067424170230895,1.0000000000000002,42.11055163229944,1.0000000000000002,0,inf,PV,4.067424170230895,4.067424170230895
19 central_biomass_CHP,eGon2035,19,central_biomass_CHP,14.90865672980442,1.0,42.11019236307473,1.0,0,inf,PV,14.90865672980442,14.90865672980442
19 industrial_biomass_CHP,eGon2035,19,industrial_biomass_CHP,121.47634977387808,1.0,42.107563073764936,1.0,0,inf,PV,121.47634977387808,121.47634977387808
19 load shedding,,19,load shedding,14365930.881691609,1.0,10000.007870000623,1.0,1,0.0,PQ,14365930.881691609,14365930.881691609
19 run_of_river,eGon2035,19,run_of_river,0.14088910674837832,0.65,0.013175245858225517,1.0,0,inf,PV,0.14088910674837832,0.14088910674837832
19 solar,eGon2035,19,solar,643.6460460229499,1.0000000000000002,0.01789518314474443,1.0000000000000002,0,inf,PV,643.6460460229499,643.6460460229499
19 solar_rooftop,eGon2035,19,solar_rooftop,539.4760343515204,0.9999999999999999,0.017722738367311353,0.9999999999999999,0,inf,PV,539.4760343515204,539.4760343515204
19 wind_onshore,eGon2035,19,wind_onshore,710.311482442813,1.0000000000000002,1.3097317559622652,1.0000000000000002,0,inf,PV,710.311482442813,710.311482442813
2 biomass,eGon2035,2,biomass,17.565484457231197,1.0,42.1068689901896,1.0,0,inf,PV,17.565484457231197,17.565484457231197
2 central_biomass_CHP,eGon2035,2,central_biomass_CHP,12.517924467610321,0.9999999999999999,42.10809328670366,0.9999999999999999,0,inf,PV,12.517924467610321,12.517924467610321
2 industrial_biomass_CHP,eGon2035,2,industrial_biomass_CHP,163.54523028513495,1.0000000000000002,42.10767709904491,1.0000000000000002,0,inf,PV,163.54523028513495,163.54523028513495
2 load shedding,,2,load shedding,22666246.50222454,0.9999999999999999,10000.008604657203,0.9999999999999999,1,0.0,PQ,22666246.50222454,22666246.50222454
2 run_of_river,eGon2035,2,run_of_river,1.218580214783467,0.65,0.008536525686665646,1.0,0,inf,PV,1.218580214783467,1.218580214783467
2 solar,eGon2035,2,solar,338.3900358414487,1.0,0.018901858709555606,1.0,0,inf,PV,338.3900358414487,338.3900358414487
2 solar_rooftop,eGon2035,2,solar_rooftop,1038.9186535017247,0.9999999999999999,0.017646886500653547,0.9999999999999999,0,inf,PV,1038.9186535017247,1038.9186535017247
2 wind_offshore,eGon2035,2,wind_offshore,7011.0,0.9999999999999999,2.5661159457545284,0.9999999999999999,0,inf,PV,7011.0,7011.0
2 wind_onshore,eGon2035,2,wind_onshore,2266.4975674974153,1.0000000000000002,1.3083789169865478,1.0000000000000002,0,inf,PV,2266.4975674974153,2266.4975674974153
20 biomass,eGon2035,20,biomass,10.122049246721101,1.0000000000000002,42.10823456050659,1.0000000000000002,0,inf,PV,10.122049246721101,10.122049246721101
20 central_biomass_CHP,eGon2035,20,central_biomass_CHP,10.391848143320333,1.0,42.10710271467234,1.0,0,inf,PV,10.391848143320333,10.391848143320333
20 industrial_biomass_CHP,eGon2035,20,industrial_biomass_CHP,104.55060353708852,1.0000000000000002,42.109269090101236,1.0000000000000002,0,inf,PV,104.55060353708852,104.55060353708852
20 load shedding,,20,load shedding,31445426.48548052,1.0,10000.006926290034,1.0,1,0.0,PQ,31445426.48548052,31445426.48548052
20 oil,eGon2035,20,oil,120.0,1.0,101.83953428255386,1.0,0,inf,PV,120.0,120.0
20 run_of_river,eGon2035,20,run_of_river,0.07933019010466798,0.65,0.006899370794224405,1.0,0,inf,PV,0.07933019010466798,0.07933019010466798
20 solar,eGon2035,20,solar,1129.5331661830623,1.0,0.018391120027101356,1.0,0,inf,PV,1129.5331661830623,1129.5331661830623
20 solar_rooftop,eGon2035,20,solar_rooftop,1254.5928537078335,0.9999999999999999,0.017646413007406058,0.9999999999999999,0,inf,PV,1254.5928537078335,1254.5928537078335
20 wind_onshore,eGon2035,20,wind_onshore,2259.441250887459,1.0,1.3079181017901433,1.0,0,inf,PV,2259.441250887459,2259.441250887459
21 biomass,eGon2035,21,biomass,0.10881460330156868,1.0,42.11109595119002,1.0,0,inf,PV,0.10881460330156868,0.10881460330156868
21 central_biomass_CHP,eGon2035,21,central_biomass_CHP,5.759537862470749,1.0,42.10473792645005,1.0,0,inf,PV,5.759537862470749,5.759537862470749
21 industrial_biomass_CHP,eGon2035,21,industrial_biomass_CHP,1.0642831814144658,0.9999999999999999,42.107269420379225,0.9999999999999999,0,inf,PV,1.0642831814144658,1.0642831814144658
21 load shedding,,21,load shedding,7182965.440845804,1.0,10000.00789937788,1.0,1,0.0,PQ,7182965.440845804,7182965.440845804
21 run_of_river,eGon2035,21,run_of_river,486.6615890840502,0.65,0.0073749325269339815,0.9999999999999999,0,inf,PV,486.6615890840502,486.6615890840502
21 solar,eGon2035,21,solar,109.9566469684777,1.0,0.017750035752192625,1.0,0,inf,PV,109.9566469684777,109.9566469684777
21 solar_rooftop,eGon2035,21,solar_rooftop,472.5029230178771,1.0,0.018432488262088684,1.0,0,inf,PV,472.5029230178771,472.5029230178771
21 wind_onshore,eGon2035,21,wind_onshore,69.24895992642011,0.9999999999999999,1.3093648670862807,0.9999999999999999,0,inf,PV,69.24895992642011,69.24895992642011
22 biomass,eGon2035,22,biomass,6.447851497157378,1.0,42.11055950569335,1.0,0,inf,PV,6.447851497157378,6.447851497157378
22 central_biomass_CHP,eGon2035,22,central_biomass_CHP,3.1199632971135705,1.0,42.10539498746641,1.0,0,inf,PV,3.1199632971135705,3.1199632971135705
22 industrial_biomass_CHP,eGon2035,22,industrial_biomass_CHP,43.615181219856524,0.9999999999999997,42.10702935440141,0.9999999999999997,0,inf,PV,43.615181219856524,43.615181219856524
22 load shedding,,22,load shedding,11013880.342630234,0.9999999999999998,10000.007363009177,0.9999999999999998,1,0.0,PQ,11013880.342630234,11013880.342630234
22 run_of_river,eGon2035,22,run_of_river,5.3475376178515965,0.65,0.008391009736606333,1.0,0,inf,PV,5.3475376178515965,5.3475376178515965
22 solar,eGon2035,22,solar,358.66129017891484,1.0,0.015739452580084988,1.0,0,inf,PV,358.66129017891484,358.66129017891484
22 solar_rooftop,eGon2035,22,solar_rooftop,294.3875101673224,1.0000000000000002,0.016775322552396974,1.0000000000000002,0,inf,PV,294.3875101673224,294.3875101673224
22 wind_onshore,eGon2035,22,wind_onshore,404.28264334748764,1.0,1.310745841547505,1.0,0,inf,PV,404.28264334748764,404.28264334748764
23 biomass,eGon2035,23,biomass,5.437632707978552,0.9999999999999998,42.1080923655886,0.9999999999999998,0,inf,PV,5.437632707978552,5.437632707978552
23 central_biomass_CHP,eGon2035,23,central_biomass_CHP,7.077351439133584,1.0,42.10862369939331,1.0,0,inf,PV,7.077351439133584,7.077351439133584
23 industrial_biomass_CHP,eGon2035,23,industrial_biomass_CHP,125.39339801905443,1.0,42.10740753000858,1.0,0,inf,PV,125.39339801905443,125.39339801905443
23 load shedding,,23,load shedding,19473817.41740418,1.0,10000.00799382186,1.0,1,0.0,PQ,19473817.41740418,19473817.41740418
23 run_of_river,eGon2035,23,run_of_river,7.4436102005608955,0.65,0.006393395158029836,1.0,0,inf,PV,7.4436102005608955,7.4436102005608955
23 solar,eGon2035,23,solar,42.93999073076644,0.9999999999999998,0.01660942830121791,0.9999999999999998,0,inf,PV,42.93999073076644,42.93999073076644
23 solar_rooftop,eGon2035,23,solar_rooftop,1915.917367074405,0.9999999999999999,0.0191784044621602,0.9999999999999999,0,inf,PV,1915.917367074405,1915.917367074405
23 wind_onshore,eGon2035,23,wind_onshore,923.086901045909,1.0,1.3061288641396371,1.0,0,inf,PV,923.086901045909,923.086901045909
24 biomass,eGon2035,24,biomass,4.827317259645123,0.9999999999999999,42.112325979404446,0.9999999999999999,0,inf,PV,4.827317259645123,4.827317259645123
24 central_biomass_CHP,eGon2035,24,central_biomass_CHP,26.934855401359947,1.0,42.10917325892788,1.0,0,inf,PV,26.934855401359947,26.934855401359947
24 industrial_biomass_CHP,eGon2035,24,industrial_biomass_CHP,50.20122501081162,1.0,42.107196661228585,1.0,0,inf,PV,50.20122501081162,50.20122501081162
24 load shedding,,24,load shedding,6384858.169640714,1.0,10000.007593261329,1.0,1,0.0,PQ,6384858.169640714,6384858.169640714
24 solar,eGon2035,24,solar,638.6309442276854,0.9999999999999999,0.017005269212166666,0.9999999999999999,0,inf,PV,638.6309442276854,638.6309442276854
24 solar_rooftop,eGon2035,24,solar_rooftop,152.69468416832538,1.0,0.017095707133720776,1.0,0,inf,PV,152.69468416832538,152.69468416832538
24 wind_onshore,eGon2035,24,wind_onshore,1889.930727342408,1.0,1.3118091553759248,1.0,0,inf,PV,1889.930727342408,1889.930727342408
25 biomass,eGon2035,25,biomass,3.2347767176161137,0.9999999999999999,42.11053115420096,0.9999999999999999,0,inf,PV,3.2347767176161137,3.2347767176161137
25 central_biomass_CHP,eGon2035,25,central_biomass_CHP,11.960773597555466,1.0,42.10352043776026,1.0,0,inf,PV,11.960773597555466,11.960773597555466
25 industrial_biomass_CHP,eGon2035,25,industrial_biomass_CHP,13.994278265471383,1.0,42.107156899895465,1.0,0,inf,PV,13.994278265471383,13.994278265471383
25 load shedding,,25,load shedding,6065615.261158679,1.0,10000.007337982104,1.0,1,0.0,PQ,6065615.261158679,6065615.261158679
25 solar,eGon2035,25,solar,469.52574055728746,1.0,0.016424717240983384,1.0,0,inf,PV,469.52574055728746,469.52574055728746
25 solar_rooftop,eGon2035,25,solar_rooftop,363.0768002202267,1.0,0.017316087647760707,1.0,0,inf,PV,363.0768002202267,363.0768002202267
25 wind_onshore,eGon2035,25,wind_onshore,393.3395904100839,1.0,1.308242094538516,1.0,0,inf,PV,393.3395904100839,393.3395904100839
26 biomass,eGon2035,26,biomass,5.1646746479345875,1.0,42.10586242155507,1.0,0,inf,PV,5.1646746479345875,5.1646746479345875
26 central_biomass_CHP,eGon2035,26,central_biomass_CHP,10.984057274389983,1.0,42.109336916124484,1.0,0,inf,PV,10.984057274389983,10.984057274389983
26 industrial_biomass_CHP,eGon2035,26,industrial_biomass_CHP,70.02180482515378,1.0,42.10536850069555,1.0,0,inf,PV,70.02180482515378,70.02180482515378
26 load shedding,,26,load shedding,5905993.806917661,1.0,10000.006774862046,1.0,1,0.0,PQ,5905993.806917661,5905993.806917661
26 run_of_river,eGon2035,26,run_of_river,0.33075748686979817,0.65,0.016197217013824296,1.0,0,inf,PV,0.33075748686979817,0.33075748686979817
26 solar,eGon2035,26,solar,21.6974381153125,1.0,0.01623646168480548,1.0,0,inf,PV,21.6974381153125,21.6974381153125
26 solar_rooftop,eGon2035,26,solar_rooftop,321.1177228773735,1.0,0.01834411344472896,1.0,0,inf,PV,321.1177228773735,321.1177228773735
26 wind_onshore,eGon2035,26,wind_onshore,1405.780703685745,0.9999999999999999,1.3057680810739074,0.9999999999999999,0,inf,PV,1405.780703685745,1405.780703685745
27 biomass,eGon2035,27,biomass,9.014714221657627,1.0,42.106500880170735,1.0,0,inf,PV,9.014714221657627,9.014714221657627
27 central_biomass_CHP,eGon2035,27,central_biomass_CHP,7.553697761638861,0.9999999999999999,42.105651842960405,0.9999999999999999,0,inf,PV,7.553697761638861,7.553697761638861
27 industrial_biomass_CHP,eGon2035,27,industrial_biomass_CHP,130.768912383656,1.0,42.107287362024906,1.0,0,inf,PV,130.768912383656,130.768912383656
27 load shedding,,27,load shedding,11492744.705353286,1.0000000000000002,10000.007930090635,1.0000000000000002,1,0.0,PQ,11492744.705353286,11492744.705353286
27 others,eGon2035,27,others,13.6775896082601,1.0,0.0034841345601151126,1.0,0,inf,PV,13.6775896082601,13.6775896082601
27 reservoir,eGon2035,27,reservoir,2.2050928819367357,0.6499999999999999,0.007651740301991339,0.9999999999999999,0,inf,PV,2.2050928819367357,2.2050928819367357
27 run_of_river,eGon2035,27,run_of_river,580.2924075966358,0.6500000000000001,0.006810130868339708,1.0000000000000002,0,inf,PV,580.2924075966358,580.2924075966358
27 solar,eGon2035,27,solar,412.7503884903793,0.9999999999999999,0.01697916526474006,0.9999999999999999,0,inf,PV,412.7503884903793,412.7503884903793
27 solar_rooftop,eGon2035,27,solar_rooftop,795.6370318019056,1.0,0.018546742025803992,1.0,0,inf,PV,795.6370318019056,795.6370318019056
27 wind_onshore,eGon2035,27,wind_onshore,114.89044921681983,1.0,1.3066471085139477,1.0,0,inf,PV,114.89044921681983,114.89044921681983
28 biomass,eGon2035,28,biomass,2.4502470425412897,1.0,42.112390527217826,1.0,0,inf,PV,2.4502470425412897,2.4502470425412897
28 central_biomass_CHP,eGon2035,28,central_biomass_CHP,21.103294324787093,1.0,42.10690812483625,1.0,0,inf,PV,21.103294324787093,21.103294324787093
28 industrial_biomass_CHP,eGon2035,28,industrial_biomass_CHP,187.90526329633718,1.0000000000000002,42.10886775683615,1.0000000000000002,0,inf,PV,187.90526329633718,187.90526329633718
28 load shedding,,28,load shedding,10375394.525666162,1.0,10000.00919808065,1.0,1,0.0,PQ,10375394.525666162,10375394.525666162
28 solar,eGon2035,28,solar,441.25020520402956,0.9999999999999999,0.01815157023121918,0.9999999999999999,0,inf,PV,441.25020520402956,441.25020520402956
28 solar_rooftop,eGon2035,28,solar_rooftop,363.57405846920807,0.9999999999999999,0.01804983012104488,0.9999999999999999,0,inf,PV,363.57405846920807,363.57405846920807
28 wind_onshore,eGon2035,28,wind_onshore,4147.3115582698165,1.0,1.306637986048568,1.0,0,inf,PV,4147.3115582698165,4147.3115582698165
29 biomass,eGon2035,29,biomass,19.351641804585775,0.9999999999999998,42.10778758805718,0.9999999999999998,0,inf,PV,19.351641804585775,19.351641804585775
29 central_biomass_CHP,eGon2035,29,central_biomass_CHP,5.060049963378479,1.0,42.107362772800286,1.0,0,inf,PV,5.060049963378479,5.060049963378479
29 industrial_biomass_CHP,eGon2035,29,industrial_biomass_CHP,167.3684949702749,1.0,42.106619422063574,1.0,0,inf,PV,167.3684949702749,167.3684949702749
29 load shedding,,29,load shedding,20591167.597091306,1.0,10000.008414482825,1.0,1,0.0,PQ,20591167.597091306,20591167.597091306
29 others,eGon2035,29,others,19.682954167539137,1.0,0.009424811146847492,1.0,0,inf,PV,19.682954167539137,19.682954167539137
