,43784
585,-1.3084149507680066e+16
586,-32404597446765.125
587,0.9719046582966977
588,0.9634454656868835
589,0.9360781396019152
590,-233699368493632.4
591,0.940273812217061
592,0.9544931732372135
593,0.96371203738331
594,0.9686551809567476
595,0.9557482561812435
596,0.9626351011316769
597,0.9675351717717456
598,0.9425812091772166
599,0.9580517738167331
600,0.9546917879878759
601,0.9665677098360328
602,0.9715403553293878
603,0.9632496237404065
604,-2.7724749458968788e+16
605,-405171179611370.8
606,0.9619727838250782
607,0.9688609220182898
608,0.9436460519592943
609,0.9676264279803017
610,0.9679865683696007
611,0.9163326503390051
612,0.935779388923958
613,0.9574056055954473
614,0.9675124662065214
615,0.9634980719944747
616,0.9627253114647385
617,0.9476384203313323
618,0.9676585872253797
619,-1.4046150267059146e+18
620,0.9718814245335778
621,-4001175239904950.0
622,0.9632783145767656
623,0.9685381621734389
624,0.9575349426318309
625,0.9606829265963704
626,-2.2984667653841818e+17
627,-41153382424570.875
628,-3161772634677236.5
629,0.9688620462672834
630,0.9686263124187119
631,0.9692224376743622
632,-1506103237968.7153
633,-1480105740443.8606
634,0.9757041661223198
635,0.9716381871038746
636,0.9405526923143792
637,0.95978259106159
638,-7933568186181635.0
639,-3.75160576552996e+16
640,-3.297286892019719e+16
641,-3.834184983846445e+16
642,0.9553165249276026
643,-67580933585811.945
644,-8.62712494279828e+16
645,-6237497756822504.0
646,-8.673694359027061e+18
647,-488447696035.94055
648,-3045470870766380.0
649,0.958985562266467
650,-794868555733279.0
651,-1851725420638.351
652,-31210224442308.81
653,-2.914874723813526e+16
654,0.97247507010573
655,-1.3160865428377894e+17
656,-3.545489365802523e+17
657,-18323777525744.582
658,-1.1796246628055355e+18
659,0.9369156789739694
660,0.9580408821546943
661,0.9264522792836443
662,0.9705731170842024
663,0.961251083263143
664,0.96855301482471
665,0.9612721330647472
666,0.9661951454843182
667,0.9685127650572073
668,0.9686671156285479
669,0.9646491114942765
670,0.9673310037276197
671,0.9719389190224649
672,0.9222483192457719
673,0.9327786498661964
674,-1933948091502334.5
675,-23412939602035.812
676,0.9685891336292659
677,0.9710836944630333
678,0.9582717621452885
679,0.9646574536500616
680,0.9686877187266542
681,0.9678651672181701
682,0.9527785192046959
683,-3.094768978002125e+16
684,-4.421385699040233e+17
685,-3.5098057283590304e+16
686,-3.420399677280908e+17
687,-24189547672138.332
688,-3.718708426003278e+16
689,0.9599122628682824
690,0.9511570481766907
691,0.9543065041067125
692,0.9432698573038606
693,-2.3213821217072844e+16
694,-10513717.521745251
695,0.9685977175772824
696,0.9592779063591167
697,0.9212801525302311
698,0.9669635752717949
699,0.9650595746354594
700,0.9688603303221307
701,0.9513594124758904
702,0.9693909859011777
703,0.9469741981834848
704,-193279706746.18942
705,-1079186107044123.2
706,0.9600274571239111
707,0.9620194473386482
