name,scn_name,bus0,bus1,carrier,p_nom,p_nom_extendable,p_nom_max,capital_cost,length,type,efficiency,p_nom_min,p_min_pu,marginal_cost,p_nom_opt,country,build_year,min_up_time,min_down_time,up_time_before,down_time_before,p_nom_mod,marginal_cost_quadratic,stand_by_cost,start_up_cost,shut_down_cost,ramp_limit_start_up,ramp_limit_shut_down
565,eGon2035,47,74994,central_heat_pump,0.4365392802484786,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,0.4365392802484786,,0.0,0.0,0.0,1.0,0.0,,,,,,,
566,eGon2035,47,74994,central_resistive_heater,0.09270886738675449,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,0.09270886738675449,,0.0,0.0,0.0,1.0,0.0,,,,,,,
567,eGon2035,48,42684,dsm,79.83016282727414,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,79.83016282727414,,0.0,0.0,0.0,1.0,0.0,,,,,,,
568,eGon2035,48,50492,central_resistive_heater,0.006502310503514688,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,0.006502310503514688,,0.0,0.0,0.0,1.0,0.0,,,,,,,
569,eGon2035,48,50852,central_resistive_heater,0.004809158862666254,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,0.004809158862666254,,0.0,0.0,0.0,1.0,0.0,,,,,,,
570,eGon2035,48,52247,rural_heat_pump,477.4481737522386,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,477.4481737522386,,0.0,0.0,0.0,1.0,0.0,,,,,,,
571,eGon2035,48,70893,BEV_charger,810.4296057224274,False,inf,0.0,0.0,,0.9,0.0,0.0,0.0,810.4296057224274,,0.0,0.0,0.0,1.0,0.0,,,,,,,
574,eGon2035,48,75021,central_heat_pump,4.099535898649519,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,4.099535898649519,,0.0,0.0,0.0,1.0,0.0,,,,,,,
575,eGon2035,48,75021,central_resistive_heater,3.0060342581749424,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,3.0060342581749424,,0.0,0.0,0.0,1.0,0.0,,,,,,,
576,eGon2035,48,75030,central_heat_pump,2.3579970726531156,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,2.3579970726531156,,0.0,0.0,0.0,1.0,0.0,,,,,,,
577,eGon2035,48,75030,central_resistive_heater,0.40465099167431223,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,0.40465099167431223,,0.0,0.0,0.0,1.0,0.0,,,,,,,
578,eGon2035,48,75035,central_heat_pump,0.10507185171030868,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,0.10507185171030868,,0.0,0.0,0.0,1.0,0.0,,,,,,,
579,eGon2035,48,75035,central_resistive_heater,0.02098757850713939,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,0.02098757850713939,,0.0,0.0,0.0,1.0,0.0,,,,,,,
581,eGon2035,48639,48641,CH4,27125.0,False,inf,0.0,415.62221327154276,,1.0,0.0,-1.0,0.0,27125.0,,0.0,0.0,0.0,1.0,0.0,,,,,,,
582,eGon2035,48639,48642,CH4,16785.0,False,inf,0.0,281.7514401453481,,1.0,0.0,-1.0,0.0,16785.0,,0.0,0.0,0.0,1.0,0.0,,,,,,,
583,eGon2035,48639,74752,CH4,14096.96969696968,False,inf,0.0,98.77412972745627,,1.0,0.0,-1.0,0.0,14096.96969696968,,0.0,0.0,0.0,1.0,0.0,,,,,,,
584,eGon2035,48639,74754,CH4,3524.24242424242,False,inf,0.0,300.45957398943096,,1.0,0.0,-1.0,0.0,3524.24242424242,,0.0,0.0,0.0,1.0,0.0,,,,,,,
585,eGon2035,48639,74768,CH4,3524.24242424242,False,inf,0.0,230.9112991568432,,1.0,0.0,-1.0,0.0,3524.24242424242,,0.0,0.0,0.0,1.0,0.0,,,,,,,
586,eGon2035,48639,74773,CH4,7048.48484848484,False,inf,0.0,118.02458900629583,,1.0,0.0,-1.0,0.0,7048.48484848484,,0.0,0.0,0.0,1.0,0.0,,,,,,,
587,eGon2035,48639,74774,CH4,7048.48484848484,False,inf,0.0,156.39529393242387,,1.0,0.0,-1.0,0.0,7048.48484848484,,0.0,0.0,0.0,1.0,0.0,,,,,,,
588,eGon2035,48639,74795,CH4,3524.24242424242,False,inf,0.0,152.90828039474928,,1.0,0.0,-1.0,0.0,3524.24242424242,,0.0,0.0,0.0,1.0,0.0,,,,,,,
590,eGon2035,48640,48644,CH4,42708.3333333333,False,inf,0.0,453.73185086841903,,1.0,0.0,-1.0,0.0,42708.3333333333,,0.0,0.0,0.0,1.0,0.0,,,,,,,
591,eGon2035,48640,48645,CH4,60629.1666666667,False,inf,0.0,852.7217996254446,,1.0,0.0,-1.0,0.0,60629.1666666667,,0.0,0.0,0.0,1.0,0.0,,,,,,,
592,eGon2035,48640,48646,CH4,2033.33333333333,False,inf,0.0,151.7476169130087,,1.0,0.0,-1.0,0.0,2033.33333333333,,0.0,0.0,0.0,1.0,0.0,,,,,,,
593,eGon2035,48640,48647,CH4,71159.6578333333,False,inf,0.0,188.68558083512778,,1.0,0.0,-1.0,0.0,71159.6578333333,,0.0,0.0,0.0,1.0,0.0,,,,,,,
594,eGon2035,48640,48648,CH4,20333.3333333333,False,inf,0.0,1162.1924417440246,,1.0,0.0,-1.0,0.0,20333.3333333333,,0.0,0.0,0.0,1.0,0.0,,,,,,,
595,eGon2035,48640,74751,CH4,30337.5,False,inf,0.0,99.12164782399903,,1.0,0.0,-1.0,0.0,30337.5,,0.0,0.0,0.0,1.0,0.0,,,,,,,
597,eGon2035,48641,48644,CH4,20115.3704583333,False,inf,0.0,384.404341111123,,1.0,0.0,-1.0,0.0,20115.3704583333,,0.0,0.0,0.0,1.0,0.0,,,,,,,
598,eGon2035,48641,74723,CH4,11452.35379166667,False,inf,0.0,92.02249873771575,,1.0,0.0,-1.0,0.0,11452.35379166667,,0.0,0.0,0.0,1.0,0.0,,,,,,,
599,eGon2035,48641,74789,CH4,11452.35379166667,False,inf,0.0,122.39963430418013,,1.0,0.0,-1.0,0.0,11452.35379166667,,0.0,0.0,0.0,1.0,0.0,,,,,,,
601,eGon2035,48642,48649,CH4,16679.1666666667,False,inf,0.0,321.7396762680511,,1.0,0.0,-1.0,0.0,16679.1666666667,,0.0,0.0,0.0,1.0,0.0,,,,,,,
602,eGon2035,48642,74729,CH4,102592.8203125,False,inf,0.0,159.3844502683801,,1.0,0.0,-1.0,0.0,102592.8203125,,0.0,0.0,0.0,1.0,0.0,,,,,,,
603,eGon2035,48642,74735,CH4,41037.128125,False,inf,0.0,197.05299122766993,,1.0,0.0,-1.0,0.0,41037.128125,,0.0,0.0,0.0,1.0,0.0,,,,,,,
604,eGon2035,48642,74747,CH4,20518.5640625,False,inf,0.0,166.99841033281172,,1.0,0.0,-1.0,0.0,20518.5640625,,0.0,0.0,0.0,1.0,0.0,,,,,,,
607,eGon2035,48643,48649,CH4,16579.1666666667,False,inf,0.0,776.3146853020132,,1.0,0.0,-1.0,0.0,16579.1666666667,,0.0,0.0,0.0,1.0,0.0,,,,,,,
608,eGon2035,48643,48650,CH4,27125.0,False,inf,0.0,705.9106058086279,,1.0,0.0,-1.0,0.0,27125.0,,0.0,0.0,0.0,1.0,0.0,,,,,,,
609,eGon2035,48643,74740,CH4,2662.5,False,inf,0.0,134.9535977740931,,1.0,0.0,-1.0,0.0,2662.5,,0.0,0.0,0.0,1.0,0.0,,,,,,,
610,eGon2035,48643,74781,CH4,2662.5,False,inf,0.0,228.43696938666204,,1.0,0.0,-1.0,0.0,2662.5,,0.0,0.0,0.0,1.0,0.0,,,,,,,
612,eGon2035,48644,48648,CH4,24583.3333333333,False,inf,0.0,1614.2552457929926,,1.0,0.0,-1.0,0.0,24583.3333333333,,0.0,0.0,0.0,1.0,0.0,,,,,,,
613,eGon2035,48644,74723,CH4,25833.33333333335,False,inf,0.0,363.2834484935228,,1.0,0.0,-1.0,0.0,25833.33333333335,,0.0,0.0,0.0,1.0,0.0,,,,,,,
614,eGon2035,48644,74742,CH4,5166.66666666667,False,inf,0.0,390.2575833188384,,1.0,0.0,-1.0,0.0,5166.66666666667,,0.0,0.0,0.0,1.0,0.0,,,,,,,
615,eGon2035,48644,74771,CH4,5166.66666666667,False,inf,0.0,400.2252319272632,,1.0,0.0,-1.0,0.0,5166.66666666667,,0.0,0.0,0.0,1.0,0.0,,,,,,,
616,eGon2035,48644,74777,CH4,5166.66666666667,False,inf,0.0,401.9618313354516,,1.0,0.0,-1.0,0.0,5166.66666666667,,0.0,0.0,0.0,1.0,0.0,,,,,,,
617,eGon2035,48644,74797,CH4,10333.33333333334,False,inf,0.0,435.65301598164154,,1.0,0.0,-1.0,0.0,10333.33333333334,,0.0,0.0,0.0,1.0,0.0,,,,,,,
620,eGon2035,48645,48647,CH4,20583.3333333333,False,inf,0.0,810.1198420750754,,1.0,0.0,-1.0,0.0,20583.3333333333,,0.0,0.0,0.0,1.0,0.0,,,,,,,
621,eGon2035,48645,48648,CH4,62462.5,False,inf,0.0,1113.888061977508,,1.0,0.0,-1.0,0.0,62462.5,,0.0,0.0,0.0,1.0,0.0,,,,,,,
622,eGon2035,48646,74734,CH4,1600.0,False,inf,0.0,28.219090250836476,,1.0,0.0,-1.0,0.0,1600.0,,0.0,0.0,0.0,1.0,0.0,,,,,,,
624,eGon2035,48647,48648,CH4,40152.4166666667,False,inf,0.0,974.5374824832013,,1.0,0.0,-1.0,0.0,40152.4166666667,,0.0,0.0,0.0,1.0,0.0,,,,,,,
625,eGon2035,48647,74718,CH4,13524.38896666668,False,inf,0.0,96.23189959356256,,1.0,0.0,-1.0,0.0,13524.38896666668,,0.0,0.0,0.0,1.0,0.0,,,,,,,
626,eGon2035,48647,74726,CH4,16905.48620833335,False,inf,0.0,156.2373396802866,,1.0,0.0,-1.0,0.0,16905.48620833335,,0.0,0.0,0.0,1.0,0.0,,,,,,,
627,eGon2035,48647,74737,CH4,3381.09724166667,False,inf,0.0,102.89524423274803,,1.0,0.0,-1.0,0.0,3381.09724166667,,0.0,0.0,0.0,1.0,0.0,,,,,,,
628,eGon2035,48647,74751,CH4,3381.09724166667,False,inf,0.0,191.67735878148352,,1.0,0.0,-1.0,0.0,3381.09724166667,,0.0,0.0,0.0,1.0,0.0,,,,,,,
629,eGon2035,48647,74762,CH4,10143.29172500001,False,inf,0.0,102.84714601107687,,1.0,0.0,-1.0,0.0,10143.29172500001,,0.0,0.0,0.0,1.0,0.0,,,,,,,
630,eGon2035,48647,74779,CH4,3381.09724166667,False,inf,0.0,110.65301013290438,,1.0,0.0,-1.0,0.0,3381.09724166667,,0.0,0.0,0.0,1.0,0.0,,,,,,,
631,eGon2035,48648,74726,CH4,51958.333333333205,False,inf,0.0,832.856619217913,,1.0,0.0,-1.0,0.0,51958.333333333205,,0.0,0.0,0.0,1.0,0.0,,,,,,,
633,eGon2035,48649,48652,CH4,11479.1666666667,False,inf,0.0,1510.5442323632253,,1.0,0.0,-1.0,0.0,11479.1666666667,,0.0,0.0,0.0,1.0,0.0,,,,,,,
634,eGon2035,48649,74733,CH4,677.777777777778,False,inf,0.0,280.6410696285406,,1.0,0.0,-1.0,0.0,677.777777777778,,0.0,0.0,0.0,1.0,0.0,,,,,,,
635,eGon2035,48649,74746,CH4,677.777777777778,False,inf,0.0,420.88130614693864,,1.0,0.0,-1.0,0.0,677.777777777778,,0.0,0.0,0.0,1.0,0.0,,,,,,,
636,eGon2035,48649,74801,CH4,677.777777777778,False,inf,0.0,331.95770087830374,,1.0,0.0,-1.0,0.0,677.777777777778,,0.0,0.0,0.0,1.0,0.0,,,,,,,
638,eGon2035,48652,74746,CH4,193718.083333333,False,inf,0.0,1765.169822273438,,1.0,0.0,-1.0,0.0,193718.083333333,,0.0,0.0,0.0,1.0,0.0,,,,,,,
678,eGon2035,49,43586,dsm,10.015048093431217,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,10.015048093431217,,0.0,0.0,0.0,1.0,0.0,,,,,,,
680,eGon2035,49,52237,rural_heat_pump,93.04582830760799,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,93.04582830760799,,0.0,0.0,0.0,1.0,0.0,,,,,,,
681,eGon2035,49,70155,BEV_charger,172.7581902742386,False,inf,0.0,0.0,,0.9,0.0,0.0,0.0,172.7581902742386,,0.0,0.0,0.0,1.0,0.0,,,,,,,
683,eGon2035,49,75117,central_resistive_heater,0.8538994652247649,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,0.8538994652247649,,0.0,0.0,0.0,1.0,0.0,,,,,,,
684,eGon2035,49,75148,central_heat_pump,0.14853842660846725,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,0.14853842660846725,,0.0,0.0,0.0,1.0,0.0,,,,,,,
685,eGon2035,49,75148,central_resistive_heater,0.17856667130983644,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,0.17856667130983644,,0.0,0.0,0.0,1.0,0.0,,,,,,,
702,eGon2035,5,42484,dsm,18.070825619892485,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,18.070825619892485,,0.0,0.0,0.0,1.0,0.0,,,,,,,
704,eGon2035,5,51937,central_resistive_heater,0.004900941346408094,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,0.004900941346408094,,0.0,0.0,0.0,1.0,0.0,,,,,,,
705,eGon2035,5,52061,rural_heat_pump,108.61352430823277,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,108.61352430823277,,0.0,0.0,0.0,1.0,0.0,,,,,,,
706,eGon2035,5,71233,BEV_charger,189.09082579612732,False,inf,0.0,0.0,,0.8999999999999999,0.0,0.0,0.0,189.09082579612732,,0.0,0.0,0.0,1.0,0.0,,,,,,,
708,eGon2035,5,75227,central_heat_pump,3.2630746305561678,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,3.2630746305561678,,0.0,0.0,0.0,1.0,0.0,,,,,,,
709,eGon2035,5,75227,central_resistive_heater,0.8027823939017917,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,0.8027823939017917,,0.0,0.0,0.0,1.0,0.0,,,,,,,
710,eGon2035,50,43548,dsm,45.74685654138572,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,45.74685654138572,,0.0,0.0,0.0,1.0,0.0,,,,,,,
711,eGon2035,50,49758,central_heat_pump,2.0951906354295136,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,2.0951906354295136,,0.0,0.0,0.0,1.0,0.0,,,,,,,
712,eGon2035,50,49758,central_resistive_heater,2.7472529966644634,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,2.7472529966644634,,0.0,0.0,0.0,1.0,0.0,,,,,,,
713,eGon2035,50,52060,rural_heat_pump,301.6471968101205,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,301.6471968101205,,0.0,0.0,0.0,1.0,0.0,,,,,,,
714,eGon2035,50,69920,BEV_charger,587.0291934609413,False,inf,0.0,0.0,,0.9000000000000001,0.0,0.0,0.0,587.0291934609413,,0.0,0.0,0.0,1.0,0.0,,,,,,,
717,eGon2035,50,74902,central_heat_pump,2.22425733787808,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,2.22425733787808,,0.0,0.0,0.0,1.0,0.0,,,,,,,
718,eGon2035,50,74902,central_resistive_heater,0.45199671119750295,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,0.45199671119750295,,0.0,0.0,0.0,1.0,0.0,,,,,,,
719,eGon2035,50,74907,central_heat_pump,0.3333223333501726,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,0.3333223333501726,,0.0,0.0,0.0,1.0,0.0,,,,,,,
720,eGon2035,50,74907,central_resistive_heater,0.08767271035612695,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,0.08767271035612695,,0.0,0.0,0.0,1.0,0.0,,,,,,,
721,eGon2035,50,74925,central_heat_pump,0.10814395015262912,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,0.10814395015262912,,0.0,0.0,0.0,1.0,0.0,,,,,,,
722,eGon2035,50,74925,central_resistive_heater,0.04801793022827407,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,0.04801793022827407,,0.0,0.0,0.0,1.0,0.0,,,,,,,
723,eGon2035,50,74933,central_resistive_heater,0.0243752033730857,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,0.0243752033730857,,0.0,0.0,0.0,1.0,0.0,,,,,,,
760,eGon2035,51,43554,dsm,161.49024910552757,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,161.49024910552757,,0.0,0.0,0.0,1.0,0.0,,,,,,,
761,eGon2035,51,49907,central_heat_pump,0.16122350042785386,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,0.16122350042785386,,0.0,0.0,0.0,1.0,0.0,,,,,,,
762,eGon2035,51,49907,central_resistive_heater,0.2054431703255945,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,0.2054431703255945,,0.0,0.0,0.0,1.0,0.0,,,,,,,
763,eGon2035,51,49948,central_heat_pump,20.392527157706784,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,20.392527157706784,,0.0,0.0,0.0,1.0,0.0,,,,,,,
764,eGon2035,51,49948,central_resistive_heater,25.98569947378629,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,25.98569947378629,,0.0,0.0,0.0,1.0,0.0,,,,,,,
765,eGon2035,51,49985,central_heat_pump,0.28990327718337777,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,0.28990327718337777,,0.0,0.0,0.0,1.0,0.0,,,,,,,
766,eGon2035,51,49985,central_resistive_heater,0.05597451822772316,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,0.05597451822772316,,0.0,0.0,0.0,1.0,0.0,,,,,,,
767,eGon2035,51,49992,central_heat_pump,2.200455480486553,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,2.200455480486553,,0.0,0.0,0.0,1.0,0.0,,,,,,,
768,eGon2035,51,49992,central_resistive_heater,0.44366129662995424,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,0.44366129662995424,,0.0,0.0,0.0,1.0,0.0,,,,,,,
769,eGon2035,51,50029,central_heat_pump,1.1305095601509032,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,1.1305095601509032,,0.0,0.0,0.0,1.0,0.0,,,,,,,
770,eGon2035,51,50029,central_resistive_heater,0.1738446629223769,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,0.1738446629223769,,0.0,0.0,0.0,1.0,0.0,,,,,,,
771,eGon2035,51,50068,central_resistive_heater,0.010559683455572762,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,0.010559683455572762,,0.0,0.0,0.0,1.0,0.0,,,,,,,
772,eGon2035,51,52139,rural_heat_pump,897.6278353004577,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,897.6278353004577,,0.0,0.0,0.0,1.0,0.0,,,,,,,
773,eGon2035,51,70058,BEV_charger,1805.9527423381805,False,inf,0.0,0.0,,0.9,0.0,0.0,0.0,1805.9527423381805,,0.0,0.0,0.0,1.0,0.0,,,,,,,
777,eGon2035,51,74947,central_heat_pump,5.8835185773991965,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,5.8835185773991965,,0.0,0.0,0.0,1.0,0.0,,,,,,,
778,eGon2035,51,74947,central_resistive_heater,4.880320039475289,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,4.880320039475289,,0.0,0.0,0.0,1.0,0.0,,,,,,,
779,eGon2035,51,74948,central_heat_pump,3.915109021510661,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,3.915109021510661,,0.0,0.0,0.0,1.0,0.0,,,,,,,
780,eGon2035,51,74948,central_resistive_heater,0.6943400568395408,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,0.6943400568395408,,0.0,0.0,0.0,1.0,0.0,,,,,,,
781,eGon2035,51,74949,central_heat_pump,0.3652756695495374,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,0.3652756695495374,,0.0,0.0,0.0,1.0,0.0,,,,,,,
782,eGon2035,51,74949,central_resistive_heater,0.16637142769617072,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,0.16637142769617072,,0.0,0.0,0.0,1.0,0.0,,,,,,,
783,eGon2035,51,74965,central_heat_pump,4.929706287211757,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,4.929706287211757,,0.0,0.0,0.0,1.0,0.0,,,,,,,
784,eGon2035,51,74965,central_resistive_heater,3.732118466693929,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,3.732118466693929,,0.0,0.0,0.0,1.0,0.0,,,,,,,
845,eGon2035,52,43536,dsm,157.3083292845592,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,157.3083292845592,,0.0,0.0,0.0,1.0,0.0,,,,,,,
847,eGon2035,52,51088,central_heat_pump,7.17814523708466,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,7.17814523708466,,0.0,0.0,0.0,1.0,0.0,,,,,,,
848,eGon2035,52,51088,central_resistive_heater,9.149639453755192,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,9.149639453755192,,0.0,0.0,0.0,1.0,0.0,,,,,,,
849,eGon2035,52,51252,central_resistive_heater,0.005926179473639539,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,0.005926179473639539,,0.0,0.0,0.0,1.0,0.0,,,,,,,
850,eGon2035,52,52033,central_heat_pump,4.177389555294876,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,4.177389555294876,,0.0,0.0,0.0,1.0,0.0,,,,,,,
851,eGon2035,52,52033,central_resistive_heater,5.3231455194018,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,5.3231455194018,,0.0,0.0,0.0,1.0,0.0,,,,,,,
852,eGon2035,52,52048,rural_heat_pump,1125.0792795738419,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,1125.0792795738419,,0.0,0.0,0.0,1.0,0.0,,,,,,,
853,eGon2035,52,70004,BEV_charger,2101.8234427571297,False,inf,0.0,0.0,,0.9000000000000001,0.0,0.0,0.0,2101.8234427571297,,0.0,0.0,0.0,1.0,0.0,,,,,,,
858,eGon2035,52,75098,central_heat_pump,0.19415093703073266,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,0.19415093703073266,,0.0,0.0,0.0,1.0,0.0,,,,,,,
859,eGon2035,52,75098,central_resistive_heater,0.073538549261983,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,0.073538549261983,,0.0,0.0,0.0,1.0,0.0,,,,,,,
860,eGon2035,52,75112,central_heat_pump,0.03383187016849765,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,0.03383187016849765,,0.0,0.0,0.0,1.0,0.0,,,,,,,
861,eGon2035,52,75112,central_resistive_heater,0.5809667632091514,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,0.5809667632091514,,0.0,0.0,0.0,1.0,0.0,,,,,,,
862,eGon2035,52,75113,central_heat_pump,3.1180686890788363,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,3.1180686890788363,,0.0,0.0,0.0,1.0,0.0,,,,,,,
863,eGon2035,52,75113,central_resistive_heater,4.650594886124184,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,4.650594886124184,,0.0,0.0,0.0,1.0,0.0,,,,,,,
864,eGon2035,52,75128,central_heat_pump,0.24475878040234328,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,0.24475878040234328,,0.0,0.0,0.0,1.0,0.0,,,,,,,
865,eGon2035,52,75128,central_resistive_heater,0.14053949834888954,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,0.14053949834888954,,0.0,0.0,0.0,1.0,0.0,,,,,,,
866,eGon2035,52,75247,central_heat_pump,21.829436293863154,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,21.829436293863154,,0.0,0.0,0.0,1.0,0.0,,,,,,,
867,eGon2035,52,75247,central_resistive_heater,27.816717703872897,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,27.816717703872897,,0.0,0.0,0.0,1.0,0.0,,,,,,,
868,eGon2035,52,75248,central_heat_pump,25.62434450970752,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,25.62434450970752,,0.0,0.0,0.0,1.0,0.0,,,,,,,
869,eGon2035,52,75248,central_resistive_heater,32.65247659068973,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,32.65247659068973,,0.0,0.0,0.0,1.0,0.0,,,,,,,
959,eGon2035,53,43496,dsm,82.92661897595971,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,82.92661897595971,,0.0,0.0,0.0,1.0,0.0,,,,,,,
960,eGon2035,53,52051,rural_heat_pump,573.747394598527,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,573.747394598527,,0.0,0.0,0.0,1.0,0.0,,,,,,,
961,eGon2035,53,70243,BEV_charger,1034.3316858410835,False,inf,0.0,0.0,,0.9,0.0,0.0,0.0,1034.3316858410835,,0.0,0.0,0.0,1.0,0.0,,,,,,,
964,eGon2035,53,75015,central_heat_pump,0.08290167164724854,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,0.08290167164724854,,0.0,0.0,0.0,1.0,0.0,,,,,,,
965,eGon2035,53,75015,central_resistive_heater,0.15523390494355482,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,0.15523390494355482,,0.0,0.0,0.0,1.0,0.0,,,,,,,
966,eGon2035,53,75043,central_heat_pump,13.4317358752478,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,13.4317358752478,,0.0,0.0,0.0,1.0,0.0,,,,,,,
967,eGon2035,53,75043,central_resistive_heater,11.490348002467861,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,11.490348002467861,,0.0,0.0,0.0,1.0,0.0,,,,,,,
968,eGon2035,53,75064,central_heat_pump,0.1368078182365073,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,0.1368078182365073,,0.0,0.0,0.0,1.0,0.0,,,,,,,
969,eGon2035,53,75064,central_resistive_heater,0.04519403324320863,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,0.04519403324320863,,0.0,0.0,0.0,1.0,0.0,,,,,,,
970,eGon2035,54,41250,dsm,84.81818489695489,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,84.81818489695489,,0.0,0.0,0.0,1.0,0.0,,,,,,,
972,eGon2035,54,51632,central_heat_pump,0.27246004010053126,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,0.27246004010053126,,0.0,0.0,0.0,1.0,0.0,,,,,,,
973,eGon2035,54,51632,central_resistive_heater,0.06195199540392841,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,0.06195199540392841,,0.0,0.0,0.0,1.0,0.0,,,,,,,
974,eGon2035,54,51672,central_heat_pump,1.7004226740423638,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,1.7004226740423638,,0.0,0.0,0.0,1.0,0.0,,,,,,,
975,eGon2035,54,51672,central_resistive_heater,2.261729505741638,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,2.261729505741638,,0.0,0.0,0.0,1.0,0.0,,,,,,,
976,eGon2035,54,51704,central_resistive_heater,0.016295745810190398,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,0.016295745810190398,,0.0,0.0,0.0,1.0,0.0,,,,,,,
977,eGon2035,54,51732,central_heat_pump,1.4878671112461648,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,1.4878671112461648,,0.0,0.0,0.0,1.0,0.0,,,,,,,
978,eGon2035,54,51732,central_resistive_heater,0.23289951565315684,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,0.23289951565315684,,0.0,0.0,0.0,1.0,0.0,,,,,,,
