name,bus0,bus1,carrier,x,r,b,s_nom,s_nom_extendable,s_nom_min,s_nom_max,s_max_pu,lifetime,capital_cost,length,num_parallel,geom,v_nom,x_pu_eff,r_pu_eff,s_nom_opt,country
0,0,51,AC,6.731594280420029,0.7499569411424136,0.00047121172062181306,3580.0,True,3580.0,10741.486288219148,1.0,40.0,2177.5210225649216,53.50563644980425,2.0,,380.0,4.661768892257638e-05,5.193607625639984e-06,3580.0019280928327,DE
1,0,66,AC,5.74974034495802,0.7268315453454952,4.4734079658628166e-05,6930.0,True,6930.0,18514.93031258827,1.0,40.0,1570.81034247764,83.49655022785535,7.0,,380.0,3.981814643322729e-05,5.0334594553012135e-06,11309.076126858507,DE
10,10,43775,AC,17.904600118339886,5.039887247471145,0.0006327532732721961,3400.0,True,3400.0,12549.377609747648,1.0,40.0,680.1586827423448,86.04498863684839,10.0,,380.0,0.00012399307561177206,3.490226625672538e-05,4659.247483495814,AT
100,33,4,AC,6.379557769228258,0.8498399135989182,0.00015599767389663931,5140.0,True,5140.0,18514.930312588272,0.9999999999999999,40.0,689.9273642243103,67.22674347650675,6.0,,380.0,4.417976294479403e-05,5.8853179612113445e-06,5140.002764813636,DE
101,33,48,AC,8.55849745933093,0.953489868394455,1.4756415641682857e-06,3580.0,True,3580.0,10741.486288219148,1.0,40.0,307.2583883450816,67.94905724134794,2.0,,380.0,5.92693729870563e-05,6.603115432094564e-06,3580.0011636105105,DE
102,33,64,AC,8.190614108455586,0.9431452662491812,2.2477725753686754e-06,4100.0,True,4100.0,12296.175093092972,1.0,40.0,549.0636437462897,68.9783302771676,4.0,,380.0,5.67217043521855e-05,6.531476913082972e-06,4100.011387162578,DE
103,33,78,AC,30.453307809331033,10.566022258034403,3.9966261063364604e-07,1040.0,True,1040.0,6218.755219495297,1.0,40.0,528.0450962145918,64.87512325800633,2.0,,380.0,0.00021089548344412073,7.317189929386706e-05,1312.1084430903595,DE
104,34,4,AC,4.150575538462334,0.6179286825938876,0.0005779202054560995,6700.0,True,6700.0,27843.06314183122,1.0,40.0,1586.2439636071185,53.22540947666614,11.0,,380.0,2.8743597911789018e-05,4.279284505497837e-06,6700.001731905291,DE
105,34,43785,AC,15.227264072407568,1.6964463609766318,2.99020781396791e-07,3580.0,True,3580.0,10741.486288219148,0.9999999999999999,40.0,119.66307563990279,121.19509468513492,2.0,,380.0,0.00010545196726044022,1.1748243497068088e-05,9261.988667829097,NL
106,34,52,AC,2.947590766937388,0.4232344517469711,7.773509856637265e-05,6180.0,True,6180.0,26288.374336957386,1.0,40.0,333.0948123614228,35.872811339360034,9.0,,380.0,2.0412678441394654e-05,2.930986507943013e-06,7134.274724746097,DE
107,35,79,AC,8.108208309174762,0.948314182008905,5.30909734518823e-05,4360.0,True,4360.0,13850.863897966796,1.0,39.99999999999999,1335.060684259849,69.84665597273023,5.0,,380.0,5.615102707184738e-05,6.567272728593525e-06,4360.001580099449,DE
108,36,4,AC,0.7689579674947589,0.10845070756234726,0.0005223862614125436,16980.0,True,16980.0,52576.74867391478,1.0,40.0,685.9803231457402,27.329624518648433,19.0,,380.0,5.3251936807116265e-06,7.510436811796901e-07,16980.007341588327,DE
109,36,53,AC,2.2238793316878707,0.2560942237111216,0.0006948540947135037,8200.0,True,8200.0,12296.175093092972,1.0,40.0,1388.5301328957605,37.28481857537219,6.0,,380.0,1.5400826396730406e-05,1.7735057043706483e-06,8200.00008385617,DE
11,10,82,AC,10.94892108089429,1.219803845911384,7.863023593090313e-06,5370.0,True,5370.0,10741.486288219148,1.0,40.0,2673.3696622331554,131.36216900520895,2.0,,380.0,7.582355319178872e-05,8.447395054787978e-06,5370.001829018087,DE
110,36,64,AC,4.326065107981791,0.49822232750074236,0.00068595682054721,8200.0,True,8200.0,24592.350186185948,1.0,40.0,2035.8528431546147,72.88897528388401,8.0,,380.0,2.9958899639763097e-05,3.4502931267364427e-06,8200.001491163222,DE
111,37,43775,AC,27.581161242106692,3.587951011333805,9.592175308328541e-05,4620.0,True,4620.0,18480.0,1.0,40.0,1922.142359569265,278.052385130352,3.0,,380.0,0.00019100527175974164,2.4847306172671778e-05,4620.002077243448,AT
112,37,51,AC,112.22473742275774,38.93730875506197,0.000138687517623179,520.0,True,520.0,6218.755219495297,1.0,40.0,4878.404867632478,119.87124560342404,1.0,,380.0,0.0007771796220412586,0.00026964895259738204,520.0007231645873,DE
113,37,77,AC,15.434139120427897,2.0069687024108194,0.00043272427088615547,2310.0,True,2310.0,16960.241507714447,1.0,40.0,3177.25612924652,78.07093919999483,2.0,,380.0,0.00010688461994756162,1.3898675224451657e-05,5706.488203621933,DE
114,38,48,AC,316.5603586270815,91.52751271761275,1.7596880441164845e-05,260.0,True,260.0,1554.6888048738242,1.0,40.0,947.8030948370437,70.47488565386541,1.0,,380.0,0.0021922462508800655,0.0006338470409806978,260.00249262889923,DE
115,38,64,AC,9.378770716264537,1.136279560252384,0.000842574459094197,4100.0,True,4100.0,16960.241507714447,1.0,40.0,3440.630496720297,84.54252455334766,3.0,,380.0,6.494993570820316e-05,7.868972023908478e-06,4100.001571685239,DE
116,38,71,AC,3.5597332890598667,0.4577423482329297,0.0007576202314404881,7450.0,True,7450.0,20069.61911746209,1.0,40.0,1761.190967612645,53.198873056633104,8.0,,380.0,2.4651892583517082e-05,3.1699608603388484e-06,9616.229321008726,DE
