,0,13,26,37,62,79,100,111,120,129,143,162,179,194,215,221,230,246,255,263,272,278,285,296,307,324,336,345,354,369,379,392,402,424,429,466,477,485,494,526,539,546,557,567,678,702,710,760,845,959,970,999,1007,1017,1034,1043,1052,1064,1070,1084,1106,1126,1181,1259,1357,1374,1380,1389,1399,1410,1429,1440,1451,3389,3799,3810,3822,3840,3854,3871,3879,3895,3912,3921,3931,3943
0,-0.3433750697317257,-0.19118111195318052,-0.27898635959487483,-0.25593215888158577,-0.19203720219017742,-0.2031416404289566,-0.34476038200402115,-0.3011775320611661,-0.20756243798795831,-0.18290044549344792,-0.19584812007721655,-0.21515878833284383,-0.21369368778041173,-0.26295706844525674,-0.21599707403027135,-0.22050229805200408,-0.21162616298140935,-0.21237331140555968,-0.2459884285308974,-0.31174364335636867,-0.23759479248538556,-0.19551761704558995,-0.20627137843821874,-0.2255296965729371,-0.19430317669799854,-0.3199464796468126,-0.2031979177502496,-0.22224566900067788,-0.23745417165604554,-0.20244966152773666,-0.2500807126434262,-0.2121640405785354,-0.20719996497548593,-0.25807382986905897,-0.2243987370219511,-0.1935210221816503,-0.27164943766377264,-0.24059647234294185,-0.19700192571784314,-0.2094943843671641,-0.19847673372508318,-0.20851593888450778,-0.21518764633315568,-0.2109855454580022,-0.2069832215401956,-0.4982652350454789,-0.25896844851004486,-0.1770848723992963,-0.22123000194382186,-0.3736767231005674,-0.20472774462138882,-0.24291753313775674,-0.21273274267273085,-0.22155496571210068,-0.22478476419864413,-0.25139916665365586,-0.4906469158150573,-0.2012434377935404,-0.20188928864019437,-0.23418421933348088,-0.24549848025867657,-0.262249275391995,-0.21325700823748542,-0.3408508709281757,-0.23472135503538616,-0.22574292677331487,-0.21256338433679348,-0.2406527961676267,-0.20347430832600205,-0.26513339120127344,-0.22513051712053844,-0.24528924726038998,-0.22766217965197005,-0.2181696087230295,-0.2056164366604406,-0.22429729264019507,-0.24250162446374104,-0.20062684995604135,-0.21645251721255582,-0.31746849869839017,-0.24086870350030404,-0.1783460669219692,-0.20426715138564297,-0.30915285754026023,-0.2250153896572323,-0.24787908261287062
1,-0.3898373592393023,-0.2723798036985505,-0.33989894333097403,-0.3065490293844129,-0.2445879301724215,-0.278068672866576,-0.4076144243431144,-0.360287544588312,-0.28074793555894473,-0.23694874633984775,-0.259054691970122,-0.2899995826997313,-0.2804498257534369,-0.32018123105652313,-0.28589692146209855,-0.3003504047347483,-0.26916925135456504,-0.3203361373438204,-0.3486040677839664,-0.3663944473831427,-0.302004931461879,-0.2704668338489251,-0.2693964084908689,-0.28600931331105817,-0.26638175813065235,-0.3722059199332257,-0.2633796805199264,-0.2767498384287854,-0.2981068104347281,-0.2878772742193806,-0.29866146604970506,-0.2858102037574123,-0.25967695612884506,-0.3320314139673626,-0.27685519163838895,-0.2475695204624197,-0.3287047834775825,-0.2974039045706126,-0.2634639266642724,-0.27024917027208195,-0.2739335338440008,-0.2602617531530968,-0.29013710988563,-0.2736093382895825,-0.27829442277028743,-0.5440006542720554,-0.3238453530169705,-0.22910699282622565,-0.27280934300215914,-0.4177579508910939,-0.27727072125749874,-0.3208168819546216,-0.28698239673503423,-0.2766383271063047,-0.2876828247993506,-0.3188381420690352,-0.5449632498651469,-0.2608179571035152,-0.2613482506035185,-0.2980248942048875,-0.3297977055483472,-0.32085687654861106,-0.2739788562834354,-0.3922471635740935,-0.30006220564597863,-0.28658187441910093,-0.30775104732058306,-0.30542703500521784,-0.25703623065252745,-0.32203031743902544,-0.28787195351718575,-0.3053225790609047,-0.2886552374277086,-0.28064721370155404,-0.26121845163313545,-0.29114288904994073,-0.30040769800002,-0.2863590947209502,-0.2819318199148041,-0.38337186462362244,-0.29624027011365184,-0.235704453371648,-0.28142456475609734,-0.3679454326401899,-0.32195106780573696,-0.3105866971942183
2,-0.438053320402825,-0.3311548188998016,-0.40514795313712254,-0.3594460467344052,-0.30008059624384187,-0.3531968552585732,-0.47979902117230433,-0.41342868392052706,-0.3497160527636225,-0.29083244424202315,-0.3174648549289936,-0.3545904634438095,-0.34389159552846454,-0.3706897920882227,-0.36673408732294605,-0.36857934984777524,-0.32699330451177,-0.3955738274534703,-0.44714109569571436,-0.4187460598858231,-0.37568279521524933,-0.3536390039439123,-0.3278834380583523,-0.34664309862179155,-0.33277703093848593,-0.41725107376478543,-0.3245043434009965,-0.3318788623683578,-0.356750938058328,-0.3530153928529898,-0.346247294879282,-0.3567570500479463,-0.31222199915605003,-0.3938515871029629,-0.3298228606721082,-0.3043043119434811,-0.3898742464861425,-0.3556095240472395,-0.3219089136038438,-0.3267926709463535,-0.34971389835715583,-0.3101096076965049,-0.36137595345825096,-0.3346462543603643,-0.3380084016509655,-0.5828590887894879,-0.39820548098746,-0.2791947536105221,-0.3228667036153647,-0.460066602377233,-0.34028037953237833,-0.39799420097263405,-0.3583932759226488,-0.3366155761236922,-0.34578118425271703,-0.3822872938232824,-0.5873352934040352,-0.3135370693434625,-0.3259520334049604,-0.35921041677996063,-0.39028951355884767,-0.3821422021198642,-0.33324576841030923,-0.44630745615309886,-0.3640501960661475,-0.3499008346323243,-0.3894706873539175,-0.37342175410867506,-0.31114165421662765,-0.3775096939672784,-0.34123561871499686,-0.3651663930474083,-0.35110849286872364,-0.34805252909057727,-0.32262966205720744,-0.36472297873673293,-0.3579446449755437,-0.36292518856840345,-0.3396175166578511,-0.4390863057345778,-0.3479814196724194,-0.2930530835632769,-0.3657526609750436,-0.424414280804199,-0.4091646491396732,-0.3731674588612295
3,-0.3402157459114035,-0.18447253582236786,-0.2692041562068836,-0.24843440847192189,-0.1847669077517601,-0.1875258633045013,-0.3303933393172248,-0.2950417356006192,-0.19726376078363325,-0.1766298519884844,-0.18482680489342,-0.2096959870023126,-0.20092477498371084,-0.2585157300521071,-0.2009637246465517,-0.21055827089573798,-0.20239600255560936,-0.20163218922897594,-0.22946102153109837,-0.3027353177951266,-0.22305346346120072,-0.1739347806294973,-0.19719152991163746,-0.21873572500864819,-0.17861697766682644,-0.31552475205428815,-0.1984614193620804,-0.21280565328116924,-0.22886429823930962,-0.1913310842758688,-0.24209895212477858,-0.20101474097137925,-0.2012440278323091,-0.2556595794894291,-0.21594794791865818,-0.1870983055727504,-0.26398443494873935,-0.23208603555910343,-0.1887077297908159,-0.20293528849614578,-0.1817090740061902,-0.211666544310765,-0.20510573115308361,-0.2016612854084944,-0.20334212062214246,-0.4904302381975685,-0.2457933878417502,-0.17152166196774016,-0.21504666934182043,-0.36763140648475584,-0.19683545437685,-0.2316934110124074,-0.20041000121633928,-0.2121136269145166,-0.21669162129804576,-0.25220424955771925,-0.48414683259156305,-0.19490153619867914,-0.19111120863533024,-0.2226004028295925,-0.24748288376151975,-0.2518530054387293,-0.20257964165567785,-0.3280395898055786,-0.22380104233123543,-0.22196436750915388,-0.19277542025718458,-0.23161585105462795,-0.19908724019344679,-0.2595184572917979,-0.21728362157788955,-0.24236429719843244,-0.2198848115417934,-0.20691795222524223,-0.1954786698477741,-0.20899738237939927,-0.23111735351731078,-0.18584591146999616,-0.20537445333333465,-0.30735674536395974,-0.23583691514627955,-0.16967740721635458,-0.18355070220747996,-0.3006443513373009,-0.2099527661492405,-0.23617103700233008
4,-0.38250416939072024,-0.2465582404229571,-0.3345399989974063,-0.29979964167158624,-0.23701810606306034,-0.2677404735144092,-0.40890468289925275,-0.34714813977258846,-0.2707832881383152,-0.23140425755314864,-0.2509946483226196,-0.2731261196764091,-0.2695256201924699,-0.3075502478147676,-0.2830206451926946,-0.28375290722071256,-0.2619615756153088,-0.2909768301910342,-0.34213010145894396,-0.35444322935516714,-0.3006256565782749,-0.26955520680943995,-0.2562178484220646,-0.2764602641105762,-0.2528371026249951,-0.3611162508240466,-0.25331077017186177,-0.2672038734515721,-0.28582536208590076,-0.26653939127817405,-0.29184267704720823,-0.2752217590295074,-0.2531671945759726,-0.31367872122656704,-0.2699558028510565,-0.24136724387622432,-0.3205057259854346,-0.28756064085343086,-0.24904665792367112,-0.2617999732763001,-0.2673343631325201,-0.2496971965652397,-0.2766387524933444,-0.2613849811571735,-0.26192845665387043,-0.5335067848767058,-0.3221217229098749,-0.22143082024156488,-0.2629426582325191,-0.409949286450353,-0.26213306911372597,-0.31146042827101145,-0.2760964505921685,-0.2715004873733645,-0.2752970758672847,-0.3034245710262692,-0.5322823890396441,-0.24817460416245074,-0.25312949200928087,-0.28629987702153015,-0.300899535202602,-0.3138515145541957,-0.2621295358379021,-0.38732858358566974,-0.287538903986873,-0.2757045275502512,-0.2918095149183682,-0.2954865964241128,-0.24930980685983894,-0.312503323879326,-0.2755331462219346,-0.2947017087152985,-0.2793769796836462,-0.27710179440847926,-0.2543218005348539,-0.2882855574884631,-0.29051401476184513,-0.27467516053108953,-0.26892620371024933,-0.3700803992599915,-0.2862099348467115,-0.23005987351846025,-0.2787567711756154,-0.35922184427440385,-0.3096480698275348,-0.3001633238145713
5,-0.3471190228667228,-0.18768080075293475,-0.28113247085673526,-0.25654367030633884,-0.28782524042730295,-0.1814525975956992,-0.3276483319871063,-0.30298709057143264,-0.25564238699959874,-0.16964778424710095,-0.17734539409476044,-0.22100156130077997,-0.1979412711371606,-0.27698714894497195,-0.1973407223856538,-0.2122799050380075,-0.202082472939963,-0.19311912213761856,-0.21482250309963213,-0.31610604385343666,-0.2197651887451485,-0.16467499209710867,-0.2158646493127125,-0.21398647961894118,-0.17193590530776273,-0.37630543641566583,-0.20871914907893302,-0.23054120895020394,-0.2532826827970848,-0.18104572229899815,-0.298122723537763,-0.19673129298808986,-0.1954850852817258,-0.30795438240814343,-0.226701289996212,-0.18046022998117853,-0.26481637693775656,-0.23561224620548651,-0.19208368522766686,-0.20327873328652118,-0.1915404614637285,-0.30688028302915155,-0.20127439351273957,-0.1970593790068866,-0.30559916618947763,-0.49526965778151444,-0.24213168856681358,-0.17549013108765196,-0.28615010560215143,-0.40374997409028324,-0.1928074922285978,-0.22541783593566841,-0.1946850010793811,-0.2191802806879344,-0.21229927239346258,-0.24853945936516025,-0.514101264137135,-0.202389854963333,-0.18965228369167256,-0.22862490657421475,-0.24242452810470988,-0.25459085124143527,-0.22169238559446494,-0.33472280272280486,-0.22458260162522178,-0.2294279359362586,-0.1793248795455775,-0.23145984227229702,-0.20358380223029546,-0.26303404215430276,-0.2175601988937842,-0.2527030916838767,-0.22250675742524972,-0.19889954086855435,-0.19690333718701483,-0.2039362586559382,-0.24039177935672795,-0.17541112889813779,-0.21869950369186086,-0.301400534897408,-0.2569815454712634,-0.16368476261373618,-0.17483861381562882,-0.2980245353138776,-0.19584695618933137,-0.23444523923470453
6,-0.95065752213036,-0.9416033577855033,-0.9478495605927595,-0.9438387266645399,-0.9439588224361531,-0.9383861310790724,-0.9493161260998717,-0.9492727415112973,-0.9422268602443361,-0.9324264502638863,-0.934952716626339,-0.9450094777655516,-0.9383220308166104,-0.9447809584838408,-0.9399400218351348,-0.9441895389973406,-0.9384060973718357,-0.9413299836076261,-0.941038617302201,-0.9493208649184044,-0.9406119194257077,-0.9343264382099578,-0.9408126225485725,-0.9407949157122255,-0.9374711294846899,-0.9385551332465195,-0.9399837294907906,-0.9445646856499258,-0.9425863310503194,-0.9375423346972055,-0.9374601842768694,-0.9420621482804816,-0.9351845043792686,-0.9536601762144689,-0.9399354956525509,-0.9347544875192649,-0.94599783249048,-0.9435364709506373,-0.939757981346386,-0.9383151351882757,-0.9376028516283083,-0.9489424306896757,-0.9414259252130616,-0.9400287740209583,-0.9483468214200814,-0.9642562873439835,-0.9425806408253198,-0.934385597381538,-0.9311508670223765,-0.9544627216730508,-0.9385659871134844,-0.945947574520269,-0.9453745600266852,-0.9414165203628982,-0.9410083497506435,-0.9469209084141108,-0.9673790255569271,-0.9389677325596569,-0.9403002059142566,-0.943861450059011,-0.9456549567061703,-0.9446928365527875,-0.9448695569388464,-0.9499680130383711,-0.9439092499156088,-0.9451639081694074,-0.9364647246272165,-0.9435480700795292,-0.938010942185955,-0.9440108004032338,-0.939745742437064,-0.9448368651382003,-0.9419706399425999,-0.9374102777267551,-0.9406090424933777,-0.9400748926690808,-0.9436417484734461,-0.9366762758488522,-0.9406980517725008,-0.9462271589629767,-0.9394613101446339,-0.9326231265238007,-0.9370873469353206,-0.9469807015812168,-0.9383850478299598,-0.944780254743046
7,-0.4391498409936131,-0.36104745954197515,-0.4246082597982046,-0.37399108290134236,-0.3961076507516399,-0.3262139876160117,-0.4716694176538502,-0.4335103790335737,-0.4011662628595597,-0.2610445644604022,-0.2844893041460186,-0.38166811017791485,-0.328768573160116,-0.39712755341869777,-0.34827880855524485,-0.37178592681537104,-0.31724182224394987,-0.37115359920795266,-0.39385146112926145,-0.45781701208455977,-0.36862346851549077,-0.3148466314630833,-0.33654325283535735,-0.3286760240103314,-0.29561327774048773,-0.46383989381709795,-0.3239042237535552,-0.3692768320414261,-0.38218748508574646,-0.31882086205485316,-0.39005605082624867,-0.3504302340184632,-0.2849078734598952,-0.4527601480986177,-0.33258390154835704,-0.2790423232029812,-0.3833984849603236,-0.35403990052059897,-0.32136944063139844,-0.32965175010984377,-0.3335498776902633,-0.4107689553139878,-0.3411515362290646,-0.30810942193359553,-0.4354971554404703,-0.5989826318818705,-0.384453885939422,-0.2733610630154066,-0.388433045630482,-0.5000952918853171,-0.31430221705265116,-0.3926351370696755,-0.37877300500093053,-0.3503490885351131,-0.33189063805047386,-0.3563570507183799,-0.6413029962443658,-0.3189838229040303,-0.3242687198157898,-0.3808428513234852,-0.37505718749379147,-0.38064063104014073,-0.3685606078526608,-0.45115122044477496,-0.36555422710104585,-0.36031045498363323,-0.3286807878528172,-0.3530346921083072,-0.30884425324277354,-0.3743401748104867,-0.33814389165495873,-0.3645599670924764,-0.3421542676500487,-0.32077752920201036,-0.3389855330479396,-0.3586983754312006,-0.3602742918872266,-0.33008596297452786,-0.3412939120677122,-0.4109032207849699,-0.36080932853116404,-0.2632208939409394,-0.3340996657061006,-0.4144414311844258,-0.3515834290187745,-0.3697827161526049
8,-0.8388752548561061,-0.8338878538404049,-0.8184752105347206,-0.8249936694425912,-0.8197543383684911,-0.7962909482415483,-0.8202128387334503,-0.8405252470959601,-0.8137503955314821,-0.8041787721168789,-0.8026929272049016,-0.8191017912619795,-0.812182277669181,-0.8348860252759758,-0.7862269850176433,-0.8121540575176549,-0.8091148293624811,-0.8245902403628123,-0.7807582145532644,-0.842427687885209,-0.802275836008537,-0.7848930194749846,-0.8106976853686009,-0.804769335143767,-0.7980831763417319,-0.8418265717839282,-0.8061643883733085,-0.820675776811879,-0.8176384920977923,-0.8181420623951308,-0.826475079007062,-0.7986953697710779,-0.8096687792478838,-0.8263140501797289,-0.8170497265481184,-0.8024661579623347,-0.8135882846760725,-0.8126780648514227,-0.813377692461752,-0.8166036481339588,-0.7948850614108893,-0.8278829509136953,-0.8000595194181056,-0.8000555743502122,-0.8283087776900875,-0.887146533677974,-0.80176970342794,-0.811069876148366,-0.8145722325335363,-0.8577532536935603,-0.8081970897664167,-0.7954457932585663,-0.8009829698257934,-0.8110858671814349,-0.8117445541627714,-0.7963837025359731,-0.8933449733675672,-0.8198535239561459,-0.8011689769940135,-0.8240770891073885,-0.8224005214125816,-0.8148932947576678,-0.8176180044075415,-0.8388152624556949,-0.8133135848779331,-0.8027727167583683,-0.8004309448529924,-0.7995203806720415,-0.8106614301681129,-0.8219527824537086,-0.8252517293476636,-0.8096437538673376,-0.8057475054186394,-0.7980002911860627,-0.8101088872341616,-0.8003760376593002,-0.8164268193244669,-0.8013321686356213,-0.8207285211499192,-0.8374178716218116,-0.8229260973979597,-0.8001581371128759,-0.7842271848410151,-0.830529484326054,-0.7916291422203647,-0.8119894387215085
