snapshot,converged,error,n_iter
2011-01-01 00:00:00,True,1.7729620438444726e-08,4
2011-01-01 10:00:00,True,3.578074725396618e-08,4
2011-01-01 20:00:00,True,3.642201562570335e-08,4
2011-01-02 06:00:00,True,8.259053174697328e-08,3
2011-01-02 16:00:00,True,2.0895060970360646e-07,3
2011-01-03 02:00:00,True,4.739722836433202e-08,4
2011-01-03 12:00:00,True,4.358478733479387e-08,4
2011-01-03 22:00:00,True,2.3536463444884248e-08,4
2011-01-04 08:00:00,True,3.2392438953365854e-08,3
2011-01-04 18:00:00,True,3.4718482311291154e-08,3
2011-01-05 04:00:00,True,3.27116765674873e-07,3
2011-01-05 14:00:00,True,1.8792286482494092e-07,3
2011-01-06 00:00:00,True,4.4753051042789593e-08,3
2011-01-06 10:00:00,False,8.008821772748914e+33,100
2011-01-06 20:00:00,False,1.811792375941129e+35,100
2011-01-07 06:00:00,False,2.2221612940488983e+36,100
2011-01-07 16:00:00,False,9.641959684389843e+28,100
2011-01-08 02:00:00,True,2.1136997929716017e-08,3
2011-01-08 12:00:00,True,5.967478955426486e-08,3
2011-01-08 22:00:00,True,4.634803190128878e-07,3
2011-01-09 08:00:00,True,1.13234364107484e-07,3
2011-01-09 18:00:00,True,4.683353154177894e-07,3
2011-01-10 04:00:00,True,4.077734439000835e-08,4
2011-01-10 14:00:00,False,4.891289486903078e+35,100
2011-01-11 00:00:00,False,3.4376974224099554e+36,100
2011-01-11 10:00:00,False,5.1523419622962916e+29,100
2011-01-11 20:00:00,False,5.7967862377770344e+19,100
2011-01-12 06:00:00,False,8.361318677251161e+35,100
2011-01-12 16:00:00,False,8.817605169819541e+35,100
2011-01-13 02:00:00,False,438.4357078981443,100
2011-01-13 12:00:00,False,1.565285446869011e+34,100
2011-01-13 22:00:00,True,4.385535490314396e-08,4
2011-01-14 08:00:00,False,2.6299213048448157e+17,100
2011-01-14 18:00:00,True,1.1300667956959387e-08,4
2011-01-15 04:00:00,True,2.1175539988149694e-08,4
2011-01-15 14:00:00,True,4.957325927534839e-08,3
2011-01-16 00:00:00,True,5.166623395780334e-08,3
2011-01-16 10:00:00,True,8.227516445913352e-08,3
2011-01-16 20:00:00,False,7.17097385836859e+26,100
2011-01-17 06:00:00,False,1.3895976560813593e+29,100
2011-01-17 16:00:00,False,2.5996283586254274e+29,100
2011-01-18 02:00:00,False,2.7960987261420767e+36,100
2011-01-18 12:00:00,False,1.4456957257622525e+34,100
2011-01-18 22:00:00,True,2.4382406316192373e-08,4
2011-01-19 08:00:00,True,4.666099329142526e-08,4
2011-01-19 18:00:00,True,4.0069060958103364e-08,4
2011-01-20 04:00:00,True,2.8792745077055315e-08,4
2011-01-20 14:00:00,False,1.6515475518589683e+29,100
2011-01-21 00:00:00,False,1.2081775716534364e+36,100
2011-01-21 10:00:00,False,5.26548692721199e+38,100
