name,scn_name,bus0,bus1,carrier,p_nom,p_nom_extendable,p_nom_max,capital_cost,length,type,efficiency,p_nom_min,p_min_pu,marginal_cost,p_nom_opt,country,build_year,lifetime,min_up_time,min_down_time,up_time_before,down_time_before,p_nom_mod,marginal_cost_quadratic,stand_by_cost,start_up_cost,shut_down_cost,ramp_limit_start_up,ramp_limit_shut_down
0,eGon2035,0,37116,dsm,13.611269022267372,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,13.611269022267372,,0.0,,0.0,0.0,1.0,0.0,,,,,,,
1,eGon2035,0,48677,power_to_H2,0.0,True,inf,1372.6909325666215,0.0,,0.7,0.0,0.0,0.0,0.011783735989710732,,0.0,31.0,0.0,0.0,1.0,0.0,,,,,,,
2,eGon2035,0,51939,central_heat_pump,3.1453627985517327,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,3.1453627985517327,,0.0,,0.0,0.0,1.0,0.0,,,,,,,
3,eGon2035,0,51939,central_resistive_heater,4.014707882315571,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,4.014707882315571,,0.0,,0.0,0.0,1.0,0.0,,,,,,,
4,eGon2035,0,51939,power_to_Heat,0.0,True,inf,1868.093607305936,0.0,,0.8805,0.0,0.0,0.0,0.01922198158690533,,2035.0,25.0,0.0,0.0,1.0,0.0,,,,,,,
5,eGon2035,0,52264,rural_heat_pump,103.789211116262,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,103.789211116262,,0.0,,0.0,0.0,1.0,0.0,,,,,,,
6,eGon2035,0,71372,BEV charger,205.7860448360443,False,inf,0.0,0.0,,0.9000000000000001,0.0,0.0,0.0,205.7860448360443,,0.0,,0.0,0.0,1.0,0.0,,,,,,,
7,eGon2035,0,79507,power_to_O2,0.019,True,inf,1214.9543378995434,0.0,,0.9,0.0,0.0,0.0,0.02349103333855106,,2035.0,25.0,0.0,0.0,1.0,0.0,,,,,,,
8,eGon2035,0,79511,power_to_O2,0.022,True,inf,1214.9543378995434,0.0,,0.9,0.0,0.0,0.0,0.026804911579018906,,2035.0,25.0,0.0,0.0,1.0,0.0,,,,,,,
9,eGon2035,0,79552,power_to_O2,0.016,True,inf,1214.9543378995434,0.0,,0.9,0.0,0.0,0.0,0.020180195202875093,,2035.0,25.0,0.0,0.0,1.0,0.0,,,,,,,
10,eGon2035,0,79571,power_to_O2,0.02,True,inf,1214.9543378995434,0.0,,0.9,0.0,0.0,0.0,0.024594808659412076,,2035.0,25.0,0.0,0.0,1.0,0.0,,,,,,,
11,eGon2035,0,79573,power_to_O2,0.022,True,inf,1214.9543378995434,0.0,,0.9,0.0,0.0,0.0,0.02680470121978245,,2035.0,25.0,0.0,0.0,1.0,0.0,,,,,,,
12,eGon2035,0,79578,power_to_O2,0.013,True,inf,1214.9543378995434,0.0,,0.9,0.0,0.0,0.0,0.01687811473486425,,2035.0,25.0,0.0,0.0,1.0,0.0,,,,,,,
13,eGon2035,0,79583,power_to_O2,0.008,True,inf,1214.9543378995434,0.0,,0.9,0.0,0.0,0.0,0.011409171578683775,,2035.0,25.0,0.0,0.0,1.0,0.0,,,,,,,
14,eGon2035,0,79585,power_to_O2,0.014,True,inf,1214.9543378995434,0.0,,0.9,0.0,0.0,0.0,0.01797780145822398,,2035.0,25.0,0.0,0.0,1.0,0.0,,,,,,,
15,eGon2035,0,79586,power_to_O2,0.02,True,inf,1214.9543378995434,0.0,,0.9,0.0,0.0,0.0,0.02459476618881119,,2035.0,25.0,0.0,0.0,1.0,0.0,,,,,,,
16,eGon2035,0,79587,power_to_O2,0.014,True,inf,1214.9543378995434,0.0,,0.9,0.0,0.0,0.0,0.017977365562657832,,2035.0,25.0,0.0,0.0,1.0,0.0,,,,,,,
17,eGon2035,0,79588,power_to_O2,0.019,True,inf,1214.9543378995434,0.0,,0.9,0.0,0.0,0.0,0.023490394939137148,,2035.0,25.0,0.0,0.0,1.0,0.0,,,,,,,
18,eGon2035,0,79589,power_to_O2,0.012,True,inf,1214.9543378995434,0.0,,0.9,0.0,0.0,0.0,0.01577951939405055,,2035.0,25.0,0.0,0.0,1.0,0.0,,,,,,,
19,eGon2035,0,79596,power_to_O2,0.016,True,inf,1214.9543378995434,0.0,,0.9,0.0,0.0,0.0,0.020180695094637498,,2035.0,25.0,0.0,0.0,1.0,0.0,,,,,,,
20,eGon2035,0,81431,power_to_H2,0.0,True,inf,3435.042808219178,0.0,,0.6666,0.0,0.0,0.0,0.11670141522320027,,2035.0,25.0,0.0,0.0,1.0,0.0,,,,,,,
21,eGon2035,0,81471,power_to_H2,0.0,True,inf,3408.162100456621,0.0,,0.6666,0.0,0.0,0.0,0.17961697169832377,,2035.0,25.0,0.0,0.0,1.0,0.0,,,,,,,
22,eGon2035,0,81531,power_to_H2,0.0,True,8.0,1372.6909325666215,0.0,,0.7,0.0,0.0,0.0,2.7906918478088873,,0.0,31.0,0.0,0.0,1.0,0.0,,,,,,,
23,eGon2035,0,81571,power_to_H2,0.0,True,1.0,1372.6909325666215,0.0,,0.7,0.0,0.0,0.0,0.9998230577339681,,0.0,31.0,0.0,0.0,1.0,0.0,,,,,,,
24,eGon2035,0,82088,central_heat_pump,5.028291963164332,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,5.028291963164332,,0.0,,0.0,0.0,1.0,0.0,,,,,,,
25,eGon2035,0,82088,central_resistive_heater,1.0108017631268633,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,1.0108017631268633,,0.0,,0.0,0.0,1.0,0.0,,,,,,,
26,eGon2035,0,82088,power_to_Heat,0.0,True,inf,1855.2654109589039,0.0,,0.8805,0.0,0.0,0.0,0.8002072622784144,,2035.0,25.0,0.0,0.0,1.0,0.0,,,,,,,
27,eGon2035,1,43522,dsm,331.1373438817644,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,331.1373438817644,,0.0,,0.0,0.0,1.0,0.0,,,,,,,
28,eGon2035,1,50605,power_to_Heat,0.0,True,inf,1834.5319634703196,0.0,,0.8805,0.0,0.0,0.0,0.11064983613989779,,2035.0,25.0,0.0,0.0,1.0,0.0,,,,,,,
29,eGon2035,1,50687,central_heat_pump,0.11926292796083861,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,0.11926292796083861,,0.0,inf,0.0,0.0,1.0,0.0,,,,,,,
