,37222 dsm,41648 dsm,42100 dsm,42102 dsm,42106 dsm,43534 dsm,69893 battery storage,69895 battery storage,69898 battery storage,69900 battery storage,69906 battery storage,69909 battery storage
0,-0.29931224422242575,-0.3461269982832533,-0.34633420656433944,-0.29656503518240307,-0.3076559783448451,-0.3029957425032136,0.7876886325412327,0.7857301676492995,0.7883658881845146,0.7894412453416028,0.7846791048057483,0.7882861144748735
1,-0.30545181287760237,-0.3390906329840847,-0.32452833296932493,-0.30255830803893236,-0.3051055974922961,-0.3041491710207221,0.8138260193665823,0.8125302617873379,0.8143413411943536,0.8151847735990452,0.8122663079464303,0.8151009327099648
2,-0.40950609023457807,-0.429191835888061,-0.4155450667137021,-0.40684091947123474,-0.3990354478475411,-0.4078540652314277,0.7914570111698574,0.7896638121237507,0.7927922606468201,0.7930048968973039,0.7897835457003816,0.7921794956113085
3,-0.23089609199390004,-0.2766968842054415,-0.27077986572960333,-0.23675353207111427,-0.2522943462454267,-0.24689264292990565,0.7968515413337284,0.7947888672851039,0.7981132768675983,0.7980306396755991,0.7949877775225511,0.7970052078182315
4,-0.32292694690225543,-0.3532972274430719,-0.34623823977010404,-0.32707491584948056,-0.32955264349842106,-0.33235419481078454,0.7908648388915592,0.7884720568880563,0.7921238486433635,0.791234587566762,0.7879642759185586,0.790450719109288
5,-0.270005830997542,-0.32910038730489877,-0.32538564478413357,-0.2677539634712256,-0.29100878466327235,-0.28165236336241584,0.7884977646668752,0.7861526085304056,0.7901829255038294,0.7890080596827254,0.785488852797144,0.7878519114888745
6,-0.9998353307638245,-1.0,-0.9999974040016628,-0.9999706233058995,-0.9999331955316721,-1.0,0.7979552132553525,0.7962472556623782,0.7987604325133529,0.7985380034657973,0.7953625606659286,0.7987871579182001
7,-0.4351339613825606,-0.4805708143214273,-0.47138559025855475,-0.43309105189131863,-0.44017498146181794,-0.443466896764033,0.7940022422207726,0.7922750435881878,0.7951973246143431,0.795535976071901,0.7909618652943764,0.7950701954188171
8,-0.4767429152971864,-0.5249772464586101,-0.5190919798157725,-0.4769900024981508,-0.4911375542282394,-0.48444432066306153,0.8003699179490408,0.7993921904108632,0.8016058680366475,0.8025033800662318,0.7980244269272794,0.8025975601172741
9,-0.694241288175162,-0.7235258825981747,-0.7197831369979302,-0.6969186367782843,-0.7005833552646619,-0.7090151661214529,0.7995982999271817,0.7989073904914472,0.8011641631109095,0.8021383138397072,0.7970960754222235,0.8019289075592417
10,-0.25302819107079394,-0.31343857389233915,-0.310162184282911,-0.2517146608872684,-0.2753514055348606,-0.2645081290218064,0.8005042787392934,0.7996148627806748,0.8023049348928102,0.8025832270519643,0.7979482537498565,0.8019320652072812
11,-0.8136669265264131,-0.8321420140637626,-0.8311762487010279,-0.8131257249584193,-0.8202280902994182,-0.819643375407262,0.8060585749149323,0.8058188913056199,0.8074845627301834,0.8080876781216151,0.8044895999216239,0.8081336588035395
12,-0.323738012680974,-0.37411488227863127,-0.3700819685732852,-0.3210972101130821,-0.33673971845001205,-0.3326571550552897,0.7974188763565487,0.7959667234564546,0.7979141153570961,0.7985318553598622,0.7953615190487845,0.7987240443259109
13,-0.9815410161297563,-0.9837652038971116,-0.9804281929190267,-0.9792048824331038,-0.9789410875988088,-0.9745032489786896,0.8038889789581298,0.8027588742062873,0.8050520368150271,0.8057130434090578,0.8020983261842924,0.8055685841006998
14,-0.551341655721125,-0.5877346803177,-0.5729882078148844,-0.5430299406837779,-0.544030275851506,-0.5535712119598026,0.7973825973934597,0.7970627399545219,0.7993425791795803,0.8001485159125509,0.7954967898536598,0.7995733876287201
15,-0.2655227965062443,-0.32597209153088585,-0.32370063870512905,-0.26525206838058873,-0.28859185157682987,-0.2784317004166804,0.8041605905691782,0.8035541827754559,0.8058669496794145,0.8064701975900915,0.8020873325751436,0.8055686974966968
16,-0.8080069135137797,-0.8248789887643638,-0.8238798758454511,-0.8096991595457763,-0.814861846542174,-0.8144920252035817,0.8051807094944848,0.8051084672386323,0.8070990551405074,0.8082853147500678,0.8032551563674032,0.8076868094779827
17,-0.2802981288809594,-0.33299457944552796,-0.3331391484828844,-0.27827088832503155,-0.2947482538756384,-0.2890551868369368,0.7977846472793155,0.7970160594337949,0.800196893094023,0.800155144854437,0.7960619088587028,0.7987893487936185
18,-0.5308798983323861,-0.5695973159791637,-0.5680185616178682,-0.5278896012416774,-0.5318505363850861,-0.5434018414824342,0.8030238151550293,0.8023404174513953,0.8054222850747637,0.8065908889981764,0.8014866661534257,0.8056014080842336
19,-0.38784301066207116,-0.4272372772163667,-0.4226845602011298,-0.3816642611049028,-0.38574301790580334,-0.38927992258979466,0.7917855601840549,0.7897351949758067,0.7940467050850066,0.7934848593005651,0.7895613067123667,0.792450514987663
20,-0.2662691303049142,-0.3069127901428823,-0.2967882871884581,-0.2689918557219666,-0.2790299965835786,-0.2765966007066949,0.7984702078501383,0.796990094672096,0.8005965365039458,0.8002779842932013,0.7962671428588226,0.7997954580518934
21,-0.34265023613454376,-0.37011136879795997,-0.3611501193622727,-0.3456386656773031,-0.34518389308715125,-0.34994093779817603,0.7859274776776631,0.7839472849964098,0.7877015195611168,0.7874517501155033,0.7827274366717331,0.7869232195395011
22,-0.25302819107079394,-0.31343857389233915,-0.310162184282911,-0.2517146608872684,-0.2753514055348606,-0.2645081290218064,0.7904261635409461,0.7888951242668945,0.7924296907850705,0.7918068966533565,0.7878848264221155,0.7910290038880007
23,-0.8136669265264131,-0.8321420140637626,-0.8311762487010279,-0.8131257249584193,-0.8202280902994182,-0.819643375407262,0.8005127257770962,0.799061826725102,0.8016742090348107,0.8019858965390845,0.7974835484039198,0.8023391962787252
24,-0.323738012680974,-0.37411488227863127,-0.3700819685732852,-0.3210972101130821,-0.33673971845001205,-0.3326571550552897,0.7955134956041972,0.7929015074742699,0.7964672589042442,0.7961519538601742,0.7921505020650933,0.7959546237080185
25,-0.9815410161297563,-0.9837652038971116,-0.9804281929190267,-0.9792048824331038,-0.9789410875988088,-0.9745032489786896,0.8026668866475423,0.8009161963135354,0.8028255718373127,0.8037835060795652,0.7992753225914461,0.8045653522014617
26,-0.551341655721125,-0.5877346803177,-0.5729882078148844,-0.5430299406837779,-0.544030275851506,-0.5535712119598026,0.7976100831561619,0.7960817906724748,0.7978108774079602,0.7988573232783547,0.7942331479581902,0.7996325489179588
27,-0.2655227965062443,-0.32597209153088585,-0.32370063870512905,-0.26525206838058873,-0.28859185157682987,-0.2784317004166804,0.8038248166773054,0.8022456713257922,0.8042308732515671,0.8052158542071717,0.8004762689965274,0.8059125429318275
28,-0.8080069135137797,-0.8248789887643638,-0.8238798758454511,-0.8096991595457763,-0.814861846542174,-0.8144920252035817,0.8045880199803246,0.8036717320207375,0.8049405753720694,0.8065249777292903,0.8022231475675918,0.8069581374709989
29,-0.270005830997542,-0.32910038730489877,-0.32538564478413357,-0.2677539634712256,-0.29100878466327235,-0.28165236336241584,0.7987256500456068,0.7971353764510035,0.7989174347174796,0.80007383249983,0.7960022602897439,0.80009125875838
30,-0.9998353307638245,-1.0,-0.9999974040016628,-0.9999706233058995,-0.9999331955316721,-1.0,0.806017587184906,0.8042990876801649,0.8056801891802876,0.8076857121684883,0.8028478794354833,0.8088517879262382
