name,scn_name,bus,carrier,p_nom,p_nom_extendable,p_nom_min,p_max_pu,capital_cost,max_hours,efficiency_store,efficiency_dispatch,control,p_nom_opt
0 battery,eGon2035,0,battery,0.0,True,72.294971213175,1.0,3696.5563075524096,6.0,0.9797958971132712,0.9797958971132712,PV,72.29507545119719
1 battery,eGon2035,1,battery,0.0,True,889.3298123110267,1.0,3696.5563075524087,6.0,0.9797958971132713,0.9797958971132713,PV,889.3298987913355
10 battery,eGon2035,10,battery,0.0,True,123.71086007939954,1.0,3696.556307552409,6.0,0.9797958971132711,0.9797958971132711,PV,123.71095044428485
11 battery,eGon2035,11,battery,0.0,True,665.1737285686753,1.0,3696.5563075524096,6.0,0.9797958971132712,0.9797958971132712,PV,665.1738080427043
12 battery,eGon2035,12,battery,0.0,True,583.8968951101984,1.0,3696.556307552409,6.0,0.9797958971132712,0.9797958971132712,PV,583.8969732857703
13 battery,eGon2035,13,battery,0.0,True,464.4359185863651,1.0,3696.556307552409,6.0,0.9797958971132713,0.9797958971132713,PV,464.4360044179938
14 battery,eGon2035,14,battery,0.0,True,100.795877745774,1.0,3696.5563075524087,6.0,0.9797958971132712,0.9797958971132712,PV,100.79597291394661
15 battery,eGon2035,15,battery,0.0,True,105.25763097813966,1.0,3696.556307552409,6.0,0.9797958971132712,0.9797958971132712,PV,105.25771819274495
15 pumped_hydro,eGon2035,15,pumped_hydro,730.0,False,0.0,1.0,0.0,6.0,0.8660254037844387,0.8660254037844387,PV,730.0
16 battery,eGon2035,16,battery,0.0,True,228.01672944706814,1.0,3696.556307552409,6.0,0.9797958971132712,0.9797958971132712,PV,228.01682133076528
17 battery,eGon2035,17,battery,0.0,True,266.18911074357266,1.0,3696.556307552409,6.0,0.9797958971132712,0.9797958971132712,PV,266.189197689171
18 battery,eGon2035,18,battery,0.0,True,269.15121382178245,1.0,3696.556307552409,6.0,0.9797958971132712,0.9797958971132712,PV,269.15130381570054
19 battery,eGon2035,19,battery,0.0,True,59.528556917429306,1.0,3696.5563075524096,6.0,0.9797958971132712,0.9797958971132712,PV,59.52867278332886
2 battery,eGon2035,2,battery,0.0,True,203.61619107175443,1.0,3696.556307552409,6.0,0.9797958971132712,0.9797958971132712,PV,203.61628180129395
2 pumped_hydro,eGon2035,2,pumped_hydro,79.7,False,0.0,1.0,0.0,6.0,0.8660254037844386,0.8660254037844386,PV,79.7
20 battery,eGon2035,20,battery,0.0,True,188.5453452341854,1.0,3696.556307552409,6.0,0.9797958971132712,0.9797958971132712,PV,188.54543933712807
