,43770
0,0.9400602457437099
1,0.9343756084061732
2,0.9558387125851402
3,0.9599746127572633
4,0.9610318434358949
5,0.9446211896622024
6,0.9265072446366712
7,0.9237838098878414
8,0.9724148956938772
9,0.9711469869140247
10,0.9747308867159008
11,0.9705004166701352
12,0.9660552526989873
13,0.9520525434829313
14,-1.8802010508130064e+17
15,-1.2321618311888256e+17
16,0.9667981541848234
17,0.9578028554128529
18,0.9574089882095524
19,0.943032071014977
20,0.9592319191856595
21,0.9573334512850517
22,0.9567528851533484
23,0.9563366288431555
24,0.9666054210719934
25,0.9646018366320012
26,0.9641120119078481
27,0.9668312267183572
28,0.9681066380415552
29,0.974477808157291
30,-2311873614117816.0
31,0.9673199373970154
32,0.9548938123293287
33,0.966370927587984
34,0.9408838479392624
35,0.9474066850567233
36,0.960557189798148
37,0.9543645858109504
38,0.9631205608813935
39,0.9626386293417437
40,-3.0675078495375056e+16
41,-4792395010632346.0
42,-2075442985784893.0
43,0.9356906598518879
44,0.9342119237966652
45,0.9519720969902811
46,0.974806565980722
47,-623551984149803.2
48,-2.381608196661146e+18
49,-4.576029208139346e+16
