snapshot,converged,error,n_iter
2011-01-01 00:00:00,True,2.7174024808118702e-08,4
2011-01-01 10:00:00,True,4.2978580694352786e-08,4
2011-01-01 20:00:00,True,5.780101375307822e-08,4
2011-01-02 06:00:00,True,3.8736473584322084e-08,4
2011-01-02 16:00:00,True,6.081571655158768e-07,3
2011-01-03 02:00:00,True,4.391254293523161e-08,4
2011-01-03 12:00:00,True,2.2699694568473205e-07,4
2011-01-03 22:00:00,True,4.253834617884422e-08,4
2011-01-04 08:00:00,True,6.031721255794764e-08,3
2011-01-04 18:00:00,True,4.66937990495353e-08,3
2011-01-05 04:00:00,True,9.571940040586924e-07,3
2011-01-05 14:00:00,True,8.710647847465225e-08,5
2011-01-06 00:00:00,True,4.0457055483500426e-08,4
2011-01-06 10:00:00,True,2.174078872485552e-07,4
2011-01-06 20:00:00,False,9.36312460429503e+38,100
2011-01-07 06:00:00,False,4.021126389894447e+38,100
2011-01-07 16:00:00,True,2.1593535848296597e-08,4
2011-01-08 02:00:00,True,3.801217474119767e-08,4
2011-01-08 12:00:00,True,2.2098319618635287e-08,4
2011-01-08 22:00:00,True,2.8078737557279965e-08,4
2011-01-09 08:00:00,True,6.704642174781839e-08,4
2011-01-09 18:00:00,True,4.1288975349829116e-08,4
2011-01-10 04:00:00,True,3.312763595386681e-08,4
2011-01-10 14:00:00,True,1.6866870566900616e-08,4
2011-01-11 00:00:00,True,6.315273015644607e-08,4
2011-01-11 10:00:00,True,2.481789351804764e-08,4
2011-01-11 20:00:00,True,1.3732993409121264e-08,4
2011-01-12 06:00:00,True,2.7729512908081233e-08,4
2011-01-12 16:00:00,True,1.9286536812046506e-08,5
2011-01-13 02:00:00,True,2.384276598377255e-08,5
2011-01-13 12:00:00,False,1.4155994900112397e+35,100
2011-01-13 22:00:00,True,1.6838946237385244e-08,4
2011-01-14 08:00:00,True,2.198629189820167e-08,4
2011-01-14 18:00:00,True,1.846936115157405e-08,4
2011-01-15 04:00:00,True,1.786801462344556e-08,4
2011-01-15 14:00:00,True,2.968557311078257e-08,4
2011-01-16 00:00:00,True,4.6641255080359656e-08,4
2011-01-16 10:00:00,True,4.606729220313355e-08,4
2011-01-16 20:00:00,True,4.7233791100609324e-08,4
2011-01-17 06:00:00,True,3.533875325700819e-08,4
2011-01-17 16:00:00,False,2.492203986245601e+37,100
2011-01-18 02:00:00,False,6.082994665025057e+35,100
2011-01-18 12:00:00,False,1.140863893787068e+35,100
2011-01-18 22:00:00,True,4.936435793467808e-08,4
2011-01-19 08:00:00,True,1.6904628807878908e-08,4
2011-01-19 18:00:00,True,3.984450103189374e-08,4
2011-01-20 04:00:00,True,9.964274405582785e-09,4
2011-01-20 14:00:00,False,1.0298110602236694e+34,100
2011-01-21 00:00:00,False,1.5022868077692557e+41,100
2011-01-21 10:00:00,False,5.546126825479452e+37,100
