name,scn_name,bus,type,carrier,p_nom,p_nom_extendable,p_max_pu,marginal_cost,build_year,efficiency,min_up_time,min_down_time,up_time_before,down_time_before,e_nom_max,control,weight,p_nom_opt
0 biomass,eGon2035,0,,biomass,3.2347767176161137,False,0.9999999999999999,42.111350385257964,0,0.9999999999999999,0,0,0,0,inf,Slack,3.2347767176161137,3.2347767176161137
0 central_biomass_CHP,eGon2035,0,,central_biomass_CHP,11.960773597555464,False,0.9999999999999999,42.110653742699135,0,0.9999999999999999,0,0,0,0,inf,PV,11.960773597555464,11.960773597555464
0 industrial_biomass_CHP,eGon2035,0,,industrial_biomass_CHP,13.994278265471383,False,1.0,42.109422692789074,0,1.0,0,0,0,0,inf,PV,13.994278265471383,13.994278265471383
0 load shedding,,0,,load shedding,3373830.0,False,1.0,10000.00850606251,0,1.0,0,0,1,0,0.0,PQ,3373830.0,3373830.0
0 solar,eGon2035,0,,solar,561.355037955809,False,1.0,0.018414873966420418,0,1.0,0,0,0,0,inf,PV,561.355037955809,561.355037955809
0 solar_rooftop,eGon2035,0,,solar_rooftop,361.77608511259655,False,0.9999999999999998,0.019193114959903442,0,0.9999999999999998,0,0,0,0,inf,PV,361.77608511259655,361.77608511259655
0 wind_onshore,eGon2035,0,,wind_onshore,394.04095270061845,False,0.9999999999999999,1.310946294133719,0,0.9999999999999999,0,0,0,0,inf,PV,394.04095270061845,394.04095270061845
1 biomass,eGon2035,1,,biomass,47.87830483949901,False,1.0,42.10839065931139,0,1.0,0,0,0,0,inf,PV,47.87830483949901,47.87830483949901
1 central_biomass_CHP,eGon2035,1,,central_biomass_CHP,54.349925023670764,False,1.0,42.1075929909411,0,1.0,0,0,0,0,inf,PV,54.349925023670764,54.349925023670764
1 industrial_biomass_CHP,eGon2035,1,,industrial_biomass_CHP,25.778117794896563,False,0.9999999999999999,42.10726128005698,0,0.9999999999999999,0,0,0,0,inf,PV,25.778117794896563,25.778117794896563
