,snapshot,objective,stores,generators
132,2011-02-25 00:00:00,10,10,10
133,2011-02-25 10:00:00,10,10,10
134,2011-02-25 20:00:00,10,10,10
135,2011-02-26 06:00:00,10,10,10
136,2011-02-26 16:00:00,10,10,10
137,2011-02-27 02:00:00,10,10,10
138,2011-02-27 12:00:00,10,10,10
139,2011-02-27 22:00:00,10,10,10
140,2011-02-28 08:00:00,10,10,10
141,2011-02-28 18:00:00,10,10,10
142,2011-03-01 04:00:00,10,10,10
143,2011-03-01 14:00:00,10,10,10
144,2011-03-02 00:00:00,10,10,10
145,2011-03-02 10:00:00,10,10,10
146,2011-03-02 20:00:00,10,10,10
147,2011-03-03 06:00:00,10,10,10
148,2011-03-03 16:00:00,10,10,10
149,2011-03-04 02:00:00,10,10,10
150,2011-03-04 12:00:00,10,10,10
151,2011-03-04 22:00:00,10,10,10
152,2011-03-05 08:00:00,10,10,10
153,2011-03-05 18:00:00,10,10,10
154,2011-03-06 04:00:00,10,10,10
155,2011-03-06 14:00:00,10,10,10
156,2011-03-07 00:00:00,10,10,10
157,2011-03-07 10:00:00,10,10,10
158,2011-03-07 20:00:00,10,10,10
159,2011-03-08 06:00:00,10,10,10
160,2011-03-08 16:00:00,10,10,10
161,2011-03-09 02:00:00,10,10,10
162,2011-03-09 12:00:00,10,10,10
163,2011-03-09 22:00:00,10,10,10
164,2011-03-10 08:00:00,10,10,10
165,2011-03-10 18:00:00,10,10,10
166,2011-03-11 04:00:00,10,10,10
167,2011-03-11 14:00:00,10,10,10
168,2011-03-12 00:00:00,10,10,10
169,2011-03-12 10:00:00,10,10,10
170,2011-03-12 20:00:00,10,10,10
171,2011-03-13 06:00:00,10,10,10
172,2011-03-13 16:00:00,10,10,10
173,2011-03-14 02:00:00,10,10,10
174,2011-03-14 12:00:00,10,10,10
175,2011-03-14 22:00:00,10,10,10
176,2011-03-15 08:00:00,10,10,10
177,2011-03-15 18:00:00,10,10,10
178,2011-03-16 04:00:00,10,10,10
179,2011-03-16 14:00:00,10,10,10
180,2011-03-17 00:00:00,10,10,10
181,2011-03-17 10:00:00,10,10,10
182,2011-03-17 20:00:00,10,10,10
183,2011-03-18 06:00:00,10,10,10
184,2011-03-18 16:00:00,10,10,10
185,2011-03-19 02:00:00,10,10,10
186,2011-03-19 12:00:00,10,10,10
187,2011-03-19 22:00:00,10,10,10
188,2011-03-20 08:00:00,10,10,10
189,2011-03-20 18:00:00,10,10,10
190,2011-03-21 04:00:00,10,10,10
191,2011-03-21 14:00:00,10,10,10
192,2011-03-22 00:00:00,10,10,10
193,2011-03-22 10:00:00,10,10,10
194,2011-03-22 20:00:00,10,10,10
195,2011-03-23 06:00:00,10,10,10
196,2011-03-23 16:00:00,10,10,10
197,2011-03-24 02:00:00,10,10,10
198,2011-03-24 12:00:00,10,10,10
199,2011-03-24 22:00:00,10,10,10
200,2011-03-25 08:00:00,10,10,10
201,2011-03-25 18:00:00,10,10,10
202,2011-03-26 04:00:00,10,10,10
203,2011-03-26 14:00:00,10,10,10
204,2011-03-27 00:00:00,10,10,10
205,2011-03-27 10:00:00,10,10,10
206,2011-03-27 20:00:00,10,10,10
207,2011-03-28 06:00:00,10,10,10
208,2011-03-28 16:00:00,10,10,10
209,2011-03-29 02:00:00,10,10,10
210,2011-03-29 12:00:00,10,10,10
211,2011-03-29 22:00:00,10,10,10
212,2011-03-30 08:00:00,10,10,10
213,2011-03-30 18:00:00,10,10,10
214,2011-03-31 04:00:00,10,10,10
215,2011-03-31 14:00:00,10,10,10
216,2011-04-01 00:00:00,10,10,10
217,2011-04-01 10:00:00,10,10,10
218,2011-04-01 20:00:00,10,10,10
219,2011-04-02 06:00:00,10,10,10
220,2011-04-02 16:00:00,10,10,10
221,2011-04-03 02:00:00,10,10,10
222,2011-04-03 12:00:00,10,10,10
223,2011-04-03 22:00:00,10,10,10
224,2011-04-04 08:00:00,10,10,10
225,2011-04-04 18:00:00,10,10,10
226,2011-04-05 04:00:00,10,10,10
227,2011-04-05 14:00:00,10,10,10
228,2011-04-06 00:00:00,10,10,10
229,2011-04-06 10:00:00,10,10,10
230,2011-04-06 20:00:00,10,10,10
231,2011-04-07 06:00:00,10,10,10
232,2011-04-07 16:00:00,10,10,10
233,2011-04-08 02:00:00,10,10,10
234,2011-04-08 12:00:00,10,10,10
235,2011-04-08 22:00:00,10,10,10
236,2011-04-09 08:00:00,10,10,10
237,2011-04-09 18:00:00,10,10,10
238,2011-04-10 04:00:00,10,10,10
239,2011-04-10 14:00:00,10,10,10
240,2011-04-11 00:00:00,10,10,10
241,2011-04-11 10:00:00,10,10,10
242,2011-04-11 20:00:00,10,10,10
243,2011-04-12 06:00:00,10,10,10
244,2011-04-12 16:00:00,10,10,10
245,2011-04-13 02:00:00,10,10,10
246,2011-04-13 12:00:00,10,10,10
247,2011-04-13 22:00:00,10,10,10
248,2011-04-14 08:00:00,10,10,10
249,2011-04-14 18:00:00,10,10,10
250,2011-04-15 04:00:00,10,10,10
251,2011-04-15 14:00:00,10,10,10
252,2011-04-16 00:00:00,10,10,10
253,2011-04-16 10:00:00,10,10,10
254,2011-04-16 20:00:00,10,10,10
255,2011-04-17 06:00:00,10,10,10
256,2011-04-17 16:00:00,10,10,10
257,2011-04-18 02:00:00,10,10,10
258,2011-04-18 12:00:00,10,10,10
259,2011-04-18 22:00:00,10,10,10
260,2011-04-19 08:00:00,10,10,10
261,2011-04-19 18:00:00,10,10,10
262,2011-04-20 04:00:00,10,10,10
263,2011-04-20 14:00:00,10,10,10
264,2011-04-21 00:00:00,10,10,10
265,2011-04-21 10:00:00,10,10,10
266,2011-04-21 20:00:00,10,10,10
267,2011-04-22 06:00:00,10,10,10
268,2011-04-22 16:00:00,10,10,10
269,2011-04-23 02:00:00,10,10,10
270,2011-04-23 12:00:00,10,10,10
271,2011-04-23 22:00:00,10,10,10
272,2011-04-24 08:00:00,10,10,10
273,2011-04-24 18:00:00,10,10,10
274,2011-04-25 04:00:00,10,10,10
275,2011-04-25 14:00:00,10,10,10
276,2011-04-26 00:00:00,10,10,10
277,2011-04-26 10:00:00,10,10,10
278,2011-04-26 20:00:00,10,10,10
279,2011-04-27 06:00:00,10,10,10
280,2011-04-27 16:00:00,10,10,10
281,2011-04-28 02:00:00,10,10,10
282,2011-04-28 12:00:00,10,10,10
283,2011-04-28 22:00:00,10,10,10
284,2011-04-29 08:00:00,10,10,10
285,2011-04-29 18:00:00,10,10,10
286,2011-04-30 04:00:00,10,10,10
287,2011-04-30 14:00:00,10,10,10
288,2011-05-01 00:00:00,10,10,10
289,2011-05-01 10:00:00,10,10,10
290,2011-05-01 20:00:00,10,10,10
291,2011-05-02 06:00:00,10,10,10
292,2011-05-02 16:00:00,10,10,10
293,2011-05-03 02:00:00,10,10,10
294,2011-05-03 12:00:00,10,10,10
295,2011-05-03 22:00:00,10,10,10
296,2011-05-04 08:00:00,10,10,10
297,2011-05-04 18:00:00,10,10,10
298,2011-05-05 04:00:00,10,10,10
299,2011-05-05 14:00:00,10,10,10
300,2011-05-06 00:00:00,10,10,10
301,2011-05-06 10:00:00,10,10,10
302,2011-05-06 20:00:00,10,10,10
303,2011-05-07 06:00:00,10,10,10
304,2011-05-07 16:00:00,10,10,10
305,2011-05-08 02:00:00,10,10,10
306,2011-05-08 12:00:00,10,10,10
307,2011-05-08 22:00:00,10,10,10
308,2011-05-09 08:00:00,10,10,10
309,2011-05-09 18:00:00,10,10,10
310,2011-05-10 04:00:00,10,10,10
311,2011-05-10 14:00:00,10,10,10
312,2011-05-11 00:00:00,10,10,10
313,2011-05-11 10:00:00,10,10,10
314,2011-05-11 20:00:00,10,10,10
315,2011-05-12 06:00:00,10,10,10
316,2011-05-12 16:00:00,10,10,10
317,2011-05-13 02:00:00,10,10,10
318,2011-05-13 12:00:00,10,10,10
319,2011-05-13 22:00:00,10,10,10
320,2011-05-14 08:00:00,10,10,10
321,2011-05-14 18:00:00,10,10,10
322,2011-05-15 04:00:00,10,10,10
323,2011-05-15 14:00:00,10,10,10
324,2011-05-16 00:00:00,10,10,10
325,2011-05-16 10:00:00,10,10,10
326,2011-05-16 20:00:00,10,10,10
327,2011-05-17 06:00:00,10,10,10
328,2011-05-17 16:00:00,10,10,10
329,2011-05-18 02:00:00,10,10,10
330,2011-05-18 12:00:00,10,10,10
331,2011-05-18 22:00:00,10,10,10
332,2011-05-19 08:00:00,10,10,10
333,2011-05-19 18:00:00,10,10,10
334,2011-05-20 04:00:00,10,10,10
335,2011-05-20 14:00:00,10,10,10
336,2011-05-21 00:00:00,10,10,10
337,2011-05-21 10:00:00,10,10,10
338,2011-05-21 20:00:00,10,10,10
339,2011-05-22 06:00:00,10,10,10
340,2011-05-22 16:00:00,10,10,10
341,2011-05-23 02:00:00,10,10,10
342,2011-05-23 12:00:00,10,10,10
343,2011-05-23 22:00:00,10,10,10
344,2011-05-24 08:00:00,10,10,10
345,2011-05-24 18:00:00,10,10,10
346,2011-05-25 04:00:00,10,10,10
347,2011-05-25 14:00:00,10,10,10
348,2011-05-26 00:00:00,10,10,10
349,2011-05-26 10:00:00,10,10,10
350,2011-05-26 20:00:00,10,10,10
351,2011-05-27 06:00:00,10,10,10
352,2011-05-27 16:00:00,10,10,10
353,2011-05-28 02:00:00,10,10,10
354,2011-05-28 12:00:00,10,10,10
355,2011-05-28 22:00:00,10,10,10
356,2011-05-29 08:00:00,10,10,10
357,2011-05-29 18:00:00,10,10,10
358,2011-05-30 04:00:00,10,10,10
359,2011-05-30 14:00:00,10,10,10
360,2011-05-31 00:00:00,10,10,10
361,2011-05-31 10:00:00,10,10,10
362,2011-05-31 20:00:00,10,10,10
363,2011-06-01 06:00:00,10,10,10
364,2011-06-01 16:00:00,10,10,10
365,2011-06-02 02:00:00,10,10,10
366,2011-06-02 12:00:00,10,10,10
367,2011-06-02 22:00:00,10,10,10
368,2011-06-03 08:00:00,10,10,10
369,2011-06-03 18:00:00,10,10,10
370,2011-06-04 04:00:00,10,10,10
371,2011-06-04 14:00:00,10,10,10
372,2011-06-05 00:00:00,10,10,10
373,2011-06-05 10:00:00,10,10,10
374,2011-06-05 20:00:00,10,10,10
375,2011-06-06 06:00:00,10,10,10
376,2011-06-06 16:00:00,10,10,10
377,2011-06-07 02:00:00,10,10,10
378,2011-06-07 12:00:00,10,10,10
379,2011-06-07 22:00:00,10,10,10
380,2011-06-08 08:00:00,10,10,10
381,2011-06-08 18:00:00,10,10,10
382,2011-06-09 04:00:00,10,10,10
383,2011-06-09 14:00:00,10,10,10
384,2011-06-10 00:00:00,10,10,10
385,2011-06-10 10:00:00,10,10,10
386,2011-06-10 20:00:00,10,10,10
387,2011-06-11 06:00:00,10,10,10
388,2011-06-11 16:00:00,10,10,10
389,2011-06-12 02:00:00,10,10,10
390,2011-06-12 12:00:00,10,10,10
391,2011-06-12 22:00:00,10,10,10
392,2011-06-13 08:00:00,10,10,10
393,2011-06-13 18:00:00,10,10,10
394,2011-06-14 04:00:00,10,10,10
395,2011-06-14 14:00:00,10,10,10
396,2011-06-15 00:00:00,10,10,10
397,2011-06-15 10:00:00,10,10,10
398,2011-06-15 20:00:00,10,10,10
399,2011-06-16 06:00:00,10,10,10
400,2011-06-16 16:00:00,10,10,10
401,2011-06-17 02:00:00,10,10,10
402,2011-06-17 12:00:00,10,10,10
403,2011-06-17 22:00:00,10,10,10
404,2011-06-18 08:00:00,10,10,10
405,2011-06-18 18:00:00,10,10,10
406,2011-06-19 04:00:00,10,10,10
407,2011-06-19 14:00:00,10,10,10
408,2011-06-20 00:00:00,10,10,10
409,2011-06-20 10:00:00,10,10,10
410,2011-06-20 20:00:00,10,10,10
411,2011-06-21 06:00:00,10,10,10
412,2011-06-21 16:00:00,10,10,10
413,2011-06-22 02:00:00,10,10,10
414,2011-06-22 12:00:00,10,10,10
415,2011-06-22 22:00:00,10,10,10
416,2011-06-23 08:00:00,10,10,10
417,2011-06-23 18:00:00,10,10,10
418,2011-06-24 04:00:00,10,10,10
419,2011-06-24 14:00:00,10,10,10
420,2011-06-25 00:00:00,10,10,10
421,2011-06-25 10:00:00,10,10,10
422,2011-06-25 20:00:00,10,10,10
423,2011-06-26 06:00:00,10,10,10
424,2011-06-26 16:00:00,10,10,10
425,2011-06-27 02:00:00,10,10,10
426,2011-06-27 12:00:00,10,10,10
427,2011-06-27 22:00:00,10,10,10
428,2011-06-28 08:00:00,10,10,10
429,2011-06-28 18:00:00,10,10,10
430,2011-06-29 04:00:00,10,10,10
431,2011-06-29 14:00:00,10,10,10
432,2011-06-30 00:00:00,10,10,10
433,2011-06-30 10:00:00,10,10,10
434,2011-06-30 20:00:00,10,10,10
435,2011-07-01 06:00:00,10,10,10
436,2011-07-01 16:00:00,10,10,10
437,2011-07-02 02:00:00,10,10,10
438,2011-07-02 12:00:00,10,10,10
439,2011-07-02 22:00:00,10,10,10
440,2011-07-03 08:00:00,10,10,10
441,2011-07-03 18:00:00,10,10,10
442,2011-07-04 04:00:00,10,10,10
443,2011-07-04 14:00:00,10,10,10
444,2011-07-05 00:00:00,10,10,10
445,2011-07-05 10:00:00,10,10,10
446,2011-07-05 20:00:00,10,10,10
447,2011-07-06 06:00:00,10,10,10
448,2011-07-06 16:00:00,10,10,10
449,2011-07-07 02:00:00,10,10,10
450,2011-07-07 12:00:00,10,10,10
451,2011-07-07 22:00:00,10,10,10
452,2011-07-08 08:00:00,10,10,10
453,2011-07-08 18:00:00,10,10,10
454,2011-07-09 04:00:00,10,10,10
455,2011-07-09 14:00:00,10,10,10
456,2011-07-10 00:00:00,10,10,10
457,2011-07-10 10:00:00,10,10,10
458,2011-07-10 20:00:00,10,10,10
459,2011-07-11 06:00:00,10,10,10
460,2011-07-11 16:00:00,10,10,10
461,2011-07-12 02:00:00,10,10,10
462,2011-07-12 12:00:00,10,10,10
463,2011-07-12 22:00:00,10,10,10
464,2011-07-13 08:00:00,10,10,10
465,2011-07-13 18:00:00,10,10,10
466,2011-07-14 04:00:00,10,10,10
467,2011-07-14 14:00:00,10,10,10
468,2011-07-15 00:00:00,10,10,10
469,2011-07-15 10:00:00,10,10,10
470,2011-07-15 20:00:00,10,10,10
471,2011-07-16 06:00:00,10,10,10
472,2011-07-16 16:00:00,10,10,10
473,2011-07-17 02:00:00,10,10,10
474,2011-07-17 12:00:00,10,10,10
475,2011-07-17 22:00:00,10,10,10
476,2011-07-18 08:00:00,10,10,10
477,2011-07-18 18:00:00,10,10,10
478,2011-07-19 04:00:00,10,10,10
479,2011-07-19 14:00:00,10,10,10
480,2011-07-20 00:00:00,10,10,10
481,2011-07-20 10:00:00,10,10,10
482,2011-07-20 20:00:00,10,10,10
483,2011-07-21 06:00:00,10,10,10
484,2011-07-21 16:00:00,10,10,10
485,2011-07-22 02:00:00,10,10,10
486,2011-07-22 12:00:00,10,10,10
487,2011-07-22 22:00:00,10,10,10
488,2011-07-23 08:00:00,10,10,10
489,2011-07-23 18:00:00,10,10,10
490,2011-07-24 04:00:00,10,10,10
491,2011-07-24 14:00:00,10,10,10
492,2011-07-25 00:00:00,10,10,10
493,2011-07-25 10:00:00,10,10,10
494,2011-07-25 20:00:00,10,10,10
495,2011-07-26 06:00:00,10,10,10
496,2011-07-26 16:00:00,10,10,10
497,2011-07-27 02:00:00,10,10,10
498,2011-07-27 12:00:00,10,10,10
499,2011-07-27 22:00:00,10,10,10
500,2011-07-28 08:00:00,10,10,10
501,2011-07-28 18:00:00,10,10,10
502,2011-07-29 04:00:00,10,10,10
503,2011-07-29 14:00:00,10,10,10
504,2011-07-30 00:00:00,10,10,10
505,2011-07-30 10:00:00,10,10,10
506,2011-07-30 20:00:00,10,10,10
507,2011-07-31 06:00:00,10,10,10
508,2011-07-31 16:00:00,10,10,10
509,2011-08-01 02:00:00,10,10,10
510,2011-08-01 12:00:00,10,10,10
511,2011-08-01 22:00:00,10,10,10
512,2011-08-02 08:00:00,10,10,10
513,2011-08-02 18:00:00,10,10,10
514,2011-08-03 04:00:00,10,10,10
515,2011-08-03 14:00:00,10,10,10
516,2011-08-04 00:00:00,10,10,10
517,2011-08-04 10:00:00,10,10,10
518,2011-08-04 20:00:00,10,10,10
519,2011-08-05 06:00:00,10,10,10
520,2011-08-05 16:00:00,10,10,10
521,2011-08-06 02:00:00,10,10,10
522,2011-08-06 12:00:00,10,10,10
523,2011-08-06 22:00:00,10,10,10
524,2011-08-07 08:00:00,10,10,10
525,2011-08-07 18:00:00,10,10,10
526,2011-08-08 04:00:00,10,10,10
527,2011-08-08 14:00:00,10,10,10
528,2011-08-09 00:00:00,10,10,10
529,2011-08-09 10:00:00,10,10,10
530,2011-08-09 20:00:00,10,10,10
531,2011-08-10 06:00:00,10,10,10
532,2011-08-10 16:00:00,10,10,10
533,2011-08-11 02:00:00,10,10,10
534,2011-08-11 12:00:00,10,10,10
535,2011-08-11 22:00:00,10,10,10
536,2011-08-12 08:00:00,10,10,10
537,2011-08-12 18:00:00,10,10,10
538,2011-08-13 04:00:00,10,10,10
539,2011-08-13 14:00:00,10,10,10
540,2011-08-14 00:00:00,10,10,10
541,2011-08-14 10:00:00,10,10,10
542,2011-08-14 20:00:00,10,10,10
543,2011-08-15 06:00:00,10,10,10
544,2011-08-15 16:00:00,10,10,10
545,2011-08-16 02:00:00,10,10,10
546,2011-08-16 12:00:00,10,10,10
547,2011-08-16 22:00:00,10,10,10
548,2011-08-17 08:00:00,10,10,10
549,2011-08-17 18:00:00,10,10,10
550,2011-08-18 04:00:00,10,10,10
551,2011-08-18 14:00:00,10,10,10
552,2011-08-19 00:00:00,10,10,10
553,2011-08-19 10:00:00,10,10,10
554,2011-08-19 20:00:00,10,10,10
555,2011-08-20 06:00:00,10,10,10
556,2011-08-20 16:00:00,10,10,10
557,2011-08-21 02:00:00,10,10,10
558,2011-08-21 12:00:00,10,10,10
559,2011-08-21 22:00:00,10,10,10
560,2011-08-22 08:00:00,10,10,10
561,2011-08-22 18:00:00,10,10,10
562,2011-08-23 04:00:00,10,10,10
563,2011-08-23 14:00:00,10,10,10
564,2011-08-24 00:00:00,10,10,10
565,2011-08-24 10:00:00,10,10,10
566,2011-08-24 20:00:00,10,10,10
567,2011-08-25 06:00:00,10,10,10
568,2011-08-25 16:00:00,10,10,10
569,2011-08-26 02:00:00,10,10,10
570,2011-08-26 12:00:00,10,10,10
571,2011-08-26 22:00:00,10,10,10
572,2011-08-27 08:00:00,10,10,10
573,2011-08-27 18:00:00,10,10,10
574,2011-08-28 04:00:00,10,10,10
575,2011-08-28 14:00:00,10,10,10
576,2011-08-29 00:00:00,10,10,10
577,2011-08-29 10:00:00,10,10,10
578,2011-08-29 20:00:00,10,10,10
579,2011-08-30 06:00:00,10,10,10
580,2011-08-30 16:00:00,10,10,10
581,2011-08-31 02:00:00,10,10,10
582,2011-08-31 12:00:00,10,10,10
583,2011-08-31 22:00:00,10,10,10
584,2011-09-01 08:00:00,10,10,10
585,2011-09-01 18:00:00,10,10,10
586,2011-09-02 04:00:00,10,10,10
587,2011-09-02 14:00:00,10,10,10
588,2011-09-03 00:00:00,10,10,10
589,2011-09-03 10:00:00,10,10,10
590,2011-09-03 20:00:00,10,10,10
591,2011-09-04 06:00:00,10,10,10
592,2011-09-04 16:00:00,10,10,10
593,2011-09-05 02:00:00,10,10,10
594,2011-09-05 12:00:00,10,10,10
595,2011-09-05 22:00:00,10,10,10
596,2011-09-06 08:00:00,10,10,10
597,2011-09-06 18:00:00,10,10,10
598,2011-09-07 04:00:00,10,10,10
599,2011-09-07 14:00:00,10,10,10
600,2011-09-08 00:00:00,10,10,10
601,2011-09-08 10:00:00,10,10,10
602,2011-09-08 20:00:00,10,10,10
603,2011-09-09 06:00:00,10,10,10
604,2011-09-09 16:00:00,10,10,10
605,2011-09-10 02:00:00,10,10,10
606,2011-09-10 12:00:00,10,10,10
607,2011-09-10 22:00:00,10,10,10
608,2011-09-11 08:00:00,10,10,10
609,2011-09-11 18:00:00,10,10,10
610,2011-09-12 04:00:00,10,10,10
611,2011-09-12 14:00:00,10,10,10
612,2011-09-13 00:00:00,10,10,10
613,2011-09-13 10:00:00,10,10,10
614,2011-09-13 20:00:00,10,10,10
615,2011-09-14 06:00:00,10,10,10
616,2011-09-14 16:00:00,10,10,10
617,2011-09-15 02:00:00,10,10,10
618,2011-09-15 12:00:00,10,10,10
619,2011-09-15 22:00:00,10,10,10
620,2011-09-16 08:00:00,10,10,10
621,2011-09-16 18:00:00,10,10,10
622,2011-09-17 04:00:00,10,10,10
623,2011-09-17 14:00:00,10,10,10
624,2011-09-18 00:00:00,10,10,10
625,2011-09-18 10:00:00,10,10,10
626,2011-09-18 20:00:00,10,10,10
627,2011-09-19 06:00:00,10,10,10
628,2011-09-19 16:00:00,10,10,10
629,2011-09-20 02:00:00,10,10,10
630,2011-09-20 12:00:00,10,10,10
631,2011-09-20 22:00:00,10,10,10
632,2011-09-21 08:00:00,10,10,10
633,2011-09-21 18:00:00,10,10,10
634,2011-09-22 04:00:00,10,10,10
635,2011-09-22 14:00:00,10,10,10
636,2011-09-23 00:00:00,10,10,10
637,2011-09-23 10:00:00,10,10,10
638,2011-09-23 20:00:00,10,10,10
639,2011-09-24 06:00:00,10,10,10
640,2011-09-24 16:00:00,10,10,10
641,2011-09-25 02:00:00,10,10,10
642,2011-09-25 12:00:00,10,10,10
643,2011-09-25 22:00:00,10,10,10
644,2011-09-26 08:00:00,10,10,10
645,2011-09-26 18:00:00,10,10,10
646,2011-09-27 04:00:00,10,10,10
647,2011-09-27 14:00:00,10,10,10
648,2011-09-28 00:00:00,10,10,10
649,2011-09-28 10:00:00,10,10,10
650,2011-09-28 20:00:00,10,10,10
651,2011-09-29 06:00:00,10,10,10
652,2011-09-29 16:00:00,10,10,10
653,2011-09-30 02:00:00,10,10,10
654,2011-09-30 12:00:00,10,10,10
655,2011-09-30 22:00:00,10,10,10
656,2011-10-01 08:00:00,10,10,10
657,2011-10-01 18:00:00,10,10,10
658,2011-10-02 04:00:00,10,10,10
659,2011-10-02 14:00:00,10,10,10
660,2011-10-03 00:00:00,10,10,10
661,2011-10-03 10:00:00,10,10,10
662,2011-10-03 20:00:00,10,10,10
663,2011-10-04 06:00:00,10,10,10
664,2011-10-04 16:00:00,10,10,10
