name,scn_name,bus,carrier,p_nom,p_nom_extendable,p_nom_min,p_max_pu,capital_cost,max_hours,efficiency_store,efficiency_dispatch,control,p_nom_opt
55 battery,eGon2035,55,battery,0.0,True,40.97037069282537,1.0,64763.666508318216,5.999999999999999,0.9797958971132711,0.9797958971132711,PV,40.97075167724963
56 battery,eGon2035,56,battery,0.0,True,109.7591772457361,1.0,64763.66650831821,6.0,0.9797958971132713,0.9797958971132713,PV,109.75982771400855
56 pumped_hydro,eGon2035,56,pumped_hydro,910.0,False,0.0,1.0,0.0,6.0,0.8660254037844386,0.8660254037844386,PV,910.0
57 battery,eGon2035,57,battery,0.0,True,289.62026216323454,1.0,64763.66650831821,6.0,0.9797958971132712,0.9797958971132712,PV,289.62067823934734
58 battery,eGon2035,58,battery,0.0,True,126.64078015388492,1.0,64763.66650831821,5.999999999999999,0.9797958971132712,0.9797958971132712,PV,126.64164261492776
59 battery,eGon2035,59,battery,0.0,True,110.94237224798603,1.0,64763.666508318216,6.0,0.9797958971132713,0.9797958971132713,PV,110.94350436390631
59 pumped_hydro,eGon2035,59,pumped_hydro,625.0,False,0.0,1.0,0.0,6.000000000000001,0.8660254037844386,0.8660254037844386,PV,625.0
6 battery,eGon2035,6,battery,0.0,True,60.05379525891063,1.0,64763.666508318216,6.0,0.9797958971132712,0.9797958971132712,PV,60.05421623740613
60 battery,eGon2035,60,battery,0.0,True,143.2441779059988,1.0,64763.666508318216,6.0,0.9797958971132713,0.9797958971132713,PV,143.244210434765
61 battery,eGon2035,61,battery,0.0,True,179.63784851749776,1.0,64763.666508318216,6.0,0.9797958971132712,0.9797958971132712,PV,179.6383563453312
62 battery,eGon2035,62,battery,0.0,True,209.79832349473511,1.0,64763.66650831821,6.0,0.9797958971132712,0.9797958971132712,PV,209.80054547961996
63 battery,eGon2035,63,battery,0.0,True,24.669219778571556,1.0,64763.66650831821,6.0,0.9797958971132713,0.9797958971132713,PV,24.669662977785705
64 battery,eGon2035,64,battery,0.0,True,336.7887310366037,1.0,64763.66650831822,6.000000000000001,0.9797958971132711,0.9797958971132711,PV,336.7890769484975
65 battery,eGon2035,65,battery,0.0,True,139.16534649493104,1.0,64763.666508318216,5.999999999999999,0.9797958971132711,0.9797958971132711,PV,139.1661224959975
66 battery,eGon2035,66,battery,0.0,True,229.66422759094488,1.0,64763.666508318216,6.0,0.9797958971132712,0.9797958971132712,PV,229.66532147002982
67 battery,eGon2035,67,battery,0.0,True,85.92614817767914,1.0,64763.66650831822,6.0,0.9797958971132712,0.9797958971132712,PV,85.92628026345263
68 battery,eGon2035,68,battery,0.0,True,97.18118343901865,1.0,64763.666508318216,6.0,0.9797958971132712,0.9797958971132712,PV,97.18118603740508
69 battery,eGon2035,69,battery,0.0,True,23.153224377968964,1.0,64763.66650831822,6.0,0.9797958971132712,0.9797958971132712,PV,23.153225691479314
7 battery,eGon2035,7,battery,0.0,True,128.63980835636337,1.0,64763.66650831821,5.999999999999999,0.9797958971132712,0.9797958971132712,PV,128.64072778678326
70 battery,eGon2035,70,battery,0.0,True,196.6513401424641,1.0,64763.666508318216,6.0,0.9797958971132712,0.9797958971132712,PV,196.65196652187444
71 battery,eGon2035,71,battery,0.0,True,648.3417629510102,1.0,64763.666508318216,6.0,0.9797958971132712,0.9797958971132712,PV,648.3417656193953
72 battery,eGon2035,72,battery,0.0,True,118.61550512073825,1.0,64763.666508318216,6.0,0.9797958971132712,0.9797958971132712,PV,118.6165579861535
72 pumped_hydro,eGon2035,72,pumped_hydro,59.8,False,0.0,1.0,0.0,6.0,0.8660254037844386,0.8660254037844386,PV,59.8
73 battery,eGon2035,73,battery,0.0,True,217.16738995316678,1.0,64763.666508318216,6.0,0.9797958971132712,0.9797958971132712,PV,217.16896222529786
74 battery,eGon2035,74,battery,0.0,True,236.28979499341511,1.0,64763.66650831821,6.0,0.9797958971132712,0.9797958971132712,PV,236.29038605427985
74 pumped_hydro,eGon2035,74,pumped_hydro,263.0,False,0.0,1.0,0.0,6.0,0.8660254037844386,0.8660254037844386,PV,263.0
75 battery,eGon2035,75,battery,0.0,True,224.43031697203097,1.0,64763.666508318216,6.0,0.9797958971132712,0.9797958971132712,PV,224.43200738848142
75 pumped_hydro,eGon2035,75,pumped_hydro,92.0,False,0.0,1.0,0.0,6.0,0.8660254037844386,0.8660254037844386,PV,92.0
76 battery,eGon2035,76,battery,0.0,True,127.2897456348101,1.0,64763.666508318216,6.0,0.9797958971132713,0.9797958971132713,PV,127.29061310420789
77 battery,eGon2035,77,battery,0.0,True,130.8170285313252,1.0,64763.666508318216,6.0,0.9797958971132712,0.9797958971132712,PV,130.8183449224386
77 pumped_hydro,eGon2035,77,pumped_hydro,730.0,False,0.0,1.0,0.0,6.0,0.8660254037844387,0.8660254037844387,PV,730.0
78 battery,eGon2035,78,battery,0.0,True,409.7540726162263,1.0,64763.66650831821,6.0,0.9797958971132712,0.9797958971132712,PV,409.7545028650072
78 pumped_hydro,eGon2035,78,pumped_hydro,165.0,False,0.0,1.0,0.0,6.0,0.8660254037844386,0.8660254037844386,PV,165.0
79 battery,eGon2035,79,battery,0.0,True,147.61918100193319,1.0,64763.666508318216,6.0,0.9797958971132712,0.9797958971132712,PV,147.6194045064348
8 battery,eGon2035,8,battery,0.0,True,205.69986924101067,1.0,64763.666508318216,6.0,0.9797958971132713,0.9797958971132713,PV,205.70196652278997
8 pumped_hydro,eGon2035,8,pumped_hydro,1045.2,False,0.0,1.0,0.0,6.0,0.8660254037844386,0.8660254037844386,PV,1045.2
80 battery,eGon2035,80,battery,0.0,True,59.85908420956645,1.0,64763.666508318216,6.0,0.9797958971132712,0.9797958971132712,PV,59.85942697309344
81 battery,eGon2035,81,battery,0.0,True,217.26762444691755,1.0,64763.666508318216,6.0,0.9797958971132712,0.9797958971132712,PV,217.26805049689665
82 battery,eGon2035,82,battery,0.0,True,650.0511428722008,1.0,64763.666508318216,6.0,0.9797958971132712,0.9797958971132712,PV,650.0514941869502
83 battery,eGon2035,83,battery,0.0,True,113.96987571422247,1.0,64763.666508318216,6.0,0.9797958971132712,0.9797958971132712,PV,113.97199600878771
84 battery,eGon2035,84,battery,0.0,True,155.72653170820732,1.0,64763.66650831822,6.0,0.9797958971132712,0.9797958971132712,PV,155.72686984321874
84 pumped_hydro,eGon2035,84,pumped_hydro,220.0,False,0.0,1.0,0.0,6.0,0.8660254037844386,0.8660254037844386,PV,220.0
85 battery,eGon2035,85,battery,0.0,True,43.35801621927878,1.0,64763.66650831821,6.0,0.9797958971132712,0.9797958971132712,PV,43.360148148963205
9 battery,eGon2035,9,battery,0.0,True,360.80396583433577,1.0,64763.666508318216,6.0,0.9797958971132713,0.9797958971132713,PV,360.8043151512395
