AC ID,Heat ID,Distance to Heat [km],Point Heat
34534,51515,10.216,POINT (1585663.780527467 6831830.450261763)
34536,49601,4.392,POINT (1017988.7005896311 6107637.899755403)
34543,49709,4.369,POINT (985788.0388992032 6153386.084935306)
34544,49754,10.852,POINT (940946.4474889592 6174693.369349767)
34545,51460,11.617,POINT (777634.4730923477 6813537.795624098)
34546,51428,16.083,POINT (797741.9200863069 6789298.967167084)
34552,51632,8.068,POINT (990154.9796521576 6902709.739382897)
34555,51664,14.977,POINT (981414.4851885653 6925234.468660398)
34559,49985,27.014,POINT (1125405.1141687718 6252122.585786594)
34564,51619,6.661,POINT (1449293.6351052634 6886004.875515612)
34568,51725,11.851,POINT (1484560.255407924 6978918.966558367)
34576,51600,1.82,POINT (1395121.0403383856 6877453.340297322)
34577,51269,26.792,POINT (880660.7313488778 6721850.801995133)
34578,51600,11.346,POINT (1395121.0403383856 6877453.340297322)
34579,51628,5.361,POINT (1331373.4203762948 6898325.146777192)
34584,50665,4.058,POINT (966514.7538473313 6548971.142072336)
34587,51685,1.931,POINT (1573569.2538133538 6930874.9463409595)
34590,49493,0.613,POINT (905217.7001369002 6038806.24543977)
34591,49483,0.483,POINT (894577.3465766514 6033503.699319299)
34597,50424,27.92,POINT (722022.741088816 6485972.277444678)
34598,49841,2.187,POINT (870078.5212817675 6205320.512329454)
34599,51151,8.593,POINT (1072025.9418175109 6688254.7618070245)
34600,50289,4.118,POINT (871008.4238028409 6383773.490321903)
34605,51429,3.426,POINT (1544454.5269144317 6790013.694511083)
34606,50000,8.649,POINT (821990.1784172467 6343832.205454286)
34607,50438,13.027,POINT (836629.8833569696 6444133.506516532)
34608,50365,2.244,POINT (793413.4003647167 6412855.7265401725)
34612,51706,20.896,POINT (814774.8639614034 6957848.181025979)
34616,51898,18.283,POINT (1216864.5332097756 7143172.471669452)
34617,50021,1.917,POINT (997533.1115204234 6263270.564185024)
34620,50994,2.743,POINT (844856.0911864879 6644662.467337247)
34624,51671,25.356,POINT (1195662.8913442984 6932757.815049355)
34626,50687,17.531,POINT (820084.5997557975 6549295.025781357)
34627,51900,11.46,POINT (1188219.464414809 7144562.71236045)
34630,51720,15.96,POINT (1379411.9260137605 6972981.16794089)
34631,50502,5.402,POINT (795881.0631235224 6468541.246816556)
34634,51488,15.347,POINT (1422627.3663051361 6829912.725049952)
34635,50419,18.521,POINT (878659.1065053404 6440625.346521502)
34636,51404,23.721,POINT (1132841.1264918742 6780455.051864364)
34639,51137,21.673,POINT (1211145.0490530226 6686403.772842544)
34640,50029,1.604,POINT (994780.1097352542 6267541.724984603)
34641,50720,16.684,POINT (720714.9911988156 6572959.629693301)
34644,50468,1.147,POINT (945817.2370521321 6459899.293898181)
34647,50288,8.578,POINT (942113.1087423424 6385343.577142738)
34649,50048,0.317,POINT (1343019.5903970636 6271380.520504437)
34650,51768,24.032,POINT (1160063.8674313917 7027862.22036265)
34651,49522,3.328,POINT (1433301.4352803724 6060946.162209931)
34653,49829,0.383,POINT (1426225.6957248724 6200909.69663984)
34655,49769,24.249,POINT (1328211.526278903 6281097.784101047)
34658,51651,18.379,POINT (1243585.167074181 6914418.132217013)
34659,50550,0.83,POINT (1261089.541024983 6487313.284351108)
34665,51486,9.46,POINT (1165045.9453726576 6834901.650795517)
34674,51063,0.995,POINT (1594145.5700318378 6997747.210919505)
34676,51480,0.781,POINT (1010875.3482718536 6830534.9504506085)
34678,51258,16.937,POINT (1557352.0147536488 6712973.495106048)
34684,51740,25.761,POINT (1320286.5745999974 6996346.989256474)
34691,51718,9.407,POINT (1424971.1812189207 6968350.57300194)
34698,51348,16.969,POINT (1225368.418640086 6841533.353958067)
34700,51467,14.039,POINT (1103198.1188489923 6823145.982473592)
34701,49713,10.737,POINT (900271.1861035266 6153189.019047342)
34705,51995,17.273,POINT (1029062.1096786547 7304533.699802997)
34707,49811,2.494,POINT (899240.4577312267 6195540.146292602)
34708,49811,10.441,POINT (899240.4577312267 6195540.146292602)
34709,49639,6.469,POINT (859279.2597984922 6118190.781211263)
34713,51436,16.181,POINT (811705.3922011709 6795890.7702451525)
34717,51384,11.194,POINT (860865.513506708 6763353.552399752)
34722,51604,18.472,POINT (1114831.8169819354 6879816.124692511)
34724,51609,11.193,POINT (927890.7640317676 6880454.642193613)
34728,51422,1.42,POINT (848148.5794438067 6793932.466252147)
34731,51535,3.164,POINT (858829.0828984082 6850532.832814994)
34733,50445,2.133,POINT (929769.3997194353 6448944.690087847)
34734,50087,3.654,POINT (956378.6104708621 6295767.981385436)
34736,50675,22.411,POINT (997414.9942634149 6549392.056493571)
34741,51473,12.668,POINT (1198822.4492422496 6827263.241878641)
34743,50478,7.388,POINT (1251568.7626804137 6462620.025570064)
34749,51723,1.247,POINT (1242539.6029172076 6978762.8313318025)
34750,50175,12.28,POINT (920501.7723358086 6330067.693130032)
34756,50449,2.369,POINT (967265.6198101165 6451027.234197732)
34758,51922,1.945,POINT (1069909.677000479 7163308.497417845)
34759,50108,0.924,POINT (913742.8503364648 6307840.631301098)
34766,51391,6.099,POINT (1051755.1232406963 6768994.1602957435)
34767,51407,3.803,POINT (847124.3607304773 6778093.279823283)
34768,51525,12.595,POINT (1087021.5967432333 6849225.86827025)
34769,50704,8.047,POINT (1216177.7571618287 6565883.368302801)
34775,51549,13.593,POINT (1109358.8712533219 6857282.198787854)
34778,51365,24.297,POINT (1044351.9935030288 6759712.193155873)
34782,51656,1.792,POINT (1431659.5416966383 6910792.124595612)
34788,50657,17.64,POINT (1074352.5658276097 6542953.410580723)
34789,50195,1.8,POINT (748557.6966183577 6335131.327352751)
34790,50776,16.893,POINT (1218819.9761000196 6591952.328945474)
34791,51229,3.421,POINT (1504023.7734640965 6703529.55855107)
34793,51680,17.049,POINT (1069741.5954858295 6939573.361420534)
34796,51699,31.622,POINT (1079290.6000774486 6956389.885967985)
34798,51473,0.555,POINT (1198822.4492422496 6827263.241878641)
34800,51709,3.317,POINT (1104989.5765390513 6981291.207802224)
34802,51433,2.275,POINT (979250.6084366433 6798350.90025222)
34805,51920,11.712,POINT (1003083.0097571282 7160885.686369205)
34811,51134,15.565,POINT (1235038.4842624983 6684588.279022669)
34812,51024,0.654,POINT (1579732.471819803 6642878.1478774175)
34815,51142,10.397,POINT (1257547.2500408771 6686121.553555733)
34818,51149,16.593,POINT (1149403.0716933662 6689139.034937762)
34821,51442,13.608,POINT (1173928.994838468 6804286.3351192195)
34822,51995,6.155,POINT (1029062.1096786547 7304533.699802997)
34826,51698,6.65,POINT (902829.2900582877 6952173.08213616)
34827,50540,15.416,POINT (841299.8525366255 6482692.821882413)
34829,49647,1.088,POINT (1187832.2803376662 6125611.201324858)
34831,49521,17.32,POINT (1149031.0166124788 6066736.571150142)
34834,51903,10.061,POINT (1332209.2556426995 7140517.5701499535)
34835,51279,7.67,POINT (1595659.5903241558 6715045.399986316)
34839,51225,6.925,POINT (1408919.7121301591 6704329.297745715)
34840,51617,2.313,POINT (896287.6042343505 6888482.455559219)
34841,51706,55.401,POINT (814774.8639614034 6957848.181025979)
34844,51250,4.397,POINT (1373121.6759710228 6716124.025256073)
34846,51322,1.562,POINT (929725.2141381399 6741369.2516341945)
34850,49714,14.601,POINT (1014150.0850942404 6155484.311611174)
34853,51755,17.643,POINT (1503075.619068331 7005156.577002395)
34854,51917,20.103,POINT (1452224.2492205312 7152314.760277804)
34855,50183,0.906,POINT (817846.7962742677 6332991.793597829)
34857,50681,7.6,POINT (1448391.9436657794 6549205.206117864)
34858,50423,24.621,POINT (1174583.0967092053 6444471.063743246)
34864,50066,15.905,POINT (1221785.2380101269 6280252.691560839)
34866,51744,36.922,POINT (1236109.4686305975 7002658.69029346)
34867,51210,12.864,POINT (1175376.5954910081 6983798.269251088)
34870,50450,7.548,POINT (1136402.5490588371 6453909.864730511)
34872,49996,15.199,POINT (1061602.9215786606 6255470.592673378)
34874,51996,7.423,POINT (1077532.4620499518 7307926.338878088)
34876,51244,4.351,POINT (1106948.1652315215 6715926.801189462)
34878,50166,1.31,POINT (967403.9863991044 6334190.488354801)
34879,51644,6.1,POINT (1119398.5310500662 6911507.419295451)
34883,51903,22.301,POINT (1332209.2556426995 7140517.5701499535)
34889,51846,7.949,POINT (1476960.179124047 7085482.512787491)
34892,51805,28.294,POINT (1455401.273668431 7049550.181205856)
34894,51959,1.816,POINT (1382841.7212530866 7216170.416281599)
34897,51966,28.34,POINT (1454531.1033822559 7231697.26464271)
34899,51469,4.984,POINT (1108053.6454685263 6828160.645264979)
34900,51467,14.764,POINT (1103198.1188489923 6823145.982473592)
34907,51859,1.453,POINT (831214.5230501138 7091350.359234032)
34909,51122,1.624,POINT (1338138.5779645478 6678579.927074919)
34912,51936,7.448,POINT (1347061.3235320672 7191538.81310425)
34913,50432,18.182,POINT (839818.5308212449 6443202.894891133)
34914,50235,22.01,POINT (1383726.5179091466 6354632.492970161)
34923,50087,11.177,POINT (956378.6104708621 6295767.981385436)
34924,50850,1.694,POINT (678326.4491711145 6598299.080101579)
34925,51121,15.016,POINT (1506731.18148238 6672869.367159566)
34926,50498,8.941,POINT (954277.8570636167 6471047.635035221)
34931,51388,10.691,POINT (1442952.8259483862 6763206.170696142)
34935,50904,2.329,POINT (1443705.1366010692 6619582.31354464)
34936,50392,9.384,POINT (1257009.081575331 6435457.834551977)
34945,51011,5.651,POINT (1118205.792661169 6654697.155867645)
34946,49510,8.685,POINT (870679.4399475164 6048785.576851997)
34947,50352,20.75,POINT (1116363.8250729074 6410493.743534754)
34951,49947,18.954,POINT (911687.4986500698 6238558.583265486)
34954,51904,3.22,POINT (1246461.770158893 7144081.894559031)
34959,51696,21.224,POINT (1241862.6877313342 6955691.680580195)
34961,49501,9.451,POINT (921181.7643897672 6046033.310979998)
34962,51998,8.292,POINT (1037718.903599108 7317529.185569851)
34966,50140,15.021,POINT (968362.4946818684 6325297.737865178)
34975,51166,16.075,POINT (706682.1234772407 6681535.3235035855)
34980,49932,16.683,POINT (1245036.5707485406 6256656.482257537)
34981,49683,13.784,POINT (1381026.8391836088 6141415.387251054)
34986,51806,7.284,POINT (1175049.4084074327 7052783.997177724)
34987,49858,11.494,POINT (1457246.5783681644 6205938.153715497)
34989,50222,4.901,POINT (844586.5692998925 6350800.047105753)
34994,51181,24.489,POINT (957597.1090690884 6693762.323917182)
34997,50383,1.869,POINT (943737.3229132115 6430572.044574205)
34998,49813,13.389,POINT (1352466.178676085 6197198.862319386)
35000,50529,2.041,POINT (973295.1065226026 6482364.447094557)
35001,51326,2.124,POINT (1344538.3972338513 6740708.406678813)
35002,50832,14.716,POINT (1374610.7060708376 6601842.060591792)
35004,51429,0.858,POINT (1544454.5269144317 6790013.694511083)
35005,50675,10.63,POINT (997414.9942634149 6549392.056493571)
35013,51706,48.751,POINT (814774.8639614034 6957848.181025979)
35015,51535,34.182,POINT (858829.0828984082 6850532.832814994)
35016,50890,7.439,POINT (1163543.5627032993 6621308.523482826)
35017,50890,9.592,POINT (1163543.5627032993 6621308.523482826)
35018,51706,75.135,POINT (814774.8639614034 6957848.181025979)
35019,50141,6.334,POINT (923236.7545071384 6357985.691669003)
35022,51953,4.978,POINT (1003259.6455478205 7203417.314697313)
35024,50556,22.598,POINT (1034344.140704679 6490403.857526213)
35029,50315,1.619,POINT (928625.6456671585 6392242.700077772)
35042,50834,6.545,POINT (950324.6606775402 6603945.9495759625)
35047,51023,3.617,POINT (1331821.9278213189 6656991.4061081065)
35048,50098,2.616,POINT (1057079.065822385 6308061.2304091165)
35049,50807,4.665,POINT (877502.8082350697 6596765.231096896)
35052,49949,7.927,POINT (1098880.2491907913 6240938.402138024)
35053,51801,11.573,POINT (944474.0128576928 7046616.665511916)
35056,49518,17.786,POINT (998495.6568565288 6064174.8945010025)
35059,49564,6.821,POINT (852964.3695041367 6085513.260983443)
35060,50424,17.95,POINT (722022.741088816 6485972.277444678)
35073,50042,6.61,POINT (939979.311108732 6281585.853421175)
35076,51321,6.042,POINT (846667.1896046951 6738443.825640704)
35089,51706,30.527,POINT (814774.8639614034 6957848.181025979)
35090,51706,31.604,POINT (814774.8639614034 6957848.181025979)
35092,51721,0.484,POINT (1174852.1401696224 6978118.768771988)
35093,51869,0.912,POINT (1057381.238942572 7106050.614419578)
35094,51897,9.149,POINT (968602.146166807 7144107.588295564)
35095,51689,9.04,POINT (1017992.3188584615 6948337.41895849)
35096,51542,16.198,POINT (1139878.1516622412 6858460.699876346)
35106,51850,3.78,POINT (1055495.9383331048 7093566.1921403175)
35107,51640,9.216,POINT (1524363.935800999 6899517.862646486)
35110,51813,14.884,POINT (857219.1443877481 7056558.889329905)
35116,51675,22.001,POINT (861875.7060701931 6933684.1975505985)
35120,51859,7.021,POINT (831214.5230501138 7091350.359234032)
35123,51639,14.369,POINT (1318777.8183712454 6909651.391755993)
35125,50026,1.253,POINT (980429.0652936976 6264230.067465183)
35128,51466,18.688,POINT (1465649.7651218136 6816945.592250117)
35130,51664,12.041,POINT (981414.4851885653 6925234.468660398)
35131,51460,14.935,POINT (777634.4730923477 6813537.795624098)
35134,51256,33.865,POINT (1102387.8796897226 6721137.620379948)
35135,51391,4.453,POINT (1051755.1232406963 6768994.1602957435)
35138,51143,1.444,POINT (831430.3814234681 6687277.304052556)
35140,51937,15.486,POINT (1074336.672564255 7185723.041016426)
35143,50971,4.503,POINT (849752.9773684639 6640011.880906003)
35144,51050,4.924,POINT (849183.707497625 6660984.427300308)
35148,51208,1.513,POINT (841641.1173892748 6699736.688102361)
35153,51350,18.93,POINT (769463.4401101319 6744306.642784208)
35154,51571,2.533,POINT (1477249.83619599 6859006.896549549)
35160,51204,14.005,POINT (886844.2105020414 6700121.175332195)
35161,50278,3.34,POINT (847406.7983084957 6374537.996985907)
35164,51552,4.584,POINT (1446257.874418171 6852347.8061400205)
35165,51066,19.425,POINT (1559988.9840922803 6653893.116570876)
35166,49512,4.628,POINT (1095872.7106038711 6054704.233053651)
35172,50575,13.102,POINT (947079.5403760873 6498640.774183033)
35179,51706,13.924,POINT (814774.8639614034 6957848.181025979)
35188,49596,3.589,POINT (1128922.090671615 6105780.6744203465)
35199,51431,19.468,POINT (1093344.671729671 6797799.312668417)
35205,51158,18.584,POINT (1292012.931699342 6688168.230345689)
35212,51935,2.949,POINT (1387782.5799870023 7176023.186461148)
35214,51400,7.197,POINT (1425921.1099965388 6770529.693251518)
35225,51653,28.331,POINT (874805.1236315145 6912784.155632323)
35226,51060,4.151,POINT (1374283.964310776 6659348.9426934)
35227,49538,9.416,POINT (917822.7851316929 6073059.753012059)
35228,51820,9.616,POINT (1059452.9827583684 7067775.20105375)
35230,50947,8.535,POINT (696113.2823166325 6627513.145823516)
35232,50823,3.064,POINT (707694.6936093703 6593379.067261968)
35235,51374,6.081,POINT (1595380.9613468482 6755726.272894746)
35238,50249,2.957,POINT (1039185.8297309243 6365200.5327521805)
35274,50900,12.381,POINT (1552030.845017955 6613971.783972469)
35288,51399,12.481,POINT (1286864.5545508736 6775284.082890018)
35293,50867,7.422,POINT (1448109.289545557 6605022.961792607)
35298,51310,11.476,POINT (1364688.2354849826 6741937.0690643685)
35301,50983,6.781,POINT (1390789.1405811913 6643120.914937443)
35317,52005,5.535,POINT (751263.2443751589 6700777.657225704)
35331,51330,16.764,POINT (1111504.4558285447 6745060.370485159)
35335,51460,23.754,POINT (777634.4730923477 6813537.795624098)
35347,50858,21.999,POINT (1118502.00148431 6613198.492257839)
35352,51536,6.813,POINT (885062.6194476838 6850628.676310929)
35353,50196,4.793,POINT (1265598.4486403381 6340888.279070296)
35376,50768,11.175,POINT (1002520.1637591077 6589675.288504301)
35383,50662,4.457,POINT (1364815.29499967 6541043.277088143)
35402,51570,2.241,POINT (1109880.149191987 6868773.344309598)
35403,50354,3.307,POINT (744455.8458516564 6403433.840598956)
35407,49540,1.547,POINT (927566.44028604 6075822.308587828)
35411,51929,17.965,POINT (1531963.6010915064 7179942.279102311)
35415,51170,6.893,POINT (1013779.9629338938 6692159.378134384)
35416,50657,15.026,POINT (1074352.5658276097 6542953.410580723)
35433,49670,11.767,POINT (1007289.4808647898 6140507.415390608)
35435,51914,7.573,POINT (1194928.8506907902 7154597.111429682)
35437,50363,15.514,POINT (1068704.4830995356 6419474.65979582)
35439,50478,9.429,POINT (1251568.7626804137 6462620.025570064)
35445,50399,16.088,POINT (1086953.2225424063 6439549.902955692)
35447,51988,11.344,POINT (1060868.5141188735 7275333.954883821)
35449,51258,16.327,POINT (1557352.0147536488 6712973.495106048)
35457,49876,1.549,POINT (1387813.9295095888 6215188.9793697065)
35459,50582,4.568,POINT (1009501.4720094877 6500981.657308256)
35461,49627,16.064,POINT (1127901.8945873939 6119234.395418501)
35464,50657,35.003,POINT (1074352.5658276097 6542953.410580723)
35474,50757,2.519,POINT (801643.4750984048 6583526.909886704)
35482,50592,1.34,POINT (917502.0112754375 6504776.843914182)
35486,50861,18.367,POINT (1525801.5711935204 6773942.147560484)
35491,51977,7.587,POINT (1057958.894815762 7249123.234881858)
35493,50171,9.179,POINT (766337.2650667061 6323895.769004633)
35499,50959,10.286,POINT (1373059.99164779 6637847.963144996)
35505,51953,17.917,POINT (1003259.6455478205 7203417.314697313)
35507,51275,17.122,POINT (1444652.5287561805 6721323.909551116)
35522,50822,11.986,POINT (893578.0212060803 6598960.515009258)
35524,51997,14.63,POINT (999711.1679060567 7317688.121576122)
35526,50955,9.252,POINT (1662089.6300921065 6623768.7008594405)
35528,51780,17.4,POINT (1032816.0575677755 7037598.825564061)
35531,51440,12.803,POINT (996221.2653876889 6801636.784122722)
35537,50233,8.497,POINT (1102057.7188020188 6358340.121185537)
35541,51917,13.1,POINT (1452224.2492205312 7152314.760277804)
35548,51905,10.502,POINT (1094480.5241173555 7258331.69657377)
35551,51361,14.54,POINT (1331393.2065494428 6754565.865512804)
35561,49765,9.281,POINT (1380490.3809517566 6177800.725056752)
35573,51167,12.404,POINT (1418570.8236695123 6687861.639600356)
35575,51535,41.423,POINT (858829.0828984082 6850532.832814994)
35578,51939,34.556,POINT (1492383.8169990915 7186527.759330235)
35580,50269,1.685,POINT (911234.0146932773 6369805.884515154)
35583,51168,16.054,POINT (714267.0546503899 6686615.094439405)
35595,50392,13.636,POINT (1257009.081575331 6435457.834551977)
35599,51353,7.913,POINT (821316.7627708152 6747795.383677437)
35601,51760,2.478,POINT (1390895.0068598061 7014915.3977975305)
35609,51740,3.66,POINT (1320286.5745999974 6996346.989256474)
35622,51606,8.697,POINT (941423.4553760136 6878072.861945292)
35630,49683,3.795,POINT (1381026.8391836088 6141415.387251054)
35638,51639,24.439,POINT (1318777.8183712454 6909651.391755993)
35651,51999,10.616,POINT (982849.1549300691 7320698.637036318)
35655,51166,12.447,POINT (706682.1234772407 6681535.3235035855)
35660,51246,4.007,POINT (1531181.0880544258 6709419.010468977)
35672,50632,1.379,POINT (843719.8159195908 6522451.867523698)
35694,50447,0.29,POINT (937597.3147866718 6449740.440905625)
35702,50412,4.972,POINT (919028.7367102047 6446348.817881007)
35703,49734,21.167,POINT (1222877.1001897324 6166269.858466673)
35704,50811,5.323,POINT (1291134.6097540113 6606000.068198623)
35711,50701,1.38,POINT (1274480.6515927531 6560922.466678176)
35716,50762,6.239,POINT (1437594.8044997123 6589700.578059199)
35721,51984,7.924,POINT (1011082.3731591937 7259559.587461978)
35725,49579,3.917,POINT (1209300.6787676576 6094910.189744311)
35732,50728,4.212,POINT (799434.6345725883 6569659.0055288775)
35734,50969,14.952,POINT (1018907.478599571 6642969.135612887)
35740,51193,6.018,POINT (740973.1444221252 6691460.30546398)
35750,50143,6.942,POINT (1077650.4428856922 6318141.313031447)
35762,50357,10.267,POINT (961829.7977317342 6414089.106742541)
35793,50640,1.635,POINT (1379013.3149821125 6535091.965411692)
35797,51352,1.219,POINT (1380005.751851733 6748671.546702222)
35799,51087,1.013,POINT (699771.2879080818 6660048.545388513)
35804,50075,7.655,POINT (1009072.5733346221 6288154.365032279)
35824,49504,1.536,POINT (1021008.7388569799 6052135.129216129)
35829,49947,1.343,POINT (911687.4986500698 6238558.583265486)
35832,50572,1.404,POINT (1229334.45792091 6496895.936358701)
35842,49482,1.517,POINT (1191085.477879285 6035403.593833577)
35851,49871,1.587,POINT (1129671.6319990254 6221715.0037381565)
35852,51154,2.05,POINT (783948.1091734273 6682449.9388159085)
35866,50142,1.167,POINT (773843.9731866948 6315960.2795055695)
35868,51534,3.553,POINT (1268039.368208006 6850929.613844608)
35876,50822,3.876,POINT (893578.0212060803 6598960.515009258)
35879,49521,0.605,POINT (1149031.0166124788 6066736.571150142)
35891,49889,2.921,POINT (997388.5054178864 6223055.342606559)
35897,50194,0.752,POINT (1230708.1492596364 6351156.285497825)
35898,51244,2.026,POINT (1106948.1652315215 6715926.801189462)
35899,50819,0.26,POINT (677056.3641829261 6591090.01657073)
35903,49579,8.327,POINT (1209300.6787676576 6094910.189744311)
35904,49767,4.032,POINT (974070.1959797656 6217146.019164179)
35907,51033,7.328,POINT (1164815.3544499823 6658907.100421468)
35909,50468,2.559,POINT (945817.2370521321 6459899.293898181)
35913,49500,9.271,POINT (923856.4604426239 6045612.21955174)
35916,49902,2.005,POINT (1037805.9608891953 6227122.0516658295)
35923,50219,4.655,POINT (959096.3514252803 6350614.772865638)
35938,50996,4.121,POINT (758758.7432523303 6657684.511367829)
35958,50570,3.907,POINT (979664.9987064891 6495140.973939586)
35970,50788,1.655,POINT (1393476.4479530079 6590254.43451919)
35972,51334,2.167,POINT (736926.3127001644 6738690.297880554)
35979,51454,1.885,POINT (1043774.9618486172 6818503.323669455)
35982,51555,12.334,POINT (1023492.978430938 6859974.944051812)
35995,51293,1.236,POINT (1599787.0668918581 6721627.028196731)
36000,51092,1.218,POINT (1296510.9578583855 6670855.289512211)
36006,49992,0.142,POINT (968398.8186062664 6255905.514144244)
36008,51233,1.268,POINT (1587841.5030292757 6699418.627251401)
36026,49821,5.819,POINT (1348052.167241253 6198673.540711547)
36032,50657,4.025,POINT (1074352.5658276097 6542953.410580723)
36036,50949,1.96,POINT (1369331.0289254882 6635508.592232655)
36047,50938,2.495,POINT (943886.7044951719 6838672.465655122)
36056,50911,0.806,POINT (1519020.1497297985 6621278.322721946)
36058,50911,0.633,POINT (1519020.1497297985 6621278.322721946)
36062,50436,1.845,POINT (940107.8348333415 6447599.860952216)
36064,50194,4.514,POINT (1230708.1492596364 6351156.285497825)
36067,50347,3.244,POINT (875245.630125634 6418947.555838393)
36069,51038,7.239,POINT (742210.6710426336 6649476.271908498)
36072,49944,3.696,POINT (1039814.852740185 6239557.53485749)
36077,49733,7.574,POINT (876207.6387166635 6163453.242567882)
36079,49881,1.185,POINT (1086370.6674420794 6221166.732939528)
36087,49897,0.223,POINT (1029352.9927019782 6225484.110330557)
36088,51258,2.339,POINT (1557352.0147536488 6712973.495106048)
36089,50394,21.664,POINT (1203042.6106996438 6435104.137377123)
36094,50337,2.307,POINT (1368977.017196224 6446292.561317836)
36097,49799,2.357,POINT (1008541.7059323285 6195108.428744954)
36098,49799,4.168,POINT (1008541.7059323285 6195108.428744954)
36100,50127,4.78,POINT (782238.8675213762 6309055.968164109)
36111,50765,9.263,POINT (684356.8581568606 6577652.133595965)
36115,49928,12.225,POINT (928114.7683792948 6235512.124286445)
36116,49928,16.638,POINT (928114.7683792948 6235512.124286445)
36118,50881,1.414,POINT (1648671.009839488 6602496.5475924825)
36123,50119,2.98,POINT (1169275.7317710253 6314230.497324299)
36127,49518,2.221,POINT (998495.6568565288 6064174.8945010025)
36133,49713,2.157,POINT (900271.1861035266 6153189.019047342)
36145,51026,12.954,POINT (1082617.254096861 6656436.5604745615)
36147,49618,1.319,POINT (1397722.9253052277 6111188.561755269)
36149,49655,4.699,POINT (955827.1744740614 6131568.5485746525)
36150,51243,17.289,POINT (1016760.1930346574 6710740.783422855)
36151,49675,9.338,POINT (1004778.2743675743 6142183.238893992)
36159,50245,5.395,POINT (1272467.9554070479 6360338.240933071)
36161,50202,1.8,POINT (1414362.5255576456 6339238.460276532)
36164,51982,11.163,POINT (1246558.9966054517 7253731.938698087)
