bus0,bus1,carrier,efficiency,power_ratio,length,capital_cost,lcoh_capital_cost,p_nom,sellable_cost,LCOH,elz_capacity,diameter,ka_id,type,geom
35164,77600,power_to_O2,0.9,0.05724667195045672,7.547740220016522,72169.09054494111,245809.89963142684,3.4060273972602744,0.17174001585137016,0.023581279973681812,59.49738703077744,0.15,BB_0001,0.05724667195045672,"MULTILINESTRING ((1443091.1140905751 6849032.886520977, 1445034.9704027604 6841739.752416463))"
34056,77601,power_to_O2,0.9,0.055559889604130164,4.177956207793162,84191.125930235,126491.77755547607,1.502435989041096,0.16667966881239046,0.02669891359778126,27.041738199015594,0.1,BB_0002,0.055559889604130164,"MULTILINESTRING ((1475297.4019912335 6745905.998853402, 1471729.3842949874 6748079.60594612))"
34056,77641,power_to_O2,0.9,0.06181871302255426,13.075766806713597,432061.8602571818,295421.01141884737,0.6837470246575342,0.18545613906766278,0.1524515305207173,11.060518590998043,0.1,BB_0042,0.06181871302255426,"MULTILINESTRING ((1475297.4019912335 6745905.998853402, 1487562.3554705146 6750438.833919299))"
32469,77602,power_to_O2,0.9,0.05888269113797566,19.601027725208052,182914.6459582263,563819.8972990083,3.082420734246576,0.17664807341392694,0.061475494306908685,52.34850300954752,0.2,BB_0003,0.05888269113797566,"MULTILINESTRING ((1483406.5762402206 6797781.708996746, 1480290.9663318982 6778429.880587432))"
32312,77603,power_to_O2,0.9,0.05811101453662391,27.334708210557043,379682.24287242215,726659.1857782779,1.9138613917808218,0.17433304360987173,0.1259344767971307,32.93457199193501,0.2,BB_0004,0.05811101453662391,"MULTILINESTRING ((1432755.6489082323 6889427.363479555, 1410938.9235676888 6872958.703292048))"
33452,77604,power_to_O2,0.9,0.05899381032905821,2.4373149565418393,61673.54858960974,87246.16616158775,1.414644821917808,0.17698143098717464,0.02076688143730246,23.979546566447247,0.1,BB_0005,0.05899381032905821,"MULTILINESTRING ((1586890.594079696 6833129.823639141, 1587146.5455443615 6835553.662133167))"
33452,77694,power_to_O2,0.9,0.0615195308217673,13.028759169452817,881592.1460920792,285420.64057606546,0.3237558794520548,0.18455859246530193,0.3095612739939477,5.262651959912234,0.1,BB_0095,0.0615195308217673,"MULTILINESTRING ((1586890.594079696 6833129.823639141, 1585873.0505696863 6820140.860220114))"
32794,77605,power_to_O2,0.9,0.050739554817466455,27.27198266501828,287943.1842106197,741646.7238308735,2.5756703561643834,0.15221866445239934,0.08339103298841655,50.76257301488466,0.2,BB_0006,0.050739554817466455,"MULTILINESTRING ((1557815.9386436422 6987930.921085154, 1533301.3078476551 6975981.280278104))"
32794,77689,power_to_O2,0.9,0.063566502975947,1.8102027636808453,229271.30448230458,43247.22631530103,0.1886290410958904,0.19069950892784102,0.08318478914768071,2.967428319397497,0.1,BB_0090,0.063566502975947,"MULTILINESTRING ((1557815.9386436422 6987930.921085154, 1556068.3701046954 6987458.863623269))"
32794,77699,power_to_O2,0.9,0.0596096147500622,35.629366648241955,2929304.045346064,764925.5538904769,0.2611287671232877,0.1788288442501866,0.996659164548388,4.380648461127913,0.1,BB_0100,0.0596096147500622,"MULTILINESTRING ((1557815.9386436422 6987930.921085154, 1532556.580454248 7013058.925216297))"
32467,77606,power_to_O2,0.9,0.058438723965008404,1.518943557070445,41063.11275928766,82651.8333618942,2.0128,0.17531617189502524,0.013696780317831198,34.442914961750574,0.1,BB_0007,0.058438723965008404,"MULTILINESTRING ((1456983.6480872582 6800628.947229356, 1458441.1766789944 6800201.396140201))"
33398,77607,power_to_O2,0.9,0.05637065588595853,2.213228417865626,47941.683605606166,98447.1003614239,2.0534760767123283,0.16911196765787562,0.015425251992723293,36.42810331791496,0.1,BB_0008,0.05637065588595853,"MULTILINESTRING ((1307053.9046484528 7013419.526293906, 1305375.7636433353 7011976.535373425))"
34387,77608,power_to_O2,0.9,0.05885994914800871,17.327631626270925,178036.20788047256,500597.6789065353,2.811774553424658,0.17657984744402616,0.0598127976161468,47.77059093874163,0.2,BB_0009,0.05885994914800871,"MULTILINESTRING ((1543695.2141233876 6789718.655012757, 1526608.7800611635 6786837.580766401))"
31417,77609,power_to_O2,0.9,0.05825133637799072,12.516213822621198,202071.50494407656,304031.1394091303,1.5045720547945205,0.1747540091339722,0.06718570323575465,25.828970601316495,0.15,BB_0010,0.05825133637799072,"MULTILINESTRING ((1444849.24957174 6866305.327668971, 1436369.861239412 6875511.607154364))"
32566,77610,power_to_O2,0.9,0.0603990850557299,7.353844851573198,190740.64249329676,180142.9962421823,0.9444394958904111,0.18119725516718968,0.06575662265717577,15.636652360196882,0.1,BB_0011,0.0603990850557299,"MULTILINESTRING ((1395913.998019675 6828324.642575236, 1403067.5223736963 6826619.906989453))"
32566,77652,power_to_O2,0.9,0.059732921386536096,24.89614482158798,1633622.8531490345,538168.6105052676,0.329432591780822,0.17919876415960828,0.5569695517260278,5.515092584356283,0.1,BB_0053,0.059732921386536096,"MULTILINESTRING ((1395913.998019675 6828324.642575236, 1418297.141909124 6839224.775446064))"
32566,77665,power_to_O2,0.9,0.06386401646711902,13.659639227098088,1281247.2076140135,296541.68247588957,0.2314476712328767,0.19159204940135705,0.46704105459766904,3.624070079463914,0.1,BB_0066,0.06386401646711902,"MULTILINESTRING ((1395913.998019675 6828324.642575236, 1385857.5290970562 6819080.553835783))"
32712,77611,power_to_O2,0.9,0.05942686724466903,11.933761451330062,318200.7180024677,275678.04089731065,0.8663652383561645,0.17828060173400706,0.10793191681444642,14.578679283045718,0.1,BB_0012,0.05942686724466903,"MULTILINESTRING ((1449172.1344062537 6949862.3560575945, 1453832.5497601528 6938876.219743749))"
34352,77612,power_to_O2,0.9,0.057814657095348186,4.873669331767059,124164.4936602451,129893.06920336437,1.0461369863013699,0.17344397128604452,0.04097333118940982,18.094667318982385,0.1,BB_0013,0.057814657095348186,"MULTILINESTRING ((1533599.0167041447 6708130.894382887, 1531127.2381924624 6703930.541570968))"
32557,77613,power_to_O2,0.9,0.0593935804313591,1.060340965733323,40342.56976849171,59347.1254295151,1.4710794520547945,0.17818074129407732,0.01367631085817711,24.76832414161181,0.1,BB_0014,0.0593935804313591,"MULTILINESTRING ((1417447.8465520402 6858746.906985599, 1416418.0689045335 6858494.160155138))"
32550,77614,power_to_O2,0.9,0.0589258015277605,4.9420322783908395,151552.74256866006,125975.62217899034,0.8312328767123288,0.1767774045832815,0.05097241341089412,14.106433093162545,0.1,BB_0015,0.0589258015277605,"MULTILINESTRING ((1493103.2041588195 6959264.751505378, 1491764.6662479609 6954507.441414386))"
31281,77615,power_to_O2,0.9,0.059903406910367434,11.592143849846845,196164.31135533066,282786.8682757534,1.4415816328767124,0.1797102207311023,0.0670714073311095,24.065102591472456,0.15,BB_0016,0.059903406910367434,"MULTILINESTRING ((1509863.4861309163 6922107.626361281, 1512522.4116961826 6933390.707229285))"
34605,77616,power_to_O2,0.9,0.058914934746908496,6.5537159436844155,151113.9396391961,167154.3738238016,1.1061479452054794,0.17674480424072547,0.05081545601136708,18.77534024194983,0.1,BB_0017,0.058914934746908496,"MULTILINESTRING ((1544625.5383325228 6786591.806829114, 1550317.6052103147 6789840.124444319))"
34087,77617,power_to_O2,0.9,0.0592400880743688,3.3444790844671695,92717.57878124877,97471.542828647,1.0512736,0.1777202642231064,0.031350442540202056,17.745983069441973,0.1,BB_0018,0.0592400880743688,"MULTILINESTRING ((1547697.4715741468 6777351.783716904, 1550910.938096243 6776424.867724052))"
32466,77618,power_to_O2,0.9,0.05976255498889379,6.72835792074539,191355.82994048198,164740.90773475467,0.8609139726027398,0.17928766496668133,0.06527347779259965,14.40557507560932,0.1,BB_0019,0.05976255498889379,"MULTILINESTRING ((1464994.0584129293 6813382.867117854, 1464509.2021221358 6820093.732537972))"
35154,77619,power_to_O2,0.9,0.058121214654603195,3.4093399132728037,88087.01759106005,101328.33530232254,1.150320876712329,0.17436364396380957,0.029222171562179267,19.791755618810413,0.1,BB_0020,0.058121214654603195,"MULTILINESTRING ((1478889.7378075123 6857076.091748225, 1478143.613354496 6853749.397150753))"
34244,77620,power_to_O2,0.9,0.05928805551319524,9.853527026263075,161423.59835705862,248174.94338564944,1.5374142684931507,0.17786416653958576,0.054626091669709026,25.9312648253573,0.15,BB_0021,0.05928805551319524,"MULTILINESTRING ((1564580.9547430186 6970487.72045506, 1573150.345966923 6965623.8198692165))"
34892,77621,power_to_O2,0.9,0.059746941489921414,21.39705714427845,566061.3877967175,476496.5185692215,0.8417753424657534,0.17924082446976422,0.1930390217830719,14.089011445175828,0.15,BB_0022,0.059746941489921414,"MULTILINESTRING ((1461819.3741156855 7021993.963258248, 1483056.1424832032 7019379.824061511))"
34892,77695,power_to_O2,0.9,0.05800977458410215,16.21028575023341,1153071.0895938573,352694.7381409348,0.30587423561643834,0.17402932375230643,0.3817887784633831,5.272805105853051,0.1,BB_0096,0.05800977458410215,"MULTILINESTRING ((1461819.3741156855 7021993.963258248, 1472441.8290360644 7009749.094309634))"
33882,77622,power_to_O2,0.9,0.05992973079510013,23.78854232138712,668703.6113575172,526022.4134053983,0.7866301369863015,0.1797891923853004,0.22873988247926524,13.125874696080173,0.15,BB_0023,0.05992973079510013,"MULTILINESTRING ((1599155.180144378 6897613.570017253, 1622547.2568115306 6901938.554985375))"
33882,77645,power_to_O2,0.9,0.06029175573166517,3.6265289945831998,183540.53506990714,89365.8362404597,0.4868997260273973,0.1808752671949955,0.06316199262154093,8.075726442507264,0.1,BB_0046,0.06029175573166517,"MULTILINESTRING ((1599155.180144378 6897613.570017253, 1602545.3707057952 6898901.327954845))"
35507,77623,power_to_O2,0.9,0.0572051223208373,17.722079713150823,465352.0141787811,398643.77999738633,0.8566499506849315,0.17161536696251187,0.1519436009894131,14.975056706991637,0.15,BB_0024,0.0572051223208373,"MULTILINESTRING ((1460381.4088699184 6714559.181876569, 1471575.7633976927 6700820.239556806))"
34443,77624,power_to_O2,0.9,0.061974809175800914,2.135664824601448,118426.84722068466,57623.583743544106,0.4865753424657535,0.18592442752740276,0.04189201631160766,7.851179357172509,0.1,BB_0025,0.061974809175800914,"MULTILINESTRING ((1521106.548319303 6891013.10517166, 1520496.2268217045 6888966.505085515))"
34782,77625,power_to_O2,0.9,0.05951777842688954,5.185521100113275,170685.5101925356,129318.71987695758,0.7576432219178082,0.1785533352806686,0.05798414598356125,12.729695931921958,0.1,BB_0026,0.05951777842688954,"MULTILINESTRING ((1430248.6715254346 6911897.389431525, 1433314.1412171365 6916079.795993419))"
33305,77626,power_to_O2,0.9,0.0578754604887777,4.817448249437034,162320.97554471187,121211.41407515763,0.7467390684931506,0.17362638146633314,0.05362101145341222,12.902516233766235,0.1,BB_0027,0.0578754604887777,"MULTILINESTRING ((1424036.0465464406 6969805.729401397, 1426591.5571681308 6973889.498873151))"
32799,77627,power_to_O2,0.9,0.058916116818936715,3.671515832558869,95733.14508877764,105772.66794923863,1.1048698739726026,0.17674835045681014,0.03219306597885069,18.753270473818418,0.1,BB_0028,0.058916116818936715,"MULTILINESTRING ((1387074.018135577 6955497.541570909, 1388241.9925898479 6958978.3265661225))"
34634,77628,power_to_O2,0.9,0.06216812786446602,9.560454911429261,688926.9049449271,211164.12189219508,0.3065116493150686,0.18650438359339805,0.2444594515746979,4.93036640870545,0.1,BB_0029,0.06216812786446602,"MULTILINESTRING ((1422813.684066303 6814566.969432645, 1413463.6496188801 6816561.751111294))"
32795,77629,power_to_O2,0.9,0.06195133956655879,18.418202881875967,435706.76740836573,415909.0731747433,0.954561884931507,0.18585401869967638,0.1540674537623477,15.408252535136102,0.15,BB_0030,0.06195133956655879,"MULTILINESTRING ((1564418.20829005 6993469.119483983, 1571792.2481792453 7010346.729892761))"
34341,77630,power_to_O2,0.9,0.05892684054093089,2.8649056333968472,162824.304267558,72043.10783802843,0.44245917808219176,0.17678052162279267,0.05476439391416901,7.508618721461187,0.1,BB_0031,0.05892684054093089,"MULTILINESTRING ((1602617.9521564413 6775149.110303584, 1604536.8763960868 6773021.808244456))"
35609,77631,power_to_O2,0.9,0.05984081864834252,5.40542126806672,171499.12024043288,134693.0296627404,0.7853861260273972,0.17952245594502758,0.05857675657909839,13.124588596335169,0.1,BB_0032,0.05984081864834252,"MULTILINESTRING ((1317584.026705928 6998815.591357618, 1319164.908967898 6993646.511133917))"
35449,77632,power_to_O2,0.9,0.0581555821847908,18.63707213769408,813995.3522003018,409273.7230713641,0.5027961424657534,0.17446674655437241,0.2701961963637123,8.64570731779636,0.1,BB_0033,0.0581555821847908,"MULTILINESTRING ((1570884.6659367823 6722108.017520757, 1561213.5569691604 6738039.436453232))"
31030,77633,power_to_O2,0.9,0.060008796487974976,8.573373811743412,334107.9890854355,197250.03384121184,0.5903780821917808,0.18002638946392494,0.11443731918969444,9.838192344185494,0.1,BB_0034,0.060008796487974976,"MULTILINESTRING ((1450698.957065913 6871021.293498199, 1450071.0641662483 6879571.643726257))"
