AC ID,H2 ID,Distance to H2 [km],Point H2,H2 Type
33556,47503,16.083,POINT (896765.550181619 6292984.052253697),h2
33557,47510,10.089,POINT (831341.9722475042 6318232.31689444),h2
33558,47510,14.99,POINT (831341.9722475042 6318232.31689444),h2
33561,47501,4.703,POINT (856870.5371126534 6325438.56992905),h2
33562,48259,2.532,POINT (863861.5124539615 6348945.368048588),h2
33563,47589,11.732,POINT (898970.2326967797 6689575.169146843),h2
33565,48220,40.349,POINT (1125929.857679486 6133564.5962474),h2
33567,47505,6.859,POINT (915621.2908101468 6261930.204468201),h2
33568,48323,35.499,POINT (1555979.3145120607 6648118.4511414105),h2
33569,48094,7.307,POINT (1234984.1081546075 6952953.63333466),h2
33573,47395,9.83,POINT (833759.608948552 6718616.611888736),h2
33575,47469,4.512,POINT (1055627.9257003379 7063957.651486923),h2
33576,47495,30.341,POINT (800697.7201829501 6439223.204736134),h2
33578,48134,14.605,POINT (869093.5285212453 6035745.972526726),h2
33579,47390,3.466,POINT (850530.2241950314 6742342.335471968),h2
33580,47557,13.605,POINT (1098219.9873922428 6894344.163107844),h2
33581,47724,36.195,POINT (1549328.197576144 7047538.160658618),h2
33583,48292,45.833,POINT (1009834.7607311814 6192275.194911757),h2
33584,47780,39.023,POINT (956428.0105087096 6118702.165027337),h2
33585,47381,3.435,POINT (881939.0185223535 6509558.6949413065),h2
33587,47562,6.253,POINT (1125054.5525233785 6987109.632281693),h2
33588,48289,1.234,POINT (882629.9786017075 6741321.954402166),h2
33590,47807,39.79,POINT (1455710.5095698354 6247984.557155447),h2
33591,47438,27.977,POINT (1243792.262863625 6175996.89673419),h2
33592,47424,35.39,POINT (1234537.1603990723 6063469.5596629605),h2
33593,47414,62.849,POINT (1173890.1904954063 6223994.259273693),h2
33594,47506,29.855,POINT (850185.8016905172 6081870.670553716),h2
33595,47800,6.677,POINT (1153501.1352006919 6828023.206235491),h2
33598,47391,10.276,POINT (760719.2174958895 6795288.710084947),h2
33599,47779,28.506,POINT (929185.9047217795 6126772.459433729),h2
33600,47657,38.792,POINT (1383565.5721011136 6576053.508316962),h2
33601,47779,38.671,POINT (929185.9047217795 6126772.459433729),h2
33602,47378,11.501,POINT (757014.0595643262 6556546.7455865415),h2
33604,47779,29.912,POINT (929185.9047217795 6126772.459433729),h2
33609,48107,39.124,POINT (917038.8332059084 6450849.111876087),h2
33611,48100,30.474,POINT (1104634.439090733 6411711.138972004),h2
33612,47386,40.031,POINT (889861.0700846572 6591194.416762726),h2
33613,47386,35.06,POINT (889861.0700846572 6591194.416762726),h2
33614,48372,60.823,POINT (1105814.4256931418 6719773.793393234),h2
33615,48133,13.207,POINT (722240.856266759 6581572.31509809),h2
33616,47654,16.76,POINT (1448427.2092457039 6609788.298169208),h2
33617,47536,6.168,POINT (1186164.9454672174 7113561.99495648),h2
33627,48544,53.23,POINT (806420.6552046324 6299938.131122295),h2
33628,47388,17.972,POINT (878482.4370137316 6637714.247324797),h2
33629,47754,29.908,POINT (1102709.5024559358 6418467.121969933),h2
33630,48311,41.563,POINT (1224692.5099112785 6376086.701106101),h2
33632,48622,74.85,POINT (1372351.1352791083 6394050.331010253),h2
33633,47437,26.771,POINT (1364344.2582648206 6310885.336606195),h2
33634,47485,34.292,POINT (1167112.9485764208 6372787.159760696),h2
33635,47619,34.799,POINT (1115260.1071259326 6303960.705681825),h2
33636,47573,17.869,POINT (1307081.5122007607 6256924.313875965),h2
33638,47486,24.251,POINT (1087307.7829877415 6406054.963360299),h2
33639,47486,36.3,POINT (1087307.7829877415 6406054.963360299),h2
33640,47435,9.106,POINT (1314941.3361677104 6173867.5250343),h2
33642,47436,7.939,POINT (1387419.341552886 6214046.7679438675),h2
33643,47482,6.418,POINT (1242912.7275668676 6338075.926075893),h2
33647,47381,35.507,POINT (881939.0185223535 6509558.6949413065),h2
33650,48383,40.642,POINT (1185708.424235474 6443505.383812664),h2
33651,47425,18.264,POINT (1172172.1967939935 6054268.012778448),h2
33652,47765,7.712,POINT (1113272.274978837 6154378.747110237),h2
33653,47421,26.389,POINT (1204015.916371845 6146303.785054705),h2
33654,47750,3.208,POINT (1144423.364684973 6181093.080080986),h2
33655,47750,9.614,POINT (1144423.364684973 6181093.080080986),h2
33658,47426,33.125,POINT (1150419.5890565524 6048449.961867909),h2
33659,47422,10.489,POINT (1272761.9358281759 6112300.503682549),h2
33662,48174,16.139,POINT (1230681.4985159566 6071906.308604201),h2
33663,47419,8.853,POINT (1215634.5542649205 6183519.522473496),h2
33664,47699,34.73,POINT (1306840.7281421747 6940209.82369306),h2
33666,47355,18.113,POINT (681661.3396489053 6764564.50547204),h2
33667,48142,10.708,POINT (1438592.9114705538 6596037.5530506),h2
33669,47620,7.465,POINT (797899.4821428797 6779774.707034098),h2
33670,47620,12.236,POINT (797899.4821428797 6779774.707034098),h2
33671,48161,0.164,POINT (1308159.7527885842 6764644.6153141195),h2
33672,47772,1.893,POINT (1009694.943450745 6268320.251957903),h2
33680,47453,25.046,POINT (1304032.2487089513 6590264.442095487),h2
33682,47453,44.939,POINT (1304032.2487089513 6590264.442095487),h2
33684,48371,64.125,POINT (1261171.9070442342 6566095.719826671),h2
33685,47452,20.316,POINT (1339150.4311084868 6585011.3631852465),h2
33693,47683,27.831,POINT (1230695.0794938335 6707873.451205833),h2
33698,47772,14.378,POINT (1009694.943450745 6268320.251957903),h2
33700,48082,51.137,POINT (1022536.3146306938 6189419.077024017),h2
33701,47507,33.55,POINT (871325.0390336876 6043290.092186076),h2
33703,48553,27.107,POINT (1068770.638741864 6030297.861735746),h2
33704,47762,13.073,POINT (1044955.5034790051 6095206.088459782),h2
33705,48317,2.403,POINT (1289714.2244836295 6603076.749255754),h2
33707,47630,1.28,POINT (1416864.0147846516 6136789.227153241),h2
33709,47510,28.131,POINT (831341.9722475042 6318232.31689444),h2
33710,48292,59.061,POINT (1009834.7607311814 6192275.194911757),h2
33713,48251,18.96,POINT (965541.8485394455 6345116.133681463),h2
33714,47769,21.692,POINT (1073359.673430326 6269525.144717481),h2
33715,47754,43.873,POINT (1102709.5024559358 6418467.121969933),h2
33716,48383,10.705,POINT (1185708.424235474 6443505.383812664),h2
33717,47586,10.067,POINT (912603.7533732133 6712937.993138112),h2
33720,47452,79.665,POINT (1339150.4311084868 6585011.3631852465),h2
33722,47426,12.536,POINT (1150419.5890565524 6048449.961867909),h2
33724,47384,21.166,POINT (980356.0237352331 6536651.261968145),h2
33725,48347,18.327,POINT (1434073.3401443467 6238864.312261068),h2
33726,48220,11.481,POINT (1125929.857679486 6133564.5962474),h2
33728,47640,26.948,POINT (1608838.4841593204 6649142.683834907),h2
33729,48174,12.469,POINT (1230681.4985159566 6071906.308604201),h2
33731,47635,18.742,POINT (1641076.4973735616 6679344.911559183),h2
33732,48323,10.948,POINT (1555979.3145120607 6648118.4511414105),h2
33733,47779,44.738,POINT (929185.9047217795 6126772.459433729),h2
33734,47499,54.226,POINT (841036.5640617087 6364202.800486988),h2
33737,47689,30.971,POINT (1242991.65308584 6832754.311540263),h2
33738,48539,54.555,POINT (717558.7584839938 6364753.128525833),h2
33742,47638,25.718,POINT (1605598.5303797822 6835677.337486001),h2
33743,47574,18.014,POINT (1036523.942607341 6542297.057866151),h2
33745,47771,16.883,POINT (1011631.4573125847 6302372.622493805),h2
33746,47750,16.561,POINT (1144423.364684973 6181093.080080986),h2
33749,47768,22.278,POINT (1090403.24406823 6295160.721362044),h2
33751,47770,26.143,POINT (1027183.1241348772 6308996.608182924),h2
33752,48270,10.836,POINT (1001786.3615468275 6223637.8814817425),h2
33753,48331,10.665,POINT (1227842.8515007282 6618605.459018463),h2
33759,48236,21.707,POINT (1225371.5588051174 6346566.33099299),h2
33760,47770,22.327,POINT (1027183.1241348772 6308996.608182924),h2
33761,47799,3.943,POINT (1108871.0362713432 6825946.736438766),h2
33762,47636,20.861,POINT (1614813.8917861215 6693804.174768626),h2
33763,47767,8.086,POINT (1117558.2980133595 6246628.493499358),h2
33764,47767,7.377,POINT (1117558.2980133595 6246628.493499358),h2
33766,47766,7.435,POINT (1131935.5442077834 6208518.677810648),h2
33767,48046,13.2,POINT (826248.3263072759 6691941.59361746),h2
33769,47633,3.76,POINT (1667353.6858142954 6647248.548510967),h2
33770,47486,46.901,POINT (1087307.7829877415 6406054.963360299),h2
33773,47574,37.568,POINT (1036523.942607341 6542297.057866151),h2
33775,47748,4.188,POINT (1338312.5293012857 6759764.938625811),h2
33777,47910,18.97,POINT (962273.8422482273 6330610.488699857),h2
33779,47465,28.88,POINT (1049174.7348190518 6512212.327745468),h2
33781,48539,42.66,POINT (717558.7584839938 6364753.128525833),h2
33784,47363,3.649,POINT (717963.6274720089 6665301.368849469),h2
33785,47526,25.201,POINT (1081195.8976652278 7158059.515147138),h2
33787,48215,7.574,POINT (1491229.5534557176 6597837.531800238),h2
33790,47465,13.913,POINT (1049174.7348190518 6512212.327745468),h2
33791,48299,4.603,POINT (1077717.3862169194 6545423.555995764),h2
33792,47464,8.006,POINT (1074328.2643197183 6528652.593127279),h2
33793,47770,30.338,POINT (1027183.1241348772 6308996.608182924),h2
33794,47778,6.065,POINT (882158.0952802347 6184794.197610433),h2
33796,47641,20.906,POINT (1526686.035787774 6618203.533137696),h2
33797,47381,25.189,POINT (881939.0185223535 6509558.6949413065),h2
33798,47466,8.111,POINT (976379.2462461339 6415394.444804667),h2
33799,47641,36.656,POINT (1526686.035787774 6618203.533137696),h2
33800,47363,10.87,POINT (717963.6274720089 6665301.368849469),h2
33802,47380,3.197,POINT (896895.1260689024 6516386.835615224),h2
33803,47380,14.46,POINT (896895.1260689024 6516386.835615224),h2
33804,47851,10.993,POINT (952163.1381774376 6404135.902779186),h2
33807,47778,13.457,POINT (882158.0952802347 6184794.197610433),h2
33808,47382,5.038,POINT (946974.6480310538 6539590.146206465),h2
33809,47382,9.043,POINT (946974.6480310538 6539590.146206465),h2
33810,47380,13.453,POINT (896895.1260689024 6516386.835615224),h2
33811,47383,9.552,POINT (963348.4092928548 6546144.10458894),h2
33814,47382,39.43,POINT (946974.6480310538 6539590.146206465),h2
33817,48211,15.573,POINT (1526746.8162297471 6643789.372735645),h2
33819,47486,50.377,POINT (1087307.7829877415 6406054.963360299),h2
33820,47575,28.889,POINT (1091976.5224316115 6583861.978131927),h2
33823,47772,13.579,POINT (1009694.943450745 6268320.251957903),h2
33824,47772,17.593,POINT (1009694.943450745 6268320.251957903),h2
33825,47495,42.268,POINT (800697.7201829501 6439223.204736134),h2
33826,47495,28.366,POINT (800697.7201829501 6439223.204736134),h2
33827,48299,12.522,POINT (1077717.3862169194 6545423.555995764),h2
33829,47578,3.752,POINT (922750.8589174927 6455232.802140298),h2
33830,48366,42.774,POINT (1019218.9938050541 6444232.539612888),h2
33834,47453,19.104,POINT (1304032.2487089513 6590264.442095487),h2
33837,48216,17.545,POINT (857742.2800450554 6670481.565355553),h2
33838,48216,6.835,POINT (857742.2800450554 6670481.565355553),h2
33840,47778,34.689,POINT (882158.0952802347 6184794.197610433),h2
33841,47778,23.682,POINT (882158.0952802347 6184794.197610433),h2
33842,47756,14.648,POINT (992008.0574755464 6409821.125753979),h2
33843,47506,31.34,POINT (850185.8016905172 6081870.670553716),h2
33844,48382,34.157,POINT (1190973.836149996 6556367.3844726095),h2
33846,47640,40.143,POINT (1608838.4841593204 6649142.683834907),h2
33848,47450,55.631,POINT (1404029.434093641 6582736.873811978),h2
33849,47772,9.394,POINT (1009694.943450745 6268320.251957903),h2
33850,48316,6.602,POINT (1043609.0942378605 6227079.1630553035),h2
33854,48059,23.175,POINT (1288389.5225431898 6775842.569308766),h2
33855,48059,30.21,POINT (1288389.5225431898 6775842.569308766),h2
33857,47689,26.722,POINT (1242991.65308584 6832754.311540263),h2
33858,47691,16.881,POINT (1265229.3911641582 6863277.435871994),h2
33859,47933,47.485,POINT (1286374.862398813 6780571.212062909),h2
33860,48382,8.562,POINT (1190973.836149996 6556367.3844726095),h2
33862,47443,9.684,POINT (1491781.2528520892 6609399.344483776),h2
33870,47681,15.303,POINT (1309030.0485676061 6755093.175365427),h2
33871,47671,18.439,POINT (1373931.6494093912 6746566.323280343),h2
33874,47737,15.93,POINT (1438007.2596294903 6832125.648806946),h2
33877,47690,24.174,POINT (1319920.3230324213 6848320.74359717),h2
33878,47668,18.564,POINT (1374253.362737784 6650215.328204258),h2
33879,47746,8.811,POINT (1517652.2364709182 6733527.912335939),h2
33882,47446,28.054,POINT (1618919.3546065777 6877703.845518449),h2
33883,47446,19.946,POINT (1618919.3546065777 6877703.845518449),h2
33885,48108,51.984,POINT (1526201.35072486 7142988.071349117),h2
33886,47440,32.371,POINT (1195552.7407647958 7046791.540744868),h2
33887,47440,7.459,POINT (1195552.7407647958 7046791.540744868),h2
33888,47892,17.022,POINT (1264674.5748220447 7061584.28523875),h2
33891,47562,32.738,POINT (1125054.5525233785 6987109.632281693),h2
33892,47717,9.693,POINT (1498372.813860431 7110956.2458760785),h2
33894,48107,46.502,POINT (917038.8332059084 6450849.111876087),h2
33897,47468,15.454,POINT (944245.7620337475 6912357.149466114),h2
33898,47480,22.794,POINT (1350972.5610307325 6369504.875886611),h2
33899,48107,34.359,POINT (917038.8332059084 6450849.111876087),h2
33903,48264,7.763,POINT (930508.4915918944 6388168.236187233),h2
33905,47579,16.732,POINT (938601.3072530746 6400264.140518573),h2
33906,47489,44.862,POINT (915376.3879304016 6379272.608898716),h2
33907,48264,2.182,POINT (930508.4915918944 6388168.236187233),h2
33908,48107,48.036,POINT (917038.8332059084 6450849.111876087),h2
33910,47405,19.833,POINT (974725.4838909089 6890761.766645793),h2
33911,47405,25.465,POINT (974725.4838909089 6890761.766645793),h2
33914,48163,4.454,POINT (850625.6249986414 6791107.91838134),h2
33915,47410,23.356,POINT (899829.2852072314 6839715.897582878),h2
33917,47790,15.879,POINT (805969.3659889566 6864829.477141101),h2
33919,47396,25.5,POINT (801607.6457006944 6827304.7446196135),h2
33921,48128,9.605,POINT (801533.7295588077 6668997.565031697),h2
33926,48142,29.975,POINT (1438592.9114705538 6596037.5530506),h2
33927,47783,24.002,POINT (1058491.6196009947 6214181.71008366),h2
33928,47452,23.784,POINT (1339150.4311084868 6585011.3631852465),h2
33929,47968,10.337,POINT (1228011.5005292802 6648446.773785105),h2
33930,47676,13.417,POINT (1208738.4231297683 6668499.755715097),h2
33932,47524,13.838,POINT (1033643.2168245926 7323838.710394305),h2
33933,47678,14.952,POINT (1316668.569386859 6695522.23763144),h2
33934,47660,8.474,POINT (1502363.506285879 6700188.141131625),h2
33935,47572,15.116,POINT (976741.1459107029 6766547.861665579),h2
33936,47775,3.066,POINT (952312.083656119 6342626.65610821),h2
33940,47756,25.6,POINT (992008.0574755464 6409821.125753979),h2
33942,47524,43.565,POINT (1033643.2168245926 7323838.710394305),h2
33945,47428,29.619,POINT (1341341.1986872985 6090927.915267999),h2
33946,48366,34.281,POINT (1019218.9938050541 6444232.539612888),h2
33948,47689,21.685,POINT (1242991.65308584 6832754.311540263),h2
33951,48551,22.28,POINT (692105.5569141118 6568566.507267623),h2
33952,47592,21.554,POINT (957336.4888730734 6693873.240128078),h2
33954,47713,26.831,POINT (1481461.1568191173 7179735.298360051),h2
33955,47716,23.581,POINT (1490334.9900277029 7081801.434719041),h2
33956,47494,63.847,POINT (773802.1519708598 6468482.1432261355),h2
33959,47494,58.717,POINT (773802.1519708598 6468482.1432261355),h2
33961,48539,22.293,POINT (717558.7584839938 6364753.128525833),h2
33963,47498,42.515,POINT (838353.9869725723 6382513.866479716),h2
33967,47509,6.786,POINT (878393.938018551 6361420.1582605),h2
33968,48259,8.931,POINT (863861.5124539615 6348945.368048588),h2
33970,47508,1.355,POINT (900024.2056356105 6370627.030679673),h2
33971,47603,5.45,POINT (772006.234625892 6676041.131952842),h2
33972,47500,17.103,POINT (850888.561635895 6343722.811228492),h2
33973,48259,3.826,POINT (863861.5124539615 6348945.368048588),h2
33974,47612,28.413,POINT (833588.5108912033 6609191.627443374),h2
33976,47512,2.11,POINT (926489.8579742573 6278224.593470963),h2
33979,47774,23.801,POINT (954301.9195540487 6321888.760978968),h2
33980,48152,25.603,POINT (924731.0100197236 6286747.286799417),h2
33982,47387,16.676,POINT (858738.8121266367 6581293.3031932255),h2
33987,47386,7.5,POINT (889861.0700846572 6591194.416762726),h2
33990,47381,31.62,POINT (881939.0185223535 6509558.6949413065),h2
33991,47486,29.752,POINT (1087307.7829877415 6406054.963360299),h2
33993,47577,12.658,POINT (935565.736058633 6428716.349145019),h2
33995,48196,2.967,POINT (790023.2942107832 6742542.6927507),h2
33997,47490,13.555,POINT (922245.8023877636 6357917.149172286),h2
33999,47490,13.368,POINT (922245.8023877636 6357917.149172286),h2
34000,47841,5.856,POINT (934514.1008291087 6371105.180514621),h2
34002,47490,8.815,POINT (922245.8023877636 6357917.149172286),h2
34003,47774,26.121,POINT (954301.9195540487 6321888.760978968),h2
34008,47458,11.129,POINT (1074924.1575539345 6565717.610590331),h2
34010,47672,26.964,POINT (1331313.4276371496 6670297.919056293),h2
34012,48622,16.253,POINT (1372351.1352791083 6394050.331010253),h2
34013,47389,18.418,POINT (874227.8060756129 6603558.245843947),h2
34014,47509,28.949,POINT (878393.938018551 6361420.1582605),h2
34018,47774,15.44,POINT (954301.9195540487 6321888.760978968),h2
34019,47467,2.915,POINT (943500.255403905 6414845.088904701),h2
34020,48299,27.195,POINT (1077717.3862169194 6545423.555995764),h2
34023,47774,7.38,POINT (954301.9195540487 6321888.760978968),h2
34025,47757,22.88,POINT (1064164.46085182 6101318.0183527805),h2
34026,47685,5.094,POINT (1311985.9150066397 6791266.858114894),h2
34027,48059,1.701,POINT (1288389.5225431898 6775842.569308766),h2
34028,48366,31.46,POINT (1019218.9938050541 6444232.539612888),h2
34029,47384,11.959,POINT (980356.0237352331 6536651.261968145),h2
34030,47384,29.11,POINT (980356.0237352331 6536651.261968145),h2
34032,47623,19.73,POINT (962007.8999847223 6517924.083456195),h2
34033,47590,39.817,POINT (938030.1269458145 6655308.534423015),h2
34034,47623,17.743,POINT (962007.8999847223 6517924.083456195),h2
34035,47387,33.885,POINT (858738.8121266367 6581293.3031932255),h2
34038,47785,11.518,POINT (962711.7731250081 6267344.560454741),h2
34039,48537,50.99,POINT (899349.8321603849 6231544.78729819),h2
34040,47750,15.613,POINT (1144423.364684973 6181093.080080986),h2
34041,47750,19.443,POINT (1144423.364684973 6181093.080080986),h2
34044,47397,10.016,POINT (888283.8955390977 6764738.947917236),h2
34045,47397,4.113,POINT (888283.8955390977 6764738.947917236),h2
34049,48327,22.242,POINT (1342624.3784576724 6604965.478940473),h2
34050,47409,10.034,POINT (877280.9657496001 6880025.786876196),h2
34056,47746,44.127,POINT (1517652.2364709182 6733527.912335939),h2
34057,47749,16.856,POINT (1329124.5524896814 6788128.736772903),h2
34058,47748,29.64,POINT (1338312.5293012857 6759764.938625811),h2
34060,47754,45.45,POINT (1102709.5024559358 6418467.121969933),h2
34063,48255,0.679,POINT (1140546.106820643 6913657.009489837),h2
34064,47736,9.574,POINT (1488380.665047336 6843287.652465396),h2
34065,47442,7.489,POINT (1512529.3135046118 6817048.960425594),h2
34071,47595,11.311,POINT (859918.6874095546 6740681.140136086),h2
34072,47495,19.858,POINT (800697.7201829501 6439223.204736134),h2
34073,47510,18.621,POINT (831341.9722475042 6318232.31689444),h2
34075,47510,29.814,POINT (831341.9722475042 6318232.31689444),h2
34076,47800,59.145,POINT (1153501.1352006919 6828023.206235491),h2
34077,48378,47.203,POINT (1152501.8201318406 6739365.564926328),h2
34079,48222,26.706,POINT (883431.478935419 6310484.212630384),h2
34080,47500,6.133,POINT (850888.561635895 6343722.811228492),h2
34081,47385,77.088,POINT (970066.2066037565 6584438.323518664),h2
34083,47452,2.948,POINT (1339150.4311084868 6585011.3631852465),h2
34087,47747,32.662,POINT (1516515.2191919554 6787070.450239382),h2
34092,47531,19.76,POINT (1069084.3370669193 7046543.553138836),h2
34095,47709,33.85,POINT (1362311.8983214078 7189349.504415642),h2
34096,48372,70.322,POINT (1105814.4256931418 6719773.793393234),h2
34101,48249,6.248,POINT (1372235.3630086833 6732728.117910775),h2
34105,47672,3.105,POINT (1331313.4276371496 6670297.919056293),h2
34111,47671,43.156,POINT (1373931.6494093912 6746566.323280343),h2
34118,47396,4.127,POINT (801607.6457006944 6827304.7446196135),h2
34119,48382,30.906,POINT (1190973.836149996 6556367.3844726095),h2
34125,47566,52.215,POINT (968595.2308524143 7143284.016666414),h2
34126,47687,12.255,POINT (1276544.5721253315 6837724.884867523),h2
34132,47794,13.511,POINT (873176.6161240517 6910376.500814962),h2
34133,47409,13.588,POINT (877280.9657496001 6880025.786876196),h2
34134,47408,7.755,POINT (891855.4700817093 6857668.450768503),h2
34135,47409,12.013,POINT (877280.9657496001 6880025.786876196),h2
34137,47410,4.177,POINT (899829.2852072314 6839715.897582878),h2
34138,47410,0.93,POINT (899829.2852072314 6839715.897582878),h2
34140,48216,7.323,POINT (857742.2800450554 6670481.565355553),h2
34141,47622,9.83,POINT (845934.9556150853 6670992.1308630435),h2
34142,47588,11.137,POINT (883492.2593773922 6711367.560865993),h2
34144,47404,6.478,POINT (924331.0390893033 6890367.539007156),h2
34150,47593,10.182,POINT (855369.393779306 6707742.949543602),h2
34151,47526,16.471,POINT (1081195.8976652278 7158059.515147138),h2
34152,47526,4.927,POINT (1081195.8976652278 7158059.515147138),h2
34153,47524,60.431,POINT (1033643.2168245926 7323838.710394305),h2
34163,47449,52.484,POINT (1359660.1567312214 6582835.468356444),h2
34164,47632,34.224,POINT (1651633.3699634508 6642948.483992473),h2
34167,48366,32.836,POINT (1019218.9938050541 6444232.539612888),h2
34168,48327,2.498,POINT (1342624.3784576724 6604965.478940473),h2
34174,47388,4.243,POINT (878482.4370137316 6637714.247324797),h2
34175,47770,32.46,POINT (1027183.1241348772 6308996.608182924),h2
34178,47665,26.933,POINT (1441001.4199733569 6685549.453309992),h2
34182,47877,17.542,POINT (880769.273313098 7068741.851488027),h2
34186,47877,2.347,POINT (880769.273313098 7068741.851488027),h2
34191,47381,36.856,POINT (881939.0185223535 6509558.6949413065),h2
34194,48137,17.513,POINT (942976.2745607411 6365394.566091782),h2
34196,47576,31.582,POINT (1112519.6439015835 6603262.2491831295),h2
34197,48371,9.312,POINT (1261171.9070442342 6566095.719826671),h2
34201,47386,29.775,POINT (889861.0700846572 6591194.416762726),h2
34204,47702,17.491,POINT (1310687.9297439903 7047192.625793789),h2
34205,47382,30.711,POINT (946974.6480310538 6539590.146206465),h2
34207,48622,29.722,POINT (1372351.1352791083 6394050.331010253),h2
34211,47488,30.787,POINT (950093.1522461369 6398363.628090719),h2
34215,47726,8.527,POINT (1506394.2737280128 6928069.689097646),h2
34216,48269,33.047,POINT (1555255.7378219042 6712401.00718684),h2
34221,47779,18.841,POINT (929185.9047217795 6126772.459433729),h2
34223,47657,59.616,POINT (1383565.5721011136 6576053.508316962),h2
34224,47576,60.309,POINT (1112519.6439015835 6603262.2491831295),h2
34226,47490,19.19,POINT (922245.8023877636 6357917.149172286),h2
34227,47449,28.096,POINT (1359660.1567312214 6582835.468356444),h2
34228,47449,9.847,POINT (1359660.1567312214 6582835.468356444),h2
34230,47445,56.677,POINT (1490000.9202358322 6559414.069317887),h2
34235,47493,42.659,POINT (755779.6377309195 6489757.131356673),h2
34236,47700,11.613,POINT (1392178.47242328 6940565.292650181),h2
34239,47681,35.804,POINT (1309030.0485676061 6755093.175365427),h2
34244,47727,66.45,POINT (1522008.168145659 6919466.136571013),h2
34245,47689,17.273,POINT (1242991.65308584 6832754.311540263),h2
34246,47805,27.344,POINT (1123076.8504499453 6969747.096364709),h2
34247,47534,35.27,POINT (1140194.4485492269 7091917.268047727),h2
34249,48347,10.324,POINT (1434073.3401443467 6238864.312261068),h2
34251,47706,36.366,POINT (1263946.322713275 7113154.907623543),h2
34252,47560,28.986,POINT (1074233.08615509 6964522.005637595),h2
34253,47468,15.868,POINT (944245.7620337475 6912357.149466114),h2
34256,47680,1.152,POINT (1341993.9761813104 6694451.841630188),h2
34257,47592,67.146,POINT (957336.4888730734 6693873.240128078),h2
34258,47592,65.418,POINT (957336.4888730734 6693873.240128078),h2
34262,47426,27.482,POINT (1150419.5890565524 6048449.961867909),h2
34270,47844,13.074,POINT (1605257.1135015192 6841128.199257708),h2
34271,47422,7.845,POINT (1272761.9358281759 6112300.503682549),h2
34272,48382,28.947,POINT (1190973.836149996 6556367.3844726095),h2
34273,47428,10.379,POINT (1341341.1986872985 6090927.915267999),h2
34275,47968,20.127,POINT (1228011.5005292802 6648446.773785105),h2
34276,47968,7.577,POINT (1228011.5005292802 6648446.773785105),h2
34277,48372,78.321,POINT (1105814.4256931418 6719773.793393234),h2
34278,47676,43.069,POINT (1208738.4231297683 6668499.755715097),h2
34282,47575,5.037,POINT (1091976.5224316115 6583861.978131927),h2
34283,47672,27.457,POINT (1331313.4276371496 6670297.919056293),h2
34285,48372,60.575,POINT (1105814.4256931418 6719773.793393234),h2
34289,48223,10.807,POINT (1003177.8551817433 6413573.979300835),h2
34290,48372,61.422,POINT (1105814.4256931418 6719773.793393234),h2
34291,47450,19.177,POINT (1404029.434093641 6582736.873811978),h2
34294,47657,5.654,POINT (1383565.5721011136 6576053.508316962),h2
34296,47657,19.437,POINT (1383565.5721011136 6576053.508316962),h2
34301,47662,1.82,POINT (1381856.5952784552 6693108.021447699),h2
34302,47662,9.156,POINT (1381856.5952784552 6693108.021447699),h2
34303,47486,31.817,POINT (1087307.7829877415 6406054.963360299),h2
34304,47674,17.089,POINT (1263581.6400614362 6684889.4788070135),h2
34308,47674,4.156,POINT (1263581.6400614362 6684889.4788070135),h2
34311,47445,7.122,POINT (1490000.9202358322 6559414.069317887),h2
34312,48142,26.003,POINT (1438592.9114705538 6596037.5530506),h2
34313,47802,12.495,POINT (1107603.8865076436 6760896.321830966),h2
34314,47456,27.328,POINT (1160609.552604787 6603750.28754264),h2
34315,47680,10.484,POINT (1341993.9761813104 6694451.841630188),h2
34317,47802,16.008,POINT (1107603.8865076436 6760896.321830966),h2
34319,47679,12.796,POINT (1315967.924511806 6721047.706668228),h2
34320,47683,30.081,POINT (1230695.0794938335 6707873.451205833),h2
34321,48263,9.363,POINT (1332054.592806851 6705687.019639515),h2
34323,47661,15.942,POINT (1400222.6414669834 6691632.215769051),h2
34325,48226,22.364,POINT (1401735.0280689008 6704069.916587628),h2
34326,47665,23.812,POINT (1441001.4199733569 6685549.453309992),h2
34327,47654,4.698,POINT (1448427.2092457039 6609788.298169208),h2
34328,47659,5.708,POINT (1459031.503938671 6632387.701550039),h2
34329,48182,0.579,POINT (1449001.2838597246 6630373.120327286),h2
34330,47654,12.226,POINT (1448427.2092457039 6609788.298169208),h2
34331,47659,10.766,POINT (1459031.503938671 6632387.701550039),h2
34333,48182,22.394,POINT (1449001.2838597246 6630373.120327286),h2
34334,47663,20.082,POINT (1407846.8020719239 6636654.7576243505),h2
34335,47455,16.875,POINT (1232914.1222233067 6598686.159328955),h2
34336,48382,35.627,POINT (1190973.836149996 6556367.3844726095),h2
34339,47747,40.353,POINT (1516515.2191919554 6787070.450239382),h2
34340,48269,51.767,POINT (1555255.7378219042 6712401.00718684),h2
34341,47638,60.602,POINT (1605598.5303797822 6835677.337486001),h2
34342,47454,10.896,POINT (1266180.3935740052 6604672.962208185),h2
34347,47724,30.11,POINT (1549328.197576144 7047538.160658618),h2
34350,48124,5.685,POINT (1337982.355691593 6674497.190138571),h2
34352,47650,12.292,POINT (1525069.3428229832 6699280.534178894),h2
34354,47658,7.394,POINT (1406624.7367019954 6612285.8478666805),h2
34355,47663,5.611,POINT (1407846.8020719239 6636654.7576243505),h2
