name,scn_name,bus0,bus1,carrier,p_nom,p_nom_extendable,p_nom_max,capital_cost,length,type,efficiency,p_nom_min,p_min_pu,marginal_cost,p_nom_opt,country,build_year,lifetime,min_up_time,min_down_time,up_time_before,down_time_before,p_nom_mod,marginal_cost_quadratic,stand_by_cost,start_up_cost,shut_down_cost,ramp_limit_start_up,ramp_limit_shut_down
0,eGon2035,0,41604,dsm,15.739128741807523,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,15.739128741807523,,0.0,,0.0,0.0,1.0,0.0,,,,,,,
1,eGon2035,0,48807,power_to_H2,0.0,True,inf,1372.6909325666213,0.0,,0.6999999999999998,0.0,0.0,0.0,0.004010020249388495,,0.0,31.0,0.0,0.0,1.0,0.0,,,,,,,
2,eGon2035,0,52027,rural_heat_pump,167.23995825197423,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,167.23995825197423,,0.0,,0.0,0.0,1.0,0.0,,,,,,,
3,eGon2035,0,70458,BEV charger,300.6095524430275,False,inf,0.0,0.0,,0.9,0.0,0.0,0.0,300.6095524430275,,0.0,,0.0,0.0,1.0,0.0,,,,,,,
4,eGon2035,0,81511,power_to_H2,0.0,True,2.0,1372.6909325666215,0.0,,0.7,0.0,0.0,0.0,0.14941345115195476,,0.0,31.0,0.0,0.0,1.0,0.0,,,,,,,
5,eGon2035,0,81583,power_to_H2,0.0,True,5.0,1372.6909325666215,0.0,,0.7,0.0,0.0,0.0,0.2321750021835135,,0.0,31.0,0.0,0.0,1.0,0.0,,,,,,,
6,eGon2035,0,81855,central_heat_pump,0.3936628842828863,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,0.3936628842828863,,0.0,,0.0,0.0,1.0,0.0,,,,,,,
7,eGon2035,0,81855,central_resistive_heater,0.1357684571579353,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,0.1357684571579353,,0.0,,0.0,0.0,1.0,0.0,,,,,,,
8,eGon2035,0,81895,central_resistive_heater,0.027991170805945494,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,0.027991170805945494,,0.0,,0.0,0.0,1.0,0.0,,,,,,,
9,eGon2035,1,36308,dsm,55.05473186689267,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,55.05473186689267,,0.0,,0.0,0.0,1.0,0.0,,,,,,,
10,eGon2035,1,52032,rural_heat_pump,446.7283559398059,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,446.7283559398059,,0.0,,0.0,0.0,1.0,0.0,,,,,,,
11,eGon2035,1,70714,BEV charger,786.2060315608978,False,inf,0.0,0.0,,0.9,0.0,0.0,0.0,786.2060315608978,,0.0,,0.0,0.0,1.0,0.0,,,,,,,
12,eGon2035,1,81670,central_heat_pump,0.19808072080964162,False,inf,0.0,0.0,,1.0,0.0,0.0,0.0,0.19808072080964162,,0.0,,0.0,0.0,1.0,0.0,,,,,,,
