name,scn_name,bus,carrier,p_nom,p_max_pu,marginal_cost,build_year,efficiency,min_up_time,min_down_time,up_time_before,down_time_before,e_nom_max,control,weight,p_nom_opt
10 load shedding,,10,load shedding,21841110.0,1.0,10000.007794127985,0,1.0,0,0,1,0,0.0,PQ,21841110.0,21841110.0
10 others,eGon2035,10,others,9.941199641923326,1.0,0.010585473663822278,0,1.0,0,0,0,0,inf,PV,9.941199641923326,9.941199641923326
10 run_of_river,eGon2035,10,run_of_river,194.0383841420081,0.6500000000000001,0.008881928693352952,0,1.0,0,0,0,0,inf,PV,194.0383841420081,194.0383841420081
10 solar,eGon2035,10,solar,730.5570772116281,0.9999999999999999,0.017460360979448582,0,0.9999999999999999,0,0,0,0,inf,PV,730.5570772116281,730.5570772116281
10 solar_rooftop,eGon2035,10,solar_rooftop,2374.2853205906636,1.0,0.01779054021259066,0,1.0,0,0,0,0,inf,PV,2374.2853205906636,2374.2853205906636
10 wind_onshore,eGon2035,10,wind_onshore,1076.6915274429832,1.0000000000000002,1.307678547121518,0,1.0000000000000002,0,0,0,0,inf,PV,1076.6915274429832,1076.6915274429832
11 biomass,eGon2035,11,biomass,20.836041884387036,1.0,42.107502342751516,0,1.0,0,0,0,0,inf,PV,20.836041884387036,20.836041884387036
11 central_biomass_CHP,eGon2035,11,central_biomass_CHP,22.036988401757117,1.0,42.107557117019994,0,1.0,0,0,0,0,inf,PV,22.036988401757117,22.036988401757117
11 industrial_biomass_CHP,eGon2035,11,industrial_biomass_CHP,51.312510852805445,1.0,42.10781276177114,0,1.0,0,0,0,0,inf,PV,51.312510852805445,51.312510852805445
11 load shedding,,11,load shedding,13672890.0,1.0,10000.008646800117,0,1.0,0,0,1,0,0.0,PQ,13672890.0,13672890.0
11 run_of_river,eGon2035,11,run_of_river,71.30201686994835,0.65,0.007110539920943235,0,1.0,0,0,0,0,inf,PV,71.30201686994835,71.30201686994835
11 solar,eGon2035,11,solar,738.9012441118668,0.9999999999999999,0.02007104980862327,0,0.9999999999999999,0,0,0,0,inf,PV,738.9012441118668,738.9012441118668
11 solar_rooftop,eGon2035,11,solar_rooftop,1027.164081522621,1.0,0.018848279516471344,0,1.0,0,0,0,0,inf,PV,1027.164081522621,1027.164081522621
11 wind_onshore,eGon2035,11,wind_onshore,333.115069153067,0.9999999999999999,1.308267467300384,0,0.9999999999999999,0,0,0,0,inf,PV,333.115069153067,333.115069153067
12 biomass,eGon2035,12,biomass,2.186533023447575,0.9999999999999998,42.10737427939437,0,0.9999999999999998,0,0,0,0,inf,PV,2.186533023447575,2.186533023447575
12 central_biomass_CHP,eGon2035,12,central_biomass_CHP,1.1030569580974334,1.0,42.109889058698464,0,1.0,0,0,0,0,inf,PV,1.1030569580974334,1.1030569580974334
12 industrial_biomass_CHP,eGon2035,12,industrial_biomass_CHP,5.3130940784438385,1.0000000000000002,42.1109102911269,0,1.0000000000000002,0,0,0,0,inf,PV,5.3130940784438385,5.3130940784438385
12 load shedding,,12,load shedding,13939245.0,1.0,10000.007576971291,0,1.0,0,0,1,0,0.0,PQ,13939245.0,13939245.0
12 others,eGon2035,12,others,100.00000000000001,1.0,0.008816610286976919,0,1.0,0,0,0,0,inf,PV,100.00000000000001,100.00000000000001
12 run_of_river,eGon2035,12,run_of_river,21.820897876503363,0.65,0.011069514138820449,0,1.0,0,0,0,0,inf,PV,21.820897876503363,21.820897876503363
12 solar,eGon2035,12,solar,384.2595189347,0.9999999999999999,0.017483424223894244,0,0.9999999999999999,0,0,0,0,inf,PV,384.2595189347,384.2595189347
12 solar_rooftop,eGon2035,12,solar_rooftop,1395.8538396433485,1.0000000000000002,0.01751195652772893,0,1.0000000000000002,0,0,0,0,inf,PV,1395.8538396433485,1395.8538396433485
12 wind_onshore,eGon2035,12,wind_onshore,657.780012306172,0.9999999999999999,1.3094776336112175,0,0.9999999999999999,0,0,0,0,inf,PV,657.780012306172,657.780012306172
13 biomass,eGon2035,13,biomass,10.331346563144507,1.0,42.10589570208276,0,1.0,0,0,0,0,inf,PV,10.331346563144507,10.331346563144507
13 central_biomass_CHP,eGon2035,13,central_biomass_CHP,13.952153109073128,1.0,42.10426392430342,0,1.0,0,0,0,0,inf,PV,13.952153109073128,13.952153109073128
13 industrial_biomass_CHP,eGon2035,13,industrial_biomass_CHP,125.45428327193912,1.0,42.10691798732383,0,1.0,0,0,0,0,inf,PV,125.45428327193912,125.45428327193912
13 load shedding,,13,load shedding,8434575.0,1.0,10000.008583329483,0,1.0,0,0,1,0,0.0,PQ,8434575.0,8434575.0
13 others,eGon2035,13,others,0.1734267801495313,1.0,0.01935105159160149,0,1.0,0,0,0,0,inf,PV,0.1734267801495313,0.1734267801495313
13 run_of_river,eGon2035,13,run_of_river,0.33075748686979817,0.65,0.005071365070505893,0,1.0,0,0,0,0,inf,PV,0.33075748686979817,0.33075748686979817
13 solar,eGon2035,13,solar,76.31118402055887,1.0,0.01906448003667622,0,1.0,0,0,0,0,inf,PV,76.31118402055887,76.31118402055887
13 solar_rooftop,eGon2035,13,solar_rooftop,897.6991374463394,1.0,0.01982755483238351,0,1.0,0,0,0,0,inf,PV,897.6991374463394,897.6991374463394
13 wind_offshore,eGon2035,13,wind_offshore,4000.0,1.0,2.5719274772089733,0,1.0,0,0,0,0,inf,PV,4000.0,4000.0
13 wind_onshore,eGon2035,13,wind_onshore,2144.609441733693,1.0,1.3083667839577353,0,1.0,0,0,0,0,inf,PV,2144.609441733693,2144.609441733693
14 biomass,eGon2035,14,biomass,1.56673732681932,1.0000000000000002,42.108354766564034,0,1.0000000000000002,0,0,0,0,inf,PV,1.56673732681932,1.56673732681932
14 central_biomass_CHP,eGon2035,14,central_biomass_CHP,2.567401623530276,1.0,42.10481703796844,0,1.0,0,0,0,0,inf,PV,2.567401623530276,2.567401623530276
14 industrial_biomass_CHP,eGon2035,14,industrial_biomass_CHP,55.77143965430056,1.0,42.10976901848868,0,1.0,0,0,0,0,inf,PV,55.77143965430056,55.77143965430056
14 load shedding,,14,load shedding,9766350.0,1.0,10000.007867254619,0,1.0,0,0,1,0,0.0,PQ,9766350.0,9766350.0
14 run_of_river,eGon2035,14,run_of_river,0.07933019010466798,0.65,0.005993558099394696,0,1.0,0,0,0,0,inf,PV,0.07933019010466798,0.07933019010466798
14 solar,eGon2035,14,solar,389.7447427855872,1.0000000000000002,0.01761846305941719,0,1.0000000000000002,0,0,0,0,inf,PV,389.7447427855872,389.7447427855872
14 solar_rooftop,eGon2035,14,solar_rooftop,515.3749490884159,0.9999999999999999,0.017450857279816424,0,0.9999999999999999,0,0,0,0,inf,PV,515.3749490884159,515.3749490884159
14 wind_onshore,eGon2035,14,wind_onshore,901.5181063451397,0.9999999999999999,1.308517034586207,0,0.9999999999999999,0,0,0,0,inf,PV,901.5181063451397,901.5181063451397
15 biomass,eGon2035,15,biomass,9.60405029245183,1.0,42.107390378200854,0,1.0,0,0,0,0,inf,PV,9.60405029245183,9.60405029245183
15 central_biomass_CHP,eGon2035,15,central_biomass_CHP,7.5606008460033856,1.0,42.10707115055187,0,1.0,0,0,0,0,inf,PV,7.5606008460033856,7.5606008460033856
15 industrial_biomass_CHP,eGon2035,15,industrial_biomass_CHP,26.250321390485414,1.0,42.10547686248663,0,1.0,0,0,0,0,inf,PV,26.250321390485414,26.250321390485414
15 load shedding,,15,load shedding,13939245.0,1.0,10000.007931280148,0,1.0,0,0,1,0,0.0,PQ,13939245.0,13939245.0
15 run_of_river,eGon2035,15,run_of_river,1.7672216849882227,0.65,0.007727477958702263,0,1.0,0,0,0,0,inf,PV,1.7672216849882227,1.7672216849882227
15 solar,eGon2035,15,solar,984.8099840532112,1.0,0.01801631865279242,0,1.0,0,0,0,0,inf,PV,984.8099840532112,984.8099840532112
15 solar_rooftop,eGon2035,15,solar_rooftop,541.1847198514588,1.0,0.016420768536722904,0,1.0,0,0,0,0,inf,PV,541.1847198514588,541.1847198514588
15 wind_onshore,eGon2035,15,wind_onshore,2058.193179852725,1.0000000000000002,1.308434139012231,0,1.0000000000000002,0,0,0,0,inf,PV,2058.193179852725,2058.193179852725
16 biomass,eGon2035,16,biomass,14.95080898948693,1.0,42.11011357055141,0,1.0,0,0,0,0,inf,PV,14.95080898948693,14.95080898948693
16 central_biomass_CHP,eGon2035,16,central_biomass_CHP,11.163429435342389,0.9999999999999998,42.110202183264526,0,0.9999999999999998,0,0,0,0,inf,PV,11.163429435342389,11.163429435342389
16 industrial_biomass_CHP,eGon2035,16,industrial_biomass_CHP,197.9857423624824,1.0,42.1086582443526,0,1.0,0,0,0,0,inf,PV,197.9857423624824,197.9857423624824
16 load shedding,,16,load shedding,8789715.0,1.0,10000.00806347963,0,1.0,0,0,1,0,0.0,PQ,8789715.0,8789715.0
16 others,eGon2035,16,others,13.6775896082601,1.0,0.010072363728246863,0,1.0,0,0,0,0,inf,PV,13.6775896082601,13.6775896082601
16 reservoir,eGon2035,16,reservoir,1.767367536984764,0.6499999999999999,0.004872564998432904,0,0.9999999999999999,0,0,0,0,inf,PV,1.767367536984764,1.767367536984764
16 run_of_river,eGon2035,16,run_of_river,682.7633199284222,0.6500000000000001,0.006656666219662901,0,1.0000000000000002,0,0,0,0,inf,PV,682.7633199284222,682.7633199284222
16 solar,eGon2035,16,solar,846.0495942229793,0.9999999999999999,0.01689531319902761,0,0.9999999999999999,0,0,0,0,inf,PV,846.0495942229793,846.0495942229793
16 solar_rooftop,eGon2035,16,solar_rooftop,1129.5936121253421,0.9999999999999999,0.017993426978948856,0,0.9999999999999999,0,0,0,0,inf,PV,1129.5936121253421,1129.5936121253421
16 wind_onshore,eGon2035,16,wind_onshore,158.55383886856586,1.0,1.3084342815139636,0,1.0,0,0,0,0,inf,PV,158.55383886856586,158.55383886856586
17 biomass,eGon2035,17,biomass,14.961053439901645,1.0,42.10622712211139,0,1.0,0,0,0,0,inf,PV,14.961053439901645,14.961053439901645
17 central_biomass_CHP,eGon2035,17,central_biomass_CHP,5.62686040756796,0.9999999999999999,42.1162432083411,0,0.9999999999999999,0,0,0,0,inf,PV,5.62686040756796,5.62686040756796
17 industrial_biomass_CHP,eGon2035,17,industrial_biomass_CHP,56.44986629644247,0.9999999999999999,42.109497215092865,0,0.9999999999999999,0,0,0,0,inf,PV,56.44986629644247,56.44986629644247
17 load shedding,,17,load shedding,12341115.0,1.0,10000.009065294902,0,1.0,0,0,1,0,0.0,PQ,12341115.0,12341115.0
17 others,eGon2035,17,others,0.17411680654050127,1.0,0.0017467623729820326,0,1.0,0,0,0,0,inf,PV,0.17411680654050127,0.17411680654050127
17 run_of_river,eGon2035,17,run_of_river,621.4642778444206,0.65,0.007210368094615016,0,1.0,0,0,0,0,inf,PV,621.4642778444206,621.4642778444206
17 solar,eGon2035,17,solar,344.92035373543524,0.9999999999999998,0.01972045336417334,0,0.9999999999999998,0,0,0,0,inf,PV,344.92035373543524,344.92035373543524
17 solar_rooftop,eGon2035,17,solar_rooftop,1011.7355203456417,1.0,0.018101727790193027,0,1.0,0,0,0,0,inf,PV,1011.7355203456417,1011.7355203456417
17 wind_onshore,eGon2035,17,wind_onshore,292.9858868128173,1.0000000000000002,1.307471336651883,0,1.0000000000000002,0,0,0,0,inf,PV,292.9858868128173,292.9858868128173
18 biomass,eGon2035,18,biomass,2.786443725447553,0.9999999999999999,42.11061252766862,0,0.9999999999999999,0,0,0,0,inf,PV,2.786443725447553,2.786443725447553
18 central_biomass_CHP,eGon2035,18,central_biomass_CHP,0.9801068327286503,1.0,42.108538947296225,0,1.0,0,0,0,0,inf,PV,0.9801068327286503,0.9801068327286503
18 industrial_biomass_CHP,eGon2035,18,industrial_biomass_CHP,50.84402205463146,0.9999999999999999,42.10898931917192,0,0.9999999999999999,0,0,0,0,inf,PV,50.84402205463146,50.84402205463146
18 load shedding,,18,load shedding,5682240.0,1.0,10000.00793542595,0,1.0,0,0,1,0,0.0,PQ,5682240.0,5682240.0
18 solar,eGon2035,18,solar,121.14817138934251,1.0,0.016688284938691712,0,1.0,0,0,0,0,inf,PV,121.14817138934251,121.14817138934251
18 solar_rooftop,eGon2035,18,solar_rooftop,422.3867727515928,1.0,0.0172822348866109,0,1.0,0,0,0,0,inf,PV,422.3867727515928,422.3867727515928
18 wind_offshore,eGon2035,18,wind_offshore,2875.0,1.0,2.564537816672749,0,1.0,0,0,0,0,inf,PV,2875.0,2875.0
18 wind_onshore,eGon2035,18,wind_onshore,1164.9450044147457,1.0,1.3092735088688805,0,1.0,0,0,0,0,inf,PV,1164.9450044147457,1164.9450044147457
19 biomass,eGon2035,19,biomass,11.927876353930339,1.0000000000000002,42.109311025919055,0,1.0000000000000002,0,0,0,0,inf,PV,11.927876353930339,11.927876353930339
19 central_biomass_CHP,eGon2035,19,central_biomass_CHP,10.913146926588512,1.0,42.11015368136585,0,1.0,0,0,0,0,inf,PV,10.913146926588512,10.913146926588512
19 industrial_biomass_CHP,eGon2035,19,industrial_biomass_CHP,81.55705815376939,1.0,42.107587677733804,0,1.0,0,0,0,0,inf,PV,81.55705815376939,81.55705815376939
19 load shedding,,19,load shedding,6658875.0,1.0,10000.007004282832,0,1.0,0,0,1,0,0.0,PQ,6658875.0,6658875.0
19 reservoir,eGon2035,19,reservoir,0.2165713752615516,0.65,0.006766944328306098,0,1.0,0,0,0,0,inf,PV,0.2165713752615516,0.2165713752615516
19 run_of_river,eGon2035,19,run_of_river,22.64487146785799,0.65,0.009655522140929972,0,0.9999999999999999,0,0,0,0,inf,PV,22.64487146785799,22.64487146785799
19 solar,eGon2035,19,solar,131.0507454111028,1.0,0.020195446175303673,0,1.0,0,0,0,0,inf,PV,131.0507454111028,131.0507454111028
19 solar_rooftop,eGon2035,19,solar_rooftop,951.8405721594837,1.0,0.01802213686447922,0,1.0,0,0,0,0,inf,PV,951.8405721594837,951.8405721594837
19 wind_onshore,eGon2035,19,wind_onshore,424.5182966148759,1.0,1.309077001958868,0,1.0,0,0,0,0,inf,PV,424.5182966148759,424.5182966148759
2 biomass,eGon2035,2,biomass,17.898261459121525,1.0,42.103485660117165,0,1.0,0,0,0,0,inf,PV,17.898261459121525,17.898261459121525
2 central_biomass_CHP,eGon2035,2,central_biomass_CHP,4.979228939581283,1.0,42.11441376830961,0,1.0,0,0,0,0,inf,PV,4.979228939581283,4.979228939581283
2 industrial_biomass_CHP,eGon2035,2,industrial_biomass_CHP,43.666761702075256,1.0,42.11027064347681,0,1.0,0,0,0,0,inf,PV,43.666761702075256,43.666761702075256
2 load shedding,,2,load shedding,8345790.0,1.0,10000.008372232318,0,1.0,0,0,1,0,0.0,PQ,8345790.0,8345790.0
2 reservoir,eGon2035,2,reservoir,0.14993402902722802,0.65,0.008463770768606842,0,1.0,0,0,0,0,inf,PV,0.14993402902722802,0.14993402902722802
2 run_of_river,eGon2035,2,run_of_river,3.6628272837821516,0.65,0.009474129123455487,0,1.0,0,0,0,0,inf,PV,3.6628272837821516,3.6628272837821516
2 solar,eGon2035,2,solar,227.31088045244928,1.0,0.017293817922615137,0,1.0,0,0,0,0,inf,PV,227.31088045244928,227.31088045244928
2 solar_rooftop,eGon2035,2,solar_rooftop,1532.3308910222138,1.0,0.020395809685792018,0,1.0,0,0,0,0,inf,PV,1532.3308910222138,1532.3308910222138
2 wind_onshore,eGon2035,2,wind_onshore,297.6273891796912,1.0000000000000002,1.3093884125391773,0,1.0000000000000002,0,0,0,0,inf,PV,297.6273891796912,297.6273891796912
20 biomass,eGon2035,20,biomass,37.94820834068001,0.9999999999999999,42.10903366905362,0,0.9999999999999999,0,0,0,0,inf,PV,37.94820834068001,37.94820834068001
20 central_biomass_CHP,eGon2035,20,central_biomass_CHP,141.0625332738075,1.0,42.10806571904626,0,1.0,0,0,0,0,inf,PV,141.0625332738075,141.0625332738075
20 industrial_biomass_CHP,eGon2035,20,industrial_biomass_CHP,108.8081560128323,1.0,42.107563729036805,0,1.0,0,0,0,0,inf,PV,108.8081560128323,108.8081560128323
20 load shedding,,20,load shedding,34892505.0,1.0,10000.007744776402,0,1.0,0,0,1,0,0.0,PQ,34892505.0,34892505.0
20 solar,eGon2035,20,solar,861.2206975326701,1.0,0.01901665369563513,0,1.0,0,0,0,0,inf,PV,861.2206975326701,861.2206975326701
20 solar_rooftop,eGon2035,20,solar_rooftop,2232.8663359561388,1.0,0.01838849737709331,0,1.0,0,0,0,0,inf,PV,2232.8663359561388,2232.8663359561388
20 wind_onshore,eGon2035,20,wind_onshore,2803.0158815504146,0.9999999999999999,1.308224230265373,0,0.9999999999999999,0,0,0,0,inf,PV,2803.0158815504146,2803.0158815504146
21 biomass,eGon2035,21,biomass,13.645692280216014,1.0,42.10983198189065,0,1.0,0,0,0,0,inf,PV,13.645692280216014,13.645692280216014
21 central_biomass_CHP,eGon2035,21,central_biomass_CHP,0.7142543646597541,1.0,42.1078763480486,0,1.0,0,0,0,0,inf,PV,0.7142543646597541,0.7142543646597541
21 industrial_biomass_CHP,eGon2035,21,industrial_biomass_CHP,63.690852885669614,1.0,42.10690460635131,0,1.0,0,0,0,0,inf,PV,63.690852885669614,63.690852885669614
21 load shedding,,21,load shedding,8257005.0,1.0,10000.007891403306,0,1.0,0,0,1,0,0.0,PQ,8257005.0,8257005.0
21 run_of_river,eGon2035,21,run_of_river,74.23454756027814,0.65,0.007315974700395694,0,1.0,0,0,0,0,inf,PV,74.23454756027814,74.23454756027814
21 solar,eGon2035,21,solar,827.0014069654653,1.0,0.018830416397676512,0,1.0,0,0,0,0,inf,PV,827.0014069654653,827.0014069654653
21 solar_rooftop,eGon2035,21,solar_rooftop,1223.9516165653422,0.9999999999999999,0.019129892356979768,0,0.9999999999999999,0,0,0,0,inf,PV,1223.9516165653422,1223.9516165653422
21 wind_onshore,eGon2035,21,wind_onshore,1030.5362745571324,1.0,1.308467224877645,0,1.0,0,0,0,0,inf,PV,1030.5362745571324,1030.5362745571324
22 biomass,eGon2035,22,biomass,6.5735032862964164,1.0,42.110654546777305,0,1.0,0,0,0,0,inf,PV,6.5735032862964164,6.5735032862964164
22 central_biomass_CHP,eGon2035,22,central_biomass_CHP,6.80390163280229,1.0,42.106273462193535,0,1.0,0,0,0,0,inf,PV,6.80390163280229,6.80390163280229
22 industrial_biomass_CHP,eGon2035,22,industrial_biomass_CHP,43.352904011506375,1.0,42.107743202120886,0,1.0,0,0,0,0,inf,PV,43.352904011506375,43.352904011506375
22 load shedding,,22,load shedding,9411210.0,1.0,10000.007430477815,0,1.0,0,0,1,0,0.0,PQ,9411210.0,9411210.0
22 run_of_river,eGon2035,22,run_of_river,2.182999413340668,0.65,0.006476459235980997,0,1.0,0,0,0,0,inf,PV,2.182999413340668,2.182999413340668
22 solar,eGon2035,22,solar,427.83461622505064,1.0000000000000002,0.018406533201142564,0,1.0000000000000002,0,0,0,0,inf,PV,427.83461622505064,427.83461622505064
22 solar_rooftop,eGon2035,22,solar_rooftop,864.3979076484071,1.0,0.01787795847387993,0,1.0,0,0,0,0,inf,PV,864.3979076484071,864.3979076484071
22 wind_onshore,eGon2035,22,wind_onshore,1353.7211582082339,1.0,1.3079867897808501,0,1.0,0,0,0,0,inf,PV,1353.7211582082339,1353.7211582082339
23 biomass,eGon2035,23,biomass,17.052502457498257,0.9999999999999998,42.1067604384302,0,0.9999999999999998,0,0,0,0,inf,PV,17.052502457498257,17.052502457498257
23 central_biomass_CHP,eGon2035,23,central_biomass_CHP,3.191251872870825,1.0,42.110775127412936,0,1.0,0,0,0,0,inf,PV,3.191251872870825,3.191251872870825
23 industrial_biomass_CHP,eGon2035,23,industrial_biomass_CHP,174.45896350056213,0.9999999999999999,42.109000542852684,0,0.9999999999999999,0,0,0,0,inf,PV,174.45896350056213,174.45896350056213
23 load shedding,,23,load shedding,13672890.0,1.0,10000.00771856287,0,1.0,0,0,1,0,0.0,PQ,13672890.0,13672890.0
23 others,eGon2035,23,others,8.557300607209653,1.0,0.013612960150482193,0,1.0,0,0,0,0,inf,PV,8.557300607209653,8.557300607209653
23 run_of_river,eGon2035,23,run_of_river,252.23865218397893,0.65,0.007561676183230918,0,1.0,0,0,0,0,inf,PV,252.23865218397893,252.23865218397893
23 solar,eGon2035,23,solar,462.1209493403555,1.0,0.01704796929031425,0,1.0,0,0,0,0,inf,PV,462.1209493403555,462.1209493403555
23 solar_rooftop,eGon2035,23,solar_rooftop,1278.8511202803124,1.0000000000000002,0.01890907083416241,0,1.0000000000000002,0,0,0,0,inf,PV,1278.8511202803124,1278.8511202803124
23 wind_onshore,eGon2035,23,wind_onshore,273.8046823450386,0.9999999999999999,1.308497167671803,0,0.9999999999999999,0,0,0,0,inf,PV,273.8046823450386,273.8046823450386
24 biomass,eGon2035,24,biomass,9.055638794219412,1.0,42.10598596679683,0,1.0,0,0,0,0,inf,PV,9.055638794219412,9.055638794219412
24 central_biomass_CHP,eGon2035,24,central_biomass_CHP,8.922501199368947,1.0,42.11425474341899,0,1.0,0,0,0,0,inf,PV,8.922501199368947,8.922501199368947
24 industrial_biomass_CHP,eGon2035,24,industrial_biomass_CHP,73.76976179650948,0.9999999999999999,42.10813078814685,0,0.9999999999999999,0,0,0,0,inf,PV,73.76976179650948,73.76976179650948
24 load shedding,,24,load shedding,11364480.0,1.0,10000.008799263376,0,1.0,0,0,1,0,0.0,PQ,11364480.0,11364480.0
24 oil,eGon2035,24,oil,120.0,1.0,101.84998197148849,0,1.0,0,0,0,0,inf,PV,120.0,120.0
24 solar,eGon2035,24,solar,305.1643095420908,1.0,0.017061896290798954,0,1.0,0,0,0,0,inf,PV,305.1643095420908,305.1643095420908
24 solar_rooftop,eGon2035,24,solar_rooftop,945.342421369163,0.9999999999999999,0.018357702921645225,0,0.9999999999999999,0,0,0,0,inf,PV,945.342421369163,945.342421369163
24 wind_onshore,eGon2035,24,wind_onshore,1914.426153351472,1.0000000000000002,1.3080532470571158,0,1.0000000000000002,0,0,0,0,inf,PV,1914.426153351472,1914.426153351472
25 biomass,eGon2035,25,biomass,2.4502470425412897,1.0,42.105957341548,0,1.0,0,0,0,0,inf,PV,2.4502470425412897,2.4502470425412897
25 central_biomass_CHP,eGon2035,25,central_biomass_CHP,21.103294324787093,1.0,42.1066702648557,0,1.0,0,0,0,0,inf,PV,21.103294324787093,21.103294324787093
25 industrial_biomass_CHP,eGon2035,25,industrial_biomass_CHP,187.90526329633718,1.0,42.11031844161547,0,1.0,0,0,0,0,inf,PV,187.90526329633718,187.90526329633718
25 load shedding,,25,load shedding,5771025.0,1.0,10000.008359640375,0,1.0,0,0,1,0,0.0,PQ,5771025.0,5771025.0
25 solar,eGon2035,25,solar,209.25329557932224,0.9999999999999999,0.021162171430469372,0,0.9999999999999999,0,0,0,0,inf,PV,209.25329557932224,209.25329557932224
25 solar_rooftop,eGon2035,25,solar_rooftop,363.7400323993426,1.0,0.017170452364419064,0,1.0,0,0,0,0,inf,PV,363.7400323993426,363.7400323993426
25 wind_onshore,eGon2035,25,wind_onshore,4147.3115582698165,1.0,1.3068267847122093,0,1.0,0,0,0,0,inf,PV,4147.3115582698165,4147.3115582698165
26 biomass,eGon2035,26,biomass,0.23862851601221202,1.0,42.103028051609854,0,1.0,0,0,0,0,inf,PV,0.23862851601221202,0.23862851601221202
26 central_biomass_CHP,eGon2035,26,central_biomass_CHP,16.528365533069856,1.0000000000000002,42.10822044582199,0,1.0000000000000002,0,0,0,0,inf,PV,16.528365533069856,16.528365533069856
26 industrial_biomass_CHP,eGon2035,26,industrial_biomass_CHP,13.70566946869277,1.0,42.108699423626284,0,1.0,0,0,0,0,inf,PV,13.70566946869277,13.70566946869277
26 load shedding,,26,load shedding,12252330.0,1.0,10000.007905279996,0,1.0,0,0,1,0,0.0,PQ,12252330.0,12252330.0
26 others,eGon2035,26,others,69.59617257559198,1.0,0.0021406288975403653,0,1.0,0,0,0,0,inf,PV,69.59617257559198,69.59617257559198
26 run_of_river,eGon2035,26,run_of_river,202.60736756032324,0.6499999999999998,0.007541255881641001,0,0.9999999999999997,0,0,0,0,inf,PV,202.60736756032324,202.60736756032324
26 solar,eGon2035,26,solar,175.4530560978644,1.0,0.01725365425296465,0,1.0,0,0,0,0,inf,PV,175.4530560978644,175.4530560978644
