,43770
0,0.9464202706595053
1,0.937963608608568
2,0.9608510545303233
3,0.9581548804779153
4,0.959866204244765
5,0.9406261420227582
6,0.9315914318888204
7,0.9195489859002179
8,0.9699101469074239
9,0.9706066133435591
10,0.9753056382848405
11,0.9713724377256866
12,0.9656149486935641
13,0.9615745721777474
14,-1.0134571195138482e+16
15,0.9586630853544321
16,0.9697723460999628
17,0.9648280376022148
18,0.9666070875079311
19,0.9436872777896249
20,0.9505239914329222
21,0.9560945798776503
22,0.95820911891683
23,0.965147985817922
24,0.9696447699696412
25,0.9670420727883714
26,0.9649460642516107
27,0.9639810543487038
28,0.9670038682649842
29,0.9746744220554069
30,0.9248110463707866
31,0.9709446401840391
32,0.9543243449110137
33,0.9680202839608307
34,0.9205598833792945
35,0.96286934953992
36,0.9587194207247441
37,0.9403002236481963
38,0.9638230678161321
39,-8511653794254116.0
40,-5.002904329955474e+17
41,-1.748965987311321e+17
42,-1361246455049808.0
43,0.9336276852592623
44,0.9333563605692187
45,0.9503436567432768
46,0.9750080562058969
47,-624468628129.0137
48,-5075775257577186.0
49,-1.7219957017590387e+17
