bus,cluster,foreign,medoid_idx
24398,10,,
244,25,,
24407,26,,
24411,13,,
24412,5,,
24414,10,,
24415,10,,
24416,10,,
24419,5,,
2442,23,,
24420,5,,
24421,26,,
24426,10,,
24427,30,,
24428,30,,
2443,23,,
24432,10,,
24434,13,,
24436,2,,
24439,10,,
24446,3,,
24449,23,,
2446,23,,
24460,26,,
24462,24,,
24464,24,,
24465,24,,
24466,18,,
24477,27,,
24478,31,,
24479,31,,
24499,2,,
24505,8,,
24508,22,,
24510,30,,
24522,29,,
24531,13,,
24534,22,,
2454,9,,
24549,8,,
24550,2,,
24566,31,,
24574,8,,
24575,8,,
2458,23,,
24588,18,,
24589,2,,
2459,23,,
24609,31,,
2461,23,,
24610,32,,
24612,32,,
2462,23,,
24638,31,,
24646,32,,
2465,23,,
24664,10,,
24672,20,,
24691,34,,
24696,22,,
24704,20,,
24707,19,,
24721,13,,
24737,5,,
24745,9,,
24747,2,,
24752,6,,
24780,28,,
24803,9,,
24807,10,,
24809,10,,
2482,7,,
24820,5,,
24823,3,,
24827,2,,
24829,25,,
24877,32,,
24888,29,,
249,31,,
24912,2,,
2492,23,,
2493,23,,
24932,26,,
24935,31,,
2494,23,,
2495,23,,
24972,30,,
2499,23,,
24998,12,,
25,8,,
250,31,,
25003,28,,
25011,30,,
25012,30,,
25016,4,,
2502,23,,
25024,5,,
25033,20,,
2505,23,,
25058,28,,
2506,23,,
25067,28,,
25069,32,,
2509,23,,
25107,25,,
25137,2,,
2514,4,,
25146,8,,
2515,4,,
2517,4,,
2518,14,,
25182,5,,
2521,28,,
2522,28,,
2525,28,,
2526,28,,
2529,28,,
25291,23,,
25292,2,,
25306,10,,
25364,18,,
2538,14,,
25389,2,,
25392,22,,
25402,22,,
2541,14,,
25426,24,,
25429,21,,
25446,27,,
25482,29,,
25485,9,,
25487,29,,
25488,18,,
25489,24,,
25502,18,,
25506,18,,
25507,2,,
25522,2,,
2553,9,,
25530,29,,
25535,32,,
25537,22,,
2554,9,,
25542,24,,
25545,31,,
25555,24,,
25560,5,,
25577,10,,
25580,2,,
25590,12,,
25592,30,,
25596,21,,
25617,12,,
25623,32,,
25628,2,,
25634,30,,
25637,8,,
25638,8,,
25645,18,,
25655,25,,
25662,2,,
25689,24,,
25693,18,,
257,12,,
25700,29,,
25707,30,,
25708,20,,
25712,29,,
25720,23,,
25721,8,,
25722,8,,
25735,25,,
25736,25,,
25737,31,,
25740,9,,
25746,29,,
25757,9,,
25758,2,,
25774,6,,
25795,25,,
25796,25,,
2580,3,,
25806,6,,
25811,25,,
25817,25,,
25822,25,,
25858,6,,
2586,9,,
25865,25,,
25873,6,,
25876,25,,
25880,25,,
25881,25,,
25882,25,,
25884,25,,
25885,25,,
25886,25,,
25888,25,,
2589,9,,
25893,25,,
25894,25,,
25897,25,,
25902,25,,
25908,25,,
25921,25,,
25922,25,,
25926,25,,
25950,2,,
25991,8,,
260,12,,
26003,8,,
26014,18,,
26030,12,,
26031,22,,
26033,30,,
26035,30,,
26041,25,,
26045,6,,
2611,9,,
2612,9,,
2621,23,,
2635,9,,
2637,23,,
2638,23,,
264,16,,
2645,23,,
26467,2,,
2647,23,,
26491,27,,
265,16,,
2651,23,,
2654,23,,
2655,23,,
266,32,,
2660,23,,
26626,28,,
26639,2,,
2664,23,,
2666,23,,
2667,23,,
2668,23,,
26688,29,,
26692,24,,
26698,30,,
267,32,,
26721,2,,
26724,24,,
26727,5,,
26729,8,,
26738,2,,
2674,11,,
2675,11,,
26754,29,,
2676,11,,
26760,10,,
26766,2,,
2678,11,,
26783,21,,
26787,23,,
26791,2,,
26793,24,,
268,16,,
26800,29,,
26803,8,,
2681,11,,
26817,30,,
26819,29,,
26821,29,,
26823,29,,
26833,29,,
26835,24,,
26841,29,,
26843,29,,
26847,29,,
26850,29,,
26853,10,,
26854,29,,
26859,31,,
26865,32,,
26867,21,,
26873,30,,
26882,8,,
26884,8,,
26895,17,,
26898,29,,
269,16,,
26905,19,,
26907,29,,
26909,2,,
26918,24,,
26924,34,,
26932,30,,
26941,2,,
26943,32,,
26956,15,,
26958,15,,
26960,15,,
26968,17,,
26974,22,,
26975,22,,
26976,10,,
26979,10,,
2698,28,,
26989,8,,
2699,28,,
26994,10,,
26996,10,,
26998,10,,
27005,32,,
27007,10,,
27012,30,,
27014,30,,
27015,23,,
2702,28,,
27022,22,,
27024,10,,
27027,26,,
2703,28,,
27030,30,,
27033,30,,
27036,5,,
27038,10,,
2704,28,,
27040,26,,
27044,10,,
27046,10,,
27047,10,,
27051,30,,
27057,32,,
27060,31,,
27064,29,,
27068,2,,
27076,31,,
27080,8,,
27087,32,,
27091,29,,
27092,31,,
27093,31,,
27095,32,,
27100,30,,
27102,30,,
27105,31,,
27106,1,,
27115,18,,
2712,23,,
27122,24,,
27126,2,,
2713,23,,
27132,27,,
27133,30,,
27149,2,,
2715,23,,
27151,8,,
27167,35,,
27172,2,,
2718,23,,
27186,29,,
2719,23,,
27190,5,,
27193,29,,
27196,29,,
27205,5,,
27208,30,,
2721,23,,
27216,30,,
27223,32,,
2724,23,,
27242,30,,
27245,9,,
27261,12,,
27262,12,,
2728,23,,
27280,8,,
27284,22,,
27285,22,,
27289,17,,
2729,23,,
273,26,,
27301,5,,
27304,30,,
27306,24,,
27312,21,,
27333,29,,
27335,22,,
27336,22,,
27339,29,,
2734,4,,
27341,21,,
27344,24,,
27345,27,,
27347,21,,
27353,29,,
27361,29,,
27363,29,,
27368,21,,
27370,21,,
27380,29,,
27382,10,,
27392,29,,
27403,29,,
27412,21,,
27414,21,,
27417,19,,
27419,21,,
27422,21,,
27430,23,,
27433,21,,
27438,13,,
27444,17,,
27447,29,,
2745,9,,
27457,31,,
27469,22,,
2747,23,,
27473,1,,
27479,8,,
27480,31,,
27488,30,,
27491,,43761,
275,6,,
27503,30,,
2751,23,,
2752,23,,
27520,24,,
27522,29,,
27527,2,,
27528,10,,
27530,2,,
27542,21,,
27548,5,,
27553,10,,
27570,21,,
27580,9,,
27623,1,,
2764,23,,
27648,22,,
2765,23,,
27669,35,,
2767,23,,
27670,35,,
27687,1,,
27688,7,,
27694,18,,
27700,32,,
27708,31,,
27714,17,,
27715,2,,
27716,2,,
27721,29,,
27723,29,,
27726,27,,
27735,29,,
2774,9,,
27744,12,,
27747,30,,
27748,30,,
27750,29,,
27753,29,,
27758,2,,
27762,24,,
27763,24,,
27764,29,,
27765,29,,
27767,29,,
27770,17,,
27774,29,,
27781,29,,
27782,21,,
27785,24,,
27789,24,,
27792,31,,
27793,31,,
27794,29,,
27795,29,,
27796,29,,
27797,29,,
27802,21,,
27804,27,,
27806,24,,
27808,29,,
2781,9,,
27812,24,,
27814,21,,
27815,21,,
27818,24,,
27820,31,,
27821,24,,
27823,31,,
27825,24,,
27827,2,,
27828,2,,
2783,9,,
27834,17,,
27836,24,,
27839,17,,
27840,21,,
27841,21,,
27842,21,,
27845,27,,
27846,27,,
27848,17,,
27853,1,,
27856,1,,
27857,1,,
27858,31,,
27859,31,,
27860,24,,
27861,24,,
27864,31,,
27872,1,,
27874,1,,
27876,8,,
27878,22,,
27881,29,,
27885,21,,
27886,24,,
27888,2,,
27891,8,,
27892,1,,
27893,1,,
27894,29,,
279,8,,
27901,5,,
27909,1,,
27911,1,,
27915,24,,
27917,29,,
27919,24,,
2792,9,,
27931,5,,
27939,24,,
27940,29,,
27942,2,,
27943,2,,
27945,24,,
27947,30,,
27952,2,,
27958,17,,
27963,24,,
27966,2,,
27968,24,,
27971,24,,
27972,24,,
27977,9,,
27979,24,,
27981,24,,
27984,29,,
27985,1,,
27987,13,,
27988,13,,
2799,9,,
27990,29,,
27992,8,,
27993,8,,
27999,24,,
280,8,,
28001,24,,
28002,24,,
28005,27,,
28006,24,,
28017,29,,
28020,21,,
28022,29,,
28023,27,,
28026,22,,
28027,22,,
28030,1,,1
28031,24,,
28036,29,,
28037,24,,
28038,24,,
28042,2,,
28044,31,,
28045,31,,
28048,30,,
28049,30,,
28051,24,,
28053,1,,
28056,1,,
2806,35,,
28060,13,,
28061,30,,
28062,24,,
28067,24,,
28071,29,,
28072,34,,
28073,34,,
28075,24,,
28076,27,,
28081,8,,
28083,29,,
28084,29,,
28088,29,,
28090,24,,
28092,29,,
28094,29,,
281,8,,
28101,19,,
28104,1,,
28106,27,,
28107,27,,
28108,24,,
28113,2,,
28114,2,,
28116,29,,
28117,29,,
28118,29,,
28120,24,,
28125,29,,
28126,29,,
28129,30,,
28132,2,,
28133,1,,
28137,29,,
28138,29,,
28141,2,,
28142,29,,
28144,29,,
28145,29,,
28146,17,,
28147,17,,
28149,29,,
28150,29,,
28152,29,,
28154,27,,
28155,27,,
28156,27,,
28158,29,,
28159,29,,
28160,29,,
28162,31,,
28163,31,,
28164,17,,
28165,17,,
28166,31,,
28171,24,,
28175,1,,
28177,29,,
28182,17,,
28183,17,,
28184,29,,
28185,29,,
28186,29,,
28187,29,,
28189,29,,
28191,29,,
28194,27,,
28195,29,,
28196,29,,
28200,29,,
28202,31,,
28205,29,,
28206,29,,
28208,27,,
28211,31,,
28213,27,,
28215,24,,
28217,29,,
28221,17,,
28223,17,,
28227,17,,
28228,29,,
2823,23,,
28230,17,,
28231,17,,
28235,,43761,
28236,21,,
2824,23,,
28240,21,,
28247,17,,
28248,17,,
28250,19,,
28256,24,,
28257,29,,
28258,29,,
2826,23,,
28264,1,,
28266,29,,
28267,29,,
28271,29,,
28276,29,,
28278,29,,
2828,23,,
28282,2,,
28283,29,,
28285,29,,
28288,2,,
28291,29,,
28293,29,,
28295,27,,
28297,29,,
28298,17,,
28301,30,,
28304,29,,
28307,17,,
28310,29,,
28314,29,,
28317,24,,
2832,23,,
28322,1,,
28324,29,,
28326,29,,
28327,29,,
28328,29,,
2833,23,,
28330,29,,
28346,31,,
28347,29,,
28349,17,,
28352,21,,
28355,18,,
28356,18,,
28358,1,,
28360,30,,
28363,31,,
28365,2,,
28366,34,,
28368,1,,
28373,29,,
28378,1,,
2838,23,,
28383,8,,
28384,29,,
28386,29,,
28389,31,,
28391,29,,
28396,24,,
28399,24,,
28405,8,,
28406,8,,
28412,1,,
28416,31,,
28418,13,,
28420,1,,
28421,1,,
28424,15,,
28427,27,,
28432,27,,
28434,24,,
28436,30,,
28443,24,,
28445,1,,
28447,26,,
28448,26,,
28452,8,,
28457,8,,
28460,2,,
28463,24,,
28464,24,,
28465,31,,
28473,19,,
28474,19,,
28475,2,,
28489,30,,
2849,9,,
28490,30,,
28491,30,,
28493,22,,
28496,30,,
28497,18,,
28499,32,,
28503,34,,
28504,15,,
28505,10,,
28506,30,,
28509,5,,
28530,31,,
28536,10,,
2854,23,,
28540,31,,
28550,29,,
28552,10,,
28553,2,,
28555,2,,
2856,9,,
28562,31,,
28566,30,,
28567,29,,
28578,2,,
28580,30,,
28582,24,,
2859,9,,
28590,15,,
28593,31,,
28603,29,,
28604,29,,
28606,2,,
28608,34,,
28621,24,,
28625,2,,
2864,23,,
2865,23,,
28653,12,,
28657,1,,
28658,24,,
28684,27,,
28690,24,,
28698,10,,
28709,24,,
28718,17,,
2872,9,,
28722,29,,
28724,17,,
28728,1,,
2873,9,,
28733,29,,
28734,29,,
28738,24,,
28742,18,,
28743,1,,
28745,21,,
28755,30,,
28762,1,,
28763,1,,
28765,13,,
28768,21,,
28769,21,,
28770,1,,
28772,18,,
28775,22,,
28776,22,,
2878,6,,
28782,21,,
28784,24,,
28786,1,,
2879,6,,
28792,1,,
28793,32,,
28796,22,,
28825,18,,
28832,27,,
28835,27,,
28837,1,,
28838,23,,
28839,29,,
28842,34,,
28845,13,,
28848,21,,
28850,29,,
28853,22,,
28855,27,,
28859,20,,
28862,29,,
28864,29,,
28867,1,,
28868,1,,
28873,29,,
28876,24,,
28878,21,,
28881,1,,
28882,21,,
28884,1,,
28890,21,,
28891,21,,
28892,29,,
28897,29,,
28904,24,,
28905,1,,
28906,29,,
28909,29,,
2891,4,,
28913,17,,
2892,4,,
28927,27,,
28928,1,,
28932,1,,
28933,1,,
28935,24,,
28938,9,,
2894,4,,
28943,27,,
28944,27,,
28946,1,,
28947,27,,
28950,8,,
28952,1,,
28959,1,,
28960,1,,
28961,21,,
28962,21,,
28964,27,,
28967,24,,
2897,4,,
28970,27,,
28975,27,,
28976,21,,
28978,27,,
28979,27,,
28980,27,,
28981,21,,
28983,27,,
28993,24,,
28994,24,,
290,2,,
29000,21,,
29005,1,,
29010,17,,
29011,27,,
29016,1,,
29018,31,,
29020,29,,
29023,27,,
29027,24,,
29034,13,,
29035,13,,
2904,23,,
29041,24,,
29042,27,,
29045,1,,
29048,24,,
29052,31,,
29053,26,,
29055,27,,
29058,29,,
29062,29,,
29064,1,,
29066,24,,
29067,24,,
29073,17,,
29074,29,,
29075,29,,
29081,29,,
29088,21,,
29090,24,,
29095,24,,
29097,29,,
29098,29,,
29101,2,,
29103,1,,
29104,1,,
29113,24,,
29114,24,,
29115,21,,
29116,21,,
29120,1,,
29122,21,,
29136,29,,
29137,29,,
29143,29,,
29146,1,,
29147,1,,
29148,21,,
29150,27,,
29157,29,,
29158,29,,
29159,29,,
29162,1,,
29163,1,,
29165,1,,
29167,24,,
29168,29,,
29169,31,,
29173,2,,
29175,13,,
29177,29,,
29182,8,,
29186,1,,
29187,29,,
29191,17,,
29193,24,,
29194,24,,
29201,1,,
29202,21,,
29205,1,,
29206,1,,
2921,6,,
29210,1,,
29219,27,,
2922,6,,
29223,17,,
29230,21,,
29232,24,,
29235,29,,
29237,29,,
29242,12,,
29247,29,,
29250,29,,
29253,8,,
29254,27,,
29255,13,,
29258,29,,
2926,6,,
29262,27,,
29265,27,,
29266,8,,
2927,6,,
29279,29,,
29280,29,,
29282,27,,
29283,17,,
29291,17,,
29293,1,,
29294,24,,
29296,27,,
29298,17,,
2930,23,,
29302,17,,
29309,29,,
2931,23,,23
29313,17,,
29316,17,,
29319,17,,
29321,29,,
29324,29,,
29325,29,,
29329,17,,
2933,23,,
29339,17,,
2934,23,,
29342,17,,
29344,30,,
29345,17,,
29350,17,,
29354,28,,
29361,1,,
29364,29,,
29366,34,,
29368,29,,
29373,21,,
29377,29,,
29390,27,,
29393,1,,
29394,1,,
29396,21,,
29400,29,,
29407,29,,
29413,17,,
2942,23,,
29421,17,,
29423,29,,
29429,24,,
29431,8,,
29437,29,,
29438,29,,
29440,,43761,
29447,27,,
29448,27,,
29450,17,,
29458,18,,
29460,18,,
29461,27,,
29467,27,,
29469,18,,
29470,30,,
29476,17,,
29480,1,,
29484,34,,
29485,13,,
29496,21,,
29498,29,,
2950,23,,
29508,17,,
29530,29,,
29538,1,,
29550,1,,
29567,1,,
29570,1,,
29577,18,,
29579,1,,
29582,18,,
29590,1,,
29591,1,,
29592,1,,
29602,24,,
29604,9,,
29607,1,,
29612,1,,
29615,1,,
29623,29,,
29625,1,,
29637,1,,
29658,30,,
29684,35,,
29689,5,,
29693,29,,
29694,29,,
29695,29,,
29697,29,,
29704,29,,
29724,30,,
29725,30,,
29775,29,,
29776,29,,
29786,8,,
29790,29,,
29791,29,,
29794,24,,
29795,29,,
29821,29,,
29823,24,,
29843,8,,
29852,8,,
29863,13,,
29867,24,,
29875,29,,
29891,29,,
29899,13,,
29901,13,,
29912,29,,
2992,35,,
29921,24,,
2993,35,,
2994,35,,
29940,29,,
29949,29,,
29955,1,,
2996,35,,
2997,35,,
29980,30,,
3,26,,
300,21,,
30004,,43761,
30045,6,,
30046,6,,
3005,23,,
30051,8,,
30053,8,,
30064,24,,
30066,8,,
30068,8,,
3008,23,,
30083,2,,
30085,2,,
30093,31,,
301,21,,
3011,23,,
3012,9,,
30121,29,,
30124,30,,
30130,30,,
30132,29,,
30134,23,,
30135,23,,
30138,15,,
3014,9,,
30140,32,,
30141,28,,
30143,30,,
30148,29,,
3015,9,,
30150,30,,
30154,29,,
30155,8,,
30158,2,,
30159,2,,
30161,29,,
30163,2,,
30168,2,,
30169,29,,
30171,2,,
30173,30,,
30180,22,,
30181,32,,
30188,25,,
30192,12,,
30195,2,,
3020,9,,
30202,8,,
30207,5,,
30208,5,,
30222,22,,
30232,8,,
30235,22,,
30237,7,,
30246,2,,
30249,27,,
30251,28,,
30253,21,,
30254,21,,
30256,17,,
30259,18,,
30264,18,,
30275,21,,
30282,25,,
30297,25,,
30300,25,,
30303,28,,
30304,28,,
30318,24,,
30332,31,,
30333,24,,
30335,31,,
30338,31,,
30342,28,,
30346,2,,
30350,2,,
30357,31,,
3036,23,,
30376,29,,
30403,1,,
30409,13,,
3041,23,,
30430,28,,
3044,23,,
3053,9,,
3055,9,,
3060,9,,
3063,35,,
3067,35,,
3069,35,,
307,8,,
3070,9,,
3073,9,,
3085,4,,
3086,4,,
30864,2,,
30865,2,,
30866,21,,
30867,21,,21
30868,24,,
30869,2,,
30870,2,,
30871,8,,
30872,12,,
30873,12,,
30874,25,,
30875,2,,
30876,25,,
30877,21,,
30878,21,,
30879,21,,
30880,9,,
30881,25,,
30882,25,,
30883,25,,
30884,30,,
30885,4,,
30886,9,,
30887,9,,
30888,12,,
30889,12,,
30890,12,,
30891,9,,
30892,9,,
30893,9,,
30894,9,,
30895,9,,
30896,9,,
30897,26,,
30898,9,,
30899,9,,
30900,9,,
30901,9,,
30902,9,,
30903,9,,
30904,9,,
30905,9,,
30906,9,,
30907,9,,
30908,9,,
30909,9,,
3091,35,,
30910,9,,
30911,9,,
30912,9,,
30913,5,,
30914,24,,
30915,24,,
30916,24,,
30917,5,,
30918,5,,
30919,5,,
3092,35,,
30920,23,,
30921,23,,
30922,9,,
30923,9,,
30924,24,,
30925,24,,
30926,24,,
30927,35,,
30928,35,,
30929,25,,
30930,25,,
30931,25,,
30932,12,,
30933,23,,
30934,23,,
30935,22,,
30936,22,,
30937,23,,
30938,21,,
30939,23,,
30940,23,,
30941,23,,
30942,23,,
30943,23,,
30944,23,,
30945,9,,
30946,9,,
30947,9,,
30948,24,,
30949,24,,
3095,9,,
30950,7,,
30951,21,,
30952,10,,
30953,30,,
30954,28,,
30955,28,,
30957,28,,
30958,28,,
30959,12,,
3096,9,,
30960,12,,
30961,5,,
30962,5,,
30963,23,,
30964,24,,
30965,9,,
30966,9,,
30967,2,,
30968,24,,
30969,30,,
30970,2,,
30971,2,,
30972,2,,
30973,2,,
30974,23,,
30975,13,,
30976,23,,
30977,9,,
30978,12,,
30979,23,,
30980,23,,
30981,23,,
30982,13,,
30983,24,,
30984,12,,
30985,12,,
30986,2,,
30987,25,,
30988,12,,
30989,1,,
30990,5,,
30991,23,,
30992,12,,
30993,3,,
30994,12,,
30995,24,,24
30996,12,,
30997,12,,
30998,12,,
30999,12,,
310,21,,
31000,8,,
31001,12,,
31002,12,,
31003,2,,
31004,2,,
31005,2,,
31006,2,,
31007,2,,
31008,7,,
31009,7,,
31010,7,,
31011,7,,
31012,1,,
31013,7,,
31015,7,,
31016,6,,
31017,2,,
31018,6,,
31019,9,,
31020,6,,
31021,7,,
31022,7,,
31023,7,,
31024,6,,
31025,6,,
31026,6,,
31027,2,,
31028,2,,
31029,2,,
31030,25,,
31031,5,,
31032,7,,
31033,7,,
31034,21,,
31035,21,,
31036,7,,
31037,6,,
31038,28,,
31039,2,,
31040,2,,
31041,25,,
31042,32,,
31043,32,,
31044,5,,
31045,2,,
31046,1,,
31047,21,,
31048,21,,
31049,25,,
31050,25,,
31051,28,,
31052,28,,
31053,28,,
31054,28,,
31055,21,,
31056,21,,
31057,9,,
31058,9,,
31059,32,,
31060,32,,
31061,7,,
31062,7,,
31063,7,,
31064,28,,
31065,28,,
31066,28,,
31067,9,,
31068,9,,
31069,9,,
31070,9,,
31071,9,,
31072,9,,
31073,9,,
31074,32,,
31075,32,,
31076,7,,
31077,7,,
31078,7,,
31079,7,,
31080,23,,
31081,23,,
31082,32,,
31083,23,,
31084,7,,
31085,7,,
31086,23,,
31087,23,,
31088,23,,
31089,23,,
31090,2,,
31091,7,,
31092,23,,
31093,23,,
31094,23,,
31095,23,,
31096,23,,
31097,23,,
31098,23,,
31099,1,,
311,21,,
31100,6,,
31101,25,,
31102,23,,
31103,23,,
31104,23,,
31105,23,,
31106,23,,
31107,23,,
31108,9,,
31109,23,,
31110,23,,
31111,25,,
31112,7,,
31113,6,,
31114,6,,
31115,6,,
31116,6,,
31117,12,,
31118,12,,
31119,12,,
31120,9,,
31121,9,,
31122,25,,
31123,23,,
31124,9,,
31125,2,,
31126,2,,
31127,2,,
31128,2,,
31129,7,,
31130,7,,
31131,7,,
31132,7,,
31133,7,,
31134,7,,
31135,7,,
31136,7,,
31137,6,,
31138,29,,
31139,22,,
31140,17,,
31141,35,,
31142,35,,
31143,7,,
31144,2,,
31145,2,,
31146,2,,
31147,2,,
31148,2,,
31149,2,,
31150,2,,
31151,29,,
31152,12,,
31153,9,,
31154,9,,
31155,1,,
31156,1,,
31157,1,,
31158,1,,
31159,34,,
31160,34,,
31161,34,,
31162,6,,
31163,6,,
31164,6,,
31165,1,,
31166,1,,
31167,13,,
31168,13,,
31169,1,,
31170,1,,
31171,1,,
31172,1,,
31173,34,,
31174,34,,
31175,27,,
31176,27,,
31177,34,,
31178,1,,
31179,1,,
31180,34,,
31181,34,,
31182,1,,
31183,1,,
31184,21,,
31185,21,,
31186,21,,
31187,9,,
31188,9,,
31189,29,,
31190,9,,
31191,9,,
31192,29,,
31193,23,,
31194,9,,
31195,9,,
31196,2,,
31197,2,,
31198,23,,
312,21,,
31200,25,,
31201,29,,
31202,29,,
31203,23,,
31204,23,,
31205,23,,
31206,25,,
31207,6,,
31208,26,,
31209,17,,
31210,17,,
31211,17,,
31212,29,,
31213,7,,
31214,28,,
31215,23,,
31216,23,,
31217,23,,
31218,23,,
31219,23,,
31220,23,,
31221,23,,
31222,23,,
31223,23,,
31224,23,,
31225,23,,
31226,23,,
31227,12,,
31228,23,,
31229,23,,
3123,14,,
31230,30,,
31231,24,,
31232,28,,
31233,29,,
31234,29,,
31235,9,,
31236,9,,
31237,27,,
31238,9,,
31239,9,,
3124,14,,
31240,29,,
31241,29,,
31242,29,,
31243,12,,
31244,12,,
31245,2,,
31247,9,,
31248,9,,
31249,1,,
3125,14,,
31250,23,,
31251,29,,
31252,29,,
31253,29,,
31254,23,,
31255,4,,
31256,4,,
31257,5,,
31258,5,,
31260,24,,
31261,24,,
31262,24,,
31263,24,,
31264,2,,
31265,2,,
31266,9,,
31267,2,,
31268,12,,
31269,12,,
31270,24,,
31271,32,,
31272,3,,
31273,7,,
31274,13,,
31275,24,,
31276,24,,
31277,23,,
31278,24,,
31279,24,,
31280,24,,
31281,25,,
31282,1,,
31283,1,,
31284,16,,
31285,28,,
31286,28,,
31287,19,,
31288,19,,
31289,9,,
31290,9,,
31291,6,,
31292,21,,
31293,21,,
31295,24,,
31296,24,,
31297,24,,
31298,32,,
31299,23,,
313,21,,
31300,23,,
31301,1,,
31302,24,,
31303,28,,
31304,28,,
31305,28,,
31306,24,,
31307,24,,
31308,29,,
31309,29,,
31310,13,,
31311,7,,
31312,7,,
31313,6,,
31314,6,,
31315,6,,
31317,32,,
31318,32,,
31319,32,,
31320,32,,
31321,32,,
31322,32,,
31323,12,,
31324,28,,
31325,29,,
31326,18,,
31327,21,,
31328,32,,
31329,32,,
31330,24,,
31331,9,,
31332,9,,
31335,9,,
31336,28,,
31337,28,,
31338,30,,
31339,13,,
31340,13,,
31341,28,,
31342,28,,
31343,9,,
31344,9,,
31345,9,,
31346,0,,
31347,23,,
31348,25,,
31349,9,,
31350,9,,
31351,24,,
31352,24,,
31353,9,,
31354,1,,
31355,9,,
31356,9,,
31357,9,,
31358,9,,
31359,9,,
31360,28,,
31361,28,,
31362,29,,
31363,21,,
31364,9,,
31365,24,,
31366,32,,
31367,9,,
31368,0,,
31369,0,,
31370,13,,
31371,4,,
31372,25,,
31373,25,,
31374,25,,
31375,25,,
31376,7,,
31377,7,,
31378,7,,
31379,32,,
31380,17,,
31381,29,,
31382,7,,
31383,25,,
31384,23,,
31385,12,,
31386,21,,
31387,23,,
31388,6,,
31389,24,,
31390,1,,
31391,17,,
31392,1,,
31393,28,,
31394,25,,
31395,25,,
31396,2,,2
31397,24,,
31398,24,,
31399,24,,
314,21,,
3140,4,,
31400,7,,
31401,2,,
31403,1,,
31404,25,,
31405,25,,
31406,7,,
31407,7,,
31408,7,,
31409,25,,
31410,18,,
31411,28,,
31412,28,,
31413,28,,
31414,7,,
31415,2,,
31416,7,,
31417,25,,
31419,25,,
31420,9,,
31421,9,,
31422,9,,
31423,31,,
31424,7,,
31425,5,,
31426,7,,
31427,21,,
31428,32,,
31429,12,,
31430,12,,
31431,2,,
31432,34,,
31433,7,,
31434,7,,
31435,7,,
31436,7,,
31437,7,,
31438,32,,
31439,27,,
31440,21,,
31441,27,,
31442,7,,
31443,7,,
31444,9,,
31445,7,,
31446,7,,
31447,30,,
31448,7,,
31449,7,,
31450,7,,
31451,28,,
31452,23,,
31453,21,,
31454,1,,
31455,12,,
31456,12,,
31457,7,,
31458,7,,
31459,7,,
3146,4,,
31460,2,,
31461,2,,
31462,1,,
31463,28,,
31464,28,,
31465,28,,
31466,28,,
31467,6,,
31468,6,,
31469,6,,
31470,19,,
31471,23,,
31472,6,,
31473,9,,
31474,9,,
31475,21,,
31476,23,,
31477,23,,
31478,2,,
31479,2,,
31480,12,,
31481,1,,
31483,7,,
31484,28,,
31485,1,,
31486,1,,
31487,1,,
31488,35,,
31489,12,,
3149,4,,
31490,2,,
31491,15,,
31492,12,,
31495,9,,
31496,9,,
31497,1,,
31498,30,,
31499,9,,
31500,9,,
31501,9,,
31502,7,,
31503,7,,
31504,7,,
31505,28,,
31506,7,,
31507,7,,
31508,7,,
31509,7,,
31510,27,,
31511,27,,
31512,27,,
31513,27,,
31514,27,,
31515,27,,
31516,27,,
31517,21,,
31518,27,,
31519,27,,
31520,35,,
31521,27,,
31522,25,,
31523,27,,
31524,14,,
31525,14,,
31526,28,,
31527,23,,
31528,23,,
31529,23,,
31531,25,,
31532,27,,
31533,27,,
31534,27,,
31535,12,,
31536,27,,
31537,9,,
31538,30,,
31539,13,,
31540,23,,
31541,23,,
31542,23,,
31543,25,,
31544,26,,
31545,26,,
31547,25,,
31548,25,,
31549,25,,
31550,25,,
31551,28,,
31552,28,,
31553,27,,
31554,12,,
31555,27,,
31556,12,,
31557,12,,
31558,12,,
31559,20,,
31560,12,,
31561,12,,
31562,27,,
31564,9,,
31565,9,,
31566,27,,
31569,16,,
31572,27,,
31573,27,,
31574,13,,
31575,27,,
31576,27,,
31577,27,,
31578,27,,
31579,27,,
3158,23,,
31580,6,,
31581,6,,
31582,23,,
31583,23,,
31584,23,,
31585,23,,
31586,23,,
31587,23,,
31588,23,,
31589,23,,
31590,23,,
31591,4,,
31592,23,,
31593,23,,
31594,23,,
31595,23,,
31596,28,,
31597,28,,
31598,32,,
31599,8,,
316,20,,
31600,6,,
31601,2,,
31602,5,,
31603,5,,
31604,9,,
31605,7,,
31606,7,,
31607,6,,
31608,6,,
31609,7,,
31610,21,,
31611,13,,
31612,3,,
31613,11,,
31614,11,,
31615,1,,
31616,1,,
31617,27,,
31618,12,,
31619,24,,
31620,13,,
31621,27,,
31622,1,,
31623,28,,
31624,27,,
31625,27,,
31626,27,,
31627,7,,
31628,7,,
31629,7,,
31630,25,,
31631,25,,
31632,28,,
31633,2,,
31634,25,,
31635,21,,
31636,22,,
31637,22,,
31638,2,,
31639,21,,
31640,1,,
31641,9,,
31642,25,,
31643,25,,
31644,25,,
31646,28,,
31647,12,,
31648,21,,
31649,7,,
31650,7,,
31651,21,,
31652,6,,
31653,6,,
31654,1,,
31655,29,,
31656,29,,
31657,20,,
31658,20,,
31659,1,,
31660,21,,
31661,7,,
31662,7,,
31663,24,,
