bus_id,cluster,medoid_idx
47355,6,47371
47358,6,47371
47359,6,47371
47360,6,47371
47361,6,47371
47362,1,48178
47363,1,48178
47364,1,48178
47365,6,47371
47366,6,47371
47367,6,47371
47368,6,47371
47369,16,47594
47370,6,47371
47371,6,47371
47372,6,47371
47373,6,47371
47374,1,48178
47375,1,48178
47376,1,48178
47377,1,48178
47378,1,48178
47379,1,48178
47380,9,47578
47381,9,47578
47382,9,47578
47383,9,47578
47384,9,47578
47385,9,47578
47386,9,47578
47387,9,47578
47388,16,47594
47389,9,47578
47390,16,47594
47391,6,47371
47392,16,47594
47393,1,48178
47394,16,47594
47395,16,47594
47396,16,47594
47397,7,47399
47398,7,47399
47399,7,47399
47400,7,47399
47401,29,48330
47402,7,47399
47403,7,47399
47404,27,47408
47405,17,48149
47406,17,48149
47407,17,48149
47408,27,47408
47409,27,47408
47410,27,47408
47411,16,47594
47412,16,47594
47413,7,47399
47414,26,47765
47415,26,47765
47416,26,47765
47417,26,47765
47418,26,47765
47419,5,48329
47420,5,48329
47421,5,48329
47422,5,48329
47423,5,48329
47424,5,48329
47425,5,48329
47426,5,48329
47427,5,48329
47428,5,48329
47429,5,48329
47430,5,48329
47431,5,48329
47432,5,48329
47433,5,48329
47434,33,47479
47435,5,48329
47436,5,48329
47437,33,47479
47438,5,48329
47439,34,48211
47440,27,47408
47441,34,48211
47442,34,48211
47443,11,47450
47444,11,47450
47445,11,47450
47446,0,48156
47447,0,48156
47448,11,47450
47449,11,47450
47450,11,47450
47451,11,47450
47452,11,47450
47453,4,48331
47454,4,48331
47455,4,48331
47456,4,48331
47457,4,48331
47458,4,48331
47459,12,47625
47460,27,47408
47461,27,47408
47462,27,47408
47463,27,47408
47464,35,48137
47465,35,48137
47466,35,48137
47467,35,48137
47468,27,47408
47469,27,47408
47470,27,47408
47471,1,48178
47472,1,48178
47473,1,48178
47474,32,47491
47475,28,48347
47476,28,48347
47477,33,47479
47478,33,47479
47479,33,47479
47480,33,47479
47481,33,47479
47482,13,48153
47483,13,48153
47484,13,48153
47485,13,48153
47486,23,48366
47487,9,47578
47488,9,47578
47489,9,47578
47490,9,47578
47491,32,47491
47492,32,47491
47493,32,47491
47494,32,47491
47495,30,47510
47496,30,47510
47497,30,47510
47498,30,47510
47499,30,47510
47500,30,47510
47501,30,47510
47502,30,47510
47503,21,47777
47504,21,47777
47505,21,47777
47506,19,47506
47507,19,47506
47508,30,47510
47509,30,47510
47510,30,47510
47511,35,48137
47512,35,48137
47513,12,47625
47514,12,47625
47515,25,47547
47516,25,47547
47517,10,48298
47518,12,47625
47519,25,47547
47520,25,47547
47521,17,48149
47522,25,47547
47523,25,47547
47524,18,47524
47525,18,47524
47526,20,47527
47527,20,47527
47528,3,47533
47529,3,47533
47530,3,47533
47531,3,47533
47532,3,47533
47533,3,47533
47534,3,47533
47535,3,47533
47536,3,47533
47537,3,47533
47538,3,47533
47539,3,47533
47540,3,47533
47541,25,47547
47542,3,47533
47543,3,47533
47544,3,47533
47545,0,48156
47546,25,47547
47547,25,47547
47548,12,47625
47549,12,47625
47550,27,47408
47551,16,47594
47552,16,47594
47553,25,47547
47554,25,47547
47555,17,48149
47556,17,48149
47557,29,48330
47558,25,47547
47559,25,47547
47560,25,47547
47561,29,48330
47562,29,48330
47563,29,48330
47564,29,48330
47565,29,48330
47566,25,47547
47567,25,47547
47568,16,47594
47569,25,47547
47570,25,47547
47571,25,47547
