bus_id,cluster,medoid_idx
47695,50,47697
47696,50,47697
47697,50,47697
47698,31,48088
47699,50,47697
47700,69,48188
47701,31,48088
47702,31,48088
47703,31,48088
47704,31,48088
47705,31,48088
47706,31,48088
47707,14,48123
47708,14,48123
47709,14,48123
47710,14,48123
47711,6,47713
47712,6,47713
47713,6,47713
47714,35,48213
47715,35,48213
47716,35,48213
47717,35,48213
47718,35,48213
47719,6,47713
47720,6,47713
47721,6,47713
47722,35,48213
47723,63,47724
47724,63,47724
47725,10,48325
47726,10,48325
47727,10,48325
47728,58,47731
47729,10,48325
47730,58,47731
47731,58,47731
47732,58,47731
47733,58,47731
47734,58,47731
47735,69,48188
47736,58,47731
47737,69,48188
47738,69,48188
47739,69,48188
47740,69,48188
47741,69,48188
47742,69,48188
47743,69,48188
47744,69,48188
47745,81,47671
47746,5,47646
47747,58,47731
47748,16,47682
47749,16,47682
47750,26,47417
47751,15,48153
47752,15,48153
47753,38,48100
47754,38,48100
47755,45,48366
47756,45,48366
47757,32,47761
47758,26,47417
47759,26,47417
47760,26,47417
47761,32,47761
47762,32,47761
47763,57,47763
47764,57,47763
47765,26,47417
47766,26,47417
47767,73,47767
47768,73,47767
47769,73,47767
47770,79,48235
47771,79,48235
47772,79,48235
47773,79,48235
47774,8,48137
47775,8,48137
47776,79,48235
47777,79,48235
47778,82,47780
47779,82,47780
47780,82,47780
47781,78,47782
47782,78,47782
47783,78,47782
47784,26,47417
47785,79,48235
47786,2,48139
47787,2,48139
47788,27,47506
47790,62,48058
47791,55,47597
47792,13,47408
47793,13,47408
47794,13,47408
47795,13,47408
47796,13,47408
47797,13,47408
47798,9,47845
47799,9,47845
47800,9,47845
47801,42,48372
47802,42,48372
47803,48,47556
47804,9,47845
47805,9,47845
47806,9,47845
47807,36,47807
47809,65,48085
47835,11,47626
47836,11,47626
47841,8,48137
47844,41,47844
47845,9,47845
47846,3,47531
47847,65,48085
47848,11,47626
47849,11,47626
47851,25,47578
47853,58,47731
47856,19,47936
47857,19,47936
47862,61,47515
47865,50,47697
47866,0,48087
47870,61,47515
47877,11,47626
47881,58,47731
47884,21,48330
47892,31,48088
47898,0,48087
47910,8,48137
47911,6,47713
47912,11,47626
47915,55,47597
47930,54,47968
47933,16,47682
47936,19,47936
47937,19,47936
47966,71,47966
47967,69,48188
47968,54,47968
48014,18,48128
48022,18,48128
48046,59,47376
48053,6,47713
48054,6,47713
48058,62,48058
48059,16,47682
48062,5,47646
48063,70,48212
48069,59,47376
48071,84,48314
48072,75,48382
48082,78,47782
48083,50,47697
48085,65,48085
48087,0,48087
48088,31,48088
48089,29,47512
48091,59,47376
48093,31,48088
48094,47,47688
48096,85,48327
48097,46,47614
48099,15,48153
48100,38,48100
48101,0,48087
48106,70,48212
48107,25,47578
48108,58,47731
48109,18,48128
48111,28,48111
48113,59,47376
48114,58,47731
48122,45,48366
48123,14,48123
48124,51,48263
48128,18,48128
48130,0,48087
48133,34,47491
48134,27,47506
48137,8,48137
48139,2,48139
48142,60,48142
48147,0,48087
48149,48,47556
48152,29,47512
48153,15,48153
48154,49,47420
48156,69,48188
48157,26,47417
48161,16,47682
48163,33,48163
48173,8,48137
48174,80,47426
48177,70,48212
48178,46,47614
48182,60,48142
48184,65,48085
48185,65,48085
48188,69,48188
48189,0,48087
48192,53,48211
48196,70,48212
48204,61,47515
48207,16,47682
48211,53,48211
48212,70,48212
48213,35,48213
48215,22,48215
48216,62,48058
48219,70,48212
48220,26,47417
48222,66,47499
48223,45,48366
48226,1,47662
48233,72,47381
48235,79,48235
48236,15,48153
48240,17,48240
48249,81,47671
48250,70,48212
48251,8,48137
48254,4,48254
48255,44,47562
48259,66,47499
48263,51,48263
48264,25,47578
48265,42,48372
48268,19,47936
48269,5,47646
48270,2,48139
48272,61,47515
48283,58,47731
48289,39,47403
48290,25,47578
48292,78,47782
48298,47,47688
48299,7,47576
48311,15,48153
48314,84,48314
48316,78,47782
48317,23,48317
48323,53,48211
48325,10,48325
48327,85,48327
48329,49,47420
48330,21,48330
48331,23,48317
48332,75,48382
48335,56,48335
48336,84,48314
48337,33,48163
48347,36,47807
48353,3,47531
48366,45,48366
48371,23,48317
48372,42,48372
48378,42,48372
48382,75,48382
48383,38,48100
48428,6,47713
48536,19,47936
48537,79,48235
48538,61,47515
48539,37,48539
48540,11,47626
48544,12,48544
48548,30,47480
48551,34,47491
48552,6,47713
48553,32,47761
48554,55,47597
48556,11,47626
48622,30,47480
