bus_id,cluster,medoid_idx
47594,7,47609
47595,250,47595
47596,38,47427
47597,280,47599
47598,280,47599
47599,280,47599
47600,280,47599
47601,223,48303
47602,171,47607
47603,280,47599
47604,280,47599
47605,280,47599
47606,142,47606
47607,171,47607
47608,262,47608
47609,7,47609
47610,125,47383
47611,58,47611
47612,183,48568
47613,198,47613
47614,198,47613
47615,110,47880
47616,108,48142
47617,95,48028
47618,284,47618
47619,4,47619
47620,189,47620
47621,198,47613
47622,198,47613
47623,283,48233
47624,248,47624
47625,203,47626
47626,203,47626
47627,173,47627
47628,87,47628
47629,168,48147
47630,168,48147
47631,197,47377
47632,254,47378
47633,107,47633
47634,270,47634
47635,219,48247
47636,179,47636
47637,1,47637
47638,186,47638
47639,10,47640
47640,10,47640
47641,83,48072
47642,267,47418
47643,43,47859
47644,50,47644
47645,138,47564
47646,259,47646
47647,0,47647
47648,259,47646
47649,227,47650
47650,227,47650
47651,16,47651
47652,68,47652
47653,268,47747
47654,132,47654
47655,25,48206
47656,25,48206
47657,25,48206
47658,261,47664
47659,128,48337
47660,149,47660
47661,163,48283
47662,261,47664
47663,261,47664
47664,261,47664
47665,143,47665
47666,143,47665
47667,212,47459
47668,19,48156
47669,247,48196
47670,19,48156
47671,100,47671
47672,100,47671
47673,247,48196
47674,101,47674
47675,269,47675
47676,74,48193
47677,48,47678
47678,48,47678
47679,176,47679
47680,273,47762
47681,74,48193
47682,48,47678
47683,243,47683
47684,274,47684
47685,273,47762
47686,123,47686
47687,146,47688
47688,146,47688
47689,216,47982
47690,231,47690
47691,94,47691
47692,123,47686
47693,123,47686
47694,8,48277
47695,273,47762
47696,112,47699
47697,93,47697
47698,34,47702
47699,112,47699
47700,112,47699
47701,34,47702
47702,34,47702
47703,133,47703
47704,237,47704
47705,34,47702
47706,170,48108
47707,170,48108
47708,170,48108
47709,118,48097
47710,118,48097
47711,229,47711
47712,241,47712
47713,118,48097
47714,137,47714
47715,160,47715
47716,81,47716
47717,260,47906
47718,195,47718
47719,81,47716
47720,39,47720
47721,9,48137
47722,234,47722
47723,9,48137
47724,129,47724
47725,32,47725
47726,157,47726
47727,32,47725
47728,160,47715
47729,49,48227
47730,49,48227
47731,194,47734
47732,194,47734
47733,194,47734
47734,194,47734
47735,194,47734
47736,141,47736
47737,27,47737
47738,72,47738
47739,36,47740
47740,36,47740
47741,224,47741
47742,6,47742
47743,224,47741
47744,169,47895
47745,268,47747
47746,185,47746
47747,268,47747
47748,244,48297
47749,44,48202
47750,150,48128
47751,217,47753
47752,217,47753
47753,217,47753
47754,136,47754
47755,217,47753
47756,54,47757
47757,54,47757
47758,115,47758
47759,115,47758
47760,261,47664
47761,111,47761
47762,273,47762
47763,112,47699
47764,228,47764
47765,3,48167
47766,99,48325
47767,144,47499
47768,51,48114
47769,204,47769
47770,204,47769
47771,122,47771
47772,201,47772
47773,92,47798
47774,220,48234
47775,122,47771
47776,122,47771
47777,45,47777
47778,266,47778
47779,253,47779
47780,156,48171
47781,107,47633
47782,207,47782
47783,207,47782
47784,97,47784
47785,97,47784
47786,145,47786
47787,192,47790
47788,265,47789
47789,265,47789
47790,192,47790
47791,192,47790
47792,126,47792
47793,76,47793
47794,178,47794
47795,80,48096
47796,79,48330
47797,222,47797
47798,92,47798
47799,5,48249
47800,164,48284
47801,21,48153
47802,278,47802
47804,138,47564
47805,138,47564
47806,138,47564
47807,138,47564
47808,221,47809
47809,221,47809
47810,267,47418
47811,267,47418
47812,140,47813
47813,140,47813
47814,22,47814
47815,140,47813
47816,61,48386
47817,14,47570
47818,213,47571
47819,213,47571
47820,213,47571
47821,23,47821
47823,91,48099
47849,10,47640
47850,10,47640
47855,40,48151
47858,68,47652
47859,43,47859
47860,246,47556
47861,65,47437
47862,258,47862
47863,258,47862
47865,196,47865
47867,244,48297
47870,50,47644
47871,50,47644
47876,158,47583
47879,118,48097
47880,110,47880
47884,172,48552
47891,186,47638
47895,169,47895
47898,184,47898
47906,260,47906
47912,198,47613
47924,265,47789
47925,194,47734
47926,10,47640
47929,138,47564
47944,231,47690
47947,191,48073
47950,264,47951
47951,264,47951
47980,78,47980
47981,136,47754
47982,216,47982
48028,95,48028
48036,26,48036
48067,131,48068
48068,131,48068
48072,83,48072
48073,191,48073
48076,261,47664
48077,284,47618
48083,64,48105
48085,267,47418
48086,226,47471
48096,80,48096
48097,118,48097
48099,91,48099
48101,63,48203
48102,195,47718
48103,62,47526
48105,64,48105
48107,39,47720
48108,170,48108
48110,98,47462
48111,286,48111
48113,3,48167
48114,51,48114
48115,275,48115
48120,284,47618
48121,121,48121
48122,185,47746
48123,26,48036
48125,134,48125
48128,150,48128
48136,204,47769
48137,9,48137
48138,123,47686
48142,108,48142
48144,245,47486
48147,168,48147
48148,161,47521
48151,40,48151
48153,21,48153
48156,19,48156
48161,275,48115
48163,180,47420
48166,62,47526
48167,3,48167
48168,46,47432
48170,136,47754
48171,156,48171
48175,273,47762
48177,116,48177
48187,40,48151
48188,114,48188
48191,125,47383
48192,254,47378
48193,74,48193
48196,247,48196
48198,91,48099
48199,91,48099
48202,44,48202
48203,63,48203
48206,25,48206
48210,209,48210
48218,117,47585
48221,112,47699
48225,261,47664
48226,181,48226
48227,49,48227
48229,105,47457
48230,179,47636
48233,283,48233
48234,220,48234
48236,252,48236
48237,204,47769
48240,269,47675
48247,219,48247
48249,5,48249
48250,3,48167
48254,11,48254
48263,273,47762
48264,251,48264
48265,88,48265
48268,271,48268
48269,213,47571
48273,240,48273
48277,8,48277
48278,196,47865
48279,140,47813
48282,232,48282
48283,163,48283
48284,164,48284
48286,186,47638
48297,244,48297
48303,223,48303
48304,28,48304
48306,215,48306
48312,34,47702
48313,82,47589
48325,99,48325
48328,151,48328
48330,79,48330
48331,24,48331
48337,128,48337
48339,73,48339
48341,148,48341
48343,104,48343
48344,102,48344
48345,41,48345
48346,17,48346
48349,31,48349
48350,267,47418
48351,256,48351
48361,239,48361
48367,187,48367
48380,35,48380
48385,89,48385
48386,61,48386
48392,120,48392
48396,86,48396
48397,135,48397
48442,236,48442
48550,155,47445
48551,249,48551
48552,172,48552
48553,66,48553
48554,10,47640
48558,153,48558
48562,193,48638
48565,85,47505
48566,162,48566
48567,67,48567
48568,183,48568
48570,186,47638
48596,15,48596
48599,242,48599
48638,193,48638
