name,scn_name,bus,type,carrier,p_set
78193 O2,eGon2035,78193,O2,O2,0.0778641095890411
78194 O2,eGon2035,78194,O2,O2,0.06705917808219176
78195 O2,eGon2035,78195,O2,O2,0.07374794520547948
78196 O2,eGon2035,78196,O2,O2,0.07048931506849317
78197 O2,eGon2035,78197,O2,O2,0.06448657534246575
78198 O2,eGon2035,78198,O2,O2,0.06847410958904109
78199 O2,eGon2035,78199,O2,O2,0.059629501369863024
78200 O2,eGon2035,78200,O2,O2,0.07717808219178082
78201 O2,eGon2035,78201,O2,O2,0.09431676164383562
78202 O2,eGon2035,78202,O2,O2,0.07723982465753425
78203 O2,eGon2035,78203,O2,O2,0.024312810958904113
78204 O2,eGon2035,78204,O2,O2,0.04863248219178082
78205 O2,eGon2035,78205,O2,O2,0.08806876712328768
78206 O2,eGon2035,78206,O2,O2,0.05065454794520548
78207 O2,eGon2035,78207,O2,O2,0.029722136986301367
78208 O2,eGon2035,78208,O2,O2,0.05541900821917809
78209 O2,eGon2035,78209,O2,O2,0.08232328767123288
78210 O2,eGon2035,78210,O2,O2,0.09264285479452057
78211 O2,eGon2035,78211,O2,O2,0.06408867945205479
78212 O2,eGon2035,78212,O2,O2,0.07249080000000001
78213 O2,eGon2035,78213,O2,O2,0.05434537534246576
78214 O2,eGon2035,78214,O2,O2,0.07836319452054796
78215 O2,eGon2035,78215,O2,O2,0.06652579178082191
78216 O2,eGon2035,78216,O2,O2,0.07531551780821918
78217 O2,eGon2035,78217,O2,O2,0.05650293150684932
78218 O2,eGon2035,78218,O2,O2,0.06607129863013697
78219 O2,eGon2035,78219,O2,O2,0.17181461917808222
78220 O2,eGon2035,78220,O2,O2,0.08146575342465753
78221 O2,eGon2035,78221,O2,O2,0.05138173698630138
78222 O2,eGon2035,78222,O2,O2,0.051352580821917806
78223 O2,eGon2035,78223,O2,O2,0.06654465753424657
78224 O2,eGon2035,78224,O2,O2,0.0743482191780822
78225 O2,eGon2035,78225,O2,O2,0.04775779726027398
78226 O2,eGon2035,78226,O2,O2,0.06911040000000002
78227 O2,eGon2035,78227,O2,O2,0.07289041095890411
78228 O2,eGon2035,78228,O2,O2,0.058269452054794516
78229 O2,eGon2035,78229,O2,O2,0.07003825205479451
78230 O2,eGon2035,78230,O2,O2,0.11083458630136986
78231 O2,eGon2035,78231,O2,O2,0.04099013698630138
78232 O2,eGon2035,78232,O2,O2,0.04493479452054794
78233 O2,eGon2035,78233,O2,O2,0.07388515068493151
78234 O2,eGon2035,78234,O2,O2,0.07203287671232876
78235 O2,eGon2035,78235,O2,O2,0.042019178082191785
78236 O2,eGon2035,78236,O2,O2,0.07720723835616439
78237 O2,eGon2035,78237,O2,O2,0.07271890410958905
78238 O2,eGon2035,78238,O2,O2,0.07815738630136985
78239 O2,eGon2035,78239,O2,O2,0.04499139178082192
78240 O2,eGon2035,78240,O2,O2,0.07417671232876713
78241 O2,eGon2035,78241,O2,O2,0.06418986849315068
78242 O2,eGon2035,78242,O2,O2,0.0468213698630137
78243 O2,eGon2035,78243,O2,O2,0.06860273972602739
78244 O2,eGon2035,78244,O2,O2,0.055017682191780826
78245 O2,eGon2035,78245,O2,O2,0.05520805479452055
78246 O2,eGon2035,78246,O2,O2,0.061485205479452056
78247 O2,eGon2035,78247,O2,O2,0.04817627397260273
78248 O2,eGon2035,78248,O2,O2,0.050423013698630136
78249 O2,eGon2035,78249,O2,O2,0.1126902904109589
78250 O2,eGon2035,78250,O2,O2,0.03270978630136986
78251 O2,eGon2035,78251,O2,O2,0.05916986301369863
78252 O2,eGon2035,78252,O2,O2,0.05556821917808219
78253 O2,eGon2035,78253,O2,O2,0.05782696438356165
78254 O2,eGon2035,78254,O2,O2,0.024089852054794518
78255 O2,eGon2035,78255,O2,O2,0.04184424109589042
78256 O2,eGon2035,78256,O2,O2,0.047766372602739735
78257 O2,eGon2035,78257,O2,O2,0.0698890410958904
78258 O2,eGon2035,78258,O2,O2,0.06402865205479454
78259 O2,eGon2035,78259,O2,O2,0.07717808219178082
78260 O2,eGon2035,78260,O2,O2,0.07717808219178082
78261 O2,eGon2035,78261,O2,O2,0.07717808219178082
78262 O2,eGon2035,78262,O2,O2,0.07717808219178082
78263 O2,eGon2035,78263,O2,O2,0.04596383561643835
78264 O2,eGon2035,78264,O2,O2,0.034277358904109594
78265 O2,eGon2035,78265,O2,O2,0.03784470136986302
78266 O2,eGon2035,78266,O2,O2,0.07046873424657536
78267 O2,eGon2035,78267,O2,O2,0.05403837808219178
78268 O2,eGon2035,78268,O2,O2,0.06654465753424657
78269 O2,eGon2035,78269,O2,O2,0.03144749589041096
78270 O2,eGon2035,78270,O2,O2,0.05299561643835616
78271 O2,eGon2035,78271,O2,O2,0.06345753424657534
78272 O2,eGon2035,78272,O2,O2,0.0749673589041096
78273 O2,eGon2035,78273,O2,O2,0.0650559780821918
78274 O2,eGon2035,78274,O2,O2,0.06979985753424658
78275 O2,eGon2035,78275,O2,O2,0.06127768219178083
78276 O2,eGon2035,78276,O2,O2,0.05002511780821918
78277 O2,eGon2035,78277,O2,O2,0.005763912328767122
78278 O2,eGon2035,78278,O2,O2,0.07351812602739725
78279 O2,eGon2035,78279,O2,O2,0.04442027397260273
78280 O2,eGon2035,78280,O2,O2,0.056087884931506855
78281 O2,eGon2035,78281,O2,O2,0.05337464657534246
78282 O2,eGon2035,78282,O2,O2,0.03430136986301369
78283 O2,eGon2035,78283,O2,O2,0.047670328767123286
78284 O2,eGon2035,78284,O2,O2,0.11487185753424657
78285 O2,eGon2035,78285,O2,O2,0.027955616438356163
78286 O2,eGon2035,78286,O2,O2,0.05831232876712329
78287 O2,eGon2035,78287,O2,O2,0.058056783561643836
78288 O2,eGon2035,78288,O2,O2,0.04284927123287671
78289 O2,eGon2035,78289,O2,O2,0.03550191780821918
78290 O2,eGon2035,78290,O2,O2,0.0538325698630137
78291 O2,eGon2035,78291,O2,O2,0.0811227397260274
78292 O2,eGon2035,78292,O2,O2,0.08069397260273972
78293 O2,eGon2035,78293,O2,O2,0.05850441643835617
78294 O2,eGon2035,78294,O2,O2,0.03757029041095891
78295 O2,eGon2035,78295,O2,O2,0.03430136986301369
78296 O2,eGon2035,78296,O2,O2,0.06323972054794522
78297 O2,eGon2035,78297,O2,O2,0.05717866849315068
78298 O2,eGon2035,78298,O2,O2,0.0190269698630137
78299 O2,eGon2035,78299,O2,O2,0.052854980821917814
78300 O2,eGon2035,78300,O2,O2,0.031385753424657534
78301 O2,eGon2035,78301,O2,O2,0.05879940821917808
78302 O2,eGon2035,78302,O2,O2,0.06079746301369863
78303 O2,eGon2035,78303,O2,O2,0.03589809863013699
78304 O2,eGon2035,78304,O2,O2,0.05390117260273973
78305 O2,eGon2035,78305,O2,O2,0.030035994520547955
78306 O2,eGon2035,78306,O2,O2,0.04679907397260274
78307 O2,eGon2035,78307,O2,O2,0.05230958904109589
78308 O2,eGon2035,78308,O2,O2,0.035330410958904115
78309 O2,eGon2035,78309,O2,O2,0.022988778082191786
78310 O2,eGon2035,78310,O2,O2,0.06175961643835616
78311 O2,eGon2035,78311,O2,O2,0.05025150684931507
78312 O2,eGon2035,78312,O2,O2,0.05745479452054795
78313 O2,eGon2035,78313,O2,O2,0.05319627945205479
78314 O2,eGon2035,78314,O2,O2,0.04613534246575343
78315 O2,eGon2035,78315,O2,O2,0.037131232876712335
78316 O2,eGon2035,78316,O2,O2,0.06783095890410958
78317 O2,eGon2035,78317,O2,O2,0.038160273972602736
78318 O2,eGon2035,78318,O2,O2,0.02763489863013699
78319 O2,eGon2035,78319,O2,O2,0.049664953424657536
78320 O2,eGon2035,78320,O2,O2,0.05076602739726028
78321 O2,eGon2035,78321,O2,O2,0.05555964383561643
78322 O2,eGon2035,78322,O2,O2,0.06980328767123288
78323 O2,eGon2035,78323,O2,O2,0.06620164383561644
78324 O2,eGon2035,78324,O2,O2,0.05488219178082192
78325 O2,eGon2035,78325,O2,O2,0.049651232876712324
78326 O2,eGon2035,78326,O2,O2,0.04577346301369863
78327 O2,eGon2035,78327,O2,O2,0.062634301369863
78328 O2,eGon2035,78328,O2,O2,0.022724657534246576
78329 O2,eGon2035,78329,O2,O2,0.035673424657534245
78330 O2,eGon2035,78330,O2,O2,0.05874109589041096
78331 O2,eGon2035,78331,O2,O2,0.11267999999999997
78332 O2,eGon2035,78332,O2,O2,0.04699287671232877
78333 O2,eGon2035,78333,O2,O2,0.024268219178082192
78334 O2,eGon2035,78334,O2,O2,0.03978958904109589
78335 O2,eGon2035,78335,O2,O2,0.05230958904109589
78336 O2,eGon2035,78336,O2,O2,0.05694027397260274
78337 O2,eGon2035,78337,O2,O2,0.05316712328767123
78338 O2,eGon2035,78338,O2,O2,0.05206090410958903
78339 O2,eGon2035,78339,O2,O2,0.03678821917808219
78340 O2,eGon2035,78340,O2,O2,0.04591409863013699
78341 O2,eGon2035,78341,O2,O2,0.04116164383561644
78342 O2,eGon2035,78342,O2,O2,0.07669443287671235
78343 O2,eGon2035,78343,O2,O2,0.048265457534246575
78344 O2,eGon2035,78344,O2,O2,0.055617956164383565
78345 O2,eGon2035,78345,O2,O2,0.06002739726027398
78346 O2,eGon2035,78346,O2,O2,0.06860273972602739
78347 O2,eGon2035,78347,O2,O2,0.06377139178082193
78348 O2,eGon2035,78348,O2,O2,0.06860273972602739
78349 O2,eGon2035,78349,O2,O2,0.055976405479452054
78350 O2,eGon2035,78350,O2,O2,0.040233791780821926
78351 O2,eGon2035,78351,O2,O2,0.061742465753424645
78352 O2,eGon2035,78352,O2,O2,0.049810734246575346
78353 O2,eGon2035,78353,O2,O2,0.03432881095890411
78354 O2,eGon2035,78354,O2,O2,0.030367002739726028
78355 O2,eGon2035,78355,O2,O2,0.035212071232876715
78356 O2,eGon2035,78356,O2,O2,0.03478673424657534
78357 O2,eGon2035,78357,O2,O2,0.03441456438356165
78358 O2,eGon2035,78358,O2,O2,0.02924706301369863
78359 O2,eGon2035,78359,O2,O2,0.0395563397260274
78360 O2,eGon2035,78360,O2,O2,0.042933309589041097
78361 O2,eGon2035,78361,O2,O2,0.061742465753424645
78362 O2,eGon2035,78362,O2,O2,0.06431506849315068
78363 O2,eGon2035,78363,O2,O2,0.05950944657534247
78364 O2,eGon2035,78364,O2,O2,0.04871823561643835
78365 O2,eGon2035,78365,O2,O2,0.047452515068493156
78366 O2,eGon2035,78366,O2,O2,0.04794988493150685
78367 O2,eGon2035,78367,O2,O2,0.07783152328767123
78368 O2,eGon2035,78368,O2,O2,0.057682898630137
78369 O2,eGon2035,78369,O2,O2,0.08024119452054794
78370 O2,eGon2035,78370,O2,O2,0.04235190136986302
78371 O2,eGon2035,78371,O2,O2,0.05831232876712329
78372 O2,eGon2035,78372,O2,O2,0.05527322739726028
78373 O2,eGon2035,78373,O2,O2,0.04544931506849315
78374 O2,eGon2035,78374,O2,O2,0.07003653698630137
78375 O2,eGon2035,78375,O2,O2,0.053940619178082204
78376 O2,eGon2035,78376,O2,O2,0.06088493150684932
78377 O2,eGon2035,78377,O2,O2,0.04414757808219179
78378 O2,eGon2035,78378,O2,O2,0.05642918356164383
78379 O2,eGon2035,78379,O2,O2,0.04269834520547945
78380 O2,eGon2035,78380,O2,O2,0.05637944657534246
78381 O2,eGon2035,78381,O2,O2,0.05823000547945207
78382 O2,eGon2035,78382,O2,O2,0.06877424657534248
78383 O2,eGon2035,78383,O2,O2,0.06740219178082192
78384 O2,eGon2035,78384,O2,O2,0.059770136986301375
78385 O2,eGon2035,78385,O2,O2,0.06067740821917808
78386 O2,eGon2035,78386,O2,O2,0.040250942465753434
78387 O2,eGon2035,78387,O2,O2,0.060799178082191783
78388 O2,eGon2035,78388,O2,O2,0.042019178082191785
78389 O2,eGon2035,78389,O2,O2,0.051928843835616446
78390 O2,eGon2035,78390,O2,O2,0.06225698630136987
78391 O2,eGon2035,78391,O2,O2,0.04862905205479452
78392 O2,eGon2035,78392,O2,O2,0.0440772602739726
78393 O2,eGon2035,78393,O2,O2,0.024818756164383563
78394 O2,eGon2035,78394,O2,O2,0.04211007671232877
78395 O2,eGon2035,78395,O2,O2,0.06517260273972603
78396 O2,eGon2035,78396,O2,O2,0.05060995616438357
78397 O2,eGon2035,78397,O2,O2,0.06015774246575342
78398 O2,eGon2035,78398,O2,O2,0.055225205479452054
78399 O2,eGon2035,78399,O2,O2,0.059701534246575344
78400 O2,eGon2035,78400,O2,O2,0.03515890410958904
78401 O2,eGon2035,78401,O2,O2,0.05153609315068494
78402 O2,eGon2035,78402,O2,O2,0.06448657534246575
78403 O2,eGon2035,78403,O2,O2,0.05982844931506849
78404 O2,eGon2035,78404,O2,O2,0.056602405479452056
78405 O2,eGon2035,78405,O2,O2,0.029969106849315075
78406 O2,eGon2035,78406,O2,O2,0.0635535780821918
78407 O2,eGon2035,78407,O2,O2,0.021059326027397258
78408 O2,eGon2035,78408,O2,O2,0.019612131506849314
78409 O2,eGon2035,78409,O2,O2,0.05277437260273973
78410 O2,eGon2035,78410,O2,O2,0.05440883287671233
78411 O2,eGon2035,78411,O2,O2,0.0477046301369863
78412 O2,eGon2035,78412,O2,O2,0.05109017534246575
78413 O2,eGon2035,78413,O2,O2,0.035654558904109596
78414 O2,eGon2035,78414,O2,O2,0.035963271232876716
78415 O2,eGon2035,78415,O2,O2,0.041610991780821914
78416 O2,eGon2035,78416,O2,O2,0.052824109589041095
78417 O2,eGon2035,78417,O2,O2,0.06817397260273973
78418 O2,eGon2035,78418,O2,O2,0.02118109589041096
78419 O2,eGon2035,78419,O2,O2,0.05239191232876713
78420 O2,eGon2035,78420,O2,O2,0.10656235068493153
78421 O2,eGon2035,78421,O2,O2,0.05759028493150685
78422 O2,eGon2035,78422,O2,O2,0.03973127671232877
78423 O2,eGon2035,78423,O2,O2,0.05642575342465753
78424 O2,eGon2035,78424,O2,O2,0.05447572054794521
78425 O2,eGon2035,78425,O2,O2,0.060571073972602744
78426 O2,eGon2035,78426,O2,O2,0.05628511780821918
78427 O2,eGon2035,78427,O2,O2,0.04544931506849315
78428 O2,eGon2035,78428,O2,O2,0.048021917808219176
78429 O2,eGon2035,78429,O2,O2,0.032757808219178085
78430 O2,eGon2035,78430,O2,O2,0.059375671232876716
78431 O2,eGon2035,78431,O2,O2,0.05316712328767123
78432 O2,eGon2035,78432,O2,O2,0.047425073972602746
78433 O2,eGon2035,78433,O2,O2,0.04767890410958904
78434 O2,eGon2035,78434,O2,O2,0.06016288767123289
78435 O2,eGon2035,78435,O2,O2,0.04785041095890411
78436 O2,eGon2035,78436,O2,O2,0.035844931506849316
78437 O2,eGon2035,78437,O2,O2,0.044163013698630134
78438 O2,eGon2035,78438,O2,O2,0.04459178082191781
78439 O2,eGon2035,78439,O2,O2,0.03661671232876713
78440 O2,eGon2035,78440,O2,O2,0.06002739726027398
78441 O2,eGon2035,78441,O2,O2,0.05429049315068494
78442 O2,eGon2035,78442,O2,O2,0.038944060273972604
78443 O2,eGon2035,78443,O2,O2,0.05602099726027398
78444 O2,eGon2035,78444,O2,O2,0.026216536986301373
78445 O2,eGon2035,78445,O2,O2,0.02044876164383562
78446 O2,eGon2035,78446,O2,O2,0.039961095890410955
78447 O2,eGon2035,78447,O2,O2,0.025777479452054795
78448 O2,eGon2035,78448,O2,O2,0.04665329315068493
78449 O2,eGon2035,78449,O2,O2,0.06298760547945205
78450 O2,eGon2035,78450,O2,O2,0.05316712328767123
78451 O2,eGon2035,78451,O2,O2,0.04364849315068493
78452 O2,eGon2035,78452,O2,O2,0.03430136986301369
78453 O2,eGon2035,78453,O2,O2,0.05711692602739726
78454 O2,eGon2035,78454,O2,O2,0.04716438356164383
78455 O2,eGon2035,78455,O2,O2,0.031888268493150684
78456 O2,eGon2035,78456,O2,O2,0.04173276164383562
78457 O2,eGon2035,78457,O2,O2,0.05488219178082192
78458 O2,eGon2035,78458,O2,O2,0.05528180273972603
78459 O2,eGon2035,78459,O2,O2,0.06002739726027398
78460 O2,eGon2035,78460,O2,O2,0.03490164383561644
78461 O2,eGon2035,78461,O2,O2,0.032768098630136994
78462 O2,eGon2035,78462,O2,O2,0.03485362191780821
78463 O2,eGon2035,78463,O2,O2,0.04167616438356165
78464 O2,eGon2035,78464,O2,O2,0.05145205479452055
78465 O2,eGon2035,78465,O2,O2,0.022295890410958905
78466 O2,eGon2035,78466,O2,O2,0.034207041095890414
78467 O2,eGon2035,78467,O2,O2,0.0361690794520548
78468 O2,eGon2035,78468,O2,O2,0.04071058082191781
78469 O2,eGon2035,78469,O2,O2,0.049736986301369863
78470 O2,eGon2035,78470,O2,O2,0.043226586301369864
78471 O2,eGon2035,78471,O2,O2,0.036359452054794524
78472 O2,eGon2035,78472,O2,O2,0.02881315068493151
78473 O2,eGon2035,78473,O2,O2,0.056948849315068495
78474 O2,eGon2035,78474,O2,O2,0.04484904109589041
78475 O2,eGon2035,78475,O2,O2,0.05916986301369863
78476 O2,eGon2035,78476,O2,O2,0.048021917808219176
78477 O2,eGon2035,78477,O2,O2,0.036019868493150684
78478 O2,eGon2035,78478,O2,O2,0.05091009315068494
78479 O2,eGon2035,78479,O2,O2,0.03961808219178082
78480 O2,eGon2035,78480,O2,O2,0.05078146301369863
78481 O2,eGon2035,78481,O2,O2,0.05831232876712329
78482 O2,eGon2035,78482,O2,O2,0.039878772602739726
78483 O2,eGon2035,78483,O2,O2,0.05105072876712329
78484 O2,eGon2035,78484,O2,O2,0.029813035616438357
78485 O2,eGon2035,78485,O2,O2,0.049131567123287666
78486 O2,eGon2035,78486,O2,O2,0.03246796164383562
78487 O2,eGon2035,78487,O2,O2,0.050016542465753426
78488 O2,eGon2035,78488,O2,O2,0.038052224657534245
78489 O2,eGon2035,78489,O2,O2,0.02733990684931507
78490 O2,eGon2035,78490,O2,O2,0.0423107397260274
78492 O2,eGon2035,78492,O2,O2,0.018467857534246575
78493 O2,eGon2035,78493,O2,O2,0.0373027397260274
78494 O2,eGon2035,78494,O2,O2,0.05385315068493151
78495 O2,eGon2035,78495,O2,O2,0.01799178082191781
78496 O2,eGon2035,78496,O2,O2,0.019294520547945206
78497 O2,eGon2035,78497,O2,O2,0.054796438356164386
78498 O2,eGon2035,78498,O2,O2,0.029842191780821918
78499 O2,eGon2035,78499,O2,O2,0.04366049863013698
78500 O2,eGon2035,78500,O2,O2,0.05087579178082192
78501 O2,eGon2035,78501,O2,O2,0.03876054794520548
78502 O2,eGon2035,78502,O2,O2,0.051880821917808226
78503 O2,eGon2035,78503,O2,O2,0.05755769863013699
78504 O2,eGon2035,78504,O2,O2,0.050328684931506856
78505 O2,eGon2035,78505,O2,O2,0.03414701369863014
78506 O2,eGon2035,78506,O2,O2,0.039293934246575346
78507 O2,eGon2035,78507,O2,O2,0.033131693150684934
78508 O2,eGon2035,78508,O2,O2,0.03040301917808219
78509 O2,eGon2035,78509,O2,O2,0.054662663013698626
78510 O2,eGon2035,78510,O2,O2,0.05076602739726028
78511 O2,eGon2035,78511,O2,O2,0.0370454794520548
78512 O2,eGon2035,78512,O2,O2,0.04767890410958904
78513 O2,eGon2035,78513,O2,O2,0.029670684931506854
78514 O2,eGon2035,78514,O2,O2,0.017588027397260276
78515 O2,eGon2035,78515,O2,O2,0.018690816438356166
78516 O2,eGon2035,78516,O2,O2,0.03208207123287672
78517 O2,eGon2035,78517,O2,O2,0.0484352493150685
78518 O2,eGon2035,78518,O2,O2,0.03764746849315069
78519 O2,eGon2035,78519,O2,O2,0.04930821917808219
78520 O2,eGon2035,78520,O2,O2,0.04097298630136986
78521 O2,eGon2035,78521,O2,O2,0.06014916712328768
78522 O2,eGon2035,78522,O2,O2,0.05573972602739726
78523 O2,eGon2035,78523,O2,O2,0.05573972602739726
78524 O2,eGon2035,78524,O2,O2,0.04962379178082192
78525 O2,eGon2035,78525,O2,O2,0.04544931506849315
78526 O2,eGon2035,78526,O2,O2,0.06311452054794521
78527 O2,eGon2035,78527,O2,O2,0.03756
78528 O2,eGon2035,78528,O2,O2,0.031742487671232875
78529 O2,eGon2035,78529,O2,O2,0.04219068493150686
78530 O2,eGon2035,78530,O2,O2,0.05316712328767123
78531 O2,eGon2035,78531,O2,O2,0.03908126575342465
78532 O2,eGon2035,78532,O2,O2,0.05488219178082192
78533 O2,eGon2035,78533,O2,O2,0.04209978630136986
78534 O2,eGon2035,78534,O2,O2,0.05022578082191781
78535 O2,eGon2035,78535,O2,O2,0.03412986301369863
78536 O2,eGon2035,78536,O2,O2,0.03344383561643836
78537 O2,eGon2035,78537,O2,O2,0.05230958904109589
78538 O2,eGon2035,78538,O2,O2,0.04150465753424658
78539 O2,eGon2035,78539,O2,O2,0.06322085479452055
78540 O2,eGon2035,78540,O2,O2,0.04587808219178082
78541 O2,eGon2035,78541,O2,O2,0.023667945205479452
78542 O2,eGon2035,78542,O2,O2,0.019037260273972602
78543 O2,eGon2035,78543,O2,O2,0.02992794520547945
78544 O2,eGon2035,78544,O2,O2,0.0220386301369863
78545 O2,eGon2035,78545,O2,O2,0.03778810410958904
78546 O2,eGon2035,78546,O2,O2,0.04624510684931507
78547 O2,eGon2035,78547,O2,O2,0.042149523287671235
78548 O2,eGon2035,78548,O2,O2,0.04596383561643835
78549 O2,eGon2035,78549,O2,O2,0.025401879452054795
78550 O2,eGon2035,78550,O2,O2,0.04146349589041096
78551 O2,eGon2035,78551,O2,O2,0.02135260273972603
78552 O2,eGon2035,78552,O2,O2,0.02931395068493151
78553 O2,eGon2035,78553,O2,O2,0.03887031232876713
78554 O2,eGon2035,78554,O2,O2,0.029670684931506854
78555 O2,eGon2035,78555,O2,O2,0.044763287671232874
78556 O2,eGon2035,78556,O2,O2,0.04461579178082192
78557 O2,eGon2035,78557,O2,O2,0.029063550684931508
78558 O2,eGon2035,78558,O2,O2,0.009828964383561643
78559 O2,eGon2035,78559,O2,O2,0.03634744657534247
78560 O2,eGon2035,78560,O2,O2,0.024863347945205484
78561 O2,eGon2035,78561,O2,O2,0.029262498630136982
78562 O2,eGon2035,78562,O2,O2,0.021266849315068493
78563 O2,eGon2035,78563,O2,O2,0.0378172602739726
78564 O2,eGon2035,78564,O2,O2,0.06440082191780822
78565 O2,eGon2035,78565,O2,O2,0.04047561643835616
78566 O2,eGon2035,78566,O2,O2,0.036530958904109595
78567 O2,eGon2035,78567,O2,O2,0.02418246575342466
78568 O2,eGon2035,78568,O2,O2,0.017754389041095893
78569 O2,eGon2035,78569,O2,O2,0.022709221917808217
78570 O2,eGon2035,78570,O2,O2,0.0391910301369863
78571 O2,eGon2035,78571,O2,O2,0.02037541917808219
78572 O2,eGon2035,78572,O2,O2,0.05797274520547945
78573 O2,eGon2035,78573,O2,O2,0.04859303561643836
78574 O2,eGon2035,78574,O2,O2,0.05018804931506849
78575 O2,eGon2035,78575,O2,O2,0.02719412602739726
78576 O2,eGon2035,78576,O2,O2,0.045516202739726036
78577 O2,eGon2035,78577,O2,O2,0.027266158904109588
78578 O2,eGon2035,78578,O2,O2,0.036942575342465755
78579 O2,eGon2035,78579,O2,O2,0.03937968767123288
78580 O2,eGon2035,78580,O2,O2,0.04465352328767124
78581 O2,eGon2035,78581,O2,O2,0.03498396712328767
78582 O2,eGon2035,78582,O2,O2,0.02721127671232877
78583 O2,eGon2035,78583,O2,O2,0.03773150684931507
78584 O2,eGon2035,78584,O2,O2,0.05145205479452055
78585 O2,eGon2035,78585,O2,O2,0.05145205479452055
78586 O2,eGon2035,78586,O2,O2,0.050958115068493154
78587 O2,eGon2035,78587,O2,O2,0.03115421917808219
78588 O2,eGon2035,78588,O2,O2,0.05145205479452055
78589 O2,eGon2035,78589,O2,O2,0.024275079452054794
78590 O2,eGon2035,78590,O2,O2,0.022271879452054794
78591 O2,eGon2035,78591,O2,O2,0.02100615890410959
78592 O2,eGon2035,78592,O2,O2,0.028735972602739728
78593 O2,eGon2035,78593,O2,O2,0.03035842739726028
78594 O2,eGon2035,78594,O2,O2,0.0440772602739726
78595 O2,eGon2035,78595,O2,O2,0.049736986301369863
78596 O2,eGon2035,78596,O2,O2,0.05294416438356164
78597 O2,eGon2035,78597,O2,O2,0.05471068493150685
78598 O2,eGon2035,78598,O2,O2,0.06104443287671233
78599 O2,eGon2035,78599,O2,O2,0.03118337534246575
78600 O2,eGon2035,78600,O2,O2,0.04430536438356165
78601 O2,eGon2035,78601,O2,O2,0.046306849315068496
78602 O2,eGon2035,78602,O2,O2,0.031984312328767125
78603 O2,eGon2035,78603,O2,O2,0.03966953424657534
78604 O2,eGon2035,78604,O2,O2,0.03261374246575343
78605 O2,eGon2035,78605,O2,O2,0.024297375342465753
78606 O2,eGon2035,78606,O2,O2,0.030603682191780827
78607 O2,eGon2035,78607,O2,O2,0.042533698630136986
78608 O2,eGon2035,78608,O2,O2,0.03919617534246576
78609 O2,eGon2035,78609,O2,O2,0.03378684931506849
78610 O2,eGon2035,78610,O2,O2,0.03361534246575343
78611 O2,eGon2035,78611,O2,O2,0.03172876712328767
78612 O2,eGon2035,78612,O2,O2,0.03670246575342466
78613 O2,eGon2035,78613,O2,O2,0.0399182191780822
78614 O2,eGon2035,78614,O2,O2,0.019723287671232877
78615 O2,eGon2035,78615,O2,O2,0.03862334246575343
78616 O2,eGon2035,78616,O2,O2,0.04193342465753425
78617 O2,eGon2035,78617,O2,O2,0.06173732054794521
78618 O2,eGon2035,78618,O2,O2,0.051211945205479455
78619 O2,eGon2035,78619,O2,O2,0.04604615890410959
78620 O2,eGon2035,78620,O2,O2,0.041235391780821924
78621 O2,eGon2035,78621,O2,O2,0.04420074520547945
78622 O2,eGon2035,78622,O2,O2,0.03765089863013699
78623 O2,eGon2035,78623,O2,O2,0.04563625753424658
78624 O2,eGon2035,78624,O2,O2,0.03824431232876712
78625 O2,eGon2035,78625,O2,O2,0.03173905753424657
78626 O2,eGon2035,78626,O2,O2,0.029711846575342468
78627 O2,eGon2035,78627,O2,O2,0.07509084383561646
78628 O2,eGon2035,78628,O2,O2,0.026412054794520547
78629 O2,eGon2035,78629,O2,O2,0.028982942465753427
78630 O2,eGon2035,78630,O2,O2,0.040046849315068495
78631 O2,eGon2035,78631,O2,O2,0.03462208767123287
78632 O2,eGon2035,78632,O2,O2,0.03627369863013699
78633 O2,eGon2035,78633,O2,O2,0.03179908493150685
78634 O2,eGon2035,78634,O2,O2,0.021872268493150687
78635 O2,eGon2035,78635,O2,O2,0.049736986301369863
78636 O2,eGon2035,78636,O2,O2,0.038976646575342465
78637 O2,eGon2035,78637,O2,O2,0.03197402191780822
78638 O2,eGon2035,78638,O2,O2,0.04382686027397261
78639 O2,eGon2035,78639,O2,O2,0.02418418082191781
78640 O2,eGon2035,78640,O2,O2,0.048536438356164384
78641 O2,eGon2035,78641,O2,O2,0.022724657534246576
78642 O2,eGon2035,78642,O2,O2,0.04236219178082192
78643 O2,eGon2035,78643,O2,O2,0.0327886794520548
78644 O2,eGon2035,78644,O2,O2,0.03325860821917809
78645 O2,eGon2035,78645,O2,O2,0.03678821917808219
78646 O2,eGon2035,78646,O2,O2,0.03876054794520548
78647 O2,eGon2035,78647,O2,O2,0.03375083287671233
78648 O2,eGon2035,78648,O2,O2,0.03773150684931507
78649 O2,eGon2035,78649,O2,O2,0.03232904109589041
78650 O2,eGon2035,78650,O2,O2,0.019627397260273974
78651 O2,eGon2035,78651,O2,O2,0.0723758904109589
78652 O2,eGon2035,78652,O2,O2,0.022724657534246576
78653 O2,eGon2035,78653,O2,O2,0.019037260273972602
78654 O2,eGon2035,78654,O2,O2,0.03978958904109589
78655 O2,eGon2035,78655,O2,O2,0.0331711397260274
78656 O2,eGon2035,78656,O2,O2,0.026881983561643837
78657 O2,eGon2035,78657,O2,O2,0.0369202794520548
78658 O2,eGon2035,78658,O2,O2,0.03589295342465754
78659 O2,eGon2035,78659,O2,O2,0.03875197260273973
