name,bus0,bus1,carrier,x,r,b,s_nom,s_nom_extendable,s_nom_min,s_nom_max,s_max_pu,lifetime,capital_cost,length,num_parallel,geom,v_nom,x_pu_eff,r_pu_eff,s_nom_opt,country
0,0,18,AC,12.751955210047315,4.106806134289889,0.00012581803744832792,2600.0,True,2600.0,10882.821634116768,1.0,40.0,54.66906747355775,44.22324734122588,8.0,,380.0,8.830993912775149e-05,2.844048569452832e-05,2875.215947819105,DE
1,0,27,AC,23.391265538197526,7.845915970382603,3.085597115563851e-05,1560.0,True,1560.0,7773.444024369121,1.0,40.0,62.11130967836047,60.29216749136237,4.0,,380.0,0.00016198937353322385,5.433459813284351e-05,1560.0047290723678,DE
10,10,33,AC,8.017550222865125,1.0371540649181852,0.0008703660232422949,5400.0,True,5400.0,30811.105405681243,1.0,40.0,155.5515099306137,81.37602910162764,6.0,,380.0,5.552320098937067e-05,7.182507374779676e-06,5400.001079801936,DE
100,32,58,AC,39.21179580668231,13.604876578888405,3.357596893018795e-07,1040.0,True,1040.0,6218.755219495297,1.0,40.0,97.04758471768523,83.55760947620716,2.0,,380.0,0.0002715498324562487,9.42165968067064e-05,1040.0059018945349,DE
101,32,7,AC,68.69400594526864,23.833892028515002,2.1465495425995257e-06,1040.0,True,1040.0,6218.755219495297,1.0,40.0,113.42469669339786,146.48736295964318,2.0,,380.0,0.0004757202627788687,0.0001650546539370845,1469.4977188821604,DE
102,32,78,AC,195.9139318514768,56.644986117346406,5.6588356417258645e-08,520.0,True,520.0,1554.6888048738242,1.0,40.0,33.40917897509977,87.04546667364053,2.0,,380.0,0.0013567446804118892,0.0003922782972115402,520.0080459677987,DE
103,33,36,AC,116.71904426095084,40.49664600117634,0.00014424158950732919,520.0,True,520.0,6218.755219495297,1.0,40.0,289.5988702597965,124.67177506947868,1.0,,380.0,0.000808303630616003,0.0002804476869887558,520.0008640445839,DE
104,33,43761,AC,27.581161242106692,3.587951011333805,9.592175308328541e-05,4620.0,True,4620.0,18480.0,1.0,40.0,109.71132189322287,278.052385130352,3.0,,380.0,0.00019100527175974164,2.4847306172671778e-05,4620.0015827436955,AT
105,34,4,AC,5.78615004757311,0.7567193090478679,0.00016126557432466303,5660.0,True,5660.0,21624.307922335916,1.0,40.0,43.30072390672554,60.237614817366484,6.0,,380.0,4.007029118817943e-05,5.240438428309335e-06,9800.034212155053,DE
106,34,45,AC,4.556675198351948,0.5519653973903292,5.000625958626311e-05,4100.0,True,4100.0,16960.241507714447,1.0,40.0,53.725019640753835,41.050621761093616,3.0,,380.0,3.155592242626003e-05,3.8224750511795655e-06,8166.9884805796155,DE
