name,scn_name,v_nom,type,carrier,x,y,geom,country
186,eGon2035,380,,AC,9.8990703,53.6368914,0101000020e61000001d9c3ef152cc2340450d4ba885d14a40,DE
459,eGon2035,380,,AC,9.9129758,53.5983257,0101000020e61000003114669071d323409cedc0ef95cc4a40,DE
1417,eGon2035,380,,AC,10.1891496,53.6449646,0101000020e61000005c1a6437d8602440f30934338ed24a40,DE
35488,eGon2035,380,,AC,10.46983604,53.92292992,0101000020e6100000785c68598ef024408552519122f64a40,DE
16613,eGon2035,380,,AC,10.3641997,54.201135,0101000020e6100000106d116278ba24405d8aabcabe194b40,DE
3828,eGon2035,380,,AC,10.1599341,54.27336,0101000020e6100000c807e2e1e25124406d04e275fd224b40,DE
12667,eGon2035,380,,AC,9.7187898,53.9620733,0101000020e610000093657737057023406aedc73725fb4a40,DE
16,eGon2035,380,,AC,9.9907911,53.7636934,0101000020e6100000f35597f848fb2340e59590b4c0e14a40,DE
20901,eGon2035,380,,AC,9.9868322,53.7650514,0101000020e61000008b47f31142f9234028614b34ede14a40,DE
35481,eGon2035,380,,AC,9.541753411,53.84918417,0101000020e610000039a6f9b36015234078722111b2ec4a40,DE
15321,eGon2035,380,,AC,9.1121802,54.3741216,0101000020e61000007a84e4ae6f392240155d7237e32f4b40,DE
24672,eGon2035,380,,AC,9.1149809,53.9558601,0101000020e61000004d54cac6de3a22409186ae9f59fa4a40,DE
224,eGon2035,380,,AC,9.555538,53.5644941,0101000020e6100000d95e0b7a6f1c23407a24b95741c84a40,DE
23704,eGon2035,380,,AC,9.0421286,54.0869155,0101000020e6100000d9733ee191152240fc010f0c200b4b40,DE
15917,eGon2035,380,,AC,9.9606498,54.6663104,0101000020e610000061d1634adaeb23400a7ec0a849554b40,DE
15761,eGon2035,380,,AC,8.8600101,54.7933397,0101000020e61000009a756b3e53b821402a0fc1278c654b40,DE
183,eGon2035,380,,AC,9.8601257,53.601747,0101000020e6100000f2e54f6562b82340aabbb20b06cd4a40,DE
1416,eGon2035,380,,AC,10.1676087,53.5587349,0101000020e6100000d70cbaced055244022510da084c74a40,DE
23484,eGon2035,380,,AC,10.3981325,53.7679299,0101000020e61000000ff3e505d8cb24406f0fe7864be24a40,DE
4566,eGon2035,380,,AC,9.9907911,53.7636934,0101000020e6100000f35597f848fb2340e59590b4c0e14a40,DE
23,eGon2035,380,,AC,9.9840834,53.759848,0101000020e6100000af1287c7d9f723402cf702b342e14a40,DE
23287,eGon2035,380,,AC,9.5622229,53.8335612,0101000020e6100000e31f11aedb1f2340769b2622b2ea4a40,DE
221,eGon2035,380,,AC,9.5513383,53.5617822,0101000020e610000082107f03491a2340cb3ca87ae8c74a40,DE
23207,eGon2035,380,,AC,9.725128,53.7406814,0101000020e6100000e9d32afa43732340b5e0eaa5cede4a40,DE
14771,eGon2035,380,,AC,9.3990137,54.8172989,0101000020e6100000da4f10864bcc2240454717409d684b40,DE
15660,eGon2035,380,,AC,9.4054799,54.8055983,0101000020e6100000e75ebb0f9bcf22404b1b58d81d674b40,DE
16654,eGon2035,380,,AC,8.992374,54.600051,0101000020e610000029cde67118fc21404f779e78ce4c4b40,DE
16650,eGon2035,380,,AC,8.9977599,54.6417837,0101000020e61000003d85b762dafe21408e4de1f725524b40,DE
35652,eGon2035,380,,AC,8.745611935,54.8144161,0101000020e61000000e33fcd8c07d2140cef572c93e684b40,DE
15758,eGon2035,380,,AC,8.6912047,54.8274807,0101000020e6100000d8ae1a95e56121401d4938e3ea694b40,DE
35932,eGon2035,380,,AC,9.8599333,53.6039376,0101000020e6100000937b702d49b823409169c8d34dcd4a40,DE
35781,eGon2035,380,,AC,10.18455684,53.56943656,0101000020e61000006666123c7e5e2440f1451b4ce3c84a40,DE
23721,eGon2035,380,,AC,10.2978877,53.7427172,0101000020e6100000e6c292bc849824409e16725b11df4a40,DE
24190,eGon2035,380,,AC,10.5410788,53.7526353,0101000020e61000002c1ecd470815254057a87f5a56e04a40,DE
15936,eGon2035,380,,AC,10.5620868,54.287098,0101000020e6100000cf064fd7c91f25409e5f94a0bf244b40,DE
1975,eGon2035,380,,AC,10.2010092,54.3400656,0101000020e6100000e86388adea662440503f0345872b4b40,DE
23478,eGon2035,380,,AC,9.5929578,53.8052981,0101000020e6100000f4d02d2a982f2340f683150214e74a40,DE
35722,eGon2035,380,,AC,9.080589776,54.51275535,0101000020e61000009b4825104329224046a1abf7a1414b40,DE
9917,eGon2035,380,,AC,8.7381949,54.3326301,0101000020e6100000e22593aef47921402695849f932a4b40,DE
23439,eGon2035,380,,AC,9.0370347,54.1793261,0101000020e610000065a25236f6122240dd685b28f4164b40,DE
222,eGon2035,380,,AC,9.527403,53.5469049,0101000020e6100000e59f19c4070e2340d6c2d1fa00c64a40,DE
20067,eGon2035,380,,AC,9.5509064,53.5644293,0101000020e61000006f505667101a2340bc3324383fc84a40,DE
2110,eGon2035,380,,AC,9.785364,53.6886678,0101000020e610000058e9ee3a1b9223407667374426d84a40,DE
23208,eGon2035,380,,AC,9.7204473,53.7478485,0101000020e6100000a6fbef77de7023406ceee87fb9df4a40,DE
14780,eGon2035,380,,AC,9.902985,54.5860231,0101000020e6100000a08ec70c54ce2340ac9910ce024b4b40,DE
14770,eGon2035,380,,AC,9.3970731,54.8392265,0101000020e6100000203e552a4dcb2240e1b721c66b6b4b40,DE
15258,eGon2035,380,,AC,8.6906252,54.8288107,0101000020e610000041964fa09961214096891178166a4b40,DE
13206,eGon2035,380,,AC,10.0917296,53.6477889,0101000020e61000007c26a02ef72e24401d1b26bfead24a40,DE
179,eGon2035,380,,AC,9.8695203,53.5854612,0101000020e61000008e6ac7c331bd2340d9898164f0ca4a40,DE
11026,eGon2035,380,,AC,9.86992,53.5837662,0101000020e6100000cc457c2766bd23404fc1d0d9b8ca4a40,DE
11849,eGon2035,380,,AC,10.0993241,53.593979,0101000020e6100000c668c29bda32244062c1fd8007cc4a40,DE
35454,eGon2035,380,,AC,10.55819326,53.75472603,0101000020e61000007980de81cb1d2540b066c7dc9ae04a40,DE
23386,eGon2035,380,,AC,10.5225094,53.6762412,0101000020e610000086b4215a860b25409a1a57128fd64a40,DE
1977,eGon2035,380,,AC,10.3725024,54.3656837,0101000020e6100000ef5c73a2b8be2440141736b9ce2e4b40,DE
1971,eGon2035,380,,AC,10.2909152,54.3917344,0101000020e610000090d14bd6f2942440ee5b525a24324b40,DE
3756,eGon2035,380,,AC,9.9968298,54.3134086,0101000020e6100000405bbd7960fe234080a4e3c51d284b40,DE
23298,eGon2035,380,,AC,10.0055659,53.8254998,0101000020e610000014f29c88d902244062ed39faa9e94a40,DE
4568,eGon2035,380,,AC,9.9829516,53.7550063,0101000020e61000000c1a9f6e45f723401263e30ba4e04a40,DE
23488,eGon2035,380,,AC,9.6384276,53.7676288,0101000020e610000040ba7dfbdf462340dfbb17a941e24a40,DE
35492,eGon2035,380,,AC,9.447845189,54.3919552,0101000020e61000001354f4f64be52240487a88962b324b40,DE
232,eGon2035,380,,AC,9.5063804,53.5423468,0101000020e6100000baabb24a440323408e8bb49e6bc54a40,DE
20044,eGon2035,380,,AC,9.4927937,53.6267673,0101000020e61000008459b2744ffc2240e3d92fe939d04a40,DE
15094,eGon2035,380,,AC,9.8618878,53.6498425,0101000020e61000008da4935b49b923408486fe092ed34a40,DE
15259,eGon2035,380,,AC,8.689031,54.8278766,0101000020e610000040dcd5abc8602140d50f45dcf7694b40,DE
24004,eGon2035,380,,AC,9.8711444,53.5837258,0101000020e6100000e52f88a306be23406d6aea86b7ca4a40,DE
257,eGon2035,380,,AC,9.8685735,53.5849511,0101000020e6100000325871aab5bc23402f217aaddfca4a40,DE
36014,eGon2035,380,,AC,10.03480402,53.57202497,0101000020e610000053daf8d4d1112440f9e8361d38c94a40,DE
11852,eGon2035,380,,AC,10.1078772,53.5911069,0101000020e6100000d6f72bae3b37244051f81164a9cb4a40,DE
23323,eGon2035,380,,AC,10.0253555,53.7807469,0101000020e6100000268c6665fb0c244009fab083efe34a40,DE
35436,eGon2035,380,,AC,10.66636559,53.92100535,0101000020e6100000a6fddade2d5525408fc6d580e3f54a40,DE
23993,eGon2035,380,,AC,10.7626283,53.9116822,0101000020e610000017026f377786254034ac9800b2f44a40,DE
22042,eGon2035,380,,AC,10.5170701,53.5894848,0101000020e61000009a7a8269bd0825409bbee83c74cb4a40,DE
14000,eGon2035,380,,AC,10.0011778,54.3158355,0101000020e610000064f668609a0024403ab5334c6d284b40,DE
3830,eGon2035,380,,AC,9.9164193,54.3517512,0101000020e6100000b0d815e934d52340152aee2e062d4b40,DE
13896,eGon2035,380,,AC,10.6364753,53.9195932,0101000020e6100000706c2c17e0452540dfcfdf3ab5f54a40,DE
23337,eGon2035,380,,AC,9.9784273,53.850681,0101000020e6100000f4064e6cf4f423400f2a711de3ec4a40,DE
9380,eGon2035,380,,AC,8.9929361,54.5994521,0101000020e61000001c09d91e62fc21405f82aed8ba4c4b40,DE
9911,eGon2035,380,,AC,8.9465085,54.3276238,0101000020e6100000a4c519c39ce421401532a193ef294b40,DE
35506,eGon2035,380,,AC,8.939584844,54.2594565,0101000020e6100000cbaec54311e121404dd3e2de35214b40,DE
15096,eGon2035,380,,AC,9.9327149,53.6875895,0101000020e6100000dcfbafce8cdd234058c9c7ee02d84a40,DE
13208,eGon2035,380,,AC,10.1251547,53.5831185,0101000020e6100000a3e1de4614402440a79883a0a3ca4a40,DE
260,eGon2035,380,,AC,9.7710449,53.5816694,0101000020e6100000c57eaa65c68a2340bf0a952474ca4a40,DE
23336,eGon2035,380,,AC,10.7610993,53.9108576,0101000020e61000005a04b5ceae85254012a859fb96f44a40,DE
23326,eGon2035,380,,AC,10.7626436,53.9105865,0101000020e6100000e601d13879862540edd632198ef44a40,DE
23739,eGon2035,380,,AC,10.5070512,53.5146816,0101000020e61000008dcb02379c0325402eed2f16e1c14a40,DE
14004,eGon2035,380,,AC,10.0023108,54.3254221,0101000020e6100000eeda94e12e012440a5726e6ea7294b40,DE
35549,eGon2035,380,,AC,9.827783738,54.40844676,0101000020e610000054c62745d3a723401a66befb47344b40,DE
3834,eGon2035,380,,AC,9.8018392,54.4288237,0101000020e6100000364de9aa8a9a2340f79febb1e3364b40,DE
4565,eGon2035,380,,AC,9.9709578,53.7370053,0101000020e61000009c97796121f12340453d8e3056de4a40,DE
13205,eGon2035,380,,AC,10.1179618,53.5794465,0101000020e6100000c65a327d653c24400ea48b4d2bca4a40,DE
23328,eGon2035,380,,AC,10.7628451,53.9105408,0101000020e6100000e4d308a2938625403cd6d6998cf44a40,DE
26030,eGon2035,380,,AC,10.7372478,54.0317579,0101000020e61000008d182c8b78792540e0f192a410044b40,DE
23804,eGon2035,380,,AC,10.4999855,53.4251989,0101000020e6100000ccf27519feff2440c9e5e4ea6cb64a40,DE
16598,eGon2035,380,,AC,10.7751723,54.2971267,0101000020e6100000bc873a62e38c25405ca2693f08264b40,DE
14002,eGon2035,380,,AC,10.0592662,54.3480496,0101000020e61000003384ad23581e244065b1a8e38c2c4b40,DE
36052,eGon2035,380,,AC,10.0540581,54.3462447,0101000020e6100000f52ad780ad1b2440e9740fbf512c4b40,DE
20778,eGon2035,380,,AC,9.5088135,53.5465433,0101000020e6100000cf86fc338304234089ac7f21f5c54a40,DE
13210,eGon2035,380,,AC,10.104438,53.5725219,0101000020e610000057ebc4e578352440355fca6548c94a40,DE
14636,eGon2035,380,,AC,10.1021452,53.5733859,0101000020e610000003e32a604c342440683e8cb564c94a40,DE
23154,eGon2035,380,,AC,10.3703482,53.4630663,0101000020e6100000d3437e479ebd24409b30abc145bb4a40,DE
23990,eGon2035,380,,AC,10.7632818,53.9229888,0101000020e6100000984341dfcc86254083493b7f24f64a40,DE
23708,eGon2035,380,,AC,10.7819355,54.1086008,0101000020e6100000af2990d959902540e4288aa1e60d4b40,DE
24998,eGon2035,380,,AC,10.5231145,53.4097851,0101000020e61000007520eba9d50b2540ad7191d673b44a40,DE
13323,eGon2035,380,,AC,9.5392429,53.5624047,0101000020e61000004e3338a517142340f0ce90e0fcc74a40,DE
20826,eGon2035,380,,AC,9.4997319,53.5460229,0101000020e610000030890edcdcff2240fd2e1114e4c54a40,DE
330,eGon2035,380,,AC,8.9588954,53.5389047,0101000020e6100000d7917e56f4ea2140921447d4fac44a40,DE
22334,eGon2035,380,,AC,10.0776056,53.5319472,0101000020e610000011f9d3ebbb272440729989d816c44a40,DE
23663,eGon2035,380,,AC,10.8830844,54.2515301,0101000020e6100000303773a323c42540d5ba682332204b40,DE
1521,eGon2035,380,,AC,9.5083931,53.5409699,0101000020e61000002d06b4194c042340694f6e803ec54a40,DE
13324,eGon2035,380,,AC,9.5250909,53.6183463,0101000020e6100000bbdae5b6d80c2340230db8f825cf4a40,DE
329,eGon2035,380,,AC,8.6975224,53.4430045,0101000020e61000007274f0a7216521408cbd175fb4b84a40,DE
16628,eGon2035,380,,AC,8.9588954,53.5389047,0101000020e6100000d7917e56f4ea2140921447d4fac44a40,DE
16883,eGon2035,380,,AC,9.1049189,53.574634,0101000020e6100000f07618eeb7352240b8955e9b8dc94a40,DE
22092,eGon2035,380,,AC,10.4166525,53.41407,0101000020e6100000e297fa7953d524409b20ea3e00b54a40,DE
13010,eGon2035,380,,AC,10.1824183,53.474024,0101000020e6100000436271ee655d244072c284d1acbc4a40,DE
29242,eGon2035,380,,AC,10.9040772,54.2151311,0101000020e6100000571eee34e3ce25401f6d776a891b4b40,DE
23642,eGon2035,380,,AC,10.629919,54.0995555,0101000020e6100000104240be844225408751103cbe0c4b40,DE
16454,eGon2035,380,,AC,10.9381052,54.2847615,0101000020e6100000436a24534fe0254078d4981073244b40,DE
14863,eGon2035,380,,AC,9.645111,53.6548237,0101000020e610000068942efd4b4a2340a7125443d1d34a40,DE
14860,eGon2035,380,,AC,9.6573667,53.6169642,0101000020e61000007af53b5e92502340c3e6d2aef8ce4a40,DE
1513,eGon2035,380,,AC,9.4888333,53.5370309,0101000020e61000003b64b95b48fa22408238b46dbdc44a40,DE
334,eGon2035,380,,AC,8.5923866,53.3047458,0101000020e6100000622de34b4d2f2140f44b0ee901a74a40,DE
16879,eGon2035,380,,AC,9.1146525,53.5770326,0101000020e61000002dcf83bbb33a2240e9dc4834dcc94a40,DE
13012,eGon2035,380,,AC,10.113105,53.4883565,0101000020e6100000360708e6e8392440ff243e7782be4a40,DE
13008,eGon2035,380,,AC,10.212523,53.4800677,0101000020e6100000ae4b8dd0cf6c2440d8aebfdb72bd4a40,DE
27262,eGon2035,380,,AC,10.0678687,53.5274744,0101000020e610000015d8adafbf22244016bdf84784c34a40,DE
23347,eGon2035,380,,AC,10.0683267,53.5264353,0101000020e610000020e39bb7fb222440e07a5e3b62c34a40,DE
25590,eGon2035,380,,AC,9.9062088,53.4879775,0101000020e6100000dfb18e99facf234089d7f50b76be4a40,DE
21802,eGon2035,380,,AC,9.9064427,53.4921654,0101000020e61000005965f04119d02340849c9c46ffbe4a40,DE
16455,eGon2035,380,,AC,10.9902355,54.3529286,0101000020e61000002aadbf2500fb25405b69adc32c2d4b40,DE
35569,eGon2035,380,,AC,10.93333093,54.28923411,0101000020e6100000b0a1138ddddd2540dcaf919f05254b40,DE
16136,eGon2035,380,,AC,9.2058241,52.9276651,0101000020e61000001075c4c661692240ff11e1babd764a40,DE
1210,eGon2035,380,,AC,9.5441344,53.5616725,0101000020e6100000d641b9c89816234002486de2e4c74a40,DE
22853,eGon2035,380,,AC,9.4688262,53.4984682,0101000020e61000001304d9fc09f022404a8c54cecdbf4a40,DE
21302,eGon2035,380,,AC,9.5243891,53.6193675,0101000020e6100000fcc165ba7c0c2340475a2a6f47cf4a40,DE
335,eGon2035,380,,AC,8.5399017,53.2301156,0101000020e61000000f1ce1fe6d1421405426906d749d4a40,DE
7150,eGon2035,380,,AC,8.8237801,53.6139795,0101000020e6100000f4305981c6a521400d7558e196ce4a40,DE
16878,eGon2035,380,,AC,9.1399002,53.583272,0101000020e61000006168bfffa047224015562aa8a8ca4a40,DE
17155,eGon2035,380,,AC,10.0672158,53.5236832,0101000020e6100000898cfd1b6a22244079bb140d08c34a40,DE
27744,eGon2035,380,,AC,10.0681701,53.5275913,0101000020e61000004f21fc30e7222440bb93991c88c34a40,DE
25617,eGon2035,380,,AC,9.8623663,53.4921695,0101000020e610000056585f1388b923405a4b0169ffbe4a40,DE
22462,eGon2035,380,,AC,9.9216627,53.5198307,0101000020e6100000d9e2642ce4d7234078faf7cf89c24a40,DE
30192,eGon2035,380,,AC,9.9065396,53.4914032,0101000020e6100000cf0e5df525d023402b93d04ce6be4a40,DE
7974,eGon2035,380,,AC,9.1218798,52.5369381,0101000020e610000007167607673e2240fabc3d63ba444a40,DE
