,0 battery,0 pumped_hydro,1 battery,1 pumped_hydro,2 battery,2 pumped_hydro,3 battery,3 pumped_hydro,4 battery,4 pumped_hydro,43761 battery,43761 pumped_hydro,43762 battery,43763 battery,43763 pumped_hydro,43764 battery,43764 pumped_hydro,43765 battery,43766 battery,43767 battery,43768 battery,43769 battery,43769 pumped_hydro,43771 battery,43773 battery,43773 pumped_hydro,43774 battery,5 battery
0,-519.776245380052,-1386.871283936256,0.0,0.0,0.0,0.0,-558.3909423541709,-104.91203734338376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-135.01691326300693,-197.58785523863025,-134.83893148774706,0.0,0.0,0.0,-1240.0691827069252,-382.7327720914903,-916.6705524120262,-621.5632184054103,-977.0923743447167
1,-328.76151598258286,-744.313311727684,-2207.9176718059903,-642.9372530383272,-2095.089122530811,-193.98969023333862,-657.07580001173,-130.0233306535207,-2943.7532367774197,-1490.9493347812565,-1082.4141769324012,-207.84609668682685,-826.7027880660835,-641.2819110109552,-2763.660268462103,-818.7450325973967,-476.38323718816486,-335.8180820595236,-61.02050485727523,-76.19671028126591,-25.740697810822486,0.0,0.0,0.0,0.0,0.0,-500.76089626432906,0.0
2,0.0,0.0,1784.639375344802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-53.765401623318226,24.711069895005668,0.0,0.0,0.0,0.0,0.0,-483.93370079047025,0.0
3,0.0,0.0,-1858.9993483928517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-64.60673036147269,-104.62691058819678,-2926.0047510450504,-2774.05257341013,0.0,0.0,0.0,0.0,0.0
4,1018.2453134278949,1997.9855581236536,2649.501209069966,602.7536774099865,2514.106946848776,181.86533418759143,1458.5600947743217,220.25191057452295,3532.503883898958,1397.7650007480518,1298.8970121223604,194.85571517571438,992.0433450588055,769.5382928671222,2590.9315008910557,982.4940385220146,446.60928389832975,565.0019982160153,310.33003207760623,395.2893284383942,125.55229270465182,3511.205701244392,2600.674287564651,1488.0830185604425,459.2793265255924,859.3786428681129,1927.5093782809565,1172.5108531005183
