name,scn_name,v_nom,carrier,x,y,country,control,generator
0,eGon2035,380.0,AC,11.296002791486043,51.44755765183066,DE,Slack,0 biomass
1,eGon2035,380.0,AC,7.415608700000001,52.0240275,DE,PV,1 biomass
2,eGon2035,380.0,AC,11.511156860374093,48.509335898803386,DE,PV,2 biomass
3,eGon2035,380.0,AC,9.131974912068536,53.69606631125963,DE,PV,3 biomass
37222,eGon2035,110.0,dsm,12.949045697185715,52.58536179468421,DE,Slack,37222 load shedding
4,eGon2035,380.0,AC,8.4003795,49.306781400000006,DE,PV,4 biomass
41648,eGon2035,110.0,dsm,12.067547805287443,51.16715870042922,DE,Slack,41648 load shedding
42100,eGon2035,110.0,dsm,7.567381665136674,51.50141790260073,DE,Slack,42100 load shedding
42102,eGon2035,110.0,dsm,9.389833236865295,53.37706916773916,DE,Slack,42102 load shedding
42106,eGon2035,110.0,dsm,8.434758976544929,49.33335018470913,DE,Slack,42106 load shedding
43534,eGon2035,110.0,dsm,11.34357149318634,48.762653746763675,DE,Slack,43534 load shedding
43761,eGon2035,380.0,AC,13.60427444018489,47.549498217049525,AT,PV,43761 oil
43762,eGon2035,380.0,AC,4.798653786209867,50.74318840599844,BE,PV,43762 coal
43763,eGon2035,380.0,AC,8.207947631625533,46.82343065666129,CH,PV,43763 nuclear
43764,eGon2035,380.0,AC,15.238200383770577,49.84255074731976,CZ,PV,43764 coal
43765,eGon2035,380.0,AC,9.73224872983087,55.99042991134832,DK,PV,43765 coal
43766,eGon2035,380.0,AC,12.2839744286048,55.50990254373553,DK,Slack,43766 coal
43767,eGon2035,380.0,AC,3.1555151587908,46.808684469407666,FR,PV,43767 nuclear
43768,eGon2035,380.0,AC,-6.097540942585511,54.6687787490669,GB,Slack,43768 lignite
43769,eGon2035,380.0,AC,-1.9756813895020315,53.282087722259334,GB,Slack,43769 coal
43770,eGon2035,380.0,AC,6.130510690868267,49.6773404049915,LU,PQ,
43771,eGon2035,380.0,AC,5.55144817647059,52.374286058823536,NL,PV,43771 nuclear
43772,eGon2035,380.0,AC,8.605317995983397,60.97891064521747,NO,PV,43772 others
43773,eGon2035,380.0,AC,18.902232738057837,51.57212911875295,PL,PV,43773 coal
43774,eGon2035,380.0,AC,16.277634034498558,61.35776074926747,SE,PV,43774 nuclear
48623,eGon2035,1.0,CH4,13.60427444018489,47.549498217049525,AT,Slack,48623 CH4
48624,eGon2035,1.0,CH4,4.798653786209867,50.74318840599844,BE,Slack,48624 CH4
48625,eGon2035,1.0,CH4,8.207947631625533,46.82343065666129,CH,Slack,48625 load shedding
48626,eGon2035,1.0,CH4,15.238200383770577,49.84255074731976,CZ,Slack,48626 CH4
48627,eGon2035,1.0,CH4,9.73224872983087,55.99042991134832,DK,Slack,48627 CH4
48628,eGon2035,1.0,CH4,3.1555151587908,46.808684469407666,FR,Slack,48628 CH4
48629,eGon2035,1.0,CH4,-6.097540942585511,54.6687787490669,GB,Slack,48629 CH4
48630,eGon2035,1.0,CH4,6.130510690868267,49.6773404049915,LU,Slack,48630 CH4
48631,eGon2035,1.0,CH4,5.55144817647059,52.374286058823536,NL,Slack,48631 CH4
48632,eGon2035,1.0,CH4,8.605317995983397,60.97891064521747,NO,Slack,48632 load shedding
48633,eGon2035,1.0,CH4,18.902232738057837,51.57212911875295,PL,Slack,48633 CH4
48634,eGon2035,1.0,CH4,16.277634034498558,61.35776074926747,SE,Slack,48634 CH4
48636,eGon2035,1.0,CH4,41.0,55.0,RU,Slack,48636 CH4
48637,eGon2035,1.0,H2_saltcavern,12.808330811353423,52.217781671509734,DE,Slack,48637 load shedding
48679,eGon2035,1.0,H2_saltcavern,9.32529700416842,53.48948656851273,DE,Slack,48679 load shedding
48681,eGon2035,1.0,H2_saltcavern,7.817243046689254,52.23424072292944,DE,Slack,48681 load shedding
48701,eGon2035,1.0,H2_saltcavern,11.196143774676806,51.2553101599563,DE,Slack,48701 load shedding
49887,eGon2035,1.0,central_heat,9.66896053697167,48.70282832432833,DE,Slack,49887 load shedding
5,eGon2035,380.0,AC,13.2892305,52.7012335,DE,PV,5 biomass
50660,eGon2035,1.0,central_heat,10.4186180979272,50.58103116837164,DE,Slack,50660 central_biomass_CHP_heat
50734,eGon2035,1.0,central_heat,7.092310177464668,50.72560432837005,DE,Slack,50734 load shedding
50981,eGon2035,1.0,central_heat,10.229648304641302,51.13668356777951,DE,Slack,50981 central_biomass_CHP_heat
51723,eGon2035,1.0,central_heat,11.161923164243287,52.977098205851675,DE,Slack,51723 load shedding
52023,eGon2035,1.0,rural_heat,7.569929655847538,51.50254471490547,DE,Slack,52023 load shedding
52025,eGon2035,1.0,rural_heat,11.337690074055269,48.75923981266946,DE,Slack,52025 load shedding
52027,eGon2035,1.0,rural_heat,9.382005342860182,53.378370083514376,DE,Slack,52027 load shedding
52028,eGon2035,1.0,rural_heat,12.957296040367908,52.588677344198274,DE,Slack,52028 load shedding
52030,eGon2035,1.0,rural_heat,12.065326221859763,51.17045703815364,DE,Slack,52030 load shedding
52038,eGon2035,1.0,rural_heat,8.436499803080066,49.33423599711523,DE,Slack,52038 load shedding
63912,eGon2035,1.0,central_heat_store,9.66896053697167,48.70282832432833,DE,Slack,63912 load shedding
64685,eGon2035,1.0,central_heat_store,10.4186180979272,50.58103116837164,DE,Slack,64685 load shedding
64759,eGon2035,1.0,central_heat_store,7.092310177464668,50.72560432837005,DE,Slack,64759 load shedding
65006,eGon2035,1.0,central_heat_store,10.229648304641302,51.13668356777951,DE,Slack,65006 load shedding
65748,eGon2035,1.0,central_heat_store,11.161923164243287,52.977098205851675,DE,Slack,65748 load shedding
66048,eGon2035,1.0,rural_heat_store,7.569929655847538,51.50254471490547,DE,Slack,66048 load shedding
66050,eGon2035,1.0,rural_heat_store,11.337690074055269,48.75923981266946,DE,Slack,66050 load shedding
66052,eGon2035,1.0,rural_heat_store,9.382005342860182,53.378370083514376,DE,Slack,66052 load shedding
66053,eGon2035,1.0,rural_heat_store,12.957296040367908,52.588677344198274,DE,Slack,66053 load shedding
66055,eGon2035,1.0,rural_heat_store,12.065326221859763,51.17045703815364,DE,Slack,66055 load shedding
66063,eGon2035,1.0,rural_heat_store,8.436499803080066,49.33423599711523,DE,Slack,66063 load shedding
69893,eGon2035,1.0,Li ion,12.067937860726323,51.1701528500865,DE,Slack,69893 load shedding
69895,eGon2035,1.0,Li ion,9.387679834650347,53.38038714510598,DE,Slack,69895 load shedding
69898,eGon2035,1.0,Li ion,11.340801391452512,48.75964538531383,DE,Slack,69898 load shedding
69900,eGon2035,1.0,Li ion,8.435239147305317,49.33183359619128,DE,Slack,69900 load shedding
69906,eGon2035,1.0,Li ion,12.955296495359013,52.58725785704356,DE,Slack,69906 load shedding
69909,eGon2035,1.0,Li ion,7.568724626610108,51.50294192776367,DE,Slack,69909 load shedding
69910,eGon2035,1.0,CH4,8.607858,49.189377,DE,Slack,69910 CH4_biogas
69911,eGon2035,1.0,CH4,13.651263,52.197086,DE,Slack,69911 CH4_biogas
69912,eGon2035,1.0,CH4,9.57276,52.431861,DE,Slack,69912 CH4_NG
69913,eGon2035,1.0,CH4,6.967347999999999,51.379843,DE,Slack,69913 CH4_NG
69914,eGon2035,1.0,CH4,11.959392,51.276208,DE,Slack,69914 CH4_biogas
69915,eGon2035,1.0,CH4,11.56896,48.761468,DE,Slack,69915 CH4_biogas
69916,eGon2035,1.0,CH4,10.614455,53.98961600000001,DE,Slack,69916 CH4_biogas
69930,eGon2035,1.0,H2_grid,8.607858,49.189377,DE,Slack,69930 load shedding
69931,eGon2035,1.0,H2_grid,13.651263,52.197086,DE,Slack,69931 load shedding
69932,eGon2035,1.0,H2_grid,9.57276,52.431861,DE,Slack,69932 load shedding
69933,eGon2035,1.0,H2_grid,6.967347999999999,51.379843,DE,Slack,69933 load shedding
69934,eGon2035,1.0,H2_grid,11.959392,51.276208,DE,Slack,69934 load shedding
69935,eGon2035,1.0,H2_grid,11.56896,48.761468,DE,Slack,69935 load shedding
69936,eGon2035,1.0,H2_grid,10.614455,53.98961600000001,DE,Slack,69936 load shedding
69937,eGon2035,1.0,central_heat,11.806623225626279,48.64798548618061,DE,Slack,69937 central_biomass_CHP_heat
69938,eGon2035,1.0,central_heat,9.607964654497556,48.047662738998106,DE,Slack,69938 central_biomass_CHP_heat
69939,eGon2035,1.0,central_heat,8.5038260282941,49.12105318639274,DE,Slack,69939 central_biomass_CHP_heat
69941,eGon2035,1.0,central_heat,10.38057517967991,49.74389462066152,DE,Slack,69941 central_biomass_CHP_heat
69942,eGon2035,1.0,central_heat,8.064313624071696,50.350286950635635,DE,Slack,69942 central_biomass_CHP_heat
69943,eGon2035,1.0,central_heat,11.592594097029453,50.253012031057864,DE,Slack,69943 central_biomass_CHP_heat
69944,eGon2035,1.0,central_heat,7.9889964764523995,50.03079051966369,DE,Slack,69944 central_biomass_CHP_heat
69945,eGon2035,1.0,central_heat,11.972806082355252,51.00583848297705,DE,Slack,69945 central_biomass_CHP_heat
69946,eGon2035,1.0,central_heat,7.251229746545861,51.293403646255975,DE,Slack,69946 central_biomass_CHP_heat
69949,eGon2035,1.0,central_heat,10.197455275460698,50.85206975682812,DE,Slack,69949 central_biomass_CHP_heat
69950,eGon2035,1.0,central_heat,10.564762284872247,52.2549373875891,DE,Slack,69950 central_biomass_CHP_heat
69951,eGon2035,1.0,central_heat,13.291938373408579,51.32481591244297,DE,Slack,69951 central_biomass_CHP_heat
69952,eGon2035,1.0,central_heat,9.553426854300925,51.07754335905899,DE,Slack,69952 central_biomass_CHP_heat
69953,eGon2035,1.0,central_heat,8.855439703368708,52.08851448734119,DE,Slack,69953 central_biomass_CHP_heat
69954,eGon2035,1.0,central_heat,13.406171311402366,52.642439758772305,DE,Slack,69954 central_biomass_CHP_heat
69956,eGon2035,1.0,central_heat,10.318483021014627,51.4073357138534,DE,Slack,69956 load shedding
69957,eGon2035,1.0,central_heat,9.91898378785137,53.88854441915704,DE,Slack,69957 central_biomass_CHP_heat
69958,eGon2035,1.0,central_heat,11.655341021748841,52.2581344968169,DE,Slack,69958 central_biomass_CHP_heat
69959,eGon2035,1.0,central_heat,8.903583863047983,52.94161818177872,DE,Slack,69959 central_biomass_CHP_heat
69960,eGon2035,1.0,central_heat,8.475827040922434,52.05878515931295,DE,Slack,69960 central_biomass_CHP_heat
69961,eGon2035,1.0,central_heat,9.13871974078548,52.275413044325205,DE,Slack,69961 load shedding
69963,eGon2035,1.0,central_heat,11.435041259421949,53.53639776921288,DE,Slack,69963 central_biomass_CHP_heat
69964,eGon2035,1.0,central_heat_store,11.806623225626279,48.64798548618061,DE,Slack,69964 load shedding
69965,eGon2035,1.0,central_heat_store,9.607964654497556,48.047662738998106,DE,Slack,69965 load shedding
69966,eGon2035,1.0,central_heat_store,8.5038260282941,49.12105318639274,DE,Slack,69966 load shedding
69967,eGon2035,1.0,central_heat_store,10.38057517967991,49.74389462066152,DE,Slack,69967 load shedding
69968,eGon2035,1.0,central_heat_store,8.064313624071696,50.350286950635635,DE,Slack,69968 load shedding
69969,eGon2035,1.0,central_heat_store,11.592594097029453,50.253012031057864,DE,Slack,69969 load shedding
69970,eGon2035,1.0,central_heat_store,7.9889964764523995,50.03079051966369,DE,Slack,69970 load shedding
69971,eGon2035,1.0,central_heat_store,11.972806082355252,51.00583848297705,DE,Slack,69971 load shedding
69972,eGon2035,1.0,central_heat_store,7.251229746545861,51.293403646255975,DE,Slack,69972 load shedding
69973,eGon2035,1.0,central_heat_store,10.197455275460698,50.85206975682812,DE,Slack,69973 load shedding
69974,eGon2035,1.0,central_heat_store,10.564762284872247,52.2549373875891,DE,Slack,69974 load shedding
69975,eGon2035,1.0,central_heat_store,13.291938373408579,51.32481591244297,DE,Slack,69975 load shedding
69976,eGon2035,1.0,central_heat_store,9.553426854300925,51.07754335905899,DE,Slack,69976 load shedding
69977,eGon2035,1.0,central_heat_store,8.855439703368708,52.08851448734119,DE,Slack,69977 load shedding
69978,eGon2035,1.0,central_heat_store,13.406171311402366,52.642439758772305,DE,Slack,69978 load shedding
69979,eGon2035,1.0,central_heat_store,10.318483021014627,51.4073357138534,DE,Slack,69979 load shedding
69980,eGon2035,1.0,central_heat_store,9.91898378785137,53.88854441915704,DE,Slack,69980 load shedding
69981,eGon2035,1.0,central_heat_store,11.655341021748841,52.2581344968169,DE,Slack,69981 load shedding
69982,eGon2035,1.0,central_heat_store,8.903583863047983,52.94161818177872,DE,Slack,69982 load shedding
69983,eGon2035,1.0,central_heat_store,8.475827040922434,52.05878515931295,DE,Slack,69983 load shedding
69984,eGon2035,1.0,central_heat_store,9.13871974078548,52.275413044325205,DE,Slack,69984 load shedding
69985,eGon2035,1.0,central_heat_store,11.435041259421949,53.53639776921288,DE,Slack,69985 load shedding
