,0 battery,0 pumped_hydro,1 battery,1 pumped_hydro,2 battery,2 pumped_hydro,3 battery,3 pumped_hydro,4 battery,4 pumped_hydro,43761 battery,43761 pumped_hydro,43762 battery,43762 pumped_hydro,43763 battery,43763 pumped_hydro,43764 battery,43764 pumped_hydro,43765 battery,43766 battery,43767 battery,43767 pumped_hydro,43768 battery,43769 battery,43769 pumped_hydro,43771 battery,43773 battery,43773 pumped_hydro,43774 battery,5 battery,5 pumped_hydro
0,-668.8793647950657,-116.52901190915688,-2912.234879110646,-1490.9493314352349,-34.23191098480723,-10.92193203557437,-1838.929550857612,-476.7999791790724,-8.236760832057303e-07,-1.5155876495858562e-06,-3.655306886607548e-07,-4.1769532813033236e-07,-1.7509778153227575e-05,-1.7555554459043908e-05,-7.055327607469235e-06,-7.106677516925322e-06,-4.0909348990347035e-08,-5.4666373895381136e-08,-233.22520325574843,-124.92054054851586,-1610.551978990604,-537.8055366936715,-7.3778679842004e-12,-7.85520324311972e-12,-7.694887518758914e-12,-1240.0691699699335,-382.7327721015342,-916.6705524553365,-609.0285224872651,-2023.4202720847036,-193.98968984230984
1,-631.8351768262738,-118.40635964133398,-3.6615609836755734e-06,-3.7089177279287384e-06,-920.530656502042,-16.65231682562819,-257.301208608422,-166.13728057918445,-1000.4938949202801,-2103.610345291422,-1082.4141767030587,-207.8460964779648,-826.7027706723034,-966.4843330400105,-641.2819040132331,-2763.660261437718,-818.745032565089,-476.3832371387404,-237.60979540312368,-133.6878196617666,-4778.00373361292,-709.2710447403996,-2.861432754659546e-08,-2.862210934619727e-08,-5.2977759586986274e-09,-1.295917103422706e-05,-2.517593475075022e-07,-3.4766347806888744e-07,-455.8046960141631,-5.437636204497757e-07,-5.942639161599863e-07
2,1.7602735004282344e-07,1.3855712935327929e-08,1.1730575915113828e-05,1.1761085150841969e-08,5.368108200565458e-07,1.5573050230800146e-08,2012.3815285091193,1.276642171600983e-08,1.0010068002826264e-06,1.4503090653632895e-08,2.6803719295219518e-06,1.0571532701461885e-08,793.6346751251803,5.2736223614179505e-09,1.015843976568465e-05,1.1157071797678685e-08,1.2799447027366035e-06,8.525188081943131e-09,1.744647769578078e-07,1.8245357034539153e-07,1221.6836843691324,9.996542897773887e-09,2.554470730252849e-08,2.5553024283421537e-08,2.209855859531363e-09,1190.4664148015252,7.123320683256662e-07,1.8449482236143717e-08,-541.4245969133059,2.557969963004531e-06,1.1168773824675628e-08
3,-1.979687926592389e-07,-3.64012689783918e-08,-1.223930821950406e-05,-4.682577837833599e-08,-5.733399242337833e-07,-4.046432035640863e-08,-2096.230758881724,-4.8110611547351915e-08,-1.057850891835595e-06,-4.268014056431875e-08,-2.810496829070284e-06,-4.677559729539979e-08,-826.7027866109897,-5.4226085702249516e-08,-1.0599904231721412e-05,-4.726527388329197e-08,-1.3529737443481238e-06,-4.7326235776292926e-08,-1.9646506067753195e-07,-2.0469350057384836e-07,-1272.5871712370506,-4.8520640871400344e-08,-104.62691059004186,-2926.004751039821,-2774.0525734049957,-1240.069182101114,-7.534793391190812e-07,-3.9953334794598174e-08,-1.5210134322911828e-08,-2.6828495457545374e-06,-4.627157359508553e-08
4,2.3158021242661517e-08,2.233125411728893e-09,1.25272756261702e-08,2.2335508821112294e-09,2.1862281289822938e-08,2.232664062202357e-09,2.3623727658241442e-08,2.2326779039046556e-09,2.2795613361025017e-08,2.234119986763261e-09,2.3063629517693757e-08,2.2322530598066217e-09,2.3069150097165632e-08,2.233023128702628e-09,2.3077629156198693e-08,2.234177314085692e-09,2.3059732216559938e-08,2.2322653769211894e-09,2.3083583823403368e-08,2.2996114047413218e-08,2.2998138609631055e-08,2.233493918137981e-09,100.44181978732274,950.0005890378325,683.8921733332236,2.305871041812699e-08,2.3089827850761042e-08,2.234124984190099e-09,2.300770015587271e-08,2.3162595510985325e-08,2.2322791998087685e-09
5,-2.302125984239689e-08,-3.7058730183802802e-09,-1.361763716078262e-08,-3.7105292626912127e-09,-2.5082009527162223e-08,-3.7057815411231535e-09,-1.9408975701175807e-08,-3.7085730618519703e-09,-2.475101874004945e-08,-3.711155471253324e-09,-2.5074361149249365e-08,-3.705905771307348e-09,-2.5080083611978598e-08,-3.709975612148104e-09,-2.5088517572897234e-08,-3.712302953492082e-09,-2.5070146780337466e-08,-3.707389225820972e-09,-2.5093715001337622e-08,-2.5302695458459683e-08,-2.5075932465441558e-08,-3.710422552003504e-09,2.8754515744698514e-06,699.5349132564193,504.8960127718985,-2.5069648541010947e-08,-2.5101062499977947e-08,-3.7093881477316797e-09,-2.5293426981037024e-08,-2.4960880512179802e-08,-3.705868502724607e-09
6,1139.2682503208657,119.85260304225613,517.8140520878977,368.0265792571506,780.8877370635702,10.626364478427067,1905.487777848272,410.97942862091253,787.7737251140624,1381.9898711287003,364.8091738538278,74.27846922172519,13.642117012881656,13.465654603148135,113.50793358923659,142.26862884431785,491.2167320898721,200.5294659740736,373.0810009070751,248.26402578537363,41.076564696119256,41.444735728647,3.835070687899882e-06,403.81482032500764,325.95557662407174,8.497824972525141,241.83616880192082,514.7964088464681,1542.0075027474209,986.1876590215059,73.17362519867534
7,109.41770961972996,56.348925606005125,2277.9314353837476,750.1854221035913,135.6843277138001,10.05432215823307,106.89375123755848,71.22351620052912,172.70041479434627,195.71788897200614,674.3084361300913,81.60610345375325,779.9925596460022,711.3976083586913,502.1227010357407,1930.476572567683,294.77849920977656,156.7579619268878,78.92059778954963,-124.71038433610991,6091.936919403844,893.8627003528173,7.66587612045533e-06,755.6142383762518,565.7956673225252,1181.968590636017,125.58729261269008,172.70650572535132,-310.77817049324733,956.2958026996185,72.31864263139092
8,-1.7199787748317812e-08,-3.3475012844034627e-10,-1.7277480953877972e-08,-3.3674315517453584e-10,-1.7247532462262798e-08,-3.439621213711797e-10,-1.7287552383654658e-08,-3.2686790344700335e-10,-1.7248319006887293e-08,-3.6665614822757825e-10,-1.727721182596835e-08,-3.3739968750345327e-10,-1.7301597044280764e-08,-3.252400659460628e-10,-1.729509823624303e-08,-4.215396255617016e-10,-1.72786954999444e-08,-3.25361125382486e-10,-1.7248068824409444e-08,119.72196896430863,-1.7293178583676274e-08,-3.3214993334842736e-10,-1.8778971313364696e-08,-1.8767794081868693e-08,-3.520706823632803e-09,-1.7299821395813323e-08,-1.729642382897428e-08,-3.305723769740917e-10,298.34704367582145,-1.728145017579753e-08,-3.383441334756536e-10
9,1.685708011740634e-08,3.094395457008492e-09,1.693212471094425e-08,3.102498389943241e-09,1.6902557237654215e-08,3.0915918243242164e-09,1.6942198635282093e-08,3.102891128733576e-09,1.690271419915703e-08,3.099857958384354e-09,1.6931828749437434e-08,3.095010570014553e-09,1.6956466226127574e-08,3.103722601183722e-09,1.6949886918434132e-08,3.079165807713612e-09,1.693352948099843e-08,3.1012475402788984e-09,1.6905808610470725e-08,-2.1334709128033823e-10,1.6878292434038556e-08,3.1029725381361274e-09,1.676839759882436e-08,1.671352183333601e-08,1.4476982182286326e-09,1.6954688540357854e-08,1.6951800938760336e-08,3.1005953757558417e-09,-2.164158549039513e-10,1.6935960772257515e-08,3.0946007458774343e-09
