,0 battery,0 pumped_hydro,1 battery,1 pumped_hydro,2 battery,2 pumped_hydro,3 battery,3 pumped_hydro,4 battery,4 pumped_hydro,43761 battery,43761 pumped_hydro,43762 battery,43762 pumped_hydro,43763 battery,43763 pumped_hydro,43764 battery,43764 pumped_hydro,43765 battery,43766 battery,43767 battery,43767 pumped_hydro,43768 battery,43769 battery,43769 pumped_hydro,43771 battery,43773 battery,43773 pumped_hydro,43774 battery,5 battery,5 pumped_hydro
0,-668.8793647950657,-116.52901190915688,-2912.234879110646,-1490.9493314352349,-34.23191098480723,-10.92193203557437,-1838.929550857612,-476.7999791790724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-233.22520325574843,-124.92054054851586,-1610.551978990604,-537.8055366936715,0.0,0.0,0.0,-1240.0691699699335,-382.7327721015342,-916.6705524553365,-609.0285224872651,-2023.4202720847036,-193.98968984230984
1,-631.8351768262738,-118.40635964133398,0.0,0.0,-920.530656502042,-16.65231682562819,-257.301208608422,-166.13728057918445,-1000.4938949202801,-2103.610345291422,-1082.4141767030587,-207.8460964779648,-826.7027706723034,-966.4843330400105,-641.2819040132331,-2763.660261437718,-818.745032565089,-476.3832371387404,-237.60979540312368,-133.6878196617666,-4778.00373361292,-709.2710447403996,0.0,0.0,0.0,0.0,0.0,0.0,-455.8046960141631,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,2012.3815285091193,0.0,0.0,0.0,0.0,0.0,793.6346751251803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1221.6836843691324,0.0,0.0,0.0,0.0,1190.4664148015252,0.0,0.0,-541.4245969133059,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,-2096.230758881724,0.0,0.0,0.0,0.0,0.0,-826.7027866109897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1272.5871712370506,0.0,-104.62691059004186,-2926.004751039821,-2774.0525734049957,-1240.069182101114,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.44181978732274,950.0005890378325,683.8921733332236,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,699.5349132564193,504.8960127718985,0.0,0.0,0.0,0.0,0.0,0.0
6,1139.2682503208657,119.85260304225613,517.8140520878977,368.0265792571506,780.8877370635702,10.626364478427067,1905.487777848272,410.97942862091253,787.7737251140624,1381.9898711287003,364.8091738538278,74.27846922172519,13.642117012881656,13.465654603148135,113.50793358923659,142.26862884431785,491.2167320898721,200.5294659740736,373.0810009070751,248.26402578537363,41.076564696119256,41.444735728647,0.0,403.81482032500764,325.95557662407174,8.497824972525141,241.83616880192082,514.7964088464681,1542.0075027474209,986.1876590215059,73.17362519867534
7,109.41770961972996,56.348925606005125,2277.9314353837476,750.1854221035913,135.6843277138001,10.05432215823307,106.89375123755848,71.22351620052912,172.70041479434627,195.71788897200614,674.3084361300913,81.60610345375325,779.9925596460022,711.3976083586913,502.1227010357407,1930.476572567683,294.77849920977656,156.7579619268878,78.92059778954963,-124.71038433610991,6091.936919403844,893.8627003528173,0.0,755.6142383762518,565.7956673225252,1181.968590636017,125.58729261269008,172.70650572535132,-310.77817049324733,956.2958026996185,72.31864263139092
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.72196896430863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.34704367582145,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,-1300.714470266384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-470.83492730569225,-137.09888025449388,0.0,0.0,-52.354484891623,-1287.8060868208422,-1245.4936275621394,0.0,0.0,0.0,-433.980785318503,0.0,0.0
11,1248.6858914369946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,452.00153019473055,131.61492502559233,0.0,0.0,-52.272425704044686,-1638.1986642245454,-1528.5589458483712,0.0,0.0,0.0,416.6215538903574,0.0,0.0
12,-1300.714541595527,-234.93537151910175,-2912.2348827526703,-1490.9493351199333,-954.7625674641507,-27.57424883289278,-2096.230759456688,-642.9372597522402,-1000.4938957252754,-2103.6103467838357,-1082.414177049809,-207.8460968739503,-826.7027881736785,-966.4843505973619,-641.28191105042,-2763.6602685228977,-818.7450325823621,-476.38323715741996,-470.83499335422715,-165.2432415518946,-6388.555712587369,-1247.0765813987098,0.0,0.0,0.0,-1240.069182915656,-176.88134376288284,-377.5408667356407,-636.8771576707043,-2023.4202726099493,-193.98969041542844
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-93.36511865184212,1748.9941729514912,277.0601718931964,0.0,0.0,0.0,0.0,-205.8514285671881,-539.1296860479451,-450.25859173882515,0.0,0.0
14,1248.685959906698,176.20152857572253,0.0,0.0,916.5720642732227,20.680686094906008,2012.381529066345,482.2029447762216,523.4630906344321,918.128051263132,0.0,0.0,29.320392973629218,0.0,0.0,0.0,279.8587339364741,0.0,452.0015986630077,248.2640257665936,1313.6524801846565,191.42789608226363,100.4418341637285,2808.9645609955205,2080.539430051728,1190.4664156052027,367.42346139237475,687.5029145487713,-519.1220659985468,0.0,0.0
