,43770
0,0.7317383504243639
1,-3396706384105.051
2,0.8501751972066872
3,0.8119712150341617
4,0.8071741741791187
5,0.7533542052211205
6,-851977061.4246671
7,0.5264671386811451
8,0.9073739348887463
9,0.9023947437948945
10,0.913995992420279
11,0.906888917757286
12,-2965306337474.7407
13,0.595816237164337
14,-9.918920346623782e+17
15,-285522398495729.3
16,0.8932152114735007
17,0.8610312654525054
18,0.807950774656262
19,0.7905385634794332
20,0.8190140690739511
21,-2382385512523.8506
22,0.7978907916282009
23,-14.683149878960513
24,0.889201216399799
25,0.8873115333631697
26,0.8901509935579556
27,0.8487320392998919
28,-3012388954417.393
29,0.9163688487441275
30,-6.316753091004782e+17
31,0.9032262527590373
32,-467172093785.345
33,0.8846175053998038
34,-5943225663302.934
35,0.7857247830036876
36,-61627248193.16643
37,0.573227036460656
38,0.8850401900046481
39,-2.042929526369811e+16
40,-56902710.94369459
41,-1838441002348909.0
42,-8.096436704709088e+16
43,0.6814313173820368
44,0.6674536250034094
45,0.7726474675328946
46,0.9136354043938282
47,-7814319134888962.0
48,-2.8227602082345096e+16
49,-116800690910195.5
