,0 AC,1 AC,2 AC,3 AC,4 AC,43761 AC,43762 AC,43763 AC,43764 AC,43765 AC,43766 AC,43767 AC,43768 AC,43769 AC,43770 AC,43771 AC,43772 AC,43773 AC,43774 AC,5 AC
13,5374.5997844562335,11904.146875869194,4496.398823365278,11282.46001993871,3744.48547891674,5659.708552476078,5702.63860889654,3581.1224634525915,4918.206051365193,2043.8267844158638,1257.6414373750233,32923.24804266754,732.1089533210076,18105.51719971911,533.6898279643972,9018.826532512281,10780.984229411255,8592.772328345405,9682.254398683865,6876.920391852802
14,4751.033041183785,9627.53920490655,4089.867196718218,10373.450373787211,3382.125969219257,5851.265293690788,5589.593933667787,3505.282324505895,4751.285742254516,2022.4254002955875,1330.7998057697814,28859.785583077955,798.745218417399,24664.051624174423,552.5077450907752,8507.029241605493,10463.817874322925,8598.147395781276,9489.263291130392,5458.006152059606
15,2770.795060433496,5975.9520372784045,2264.0159978349834,7141.22596030977,2067.510589750237,4126.445602815642,4622.424126460299,2912.803238718837,4104.705546032971,1610.977547326376,902.8902042075748,24593.392161561314,463.6155733651314,12502.895411522806,478.8430002348252,7384.846882398902,9773.052773416493,7126.083142688236,10678.584416657943,3164.3538447799474
16,4848.9057530640985,10588.028233087141,4043.4774322274175,10489.70712453682,3425.8806711991533,4762.301171090239,5444.459495921939,3340.2879640743886,4587.656105246916,2001.8446520986802,1252.4474079240206,27154.487451943878,763.6911283238782,19257.94869477052,511.0116196554254,9095.861009313765,11283.242693900775,9296.223343176529,12277.452350918895,6051.6950253057485
17,2072.0224337951145,4439.654919832985,1613.1157411382446,5749.889305925224,1521.997862002328,5215.555529103386,5446.733334726673,3113.9817559399316,4303.5139222661755,1853.6922112363693,1131.6312650651676,25639.527908011074,760.1370331680803,22050.839420742752,494.8660038577179,7073.948908242415,10264.589938435767,8080.5466365302145,9965.931794629301,2209.642454145095
18,4755.805938775,9685.205747834492,3949.6540295026202,10307.447469772016,3398.3432854272037,6283.349654045943,6299.224841474131,3881.4443034791093,5082.986014875111,2334.199979250585,1364.5216193422702,31816.572033113047,912.2282706623555,23833.547393256944,581.5158032051886,9742.017560287344,12180.577106222423,12419.424038991565,12290.850190336221,5477.255769346477
19,2998.6561395263457,6278.846849168042,2429.316516312627,7392.897342315425,2171.301332159377,6283.83368039968,6693.2374927861065,3326.3201028810067,4581.3683725000155,2227.3245912942243,1412.5001621534338,30852.771044485722,821.3221754861754,24670.32483512894,550.806744056219,8590.417354350448,10937.183860948231,10517.585857500691,10521.783031590394,3365.161258173012
20,2951.601260177615,5953.188968247003,2263.674839313499,6335.428179606333,2005.3724733069064,6053.333909527707,6325.196411057596,4106.307249413398,5030.925513177667,2391.8264668011857,1308.8951656733495,34489.54572971316,801.4083278393457,18755.729837144598,577.5709485922091,9232.439448559062,11755.107632018447,12286.738840011438,11982.495022589128,3213.4796558288176
21,4384.531446444439,8476.923762172548,3585.6030151252435,8624.81936931396,2966.9833510584576,6557.694411210915,6522.033812125023,3991.6667226175723,5141.692004574252,2425.8070551699893,1480.09677341403,36324.15786283894,938.604645610024,24301.25710118783,580.174688471448,9445.630729923163,11171.435229423041,12394.39796775956,11913.839402537607,4793.88275120284
22,2114.2529006786044,4658.186482383201,1716.6196560534884,5900.121120778559,1592.5678995705555,4583.914299920707,5348.11139864174,3343.8416887630283,4539.217609620124,1788.287233178515,984.5719743616332,30768.498998243933,610.8777933949723,18851.761485345764,519.7416694041971,6728.234039893522,9414.716238191679,8843.370955725923,9739.77142193712,2328.376030121932
23,4714.5640767268615,10326.106254212866,3936.7225810919754,10280.827802461743,3335.3807203603374,6036.949576066882,6115.2623455251705,3909.046547653631,5044.051368709402,2274.3579918526693,1307.1345024976602,34715.239830567596,848.7715578580359,23779.58416096643,585.3229393531534,9122.15794248414,10718.883760829744,12333.603032799252,11802.479261065595,5870.455039972878
24,2374.1121279760414,5181.165216293293,1942.6265194094926,6325.941274931028,1766.1414240084732,5755.948927727686,6120.723097712655,3542.7314511001505,4544.516800211718,2089.536354194486,1289.6338745897724,33444.86294957791,795.3141771842841,25013.1299934071,559.7777208374928,7726.436725261889,9235.12308960458,9305.95293984299,9940.6788668986,2661.195588644801
25,5365.60447000308,11888.248034133681,4489.393588440904,11267.069232091173,3738.313762334791,6317.528653159333,6509.54123765744,4290.111494568718,5126.138808257605,2456.5250717540384,1402.00283581973,36029.20570099269,869.236809501881,23297.804475743287,593.3045344521092,9742.758506759183,10833.928095255578,12408.629181288601,12187.901813648534,6866.191688586434
26,4755.650568131309,9637.638773758734,4095.519720003781,10382.696082768567,3385.664910839307,6332.426949633806,6051.714660395451,3851.6865188362435,4748.170234883168,2300.9180638854514,1410.8715411029507,32749.860729135587,923.4943151431111,26868.13863064137,577.1415523440189,8667.060531921847,10384.951844162708,12054.833201117117,11202.384893122588,5464.067443201652
27,2767.264352289228,5970.174074567689,2260.893573225094,7135.471729382191,2065.274474592201,5077.919342031936,6116.205353441862,3971.4914047900957,4931.312155076306,2019.9505243520416,1088.0803096061213,35781.23278331571,582.3348104068378,15164.889063100898,527.1876201774273,8205.570830484254,11227.545975393497,10972.083286829888,11499.363005424186,3160.489923027551
28,4846.87256886799,10586.369429878072,4042.4579341967337,10487.28454536842,3425.5716736962668,5976.0072695960325,6612.763735274157,4111.13208533522,5138.877697377766,2192.0863532292087,1313.3793972716692,33452.12778115048,861.9730858840293,21924.689601488084,571.9900147105317,10078.246031735256,11399.984777257227,12652.632099922002,12474.333514483451,6050.714757365557
29,2155.212001683635,4752.309300534608,1756.605337173882,5970.058219444012,1624.6928896778675,4566.190730819815,5058.566491598162,3120.0827944536795,3901.476085071098,1818.8479308684198,1098.4115503368405,26234.759774856797,602.7006576435044,21390.901972749914,479.805163257866,6911.248190897293,10193.479673887858,8641.212172272124,9303.182675972466,2387.8108633852094
30,6663.028074277366,14262.169984542417,5562.019856261373,13513.046340511064,4656.307922916283,5090.253768272285,5290.862571798295,3299.919985944903,4355.1138652325535,1991.5242784248376,1216.937633415234,28181.250314200126,737.8245807119997,19595.717559489363,524.7671084360301,8354.395747389979,11333.967512436428,10941.753330127303,11104.679266917774,8269.090883804738
31,3498.17854900583,7377.156061624676,2904.485844573592,8338.818117109011,2551.039698875454,5078.683916382094,6094.791182952943,3158.57572027786,4215.081227102542,2063.035967211958,1339.103128819381,27933.761718627982,689.6608523997621,20921.006165705163,535.8466759284318,8204.10966103007,10785.533970723805,9428.162220872617,10420.195681263676,4041.0105158407177
32,5525.736773889854,11950.064507540237,4632.368052582403,11622.587600839637,3879.4157940517716,4298.348250761042,5012.821110110713,3045.0253754181167,4094.3970256613256,1795.1967808774955,1042.812366873433,26107.38306128444,504.9369015482871,12866.290503374401,518.2407914148814,7340.675198772061,10948.709836218954,8513.013707584538,10763.436565100003,6827.485179674286
33,5071.829408590032,10554.669398400565,4263.874372058215,10898.27124810308,3614.6089617748503,4924.8384899951625,5685.051516956452,3506.890401258266,4240.55671275509,2175.8083977812244,1380.7429277573904,28474.26518762703,789.574094257467,20414.137052135964,559.3409596973218,8380.812663607541,11468.371809539314,10066.593741222872,11298.993984405892,6040.5842560159945
34,2031.4509335927007,4342.338680554119,1575.554884583947,5683.126496373527,1491.9737911595535,4109.377393217298,5252.2443279879735,3268.5255819843414,4305.527959009723,1680.8914921044875,961.3891900841571,26173.73518964723,557.4873260921063,16486.824074547523,488.4409462754438,6682.174675948114,10687.430647152632,8192.461601602405,10730.720865071567,2145.1509323775203
35,3601.49821432094,7491.407366063563,2948.077610404166,8392.865961301422,2579.9811799858926,5677.912409631441,6019.401966842843,3767.959939023181,4776.1630877733905,2268.246394982459,1304.890037445084,30752.032046679447,811.5669348710304,22276.6381819835,576.1052569530109,9293.022684037267,12142.710283093746,12235.24371704938,12632.946697646408,4139.428861492189
36,2256.073465096528,4643.912222616369,1662.3765371195614,5154.023856088605,1515.1748775748604,5521.345403978701,6036.888785558507,3368.66608367603,4286.119536969813,2011.8311166806886,1241.3984362752146,30045.40609572102,772.6925771927413,23916.72961519252,546.2608007146139,7709.406609559118,9777.272517354562,9351.778577937932,10076.635163471843,2435.455126321943
37,3259.252257813383,6512.147733034995,2562.213883075358,6808.4857780788425,2209.262166640838,6020.344269819971,6349.3210450916395,4125.120628489887,4795.110286022818,2363.5457669460957,1340.998553594308,33795.512153480515,829.3822838276153,21634.331067077095,576.8124916143216,9586.982270252065,11283.490948954877,12378.687543811791,12363.041734700051,3581.2344399065028
38,4701.061058380798,9190.831434579391,3848.115939060743,9212.87277543905,3148.95517779558,6189.430000434296,6012.642418803516,3741.883623577493,4538.042829734703,2204.553655015973,1344.257920326638,31153.535071590028,892.9159212107163,25305.791103099866,569.4821730459043,8669.794241425107,10486.578492508965,11972.68323588732,10994.44012603728,5241.276281983226
39,2770.2744141707954,5975.125299445446,2263.8392202667173,7140.250051268522,2067.248087169415,5147.34135944023,5916.043526862541,4045.0955449058783,4859.925336625484,1947.369283175539,1029.4009840618899,34346.67070878599,572.5069516691616,14358.708406494228,526.862490762267,8059.618607516375,10412.946344903627,10935.757837588022,10878.979099947843,3163.5212950817313
40,4854.727789086354,10600.96350786315,4048.9551152331333,10501.388489383404,3430.395521860452,5863.613355196779,6434.962968385396,4072.164842092919,5028.414726959134,2234.22876063292,1318.4091739980852,32852.05269325637,844.9282162360936,21359.593216712103,562.6981340865595,9841.246351282116,10395.583791424962,12425.367691443313,11924.687185216158,6058.624221659664
41,2147.7427861828255,4739.05679477993,1749.973998914442,5957.633420166502,1619.5455143476509,5254.378188049374,5671.331188241381,3331.738064320522,4386.920431054121,1878.5500414097983,1116.6901250037563,28448.11179396578,761.1258493744414,23293.543906728723,525.1716845536355,7126.378371405769,9186.576104062917,8757.80302123545,9368.038296646424,2379.798238482772
42,6671.0465110450605,14274.453846087421,5569.009592878393,13524.718503237656,4662.49949670453,6135.697990917395,6437.74662628769,4065.0930358517658,5079.108814134776,2279.52013606249,1322.2438762947838,33618.7345852147,857.6978479571009,23779.69264468418,589.3025338725663,9520.439313223784,10820.017951496926,12469.711697702956,11726.989294664476,8275.929996247152
43,3493.95186999691,7369.733825368036,2900.891690233591,8331.780432603613,2548.6316493702,6218.182271580848,6886.602905174622,3511.6749432208057,4648.691269901232,2200.4371060186027,1385.7353288458983,33108.74340882044,798.994606044192,24869.268710920733,565.8961056907679,8563.886173200484,10277.134657760666,10430.835180056234,10318.73635980181,4036.1106291060732
44,5519.066689862027,11936.0855186283,4627.087488673355,11610.157958341078,3874.282464062595,6144.847301494707,6296.054809909969,4313.351112280034,5094.949882333876,2358.906630589775,1312.2678022176447,36618.62570258036,818.5334752273632,19249.483286851886,577.4028328203351,9331.101178172998,11953.335984274301,12244.496043566824,12029.32874734375,6819.309338222518
45,5075.844438839137,10558.356058262592,4267.6816281243455,10902.842764450643,3616.396594663807,6576.749831472789,6499.707708747248,4250.34755351202,5190.378008453746,2312.725825428424,1449.7011995544387,36538.71255528211,946.1142550862902,24495.01039488226,581.6674934976267,9500.417418567116,11564.843862808944,12347.296152590996,12140.57312791282,6043.237372506296
46,2116.814480291092,4662.771075427597,1718.8136351884039,5904.423838357939,1594.3201769458587,4461.544783889129,4955.331078565045,3463.710907675513,3876.797343689539,1699.2531855781833,969.4897460737781,28781.80972419906,547.2720551840865,19263.368695538586,473.9776441285458,6302.711651085874,9862.41476047623,8460.500545158424,9056.304384989975,2331.172990277371
47,4720.63166405627,10337.161390577896,3942.406100992248,10290.82372638349,3340.090752829886,5277.034976273469,5353.713279810596,3748.6898487282,4494.6977706014195,1910.283874146309,1172.765810813572,31217.465589428622,744.6323031124518,22285.134185362855,522.7293023495952,7766.206183828282,11022.14059123236,10493.296782216188,10952.319283602754,5876.2547971783115
48,2372.1530450619725,5177.4877585512595,1940.994838238294,6322.601874018171,1764.9998768073704,5324.7051917055405,5974.261052988474,3651.4426951889627,4474.3005063405735,1942.0363142391425,1264.7749936806235,32383.713217878172,686.5431996333291,24859.076595190163,538.3096207376703,7517.626460164239,10113.827160458957,8391.283786258533,9780.911033217137,2659.245707850724
49,5364.4663130567105,11885.622524003355,4487.614673349834,11264.840866086814,3737.073897746406,5212.461610198137,5727.603914936119,3594.0004845073836,4662.170732272181,1955.813076424159,1201.9044553021447,33973.258365956004,709.8839401173324,19145.05959796052,559.0117333679649,7610.605954041443,10787.926563554323,9456.48071295838,10990.718070964314,6865.167347334702
