,0 AC,1 AC,2 AC,3 AC,4 AC,43761 AC,43762 AC,43763 AC,43764 AC,43765 AC,43766 AC,43767 AC,43768 AC,43769 AC,43770 AC,43771 AC,43772 AC,43773 AC,43774 AC,48623 CH4,48624 CH4,48625 CH4,48626 CH4,48627 CH4,48628 CH4,48629 CH4,48630 CH4,48631 CH4,48632 CH4,48633 CH4,48634 CH4,49738 central_heat,49887 central_heat,5 AC,50660 central_heat,50907 central_heat,51511 central_heat,51723 central_heat,52023 rural_heat,52025 rural_heat,52027 rural_heat,52028 rural_heat,52030 rural_heat,52038 rural_heat,69893 land transport EV,69895 land transport EV,69898 land transport EV,69900 land transport EV,69906 land transport EV,69909 land transport EV,81398 CH4_for_industry,81398 rural_gas_boiler,81399 CH4_for_industry,81399 rural_gas_boiler,81400 CH4_for_industry,81400 rural_gas_boiler,81401 CH4_for_industry,81401 rural_gas_boiler,81402 CH4_for_industry,81402 rural_gas_boiler,81403 CH4_for_industry,81403 rural_gas_boiler,81404 CH4_for_industry,81404 rural_gas_boiler,81418 H2_for_industry,81418 H2_hgv_load,81419 H2_for_industry,81419 H2_hgv_load,81420 H2_for_industry,81420 H2_hgv_load,81421 H2_for_industry,81421 H2_hgv_load,81422 H2_for_industry,81422 H2_hgv_load,81423 H2_for_industry,81423 H2_hgv_load,81424 H2_for_industry,81424 H2_hgv_load,81425 central_heat,81426 central_heat,81427 central_heat,81430 central_heat,81431 central_heat,81432 central_heat,81433 central_heat,81434 central_heat,81435 central_heat,81436 central_heat,81437 central_heat,81439 central_heat,81440 central_heat,81441 central_heat,81442 central_heat,81444 central_heat,81445 central_heat,81446 central_heat,81447 central_heat,81448 central_heat,81449 central_heat,81452 central_heat
0,4233.041746949191,8752.859775238056,3083.5379990923866,9901.83748797855,2841.5726083296768,11764.125029266226,11888.885503890073,7289.034139215115,9465.530267418686,4168.553857473203,2702.2380368897866,69896.0,1728.6211226993307,47843.55607971482,1081.8212594447177,14346.55170165217,18771.669322396054,13509.760103310902,18023.411212603933,0.9706969895993292,2.085586873218721,0.2936574133891937,1.4445740898659323,0.40401140274444886,6.399054246083758,4.762978651282521,0.11818283369042204,3.473221362261058,0.3043044869307772,3.228605604171729,0.23925199029467273,24.363187398275414,23.057105991290058,4530.640526025733,5.302160042887226,157.757028261141,47.8065848927187,0.19291838124685376,816.28038405542,602.24342469937,457.810610939811,366.82098763727,413.485991064,959.895291332,9.673226968152449,15.95117624028353,19.029829251230694,28.975506438931916,12.427888558217091,30.799959666503128,3964.1103101904,12677.241619704082,1836.6106354009999,4716.983117556122,2568.9459106457,5801.698379288061,5741.729155885,13958.03245248796,1659.6967545717,4453.28478242261,1428.714955941,8185.63640152449,866.3623885984999,2804.78004475,383.0106281873,1065.5019071175284,177.9494552097,123.95026563698929,278.531855492,300.89394762517674,595.9653440101,771.2181537381738,127.3933594402,293.38607757652835,83.6584030525,401.0210954140298,69.8468110422,63.601302484286045,1142.244522688531,55.46670861870231,1271.9701385245348,41.025697555789776,224.95767097934285,697.384986958329,250.3297018978124,3.642561770603724,1810.7814220038504,29.689157444379756,3.77890163936699,57.69604301932329,58.106862413663016,106.8964696604142,1684.0756209443682,54.30363910784408,85.27640185066265,769.4373056538315,360.03260495586454,12.433503601005084,2.877779743056066,35.691256502732735
1,6687.661737359886,13370.791361229649,5251.737604871675,13988.398851927166,4532.223511451377,10875.11705176608,11464.468812699679,7128.180746341936,7974.459957905376,4023.806245976147,2367.2668035095576,69070.0,1445.2796412938117,38393.7937269906,1002.6854015682071,14291.908185126744,20020.536061509567,20393.223345553975,19632.351176723394,1.6074337901786084,3.623993915864248,0.48059690920742537,2.5178158924159884,0.693825452039935,11.599252205575516,7.527629213234558,0.20659194563708502,6.0908335378421175,0.5153254683115752,5.7663702843695885,0.41066540872707047,52.231747248311585,34.57454697938938,7349.732744743126,8.98065822744207,301.2894665031007,108.30461012505849,0.21372868636031336,1701.81023963414,1251.92366276953,946.18224332207,720.2241105221,801.660085884,1995.319599306,775.5527073778212,1118.173141872161,1391.8923691330128,2289.791395804088,819.4190057834494,1972.3068475120235,4351.6221341264,26523.450584612245,1949.9520858284,9438.816325431633,2742.8360477361,12477.06735969898,6063.5271993799,29319.971246758163,1774.7727349423,8665.872145566153,1745.1799763781,17181.261064784696,894.0853811454,5938.681216276326,400.448817195,1065.5019071175284,182.4694159382,123.95026563698929,286.5185011106,300.89394762517674,611.7321824294,771.2181537381738,131.55462138730002,293.38607757652835,98.2017328483,401.0210954140298,71.8374762782,63.601302484286045,2214.137947858495,85.61136920620956,2445.5518128497374,73.7593488272053,430.76598154612935,1376.2486233201137,558.8017200014442,7.416748786780987,3850.100828688134,40.8726937967032,5.173500817757121,137.67107382441492,116.38510298639589,152.03094879869928,3690.472514368526,103.28958537416126,196.76414567189775,1570.4077782375934,709.7656654884818,22.114541011442256,3.647928083415616,81.47736507205877
2,9732.462354108759,19029.874046001933,7965.592079607638,19069.19271950122,6520.788767355305,11878.228351286554,11273.879958162426,7482.293057424244,8784.442345527725,4135.846400161532,2632.378388678536,67568.0,1587.417107418155,39947.327519744176,1057.37664832503,15265.11440063638,20211.338053650536,20990.468266211366,20389.8077145823,1.6430168056010093,3.7099653274028683,0.49104372327048007,2.5777922901636305,0.7100212456179532,11.889856932715194,7.984077016640661,0.21153254713996172,6.2371145982878575,0.5271180375930928,5.908189195529982,0.4202445728434486,44.82622357529944,30.92693912271799,10855.635201845962,8.065368422771927,281.42760857696567,94.19114858493123,0.20846815915004668,1463.85491558244,1086.2284406246,817.36330598309,632.64120934283,717.192213813,1717.799897295,352.8533154251054,518.0468718500342,623.7946901884861,1014.2405145640951,384.43475650809705,936.0963665713789,4483.1252972549,22813.309870714285,1987.1123571265,8300.674880618368,2812.5552724725003,10711.694968965714,6150.8737649368,25183.987018510714,1858.114013233,7758.102953882255,1924.7206624596,14871.21540042653,937.2037388571999,5122.844794179694,399.7782444475,1065.5019071175284,180.8792621794,123.95026563698929,283.5423694676,300.89394762517674,602.2016035368,771.2181537381738,132.4377726181,293.38607757652835,104.6780041097,401.0210954140298,72.2393337934,63.601302484286045,1947.1592537584297,78.33549491297008,2132.2321653530585,65.02056163142666,377.4504646197451,1243.1293406857321,484.64838908870826,6.3319815596643165,3324.873536638662,37.17946822225448,4.824616215717526,116.83444832981958,104.38382551769936,137.35877017028696,3208.9344960336766,90.62238955439436,167.44588212405577,1368.1167835969338,623.6600230686344,19.45827793723396,3.311375008735967,72.35597957468013
3,4224.136667963043,8743.437937677592,3080.7466808511713,9901.156723987044,2852.824422043878,13259.750568321937,9874.622385764964,6681.807835552359,10773.739016139116,3901.8615982940128,2148.949622885798,74097.0,1266.325689090187,29544.085482531595,937.7433732444329,13731.716087898603,23035.216291446108,20173.776151043363,23001.13348661067,1.8583157829976031,4.589621071866201,0.5765831929823457,2.923341788917517,1.0444648942975436,14.059964402665587,10.958550984358947,0.24541403821347813,7.953279709892263,0.6659080497878783,7.307463330669683,0.4805108714701629,57.622355134488785,37.425930852367074,4508.556389786267,10.317215988910588,331.13936375710324,127.61491166444917,0.26117637163557156,2016.19081443941,1380.4396040525,1120.47334796835,852.62906261764,903.322421184,2248.984595866,66.92599949007854,90.60113636631286,115.67830125545152,205.5168884159648,63.13573948093108,175.2868159947684,5353.5767126009,29821.31215322449,2226.3550205936,11103.036733888775,3397.192307467,14561.694457814796,7334.3327218822005,34637.75833416429,2302.7317971579,9837.687619822225,2610.7076022119,18973.32462102041,1183.0582995723,7111.470807720817,435.4693424669,1065.5019071175284,189.1849622904,123.95026563698929,309.6709912173,300.89394762517674,644.3385257194999,771.2181537381738,142.8906690195,293.38607757652835,126.6440378828,401.0210954140298,79.4202588895,63.601302484286045,2446.625180065909,97.95525253717017,2756.288873266875,81.56737364151385,489.85571923995155,1554.588191714453,634.0318449016314,7.5757351457681485,4606.410357476302,45.87074818231537,5.779497644559682,161.32902304254412,133.47463593125704,169.53166583608703,4326.545753203669,116.34896584877754,227.07772216637824,1882.1480023467,834.9927787047145,25.365425035088652,3.9426335099541876,97.00747062516106
4,6737.177808724678,13555.38104150693,5221.133110909909,14102.003527349842,4509.006109229384,15299.618767604768,11575.780522496287,7829.972873769869,11171.297965567443,4363.0445619254715,2749.419777750745,80638.0,1882.1178197455893,42827.07753386801,1034.8391373009565,18369.090107364296,23177.09804128605,24237.22363829639,26076.748829734905,1.7037737949037932,4.18177848646282,0.5290708468520758,2.664518449276179,0.9514600031176592,12.758358212381982,9.313731308945751,0.22357407343311103,7.238299851837526,0.6082271852196351,6.639650176065216,0.43868614375642695,54.95576424492522,34.70281301607789,7466.519254800807,9.508617037326509,323.09841204661564,121.57015542496956,0.2269358215066655,1916.96665724412,1318.4482998095,1061.1270035705961,808.3319048519,863.067303025,2140.468836268,631.5150418579578,929.0792863847746,1135.050120293803,1835.9354984107194,689.5590558237454,1656.1017485836637,4968.8808633836,28403.282720561227,2089.0953641861,10549.570499917347,3139.6999968626,13840.8852639,7163.9054811314,32975.50084499551,2158.8308704007,9394.237775757643,2301.223396141,18101.582751387756,1263.0228342842,6756.741616800408,415.5866316977,1065.5019071175284,182.47212264459998,123.95026563698929,296.8795922461,300.89394762517674,625.9843133326,771.2181537381738,135.9710186319,293.38607757652835,112.4541035992,401.0210954140298,76.3693596205,63.601302484286045,2325.94839594092,90.80702896294733,2616.7374962611907,75.43052753745555,462.6567876611479,1495.7675739753115,607.1579381136057,7.469762204296823,4399.204606030269,41.60013505901982,5.236538209362681,155.6658223488398,126.67286150898059,155.4683622882585,4141.8705316170735,110.4185807251897,220.3320856721094,1784.34027268776,789.5044530573592,23.794295283250698,3.5412210819721954,93.3083718150531
5,4460.134887116043,9834.32373185839,3634.681122938226,12345.136588973548,3361.275004397585,14502.087433118266,10371.177053488165,7754.917842707328,9528.82470239255,4156.954759656559,2520.4256906084797,71761.0,1602.9710537003048,47117.65386786833,1020.5302407956567,14215.204033863058,20558.697721662007,18239.02772465244,22652.558448351876,1.1477949747578287,2.4786293535515775,0.36531723760112567,1.6743433989135297,0.5749150329648387,8.172187722375373,6.180391417691251,0.1411833827268184,4.39941929534625,0.4066784691713715,4.137498342793509,0.29954315309455215,30.682650018599503,27.247935974601003,4943.7004341085585,6.310043207273305,172.96962929553217,65.67077267298403,0.23018650127710663,961.914416986808,749.80829629971,604.5570503924951,442.21252704416,479.1038930914,1208.447672418,14.89186102952226,24.53857625409728,28.093394059687853,43.17802927439334,17.606378339551156,43.46743843262084,4693.8216270402,15918.729954836735,2070.6502458524,5604.222208473469,3029.2174151681,7422.726462688265,6598.0652323672,16564.800978272142,2050.9194154642,5081.547215690607,2040.7552549099,10263.01028067245,1075.9067893164001,3823.7377400883674,411.45705016709996,1065.5019071175284,186.24045221219998,123.95026563698929,294.83778886799996,300.89394762517674,619.2055867215,771.2181537381738,138.1968099005,293.38607757652835,104.7620975458,401.0210954140298,76.3593312747,63.601302484286045,1418.613117379746,69.84854732985171,1592.2892028504316,48.833686616868164,277.2404525999336,790.8598552747435,321.629418986247,4.386921853003974,2099.302718330711,34.00578182269056,4.08870592711367,80.63812476360869,65.20379709753311,122.27342024972818,2017.8161318099912,65.91523690312731,98.67007903095177,1058.6955035268659,465.9219855412779,14.437654850378276,3.266074525466449,42.42860315186559
6,13729.658279144482,29393.54974231448,11457.260804141557,27851.050987317296,9593.706693368355,15637.598000124453,11363.053608800325,9190.598171448455,11043.289216861576,4987.432705747677,2967.4411016338486,82849.0,1863.9385207777987,44823.72465644012,1096.4853961142946,17687.649280124067,24260.230428462994,24742.252281649602,26484.950301488156,1.754433588875498,3.920878788816509,0.556649758143788,2.6506136973047054,0.9117743938670986,13.346410005188401,9.668354444241956,0.2243444828845446,7.026599800137797,0.6371104854151384,6.691904122142661,0.4713405759896029,47.86856971959857,38.48668977442993,17039.39098195393,8.914185822766903,276.4347322951168,105.43456435210564,0.2811451394291089,1626.26639604032,1140.0008783731,933.10696273566,722.59338451004,748.136978994,1837.163215192,404.7724349172786,576.2772570311208,720.1260144397384,1196.5248501547612,420.90259627252817,1039.1042904059868,5275.4989916194,24266.16012472449,2201.6919577266,9270.756267070408,3318.2354470763,11753.474894873674,7591.9341938076,27842.587988704083,2303.7745348793,8156.290268158051,2511.0777666738,15610.051309319388,1435.2195302066,5914.809502591531,431.9500196632,1065.5019071175284,188.3890642014,123.95026563698929,308.6099940022,300.89394762517674,645.6743881324,771.2181537381738,141.3509301646,293.38607757652835,121.18958347,401.0210954140298,79.9299150858,63.601302484286045,2123.1608558183675,97.44503854375773,2389.026278553226,71.25238333948028,418.4467787744587,1320.8277990840425,501.40222175104066,6.7751404677105755,3765.615531401181,47.094956632518134,5.749974232874424,128.75968111211392,109.90794040869409,172.13648387567346,3652.0884497219054,97.62903827433178,187.21816004110985,1606.7190347899896,709.2205023046654,22.43198358142301,4.4426038639560375,79.01009800587875
7,7221.135791273866,15228.955045797597,5995.995763945582,17214.0157015473,5266.6508018540435,16363.497338291227,12883.243831172245,8231.022022331941,10178.885064144695,4847.975329440115,3087.515654053601,80968.0,1701.774533615002,49366.168164589915,1093.6506490572594,17052.117709672028,22545.20151385719,22118.401714150365,24479.56292242207,1.2161124162064083,2.641050256301509,0.3868644124185319,1.7842874206031698,0.6128509129587588,8.754889877532692,8.548550783181147,0.1505486843390282,4.695282839364125,0.4326288874455339,4.425166261065439,0.31889035603632354,51.17020708047984,34.118025421232026,8340.749537632302,9.1111590987653,305.3398530682405,114.1061245191923,0.23200446723486629,1702.4393283486,1226.9145515333,1000.36564024166,749.57613620794,803.992502532,1967.727526085,216.32128515536897,330.7060105757555,396.7507737635169,677.5643109861994,236.44011309591588,607.8607099548681,4851.8751104698,26098.72802920408,2076.3826094212,9767.990888438775,3085.1600025424,12755.476419808163,6764.037141964401,29318.70961375102,2081.8209599382003,8748.855726872796,2179.2338657105997,16898.23330337755,1097.3386722455,6376.973806904081,413.8362908582,1065.5019071175284,183.3021863044,123.95026563698929,294.9366888343,300.89394762517674,618.7490094589,771.2181537381738,136.2309907867,293.38607757652835,109.7971948135,401.0210954140298,75.3306286668,63.601302484286045,2195.248359481516,91.4907038686516,2437.728290089025,70.59501356798386,426.4937672167624,1391.629317721861,558.5888834059655,7.063148446877228,3894.20723223872,39.89719171919451,4.9944030985884975,144.3971503068084,117.1808513965958,150.2034102998281,3797.1091946611746,101.2485434640016,196.27829923483634,1698.564138427183,748.9604165815098,21.989789721028302,3.463588495472895,84.62726028549645
8,11407.950614417423,24670.36236918107,9563.377047075634,23992.85017529366,8007.264192432919,16166.749857542622,11073.420773590435,9606.524106479625,11363.370557356,5040.851083156814,2904.0787109570133,87505.0,1685.8468033886445,31523.099708823178,1052.4949962291284,16562.079975988367,25094.77256497398,23721.29514209128,24908.64900318269,2.1873861387848024,4.7348519703488545,0.6086674077444119,3.4297258892325297,0.8544824862371025,15.223972921285787,8.568601404819352,0.26983427132397203,7.949887774882063,0.7295071913136861,8.161865070789684,0.5743071982899647,63.85408986486494,51.150025538634665,14093.815706868247,12.152591122639631,356.048602699586,123.55524580051397,0.3585705460822671,2030.15183658625,1522.8209304601,1127.25468541008,894.86752586608,964.990393073,2431.292716748,697.6740319288801,1001.4830719159218,1236.1054174047895,2072.8787419634173,727.0368286977755,1823.3879838115536,5548.9639239382,32267.060982877552,2316.5724740466,11530.613891826531,3403.900350346,14534.204102663265,7759.4718210150995,34956.37856756796,2429.5264010603,10410.573420380408,2673.3750343687,20879.91469605,1436.0063043138,7010.813600065919,444.217151199,1065.5019071175284,195.4100950129,123.95026563698929,305.4046843475,300.89394762517674,644.5524921621,771.2181537381738,148.7991313528,293.38607757652835,128.6557785865,401.0210954140298,83.2523305908,63.601302484286045,2830.728836444121,126.00057440186437,3160.9485879660797,97.75986916857929,550.3031235231006,1656.9801069353184,676.450031579503,8.720253134331324,4591.694090021413,62.50558919888158,7.504787432336988,152.78214171094078,139.0065450686197,219.8020854660915,4403.920687249944,128.14094662400285,228.00585324054092,1891.4021700216945,865.2389519385111,28.27386242939689,5.788435574725839,95.53072138998768
9,10466.357192541815,21781.16203215704,8798.575813778547,22492.039066736103,7457.91550858618,17286.69717774009,12295.28471208714,9549.552024527171,11497.432375949224,5113.672815526148,3230.3985756672896,87229.0,1985.8355976018615,47119.14023861333,1100.168181671335,17850.597074462283,24058.291970520084,25421.805814990345,25309.74994550182,2.2779990571991986,4.9402277728860655,0.6333008671817248,3.57939428127363,0.8909033637375741,15.912114468644958,8.443522040503337,0.2816089615140436,8.297885730483463,0.7605631271753134,8.52693298910681,0.5990515142989563,59.45983275956675,40.78064985012919,12466.918630907838,10.742046788094989,341.79483452308176,117.18115920490551,0.25539843187599726,1856.23659579494,1403.28975226913,1027.6786954626,806.10770604832,884.834984599,2219.831548366,682.346933003515,1005.0202800149564,1215.8128410424106,2034.3906071114325,729.7492142341216,1814.4935664569493,5327.5804801439,29571.664770744897,2219.6896725400998,10526.403194004082,3280.3684039419,13461.509662354592,7306.9212862703,32060.727889998674,2270.1089573445997,9581.656744938,2487.920949266,19278.342536365308,1210.9978310208999,6439.748153707143,435.1309615837,1065.5019071175284,190.60925379789998,123.95026563698929,302.2639042343,300.89394762517674,637.8179777372001,771.2181537381738,143.3112043701,293.38607757652835,122.4582824212,401.0210954140298,79.20712357400001,63.601302484286045,2551.1652735004377,102.80088395785005,2808.213553466259,83.27345163028568,489.0574844613401,1538.0165508636676,642.1420507807559,8.304109477930147,4248.148766494932,48.18344203167642,5.700381145028869,145.9569569056757,130.2528078322117,171.01315884120817,4126.317251379981,113.91610306569689,216.73550039719345,1716.750718736846,782.1804460946338,24.399658155014016,4.190476554046109,91.21802577406524
