name,scn_name,bus,carrier,e_nom,e_nom_extendable,e_nom_max,e_initial,e_cyclic,capital_cost,e_nom_opt
65536 central_heat_store,eGon2035,65536,central_heat_store,0.0,True,inf,0.0,False,2.105894851346997,7.1734962369144825e-06
65748 central_heat_store,eGon2035,65748,central_heat_store,0.0,True,inf,0.0,False,2.105894851346997,7.199079648135577e-06
66048 rural_heat_store,eGon2035,66048,rural_heat_store,0.0,True,inf,0.0,False,84.18143564868184,14899.02315913163
66050 rural_heat_store,eGon2035,66050,rural_heat_store,0.0,True,inf,0.0,False,84.18143564868184,20704.014316597884
66052 rural_heat_store,eGon2035,66052,rural_heat_store,0.0,True,inf,0.0,False,84.18143564868184,12318.78107682004
66053 rural_heat_store,eGon2035,66053,rural_heat_store,0.0,True,inf,0.0,False,84.18143564868184,14785.75696535028
66055 rural_heat_store,eGon2035,66055,rural_heat_store,0.0,True,inf,0.0,False,84.18143564868184,16106.076943332959
66063 rural_heat_store,eGon2035,66063,rural_heat_store,0.0,True,inf,0.0,False,84.18143564868184,23425.32769212496
69893 battery storage,eGon2035,69893,battery storage,84745.652,False,inf,66789.72196462832,False,0.0,84745.652
69895 battery storage,eGon2035,69895,battery storage,121108.41,False,inf,95262.51920530135,False,0.0,121108.41
69898 battery storage,eGon2035,69898,battery storage,151778.67,False,inf,119609.23541273815,False,0.0,151778.67
69900 battery storage,eGon2035,69900,battery storage,252080.478,False,inf,199139.86295855974,False,0.0,252080.478
69906 battery storage,eGon2035,69906,battery storage,87945.874,False,inf,69072.29654673605,False,0.0,87945.874
69909 battery storage,eGon2035,69909,battery storage,217787.078,False,inf,171532.43747274842,False,0.0,217787.078
81398 CH4,eGon2035,81398,CH4,6280391.847306572,False,inf,0.0,True,0.0,6280391.847306572
81399 CH4,eGon2035,81399,CH4,15565212.068123307,False,inf,0.0,True,0.0,15565212.068123307
81400 CH4,eGon2035,81400,CH4,132677413.19396156,False,inf,0.0,True,0.0,132677413.19396156
81401 CH4,eGon2035,81401,CH4,77365956.36492357,False,inf,0.0,True,0.0,77365956.36492357
81402 CH4,eGon2035,81402,CH4,29910050.06984601,False,inf,0.0,True,0.0,29910050.06984601
81403 CH4,eGon2035,81403,CH4,37191337.46720524,False,inf,0.0,True,0.0,37191337.46720524
81404 CH4,eGon2035,81404,CH4,4458266.868537888,False,inf,0.0,True,0.0,4458266.868537888
81418 H2_overground,eGon2035,81418,H2_overground,0.0,True,inf,0.0,True,133.59307272764556,1197.9940811892207
81419 H2_overground,eGon2035,81419,H2_overground,0.0,True,inf,0.0,True,133.59307272764556,341.2177598662437
81420 H2_overground,eGon2035,81420,H2_overground,0.0,True,inf,0.0,True,133.59307272764556,477.96333662164636
81421 H2_overground,eGon2035,81421,H2_overground,0.0,True,inf,0.0,True,133.59307272764556,876.3526224272875
81422 H2_overground,eGon2035,81422,H2_overground,0.0,True,inf,0.0,True,133.59307272764556,436.8936947882787
81423 H2_overground,eGon2035,81423,H2_overground,0.0,True,inf,0.0,True,133.59307272764556,837.778405493006
81424 H2_overground,eGon2035,81424,H2_overground,0.0,True,inf,0.0,True,133.59307272764556,211.491006302271
81453 central_heat_store,eGon2035,81453,central_heat_store,0.0,True,inf,0.0,False,2.105894851346997,21255.812315771418
81454 central_heat_store,eGon2035,81454,central_heat_store,0.0,True,inf,0.0,False,2.105894851346997,671.8275255465514
81455 central_heat_store,eGon2035,81455,central_heat_store,0.0,True,inf,0.0,False,2.105894851346997,6979.644598275494
81456 central_heat_store,eGon2035,81456,central_heat_store,0.0,True,inf,0.0,False,2.105894851346997,7.171385760756932e-06
81457 central_heat_store,eGon2035,81457,central_heat_store,0.0,True,inf,0.0,False,2.105894851346997,375.2742864644904
81458 central_heat_store,eGon2035,81458,central_heat_store,0.0,True,inf,0.0,False,2.105894851346997,1407.9644650135847
81459 central_heat_store,eGon2035,81459,central_heat_store,0.0,True,inf,0.0,False,2.105894851346997,596.3075239988196
81460 central_heat_store,eGon2035,81460,central_heat_store,0.0,True,inf,0.0,False,2.105894851346997,2.8611657534667008
