,37222 dsm,41648 dsm,42100 dsm,42102 dsm,42106 dsm,43534 dsm,69893 battery storage,69895 battery storage,69898 battery storage,69900 battery storage,69906 battery storage,69909 battery storage
0,0.26244687102125097,0.30347220016697474,0.2985946817350939,0.269027984727188,0.28000703047295195,0.27747474689031015,0.7981526486078898,0.7965940748227501,0.7989548742230271,0.7999059727674798,0.7956510075676461,0.799460580613878
1,0.3342361219292403,0.3635937377792984,0.3526362719990177,0.3331345931201309,0.3338146933673761,0.33572243251617057,0.8260621126492819,0.8250215161385848,0.827018009664359,0.8273032631300673,0.8249450491271948,0.8274806159513968
2,0.3957538099188327,0.41743997559413054,0.40590669166548776,0.3950714921177847,0.38958932303884103,0.39810503731618574,0.8199936748875511,0.8177975121654657,0.820817353072054,0.8204284555549863,0.8184180711226304,0.8196769776903553
3,0.25350581761812385,0.2972257014220044,0.2897093668565519,0.2576390622029413,0.2720138685108167,0.26843440847975947,0.8322267021073235,0.8302946881433229,0.8331892385456826,0.8327027265029617,0.8308325042437449,0.8317878162419354
4,0.32023622184779954,0.3509023989099038,0.342928606610396,0.3237414984812522,0.3268490632199504,0.32963107951109394,0.8129365641540951,0.8110662067755183,0.8147200688909056,0.8134093582630157,0.8108851695211867,0.8126060298195592
5,0.2611564577502391,0.3213039597142285,0.31753737521161673,0.2588192837531697,0.28300720999998114,0.27274879166838933,0.8242689092954,0.8225277877932218,0.8254980142017025,0.8245564973807034,0.8219221792583798,0.8241407271520591
6,0.9445257020445003,0.9505845923528647,0.9504280284318649,0.9443514724291449,0.9464301675364961,0.9461598050087788,0.8270828848414951,0.8255508728762169,0.8279206010693864,0.8279903107806097,0.8249006302534306,0.828347752712391
7,0.3913883416874037,0.44353792327368113,0.4357133439667867,0.3906271536059041,0.4031517732697909,0.4027593517368018,0.8273313848177591,0.8255888673927716,0.8286265787109056,0.8283621723138833,0.8250356032240032,0.8276666861993295
8,0.8252965529817645,0.8402596051010299,0.8352769850043955,0.8222789225355307,0.8264018476121269,0.8181542613092824,0.8292027130391862,0.8285133636976207,0.8307661128563371,0.8309744623642934,0.8278230120754091,0.830642972316271
9,0.6236993785912751,0.6575678443052089,0.6480365511874792,0.6213131342915793,0.6225207475230937,0.634338032161202,0.8269547066423628,0.8265174633294494,0.8287037912817053,0.828693434784684,0.8252667152749378,0.8278804351518183
10,0.25274191822259967,0.313382593870275,0.3109461169657421,0.2526889083651639,0.2757889816205389,0.2651313226621255,0.8365827788247002,0.8361633648624771,0.838527753651683,0.8383741059635259,0.8351658725322899,0.8378135819493988
11,0.7568039455818877,0.7790217440397266,0.7774360524872801,0.7570248710375462,0.7646633242000441,0.7631698618364304,0.8324473390314314,0.8314239250954671,0.8333025021907855,0.8332383656049076,0.8314401265558463,0.8334401538342605
12,0.28934234962878375,0.34507392269325965,0.34162802453505187,0.28764894673270136,0.3075258197662609,0.3002063071091545,0.831764148871104,0.8308535306098274,0.8326916816879314,0.8326901128774957,0.8308528450136139,0.8324567933877309
13,0.9915776233866429,0.9924956254318639,0.9912754415824608,0.9910273580075667,0.9911119233781631,0.9894070879946916,0.8304451862970988,0.830162710380714,0.8319795381568521,0.8317074575756169,0.8300570811598124,0.8315066152148777
14,0.4820353038673312,0.5224340992846196,0.5096878303959623,0.47625381348035556,0.4789337293791347,0.4853167909712515,0.826245205534829,0.8263363957005729,0.8281976667160131,0.8285104815718494,0.8252370562492951,0.8279866469495091
15,0.32723195970686375,0.39258999566904523,0.3868900532578062,0.3288599647110231,0.3517378583142194,0.34401449599463685,0.8367826359801822,0.8366245158153962,0.8381318614400667,0.838905751478823,0.8352977020426899,0.8387697871820426
16,0.778740337365674,0.7997611454501946,0.7982825165892405,0.7815014913229281,0.786389644234472,0.790165929512547,0.8290603000587887,0.8288017002182391,0.830859996878733,0.8317386503461041,0.8275890492032711,0.8312132725745072
17,0.26333391605715506,0.31807865851207767,0.31803890532449186,0.26129134776520696,0.2794948007178243,0.27216106943263174,0.832444697883394,0.8317847199975146,0.8346927909150098,0.8347927832150761,0.8314546861474752,0.8337165738329475
18,0.5186168426259525,0.5584549373896337,0.5573208940741041,0.5155172911609097,0.5204275606727614,0.5313870989310445,0.8247986608081394,0.8242557401233782,0.8270259319978703,0.827862530494038,0.8238886597606158,0.8270111876505393
19,0.3465515163992107,0.3926236070483589,0.38955591130541833,0.3416768504087217,0.3510606854352047,0.3503969004304912,0.8222539881865184,0.8202933804873046,0.8241740860004391,0.8237264675430105,0.8200615175930331,0.8228900201526689
20,0.2788906097229016,0.31732953881132414,0.3033642724248455,0.27764455901195007,0.2843552043912981,0.28170358135992735,0.8324710183673435,0.8311728510624999,0.8343238961458639,0.8342615726627881,0.8304490080537207,0.8338659647070331
21,0.38398176170260806,0.4062419627740219,0.3952044955896966,0.3847286020488616,0.3787636840247687,0.38598037395673596,0.8125341036584642,0.810932379671477,0.8143437464743474,0.81404902731316,0.8101785925413274,0.8133073343171013
22,0.25274191822259967,0.313382593870275,0.3109461169657421,0.2526889083651639,0.2757889816205389,0.2651313226621255,0.8267386474874284,0.8256333455368502,0.8286060960236565,0.8278628132011318,0.824895703471406,0.8270587510532803
23,0.7568039455818877,0.7790217440397266,0.7774360524872801,0.7570248710375462,0.7646633242000441,0.7631698618364304,0.8300313683350881,0.8280802032656007,0.830700219542924,0.8306442186047759,0.8273227897763441,0.8306990750777868
24,0.28934234962878375,0.34507392269325965,0.34162802453505187,0.28764894673270136,0.3075258197662609,0.3002063071091545,0.8313738475905524,0.8291462231521032,0.8321746413590904,0.8319034823888465,0.828573258384094,0.8319744477301468
25,0.9915776233866429,0.9924956254318639,0.9912754415824608,0.9910273580075667,0.9911119233781631,0.9894070879946916,0.8305279860231611,0.829209827997377,0.8313548599527016,0.8316909393932246,0.8281840328747043,0.8321978566823183
26,0.4820353038673312,0.5224340992846196,0.5096878303959623,0.47625381348035556,0.4789337293791347,0.4853167909712515,0.8267091851764256,0.8255991783972761,0.8270102676592375,0.8278594619865659,0.8242324602018256,0.8277558597517602
27,0.32723195970686375,0.39258999566904523,0.3868900532578062,0.3288599647110231,0.3517378583142194,0.34401449599463685,0.837399033970303,0.8363769201178047,0.8378648400955754,0.8389577114883857,0.8350262698583104,0.8392874860469206
28,0.778740337365674,0.7997611454501946,0.7982825165892405,0.7815014913229281,0.786389644234472,0.790165929512547,0.8294774606492784,0.8285285530976914,0.829919829018103,0.8311690660971629,0.8277206890367668,0.831286718742347
29,0.2611564577502391,0.3213039597142285,0.31753737521161673,0.2588192837531697,0.28300720999998114,0.27274879166838933,0.8340160316891141,0.8331109809516063,0.8343548753084159,0.8355898221836814,0.8322801804391404,0.8357798088479925
30,0.9445257020445003,0.9505845923528647,0.9504280284318649,0.9443514724291449,0.9464301675364961,0.9461598050087788,0.8313094720575545,0.8297805985813365,0.83086163281529,0.8325514322594751,0.8289958754356614,0.833184168221038
