,0,1,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,24,25,26,27,3,4,5,6,7,8,9
0,9.341960074212923e-12,5.812897930712673e-12,1.5674433259932747e-11,8.785859573090112e-12,4.246713858990752e-11,2.638034513452299e-11,1.0349416693930289e-11,7.540184944935139e-11,1.4224304189135965e-11,4.3926310230141266e-11,2.0211365385397154e-10,3.162986484863168e-11,5.551125896479936e-11,2.067792763301612e-11,1.6708549526657796e-10,13.17752994743087,1.374315945562666e-11,78.8799143272083,6.528701367780507e-11,12.330794558952842,2.634267586505324e-11,4.74344102398341e-11,1.596708554737796e-10,8.837148521073013e-11,8.580185193665028e-11,1.236394972337567e-11,1.4039872182091832e-11,5.010913475470199e-11
1,9.746773994035566e-12,5.3900321432688576e-12,2.2953226779156312e-11,8.420439713497055e-12,1.350397421314803e-10,2.936244719357341e-11,9.352897959913565e-12,2.0868366819201247e-10,1.6459392811818652e-11,3.064518557164058e-11,3.829830901167373e-10,2.0555028088566516e-11,5.499053815294949e-11,2.0174693195164562e-11,2.7387087915668295e-10,13.068180286793442,1.1170226040746387e-11,67.10088592720331,4.898640131506988e-11,12.33079455871954,2.8825803257053955e-11,6.530441768107692e-11,4.39034544915478e-11,7.759636585475143e-11,1.9856846651100106e-10,1.2550102385178971e-11,1.2172490203831466e-11,4.5521327981416256e-11
2,8.566972000434618e-12,5.5239815615893466e-12,1.4072280432865638e-11,9.489775260727811e-12,9.437073639240473e-11,2.309068494938298e-11,1.1628103894186934e-11,1.3234785580925966e-10,1.5530380127014704e-11,4.550493515288496e-11,2.252027998685069e-10,2.2415821564817272e-11,5.0787545807606325e-11,2.3042917849010842e-11,1.1203350401938015e-10,6.884880233786414e-11,1.822759459666465e-11,1.6071149061124223e-09,5.4233897472190777e-11,58.43206935673998,2.8396833437973317e-11,1.651972597440182e-10,4.8928048004410595e-11,5.052385115374773e-11,1.0443830571747692e-10,1.6094741226344594e-11,1.8308901645630926e-11,5.91158478617369e-11
3,8.086666080438554e-12,5.771259427190144e-12,1.2901593425285513e-11,1.1423980132750799e-11,3.7267590538054553e-11,2.1105099834033894e-11,1.0439012307296812e-11,7.228444980211633e-11,1.680748102352807e-11,5.785952192765092e-11,8.977348794007897e-11,3.391560946647172e-11,5.040129601704031e-11,2.229719714684619e-11,1.3544979292124177e-10,6.310614887475831e-11,1.6076751860099664e-11,1.651356818114303e-10,8.982533291344548e-11,19.341046456450766,3.4454338256904544e-11,1.1716070715101305e-10,4.108054645079815e-11,4.031498885325836e-11,7.22388956147721e-11,1.4126144698476871e-11,1.6091279686678468e-11,5.5642843622027304e-11
4,1.1194189095759336e-11,5.969455045117618e-12,1.502817156480405e-11,7.843648030747423e-12,3.880300329056546e-11,2.942748105393637e-11,9.123288966228589e-12,8.490060637675703e-11,1.3879309647926687e-11,4.9417019189111105e-11,3.5004540558664326e-10,3.5733949767484345e-11,5.949122509243634e-11,2.455671737871844e-11,1.7485890192420369e-10,4.852047190618393e-11,1.522945888678264e-11,5.668251002805829e-10,6.33428279971177e-11,9.074310160819772e-11,3.226645165086353e-11,3.1732242626665613e-11,3.145691250640058e-11,6.417440200634224e-11,7.950547176003825e-11,1.3227631418528676e-11,1.541602661826669e-11,4.992226062277219e-11
5,1.5078598105444428e-11,7.131144306412146e-12,1.7331789950734253e-11,8.640340379253985e-12,8.174963750678427e-11,3.959746257612374e-11,9.23457845771359e-12,1.3027337493811453e-10,1.6694869179412278e-11,4.4997936814214864e-11,8.066745346979361e-10,3.424344462625211e-11,7.541580700368121e-11,2.8095759230859414e-11,2.2470805180531914e-10,3.650210425143773e-11,1.4955135082040247e-11,0.03415468929647921,5.874289298533619e-11,1.3299993639979788e-09,3.2710459089051185e-11,4.9923689076865885e-11,1.6163425998491713e-11,5.346857309180908e-11,8.96086440906263e-11,1.3378927995353634e-11,1.504506247757859e-11,4.7077531177744477e-11
6,2.3464041978253353e-11,1.0594977590257767e-11,2.3324063869814952e-11,1.1550426996042816e-11,6.949266186781621e-11,6.148381125523654e-11,1.0132417640865457e-11,2.7921029571534133e-10,2.2946667148441727e-11,4.0898715941860826e-11,1.3240354982651993e-10,2.2242806168472544e-11,1.2418613553545718e-10,3.796808903368926e-11,2.2632373423502408e-10,2.6120843622660165e-11,1.4911857773718155e-11,8.661305449613951e-11,6.009273429099726e-11,9.469178402853159e-11,3.639070863745959e-11,1.953782447082097e-11,1.1158566897543959e-11,4.5191478749152266e-11,1.7304751947291478e-10,2.154917964842576e-11,1.7515503864847526e-11,4.633363985316455e-11
7,1.600522911788744e-11,7.748263575163325e-12,1.7056831842421238e-11,9.482344262165911e-12,3.737592207881836e-11,4.73358723301235e-11,8.765527119687524e-12,8.885627719419428e-11,1.782057791037297e-11,5.061832785466922e-11,2.230841318565221e-10,4.9465860524000306e-11,8.6807687179302e-11,2.8647294871987953e-11,4.1445328682700334e-10,4.1870507737303247e-11,1.2941289901836322e-11,1.5581688193646098e-10,7.6185863265741e-11,9.630890827366285e-11,2.7683157510561137e-11,2.6149461245959028e-11,1.5375470031588255e-11,5.535133669172091e-11,7.413956189682773e-11,1.2514949376967477e-11,1.351888131449106e-11,4.2418540778472965e-11
8,1.0640289270021098e-11,6.457955672927647e-12,1.292513005461325e-11,8.34672946313661e-12,3.6958543729601825e-11,2.5237516834998034e-11,1.5028507557418658e-11,7.253127995055928e-11,1.4209619211495518e-11,5.944778817790941e-11,2.8702566109009676e-10,3.9121609590987416e-11,5.899127920098978e-11,1.7397305454608798e-11,9.08622829167332e-11,1.0914340652372921e-10,1.8143999630625118e-11,1.1300820381536897e-09,6.718268853250421e-11,6.60316837479728e-11,3.707261019965204e-11,3.304122473227276e-11,1.031871738496555e-10,6.880784268669234e-11,6.714721368955506e-11,1.3124869706493606e-11,1.725841870380177e-11,6.749298115425629e-11
9,9.597313874860845e-12,5.390032357435431e-12,1.3419273029713598e-11,7.285682431853171e-12,3.123354935455386e-11,2.5572949932637777e-11,1.2705321628484418e-11,6.975594703121975e-11,1.3910247780060321e-11,5.747028001611494e-11,3.4907003513457046e-10,4.256249385177855e-11,5.29042114815777e-11,1.653228521389018e-11,9.196141340862026e-11,7.547570513590498e-11,1.6908345973009314e-11,2.4032485976457992e-09,6.752561705721729e-11,6.313552800065648e-11,3.714452295290576e-11,3.8784319873560435e-11,1.813480951965624e-10,7.853214196149768e-11,6.684624084412441e-11,1.259320352657457e-11,1.6229863960692407e-11,6.604146309330911e-11
10,7.506296435983316e-12,6.178996386812389e-12,1.1923523527836454e-11,1.3903724248958542e-11,2.7832937770942805e-11,1.7557938395838313e-11,1.5932501251611055e-11,6.542707090841164e-11,1.8357581833185163e-11,6.124215248984999e-11,7.102104216684977e-11,3.6766387501837535e-11,4.862059571811028e-11,1.386232326660881e-11,7.777244862485544e-11,8.710724261808602e-11,1.5958281264508732e-11,7.905843322346016e-11,1.1275368832724905e-10,1.5660653803648564e-10,2.9331633193437423e-11,2.1009640743103082e-10,2.404663558715051e-09,3.765094843302923e-11,6.481177571260126e-11,1.2863781052568077e-11,1.5751292790419588e-11,7.915132954672654e-11
11,7.798476326766108e-12,6.884114776065778e-12,1.3194242743938314e-11,1.6952548088638737e-11,2.441857617208656e-11,1.7269920298866082e-11,1.962582941221259e-11,6.127622718754578e-11,2.2063934791824363e-11,5.373269084151996e-11,4.4036700483206207e-11,2.921254598886941e-11,5.1281248007397424e-11,1.1548779643814343e-11,6.862803266877966e-11,5.6821150591722173e-11,1.3043850339182696e-11,5.910639623962857e-11,1.9209037738609473e-10,6.101590895613575e-11,3.241226985919181e-11,7.01255511989415e-11,9.089443965437355e-11,3.254296858941859e-11,7.853288454667325e-11,1.4482627220759651e-11,1.4220791389294074e-11,8.817382065487824e-11
12,7.870235067984534e-12,5.39003251386397e-12,1.2474819409498948e-11,9.109634674225576e-12,3.235103531846077e-11,1.8853700517038892e-11,1.2926115983424316e-11,5.609287758704712e-11,1.38249570819281e-11,4.643673817375111e-11,8.861706793248773e-11,3.377215115847621e-11,4.57470326979182e-11,1.3782657040646575e-11,9.035649172723332e-11,2.39836598251054e-10,1.4388845697789002e-11,45.18609436500494,9.031410268133443e-11,12.599999999682154,2.887931052098072e-11,5.5237566963570144e-11,11.005535207497031,5.195482868853101e-11,7.161775823192145e-11,1.0900797314359494e-11,1.3081572833082725e-11,6.698583177343866e-11
13,1.0139670423840011e-11,5.856422147987868e-12,1.4034538893862406e-11,1.0020168013550642e-11,4.71637526765832e-10,3.136828620866119e-11,9.934895239887935e-12,2.129187384490776e-10,1.7602185959309206e-11,5.1531035015771735e-11,1.6627057552987976e-10,1.8851056620824467e-11,5.970353571950676e-11,5.238671521775613e-11,1.2476065917998436e-10,2.214929170908575e-11,2.7037435510993916e-11,102.03589657474711,5.175754417227506e-11,12.600000001286753,3.509620817413351e-11,21.99526820558701,1.3773114052623805e-11,3.757150183428373e-11,1.247902976185276e-10,2.6944628698410688e-11,2.582487717912432e-11,5.553098936359224e-11
