,0,1,2,3,4,43761,43762,43763,43764,43765,43767,43770,43771,43773,5
0,20200.20021464755,15155.43602367793,6677.717987984708,32707.707729843132,17859.15503740378,256.67113352718656,4658.398593171805,1170.7742384738885,3966.114403915567,-9.182565405403052,4398.158174847877,-523.9499494326022,9497.994275063229,1880.0442847556785,5483.717182086149
1,44732.275354249905,-2.249901356806815e+16,24999.778787329942,56483.289429476994,34357.639922155984,33321.886094420355,8743206211229857.0,36141.91473984336,26046.218709849327,10517.185034372813,12820.811851338902,-485.62270417770145,17165.242891246326,16225.414584140812,90166.26994487048
2,23693.654245687965,8116.19005387018,6815.8910145648915,26575.262337596243,11382.119999511706,-275.99127629231816,1684.955454774897,-1336.289358456697,2922.2526555767195,2000.3661907501964,-877.6930392135437,-512.1108839231722,3664.830875214671,1280.5879897214938,4498.302326311203
3,19403.264458922436,7080.768448139409,5097.840306032687,24238.27093815957,6987.630708035099,-281.3922406565911,1701.4547518622537,-613.1662120894583,1397.2351395424284,1333.578563905564,1441.7383241152781,-454.1698443274917,6651.687833178562,550.2505467773295,1822.7876998061622
4,7591.62711565913,5257.296678237551,2292.290198158871,16452.182037432827,4736.156885823995,24.182753371353883,1935.5272768330726,-1577.5267864624204,1461.4905442413606,175.77296368205887,-257.9065492239003,-501.19546914618667,6867.528161080101,313.81339664100284,1780.8137053867613
5,2908.685889835044,3359.091273382328,1847.5416050001961,11097.637520495728,2343.759140176421,133.3343367950545,3012.293195420529,-1422.2067280998303,1946.6962429568753,103.09577080414404,859.3531336694358,-494.26535427283295,7508.4750023926235,1696.8704174302072,796.1425409963872
6,41507.790854856634,5466050016583.44,75796.17611879775,53315.049287067624,82823.31399639515,17520.616208533753,-958218587546.4568,23489.761827985923,29163.802692913185,3491.422388641635,25957.11368406427,-531.0521149700417,23945.137909346107,9079.462207026792,43696.89214959083
7,2019.2960920808337,5123.467594716212,-329.61203237974644,16810.573854016322,1867.1498473191803,499.8109238000653,5684.1294825003515,-290.1462115010397,465.3609258271862,971.8713014013246,5494.486833012506,-529.6791843086955,14514.815458974213,-255.10314654297676,-61.84842454972321
8,7648.975057853344,7983.376492076571,3898.923901735269,12384.55162371152,5758.936804255552,320.5063472384166,1060.4968231284215,-1569.7987580346853,1593.2905479032015,85.58835171622675,-1927.7093876902056,-509.7465919049991,783.1063922425722,349.6022920530629,2367.6137098200343
9,20030.17270170754,8035.918283445806,8006.347062963901,22598.378015238995,8866.209246231974,480.3633719565028,273.13653502868584,-1605.702966070885,1868.3116162410206,-46.75493486322211,-1699.480878394698,-532.8357694226939,733.5132721657005,526.8751762009641,2322.0236244084526
10,18462.717533387302,9721.422096121985,7957.784743842254,18267.84512000121,5928.410616791031,-170.36168227356225,2026.061899755907,-517.2344520512162,581.213716527598,2119.591693300656,2906.413008158271,-470.51738621111826,1488.2754500010585,1113.711526197033,1177.9378471983018
11,11033.350067637093,10252.124475601062,7083.448483350114,12937.750596642785,3956.154373949766,-832.490881700798,4384.313660154978,1327.9651595054302,1132.1400076043415,365.575302615908,11599.62323165861,-520.5172536490461,292.7670731148445,2105.519879273341,360.6701778797041
12,54740.5377310888,-1.96415172220616e+16,28280.21141910782,37769.28312282092,39786.413016850616,43660.50726076218,-7632771824454393.0,42553.71776848128,15526.222552130354,2225.3126401967957,9973.537782964097,-530.4189817309792,174.38041324270569,8066.254325096641,115513.63506704914
13,43290.990134908294,11209.388208317241,10070.20419947261,53514.466800702445,18179.019716648236,-23.25377574860248,13568.78482733344,-95.19352784199039,4729.402905688113,4007.877651335125,10287.12389941464,-533.6898279643972,10673.89622031636,3612.839698809597,5962.894262441106
14,28941.44341837768,-6.247752535303904e+21,64557.98403719875,69521.80219682453,113947.46564550392,38919.53496165675,-2.553154620289808e+21,20227.36489028194,22811.809132737057,9072.532765164773,7732.072986471278,-552.5077450907752,17978.07533171539,4822.907808675526,64696.320084396284
15,54814.99485055266,1.8907775365327616e+18,28909.564878254405,92496.46597138462,23678.856391636316,23123.218186775353,7.349417128485528e+17,22629.466286122584,9665.806367527328,9284.004105309847,2933.0392826240013,-478.8430002348252,27221.021358063765,13977.096620585988,64669.550476648634
