,0 battery,0 pumped_hydro,1 battery,1 pumped_hydro,2 battery,2 pumped_hydro,3 battery,3 pumped_hydro,4 battery,4 pumped_hydro,43761 battery,43761 pumped_hydro,43762 battery,43762 pumped_hydro,43763 battery,43763 pumped_hydro,43764 battery,43764 pumped_hydro,43765 battery,43767 battery,43767 pumped_hydro,43771 battery,43773 battery,43773 pumped_hydro,5 battery,5 pumped_hydro
22,407.7488137821087,65.0959747238442,506.1195006842825,229.02588616408238,123.38667262345119,3.1497172939683553,724.7011464857923,196.46422032347013,135.30238336295366,251.4498130115667,125.0563427664165,21.225070451240974,450.20426014000117,465.21106881133454,68.62533733989724,261.4057719396519,177.18868648131257,91.12526347855272,325.23263029267036,1545.1053995577001,266.58982078219066,484.10436867949744,94.5218171818209,200.09890247158978,154.5783622422569,13.098943532558852
23,496.60555734450276,79.28170902268548,2667.357878772,1207.0153413898588,2036.3764834473643,51.9830066778668,2714.8733061661383,735.9936850650321,4626.158809700344,8597.385639102236,1333.8336909774987,226.38367183114954,-557.8856429139341,-576.4818310110652,102.47829451309053,390.3575373563845,850.6735715297057,437.4876008128285,388.76449167814985,1631.1788102501619,281.44077861146485,2009.232838254022,198.32497868334227,419.8460392578091,6449.685111537836,546.5451946399543
24,496.01968801021087,79.18817659760548,966.3278513136934,437.27635898820665,312.6951255078362,7.982233604413159,703.5335905942885,190.72576194715333,254.24943768173412,472.50441547560035,206.31393203639973,35.016438556214524,277.24100229814746,286.482369041419,210.32240145188223,801.1543817325148,220.54230277826488,113.42132417103105,250.41848506748948,1758.9203600920775,303.48108530416295,315.3415994469055,126.0646630507882,266.87384425111355,253.41205788776577,21.474093712670676
25,429.32042677967013,68.53982330654587,1484.904027436356,671.939058448509,349.12998093506917,8.91231374842201,711.4243075470905,192.8649107003226,262.17419526120665,487.2320112650621,219.8827297424315,37.319390016958046,382.06344878044496,394.79889707312645,277.27622448032594,1056.1930667356096,258.2493670335248,132.81345486231905,208.727025544685,2062.6856425422393,355.8922232313371,418.02381478856506,167.2647370951871,354.0927514180613,537.0853527494131,45.51251938355572
26,208.40545189457941,33.271356213167074,1090.430539112375,493.43449557454545,286.98040635292625,7.325808612072735,564.485879774138,153.03036126162428,206.67310762481404,384.0872050817688,229.55355223327183,38.960761291287795,274.5147939322723,283.6652870633481,187.33862254525894,713.6051950900007,258.0562185948919,132.71412175753449,114.82627956536824,1658.0644566067378,286.0795816639069,355.89491152069235,183.53175277608693,388.5293723092457,436.4196605961163,36.982126137989816
27,260.2743486225694,41.5520826708122,771.2954536632129,349.0215740170372,151.04434451524494,3.855740445547598,771.8867300881508,209.25608485673123,226.0175577419873,420.0374835903632,139.8740593095251,23.73999348990238,508.39162725699714,525.3380148322303,159.40304227209816,607.1937411146455,198.46642055294285,102.0680565090117,110.3167588219658,1971.2326866797027,340.11308795656925,491.59105711048716,132.0229674987298,279.48733620642906,285.16317869033344,24.16467816741135
28,470.8263348783767,75.16612718079189,-1244134899868243.8,-562987787597086.6,357.86095629597753,9.135191175155033,2785.6180762236477,755.1723715604373,2117.9494551132925,3936.0577487211017,1214.3666030757659,206.10723241811544,-304690628293599.06,-314846982570052.44,1353.2076948552094,5154.602014067602,1398.0530486102411,718.9959750903074,119.66874978394806,3062.661621669877,528.4263540022504,1372.2310291314595,201.66272832618176,426.911921613545,5661.642568806273,479.7666066231058
29,54.714103916935514,8.73495594647613,965.8925474315362,437.07937812256733,48.439776705883446,1.236532270159366,296.12734926396587,80.27920070461978,52.928496867645116,98.363830034325,133.62032174797145,22.67858374937066,416.94053104923677,430.83854875087803,251.4729168873616,957.9038079662593,157.16826068703585,80.82908367336698,113.40296796741569,1719.7702525732793,296.72619327542003,354.1008380889026,91.1434875302118,192.94711386204725,185.79764803052828,15.74446038068336
30,757.6934088377103,120.96366518549793,2.5838243232636335e+20,1.1692152832042443e+20,473.14142539334017,12.077979723160142,3146.1299851225517,852.9060255536806,1950.7326830143122,3625.2973243175293,1388.6628778646914,235.68950413618194,6.3891333330819e+19,6.60210444418463e+19,762.1617087555067,2903.205689660741,1174.0489647206994,603.7943131215612,208.69982032521725,1611.4791032730677,278.0418251459028,1192.2127296272945,269.60983519355796,570.7532263583367,6171.523165278935,522.9737996911473
31,206.97681511222166,33.04327828692789,766.3409934653619,346.77961409306005,255.7628123733521,6.528910587813517,515.3268713292154,139.70350740905357,159.03449864424448,295.55425375775553,149.9499572825164,25.45011582040834,251.86877697885012,260.2644028781452,93.85177992950382,357.4976521990676,241.1717728088638,124.03072553458536,164.6132081187675,1286.017593488549,221.8872575741416,362.59787856849965,155.64031320982414,329.4843114760813,347.50960426912286,29.44790342783653
32,2019.3501315093554,322.38368494572507,-192944906895273.25,-87310167307901.6,1586.2922124901015,40.49361173888869,4413.738589677675,1196.5507643220449,2094.2127405326123,3891.9447605055884,786.150283179941,133.42861926582972,-47252516499901.34,-48827600383231.39,704.2500071432305,2682.6100080786455,907.0497390268663,466.48094806940736,546.7369451256408,3535.2657498573903,609.9686551750368,1709.8690816245976,279.2043588356508,591.064448759272,3575.199304910883,302.96176730917057
33,315.3784609082663,50.34930237884165,1160.8118722149438,525.2829960994845,329.17133346037656,8.402825196873946,764.5951042011794,207.27934782282296,259.74429688401506,482.7162187313643,136.5787258685166,23.18069611322811,201.83650271820187,208.56438614214193,102.71473846649258,391.25819324465203,211.24089750977103,108.63776251907593,117.69574223453495,1285.8203006674855,221.85321701106804,332.6652555655296,158.10665253563607,334.7054530805447,527.5840559516116,44.70738114534983
34,1347.4027696147482,215.1091399141377,2454588218119284.0,1110734206175871.2,1746.9718490043829,44.59531429036336,2348.4244613714814,636.6505462689491,3284.776705274379,6104.52283098616,1624.9473192346102,275.7926592714323,601132585751604.5,621170338609991.4,1714.7404418060019,6531.742738783438,1069.3718494482691,549.9605729500008,120.86652092672868,2755.582757083469,475.44349632825396,515.2216059203666,174.69031949480606,369.8124120496164,4999.8605550404745,423.68731387192713
35,290.5156562348314,46.38002411271121,755.3685177514105,341.8144211486981,187.9551132584002,4.797969327906537,838.7887816940032,227.39302236610501,149.91185182367892,278.6004663950575,158.75800771067028,26.94505391583019,284.5250999603376,294.0092699590155,83.23211250314223,317.0455033435968,212.50210636033307,109.28638174579541,212.1040454039428,1444.6686713279366,249.26064091757627,664.8791040002176,145.50261272578186,308.0232054486708,340.272482212274,28.834630963399814
36,1484.4291203825978,236.98501929033404,-25452404111713.17,-11517555436631.428,1409.091200655091,35.970164598136925,3486.613874457016,945.2101459144307,3384.9180163080237,6290.628303101869,535.8737719951815,90.95067320827178,-6233339403389.816,-6441117383502.811,886.7928119244622,3377.9471043398107,692.6602864286298,356.22393480858943,156.26703499343313,1648.403689447041,284.4127295601868,1664.9828745478774,148.22324066325223,313.78266586270604,1634.8511604416879,138.53700300694373
37,750.6540071053937,119.83984409332244,1150.8658639851317,520.7822935074125,382.7751738100511,9.771181595362311,1751.2986082499417,474.7715900434946,311.1656781142309,578.2791820270612,176.7371609894873,29.996548838477423,343.82481837729785,355.28564565654113,216.27762188746345,823.8388457421197,254.4788630880059,130.87434592536917,141.58727429942013,1989.9003113713052,343.33396772463425,1069.5662077862276,184.03013826021274,389.58443442458264,271.01769305354867,22.965992174694748
38,431.9981871565061,68.96732037315947,1313.0533361379862,594.1743076153435,346.7369029126263,8.851225147255928,853.3053224802283,231.32841129323631,335.2291267607622,622.9993821609522,226.25101005981134,38.400240419261166,262.97328634096255,271.739062552328,195.61935966345078,745.1479541133767,206.20843786410296,106.04965026279454,109.85524726927675,1591.4125361179265,274.5795742579477,351.7504224207176,155.70624116560842,329.6238783188267,470.7066084000374,39.88759613180101
