snapshot,converged,error,n_iter
2011-01-01 00:00:00,True,2.0335733097454067e-11,6
2011-01-01 10:00:00,False,1.0121196457264886e+29,100
2011-01-01 20:00:00,True,2.949095687654335e-07,5
2011-01-02 06:00:00,True,1.5802470443304628e-11,5
2011-01-02 16:00:00,True,1.1770475794037338e-07,4
2011-01-03 02:00:00,True,1.0686562745831907e-11,5
2011-01-03 12:00:00,False,6.367539445120765e+21,100
2011-01-03 22:00:00,True,9.265477274311706e-12,7
2011-01-04 08:00:00,True,1.247713043994736e-11,4
2011-01-04 18:00:00,True,1.8530954548623413e-11,5
2011-01-05 04:00:00,True,1.2732925824820995e-11,5
2011-01-05 14:00:00,True,8.15614839666523e-07,4
2011-01-06 00:00:00,False,7.713561941500499e+28,100
2011-01-06 10:00:00,False,850.1687071560514,100
2011-01-06 20:00:00,False,8.630672660124991e+39,100
2011-01-07 06:00:00,False,7.151484574586005e+32,100
2011-01-07 16:00:00,True,5.275069270282984e-11,5
2011-01-08 02:00:00,True,2.72461875283625e-07,4
2011-01-08 12:00:00,True,5.443325790110976e-10,5
2011-01-08 22:00:00,False,5417.607454779803,100
2011-01-09 08:00:00,True,1.1141310096718371e-11,5
2011-01-09 18:00:00,False,4.9789746911292e+28,100
2011-01-10 04:00:00,False,543.509372498558,100
2011-01-10 14:00:00,False,1764812.972915582,100
2011-01-11 00:00:00,True,5.873348527529743e-07,4
2011-01-11 10:00:00,True,7.275957614183426e-12,5
2011-01-11 20:00:00,True,1.0913936421275139e-11,5
2011-01-12 06:00:00,True,1.3443468560581096e-11,5
2011-01-12 16:00:00,False,7.9604557545719e+28,100
2011-01-13 02:00:00,True,2.9103830456733704e-11,5
2011-01-13 12:00:00,False,3.5002869022126566e+39,100
2011-01-13 22:00:00,True,8.86757334228605e-12,5
2011-01-14 08:00:00,False,1.9145628383063172e+27,100
2011-01-14 18:00:00,True,8.86757334228605e-12,5
2011-01-15 04:00:00,False,3.098562646785672e+29,100
2011-01-15 14:00:00,True,1.057287590811029e-11,5
2011-01-16 00:00:00,False,3.331665499042982e+25,100
2011-01-16 10:00:00,True,1.7102308902394725e-07,6
2011-01-16 20:00:00,True,1.432454155292362e-11,5
2011-01-17 06:00:00,False,3.6611928912938565e+36,100
2011-01-17 16:00:00,False,2.8404147696722285e+19,100
2011-01-18 02:00:00,False,2.964935395094661e+34,100
2011-01-18 12:00:00,False,5.7504746057613945e+37,100
2011-01-18 22:00:00,True,2.6761881599668413e-09,5
2011-01-19 08:00:00,True,7.358676157309674e-08,5
2011-01-19 18:00:00,True,1.1368683772161603e-11,5
2011-01-20 04:00:00,True,6.927791673660977e-12,4
2011-01-20 14:00:00,False,5.356709901148932e+35,100
2011-01-21 00:00:00,False,6.989784931341266e+36,100
2011-01-21 10:00:00,False,1.1967588929521998e+32,100
