,0,18,36,47,64,129
0,-0.2186632996959942,-0.23554916141592497,-0.22462986299644644,-0.2176090636007405,-0.22501060922334992,-0.2154813113186545
1,-0.2809778729303492,-0.2916622742613577,-0.28414898215751055,-0.28038530473599516,-0.2802593588315336,-0.2815456151623349
2,-0.33694928142805963,-0.34666000520456214,-0.3460055790972685,-0.34240300665412376,-0.33623981526972924,-0.34089933133703004
3,-0.21165024568403465,-0.22739646787266682,-0.2159315934471714,-0.20690538388504,-0.21762209748992672,-0.20653330210717427
4,-0.2692688199185864,-0.28193070271368104,-0.2773803419976999,-0.2714698879349108,-0.2729919089738844,-0.27072138921754213
