name,scn_name,bus,carrier,p_set
74068 rural_gas_boiler,eGon2035,74068,rural_gas_boiler,0.0
74069 CH4_for_industry,eGon2035,74069,CH4_for_industry,0.0
74069 rural_gas_boiler,eGon2035,74069,rural_gas_boiler,0.0
74070 CH4_for_industry,eGon2035,74070,CH4_for_industry,0.0
74070 rural_gas_boiler,eGon2035,74070,rural_gas_boiler,0.0
74071 CH4_for_industry,eGon2035,74071,CH4_for_industry,0.0
74071 rural_gas_boiler,eGon2035,74071,rural_gas_boiler,0.0
74072 CH4_for_industry,eGon2035,74072,CH4_for_industry,0.0
74072 rural_gas_boiler,eGon2035,74072,rural_gas_boiler,0.0
74073 CH4_for_industry,eGon2035,74073,CH4_for_industry,0.0
74073 rural_gas_boiler,eGon2035,74073,rural_gas_boiler,0.0
74074 CH4_for_industry,eGon2035,74074,CH4_for_industry,0.0
74074 rural_gas_boiler,eGon2035,74074,rural_gas_boiler,0.0
74075 CH4_for_industry,eGon2035,74075,CH4_for_industry,0.0
74075 rural_gas_boiler,eGon2035,74075,rural_gas_boiler,0.0
74076 CH4_for_industry,eGon2035,74076,CH4_for_industry,0.0
74076 rural_gas_boiler,eGon2035,74076,rural_gas_boiler,0.0
74077 CH4_for_industry,eGon2035,74077,CH4_for_industry,0.0
74077 rural_gas_boiler,eGon2035,74077,rural_gas_boiler,0.0
74078 CH4_for_industry,eGon2035,74078,CH4_for_industry,0.0
74078 rural_gas_boiler,eGon2035,74078,rural_gas_boiler,0.0
74079 CH4_for_industry,eGon2035,74079,CH4_for_industry,0.0
74079 rural_gas_boiler,eGon2035,74079,rural_gas_boiler,0.0
74080 CH4_for_industry,eGon2035,74080,CH4_for_industry,0.0
74080 rural_gas_boiler,eGon2035,74080,rural_gas_boiler,0.0
74081 CH4_for_industry,eGon2035,74081,CH4_for_industry,0.0
74081 rural_gas_boiler,eGon2035,74081,rural_gas_boiler,0.0
74082 CH4_for_industry,eGon2035,74082,CH4_for_industry,0.0
74082 rural_gas_boiler,eGon2035,74082,rural_gas_boiler,0.0
74083 CH4_for_industry,eGon2035,74083,CH4_for_industry,0.0
74083 rural_gas_boiler,eGon2035,74083,rural_gas_boiler,0.0
74084 CH4_for_industry,eGon2035,74084,CH4_for_industry,0.0
74084 rural_gas_boiler,eGon2035,74084,rural_gas_boiler,0.0
74085 CH4_for_industry,eGon2035,74085,CH4_for_industry,0.0
74085 rural_gas_boiler,eGon2035,74085,rural_gas_boiler,0.0
74086 CH4_for_industry,eGon2035,74086,CH4_for_industry,0.0
74086 rural_gas_boiler,eGon2035,74086,rural_gas_boiler,0.0
74087 CH4_for_industry,eGon2035,74087,CH4_for_industry,0.0
74087 rural_gas_boiler,eGon2035,74087,rural_gas_boiler,0.0
74088 CH4_for_industry,eGon2035,74088,CH4_for_industry,0.0
74088 rural_gas_boiler,eGon2035,74088,rural_gas_boiler,0.0
74089 CH4_for_industry,eGon2035,74089,CH4_for_industry,0.0
74089 rural_gas_boiler,eGon2035,74089,rural_gas_boiler,0.0
74090 CH4_for_industry,eGon2035,74090,CH4_for_industry,0.0
74090 rural_gas_boiler,eGon2035,74090,rural_gas_boiler,0.0
74091 CH4_for_industry,eGon2035,74091,CH4_for_industry,0.0
74091 rural_gas_boiler,eGon2035,74091,rural_gas_boiler,0.0
74092 CH4_for_industry,eGon2035,74092,CH4_for_industry,0.0
74092 rural_gas_boiler,eGon2035,74092,rural_gas_boiler,0.0
74093 CH4_for_industry,eGon2035,74093,CH4_for_industry,0.0
74093 rural_gas_boiler,eGon2035,74093,rural_gas_boiler,0.0
74094 CH4_for_industry,eGon2035,74094,CH4_for_industry,0.0
74094 rural_gas_boiler,eGon2035,74094,rural_gas_boiler,0.0
74095 CH4_for_industry,eGon2035,74095,CH4_for_industry,0.0
74095 rural_gas_boiler,eGon2035,74095,rural_gas_boiler,0.0
74096 rural_gas_boiler,eGon2035,74096,rural_gas_boiler,0.0
74097 CH4_for_industry,eGon2035,74097,CH4_for_industry,0.0
74097 rural_gas_boiler,eGon2035,74097,rural_gas_boiler,0.0
74098 CH4_for_industry,eGon2035,74098,CH4_for_industry,0.0
74098 rural_gas_boiler,eGon2035,74098,rural_gas_boiler,0.0
74099 CH4_for_industry,eGon2035,74099,CH4_for_industry,0.0
74099 rural_gas_boiler,eGon2035,74099,rural_gas_boiler,0.0
74113 H2_for_industry,eGon2035,74113,H2_for_industry,0.0
74113 H2_hgv_load,eGon2035,74113,H2_hgv_load,0.0
74114 H2_for_industry,eGon2035,74114,H2_for_industry,0.0
74114 H2_hgv_load,eGon2035,74114,H2_hgv_load,0.0
74115 H2_for_industry,eGon2035,74115,H2_for_industry,0.0
74115 H2_hgv_load,eGon2035,74115,H2_hgv_load,0.0
74116 H2_for_industry,eGon2035,74116,H2_for_industry,0.0
74116 H2_hgv_load,eGon2035,74116,H2_hgv_load,0.0
74117 H2_for_industry,eGon2035,74117,H2_for_industry,0.0
74117 H2_hgv_load,eGon2035,74117,H2_hgv_load,0.0
74118 H2_for_industry,eGon2035,74118,H2_for_industry,0.0
74118 H2_hgv_load,eGon2035,74118,H2_hgv_load,0.0
74119 H2_for_industry,eGon2035,74119,H2_for_industry,0.0
74119 H2_hgv_load,eGon2035,74119,H2_hgv_load,0.0
74120 H2_for_industry,eGon2035,74120,H2_for_industry,0.0
74120 H2_hgv_load,eGon2035,74120,H2_hgv_load,0.0
74121 H2_for_industry,eGon2035,74121,H2_for_industry,0.0
74121 H2_hgv_load,eGon2035,74121,H2_hgv_load,0.0
74122 H2_for_industry,eGon2035,74122,H2_for_industry,0.0
74122 H2_hgv_load,eGon2035,74122,H2_hgv_load,0.0
74123 H2_for_industry,eGon2035,74123,H2_for_industry,0.0
74123 H2_hgv_load,eGon2035,74123,H2_hgv_load,0.0
74124 H2_for_industry,eGon2035,74124,H2_for_industry,0.0
74124 H2_hgv_load,eGon2035,74124,H2_hgv_load,0.0
74125 H2_for_industry,eGon2035,74125,H2_for_industry,0.0
74125 H2_hgv_load,eGon2035,74125,H2_hgv_load,0.0
74126 H2_for_industry,eGon2035,74126,H2_for_industry,0.0
74126 H2_hgv_load,eGon2035,74126,H2_hgv_load,0.0
74127 H2_for_industry,eGon2035,74127,H2_for_industry,0.0
74127 H2_hgv_load,eGon2035,74127,H2_hgv_load,0.0
74128 H2_for_industry,eGon2035,74128,H2_for_industry,0.0
74128 H2_hgv_load,eGon2035,74128,H2_hgv_load,0.0
74129 H2_for_industry,eGon2035,74129,H2_for_industry,0.0
74129 H2_hgv_load,eGon2035,74129,H2_hgv_load,0.0
74130 H2_for_industry,eGon2035,74130,H2_for_industry,0.0
74130 H2_hgv_load,eGon2035,74130,H2_hgv_load,0.0
74131 H2_for_industry,eGon2035,74131,H2_for_industry,0.0
74131 H2_hgv_load,eGon2035,74131,H2_hgv_load,0.0
74132 H2_for_industry,eGon2035,74132,H2_for_industry,0.0
74132 H2_hgv_load,eGon2035,74132,H2_hgv_load,0.0
74133 H2_for_industry,eGon2035,74133,H2_for_industry,0.0
74133 H2_hgv_load,eGon2035,74133,H2_hgv_load,0.0
74134 H2_for_industry,eGon2035,74134,H2_for_industry,0.0
74134 H2_hgv_load,eGon2035,74134,H2_hgv_load,0.0
74135 H2_for_industry,eGon2035,74135,H2_for_industry,0.0
74135 H2_hgv_load,eGon2035,74135,H2_hgv_load,0.0
74136 H2_for_industry,eGon2035,74136,H2_for_industry,0.0
74136 H2_hgv_load,eGon2035,74136,H2_hgv_load,0.0
74137 H2_for_industry,eGon2035,74137,H2_for_industry,0.0
74137 H2_hgv_load,eGon2035,74137,H2_hgv_load,0.0
74138 H2_for_industry,eGon2035,74138,H2_for_industry,0.0
74138 H2_hgv_load,eGon2035,74138,H2_hgv_load,0.0
74139 H2_for_industry,eGon2035,74139,H2_for_industry,0.0
74139 H2_hgv_load,eGon2035,74139,H2_hgv_load,0.0
74140 H2_for_industry,eGon2035,74140,H2_for_industry,0.0
74140 H2_hgv_load,eGon2035,74140,H2_hgv_load,0.0
74141 H2_for_industry,eGon2035,74141,H2_for_industry,0.0
74141 H2_hgv_load,eGon2035,74141,H2_hgv_load,0.0
74142 H2_for_industry,eGon2035,74142,H2_for_industry,0.0
74142 H2_hgv_load,eGon2035,74142,H2_hgv_load,0.0
74143 H2_for_industry,eGon2035,74143,H2_for_industry,0.0
74143 H2_hgv_load,eGon2035,74143,H2_hgv_load,0.0
74144 H2_for_industry,eGon2035,74144,H2_for_industry,0.0
74144 H2_hgv_load,eGon2035,74144,H2_hgv_load,0.0
74145 H2_for_industry,eGon2035,74145,H2_for_industry,0.0
74145 H2_hgv_load,eGon2035,74145,H2_hgv_load,0.0
74146 H2_for_industry,eGon2035,74146,H2_for_industry,0.0
74146 H2_hgv_load,eGon2035,74146,H2_hgv_load,0.0
74147 H2_for_industry,eGon2035,74147,H2_for_industry,0.0
74147 H2_hgv_load,eGon2035,74147,H2_hgv_load,0.0
74148 H2_for_industry,eGon2035,74148,H2_for_industry,0.0
74148 H2_hgv_load,eGon2035,74148,H2_hgv_load,0.0
74149 H2_for_industry,eGon2035,74149,H2_for_industry,0.0
74149 H2_hgv_load,eGon2035,74149,H2_hgv_load,0.0
74150 H2_for_industry,eGon2035,74150,H2_for_industry,0.0
74150 H2_hgv_load,eGon2035,74150,H2_hgv_load,0.0
74151 H2_for_industry,eGon2035,74151,H2_for_industry,0.0
74151 H2_hgv_load,eGon2035,74151,H2_hgv_load,0.0
74152 H2_for_industry,eGon2035,74152,H2_for_industry,0.0
74152 H2_hgv_load,eGon2035,74152,H2_hgv_load,0.0
74153 H2_for_industry,eGon2035,74153,H2_for_industry,0.0
74153 H2_hgv_load,eGon2035,74153,H2_hgv_load,0.0
74154 H2_for_industry,eGon2035,74154,H2_for_industry,0.0
74154 H2_hgv_load,eGon2035,74154,H2_hgv_load,0.0
74155 H2_for_industry,eGon2035,74155,H2_for_industry,0.0
74155 H2_hgv_load,eGon2035,74155,H2_hgv_load,0.0
74156 H2_for_industry,eGon2035,74156,H2_for_industry,0.0
74156 H2_hgv_load,eGon2035,74156,H2_hgv_load,0.0
74157 H2_for_industry,eGon2035,74157,H2_for_industry,0.0
74157 H2_hgv_load,eGon2035,74157,H2_hgv_load,0.0
74158 H2_for_industry,eGon2035,74158,H2_for_industry,0.0
74158 H2_hgv_load,eGon2035,74158,H2_hgv_load,0.0
74159 H2_for_industry,eGon2035,74159,H2_for_industry,0.0
74159 H2_hgv_load,eGon2035,74159,H2_hgv_load,0.0
74160 H2_for_industry,eGon2035,74160,H2_for_industry,0.0
74160 H2_hgv_load,eGon2035,74160,H2_hgv_load,0.0
74161 H2_for_industry,eGon2035,74161,H2_for_industry,0.0
74161 H2_hgv_load,eGon2035,74161,H2_hgv_load,0.0
74162 H2_for_industry,eGon2035,74162,H2_for_industry,0.0
74162 H2_hgv_load,eGon2035,74162,H2_hgv_load,0.0
74163 H2_for_industry,eGon2035,74163,H2_for_industry,0.0
74163 H2_hgv_load,eGon2035,74163,H2_hgv_load,0.0
74164 H2_for_industry,eGon2035,74164,H2_for_industry,0.0
74164 H2_hgv_load,eGon2035,74164,H2_hgv_load,0.0
74165 H2_for_industry,eGon2035,74165,H2_for_industry,0.0
74165 H2_hgv_load,eGon2035,74165,H2_hgv_load,0.0
74166 H2_for_industry,eGon2035,74166,H2_for_industry,0.0
74166 H2_hgv_load,eGon2035,74166,H2_hgv_load,0.0
74167 H2_for_industry,eGon2035,74167,H2_for_industry,0.0
74167 H2_hgv_load,eGon2035,74167,H2_hgv_load,0.0
74168 H2_for_industry,eGon2035,74168,H2_for_industry,0.0
74168 H2_hgv_load,eGon2035,74168,H2_hgv_load,0.0
74169 H2_for_industry,eGon2035,74169,H2_for_industry,0.0
74169 H2_hgv_load,eGon2035,74169,H2_hgv_load,0.0
74170 H2_for_industry,eGon2035,74170,H2_for_industry,0.0
74170 H2_hgv_load,eGon2035,74170,H2_hgv_load,0.0
74171 H2_for_industry,eGon2035,74171,H2_for_industry,0.0
74171 H2_hgv_load,eGon2035,74171,H2_hgv_load,0.0
74172 H2_for_industry,eGon2035,74172,H2_for_industry,0.0
74172 H2_hgv_load,eGon2035,74172,H2_hgv_load,0.0
74173 H2_for_industry,eGon2035,74173,H2_for_industry,0.0
74173 H2_hgv_load,eGon2035,74173,H2_hgv_load,0.0
74174 H2_for_industry,eGon2035,74174,H2_for_industry,0.0
74174 H2_hgv_load,eGon2035,74174,H2_hgv_load,0.0
74175 H2_for_industry,eGon2035,74175,H2_for_industry,0.0
74175 H2_hgv_load,eGon2035,74175,H2_hgv_load,0.0
74176 H2_for_industry,eGon2035,74176,H2_for_industry,0.0
74176 H2_hgv_load,eGon2035,74176,H2_hgv_load,0.0
74177 H2_for_industry,eGon2035,74177,H2_for_industry,0.0
74177 H2_hgv_load,eGon2035,74177,H2_hgv_load,0.0
74178 H2_for_industry,eGon2035,74178,H2_for_industry,0.0
74178 H2_hgv_load,eGon2035,74178,H2_hgv_load,0.0
74179 H2_for_industry,eGon2035,74179,H2_for_industry,0.0
74179 H2_hgv_load,eGon2035,74179,H2_hgv_load,0.0
74180 H2_for_industry,eGon2035,74180,H2_for_industry,0.0
74180 H2_hgv_load,eGon2035,74180,H2_hgv_load,0.0
74181 H2_for_industry,eGon2035,74181,H2_for_industry,0.0
74181 H2_hgv_load,eGon2035,74181,H2_hgv_load,0.0
74182 H2_for_industry,eGon2035,74182,H2_for_industry,0.0
74182 H2_hgv_load,eGon2035,74182,H2_hgv_load,0.0
74183 H2_for_industry,eGon2035,74183,H2_for_industry,0.0
74183 H2_hgv_load,eGon2035,74183,H2_hgv_load,0.0
74184 H2_for_industry,eGon2035,74184,H2_for_industry,0.0
74184 H2_hgv_load,eGon2035,74184,H2_hgv_load,0.0
74185 H2_for_industry,eGon2035,74185,H2_for_industry,0.0
74185 H2_hgv_load,eGon2035,74185,H2_hgv_load,0.0
74186 H2_for_industry,eGon2035,74186,H2_for_industry,0.0
74186 H2_hgv_load,eGon2035,74186,H2_hgv_load,0.0
74187 H2_for_industry,eGon2035,74187,H2_for_industry,0.0
74187 H2_hgv_load,eGon2035,74187,H2_hgv_load,0.0
74188 H2_for_industry,eGon2035,74188,H2_for_industry,0.0
74188 H2_hgv_load,eGon2035,74188,H2_hgv_load,0.0
74189 H2_for_industry,eGon2035,74189,H2_for_industry,0.0
74189 H2_hgv_load,eGon2035,74189,H2_hgv_load,0.0
74190 H2_for_industry,eGon2035,74190,H2_for_industry,0.0
74190 H2_hgv_load,eGon2035,74190,H2_hgv_load,0.0
74191 H2_for_industry,eGon2035,74191,H2_for_industry,0.0
74191 H2_hgv_load,eGon2035,74191,H2_hgv_load,0.0
74192 H2_for_industry,eGon2035,74192,H2_for_industry,0.0
74192 H2_hgv_load,eGon2035,74192,H2_hgv_load,0.0
74193 H2_for_industry,eGon2035,74193,H2_for_industry,0.0
74193 H2_hgv_load,eGon2035,74193,H2_hgv_load,0.0
74194 H2_for_industry,eGon2035,74194,H2_for_industry,0.0
74194 H2_hgv_load,eGon2035,74194,H2_hgv_load,0.0
74195 H2_for_industry,eGon2035,74195,H2_for_industry,0.0
74195 H2_hgv_load,eGon2035,74195,H2_hgv_load,0.0
74197 H2_for_industry,eGon2035,74197,H2_for_industry,0.0
74197 H2_hgv_load,eGon2035,74197,H2_hgv_load,0.0
74198 H2_for_industry,eGon2035,74198,H2_for_industry,0.0
74198 H2_hgv_load,eGon2035,74198,H2_hgv_load,0.0
74199 H2_for_industry,eGon2035,74199,H2_for_industry,0.0
74199 H2_hgv_load,eGon2035,74199,H2_hgv_load,0.0
74200 central_heat,eGon2035,74200,central_heat,0.0
74201 central_heat,eGon2035,74201,central_heat,0.0
74202 central_heat,eGon2035,74202,central_heat,0.0
74203 central_heat,eGon2035,74203,central_heat,0.0
74204 central_heat,eGon2035,74204,central_heat,0.0
74205 central_heat,eGon2035,74205,central_heat,0.0
74206 central_heat,eGon2035,74206,central_heat,0.0
74207 central_heat,eGon2035,74207,central_heat,0.0
74208 central_heat,eGon2035,74208,central_heat,0.0
74209 central_heat,eGon2035,74209,central_heat,0.0
74210 central_heat,eGon2035,74210,central_heat,0.0
74211 central_heat,eGon2035,74211,central_heat,0.0
74212 central_heat,eGon2035,74212,central_heat,0.0
74214 central_heat,eGon2035,74214,central_heat,0.0
74215 central_heat,eGon2035,74215,central_heat,0.0
74216 central_heat,eGon2035,74216,central_heat,0.0
74217 central_heat,eGon2035,74217,central_heat,0.0
74218 central_heat,eGon2035,74218,central_heat,0.0
74219 central_heat,eGon2035,74219,central_heat,0.0
74220 central_heat,eGon2035,74220,central_heat,0.0
74222 central_heat,eGon2035,74222,central_heat,0.0
74223 central_heat,eGon2035,74223,central_heat,0.0
74224 central_heat,eGon2035,74224,central_heat,0.0
74225 central_heat,eGon2035,74225,central_heat,0.0
74227 central_heat,eGon2035,74227,central_heat,0.0
74228 central_heat,eGon2035,74228,central_heat,0.0
74229 central_heat,eGon2035,74229,central_heat,0.0
74230 central_heat,eGon2035,74230,central_heat,0.0
74232 central_heat,eGon2035,74232,central_heat,0.0
74233 central_heat,eGon2035,74233,central_heat,0.0
74235 central_heat,eGon2035,74235,central_heat,0.0
74236 central_heat,eGon2035,74236,central_heat,0.0
74237 central_heat,eGon2035,74237,central_heat,0.0
74238 central_heat,eGon2035,74238,central_heat,0.0
74239 central_heat,eGon2035,74239,central_heat,0.0
74241 central_heat,eGon2035,74241,central_heat,0.0
74242 central_heat,eGon2035,74242,central_heat,0.0
74243 central_heat,eGon2035,74243,central_heat,0.0
74244 central_heat,eGon2035,74244,central_heat,0.0
74245 central_heat,eGon2035,74245,central_heat,0.0
74246 central_heat,eGon2035,74246,central_heat,0.0
74249 central_heat,eGon2035,74249,central_heat,0.0
74250 central_heat,eGon2035,74250,central_heat,0.0
74252 central_heat,eGon2035,74252,central_heat,0.0
74256 central_heat,eGon2035,74256,central_heat,0.0
74257 central_heat,eGon2035,74257,central_heat,0.0
74258 central_heat,eGon2035,74258,central_heat,0.0
74260 central_heat,eGon2035,74260,central_heat,0.0
74262 central_heat,eGon2035,74262,central_heat,0.0
74263 central_heat,eGon2035,74263,central_heat,0.0
74264 central_heat,eGon2035,74264,central_heat,0.0
74265 central_heat,eGon2035,74265,central_heat,0.0
74266 central_heat,eGon2035,74266,central_heat,0.0
74267 central_heat,eGon2035,74267,central_heat,0.0
74268 central_heat,eGon2035,74268,central_heat,0.0
74269 central_heat,eGon2035,74269,central_heat,0.0
74270 central_heat,eGon2035,74270,central_heat,0.0
74271 central_heat,eGon2035,74271,central_heat,0.0
74272 central_heat,eGon2035,74272,central_heat,0.0
74273 central_heat,eGon2035,74273,central_heat,0.0
74274 central_heat,eGon2035,74274,central_heat,0.0
74276 central_heat,eGon2035,74276,central_heat,0.0
74277 central_heat,eGon2035,74277,central_heat,0.0
74278 central_heat,eGon2035,74278,central_heat,0.0
74279 central_heat,eGon2035,74279,central_heat,0.0
74281 central_heat,eGon2035,74281,central_heat,0.0
74282 central_heat,eGon2035,74282,central_heat,0.0
74283 central_heat,eGon2035,74283,central_heat,0.0
74284 central_heat,eGon2035,74284,central_heat,0.0
74285 central_heat,eGon2035,74285,central_heat,0.0
74286 central_heat,eGon2035,74286,central_heat,0.0
74287 central_heat,eGon2035,74287,central_heat,0.0
74288 central_heat,eGon2035,74288,central_heat,0.0
74289 central_heat,eGon2035,74289,central_heat,0.0
74290 central_heat,eGon2035,74290,central_heat,0.0
74291 central_heat,eGon2035,74291,central_heat,0.0
74292 central_heat,eGon2035,74292,central_heat,0.0
74293 central_heat,eGon2035,74293,central_heat,0.0
74296 central_heat,eGon2035,74296,central_heat,0.0
74297 central_heat,eGon2035,74297,central_heat,0.0
74298 central_heat,eGon2035,74298,central_heat,0.0
74300 central_heat,eGon2035,74300,central_heat,0.0
74301 central_heat,eGon2035,74301,central_heat,0.0
74302 central_heat,eGon2035,74302,central_heat,0.0
74303 central_heat,eGon2035,74303,central_heat,0.0
74304 central_heat,eGon2035,74304,central_heat,0.0
74305 central_heat,eGon2035,74305,central_heat,0.0
74306 central_heat,eGon2035,74306,central_heat,0.0
74307 central_heat,eGon2035,74307,central_heat,0.0
74308 central_heat,eGon2035,74308,central_heat,0.0
74309 central_heat,eGon2035,74309,central_heat,0.0
74310 central_heat,eGon2035,74310,central_heat,0.0
74314 central_heat,eGon2035,74314,central_heat,0.0
74317 central_heat,eGon2035,74317,central_heat,0.0
74318 central_heat,eGon2035,74318,central_heat,0.0
74319 central_heat,eGon2035,74319,central_heat,0.0
74320 central_heat,eGon2035,74320,central_heat,0.0
74321 central_heat,eGon2035,74321,central_heat,0.0
74322 central_heat,eGon2035,74322,central_heat,0.0
74323 central_heat,eGon2035,74323,central_heat,0.0
74324 central_heat,eGon2035,74324,central_heat,0.0
74325 central_heat,eGon2035,74325,central_heat,0.0
74326 central_heat,eGon2035,74326,central_heat,0.0
74327 central_heat,eGon2035,74327,central_heat,0.0
74328 central_heat,eGon2035,74328,central_heat,0.0
74329 central_heat,eGon2035,74329,central_heat,0.0
74331 central_heat,eGon2035,74331,central_heat,0.0
74332 central_heat,eGon2035,74332,central_heat,0.0
74333 central_heat,eGon2035,74333,central_heat,0.0
74334 central_heat,eGon2035,74334,central_heat,0.0
74335 central_heat,eGon2035,74335,central_heat,0.0
74336 central_heat,eGon2035,74336,central_heat,0.0
74339 central_heat,eGon2035,74339,central_heat,0.0
74340 central_heat,eGon2035,74340,central_heat,0.0
74341 central_heat,eGon2035,74341,central_heat,0.0
74342 central_heat,eGon2035,74342,central_heat,0.0
74343 central_heat,eGon2035,74343,central_heat,0.0
74345 central_heat,eGon2035,74345,central_heat,0.0
74348 central_heat,eGon2035,74348,central_heat,0.0
74349 central_heat,eGon2035,74349,central_heat,0.0
74351 central_heat,eGon2035,74351,central_heat,0.0
74352 central_heat,eGon2035,74352,central_heat,0.0
74355 central_heat,eGon2035,74355,central_heat,0.0
74356 central_heat,eGon2035,74356,central_heat,0.0
74357 central_heat,eGon2035,74357,central_heat,0.0
74358 central_heat,eGon2035,74358,central_heat,0.0
74359 central_heat,eGon2035,74359,central_heat,0.0
74360 central_heat,eGon2035,74360,central_heat,0.0
74361 central_heat,eGon2035,74361,central_heat,0.0
74362 central_heat,eGon2035,74362,central_heat,0.0
74363 central_heat,eGon2035,74363,central_heat,0.0
74364 central_heat,eGon2035,74364,central_heat,0.0
74365 central_heat,eGon2035,74365,central_heat,0.0
74366 central_heat,eGon2035,74366,central_heat,0.0
74367 central_heat,eGon2035,74367,central_heat,0.0
74369 central_heat,eGon2035,74369,central_heat,0.0
74370 central_heat,eGon2035,74370,central_heat,0.0
74371 central_heat,eGon2035,74371,central_heat,0.0
74373 central_heat,eGon2035,74373,central_heat,0.0
74374 central_heat,eGon2035,74374,central_heat,0.0
74376 central_heat,eGon2035,74376,central_heat,0.0
74377 central_heat,eGon2035,74377,central_heat,0.0
74378 central_heat,eGon2035,74378,central_heat,0.0
74379 central_heat,eGon2035,74379,central_heat,0.0
74380 central_heat,eGon2035,74380,central_heat,0.0
74381 central_heat,eGon2035,74381,central_heat,0.0
74382 central_heat,eGon2035,74382,central_heat,0.0
74385 central_heat,eGon2035,74385,central_heat,0.0
74386 central_heat,eGon2035,74386,central_heat,0.0
74391 central_heat,eGon2035,74391,central_heat,0.0
74392 central_heat,eGon2035,74392,central_heat,0.0
74393 central_heat,eGon2035,74393,central_heat,0.0
74394 central_heat,eGon2035,74394,central_heat,0.0
74396 central_heat,eGon2035,74396,central_heat,0.0
74397 central_heat,eGon2035,74397,central_heat,0.0
74398 central_heat,eGon2035,74398,central_heat,0.0
74399 central_heat,eGon2035,74399,central_heat,0.0
74400 central_heat,eGon2035,74400,central_heat,0.0
74401 central_heat,eGon2035,74401,central_heat,0.0
74402 central_heat,eGon2035,74402,central_heat,0.0
74403 central_heat,eGon2035,74403,central_heat,0.0
74404 central_heat,eGon2035,74404,central_heat,0.0
74406 central_heat,eGon2035,74406,central_heat,0.0
74410 central_heat,eGon2035,74410,central_heat,0.0
74411 central_heat,eGon2035,74411,central_heat,0.0
74414 central_heat,eGon2035,74414,central_heat,0.0
74415 central_heat,eGon2035,74415,central_heat,0.0
74417 central_heat,eGon2035,74417,central_heat,0.0
74418 central_heat,eGon2035,74418,central_heat,0.0
74419 central_heat,eGon2035,74419,central_heat,0.0
74420 central_heat,eGon2035,74420,central_heat,0.0
74421 central_heat,eGon2035,74421,central_heat,0.0
74422 central_heat,eGon2035,74422,central_heat,0.0
74423 central_heat,eGon2035,74423,central_heat,0.0
74424 central_heat,eGon2035,74424,central_heat,0.0
74427 central_heat,eGon2035,74427,central_heat,0.0
74430 central_heat,eGon2035,74430,central_heat,0.0
74431 central_heat,eGon2035,74431,central_heat,0.0
74433 central_heat,eGon2035,74433,central_heat,0.0
74434 central_heat,eGon2035,74434,central_heat,0.0
74440 central_heat,eGon2035,74440,central_heat,0.0
74441 central_heat,eGon2035,74441,central_heat,0.0
74442 central_heat,eGon2035,74442,central_heat,0.0
74447 central_heat,eGon2035,74447,central_heat,0.0
74448 central_heat,eGon2035,74448,central_heat,0.0
74449 central_heat,eGon2035,74449,central_heat,0.0
74450 central_heat,eGon2035,74450,central_heat,0.0
74452 central_heat,eGon2035,74452,central_heat,0.0
74453 central_heat,eGon2035,74453,central_heat,0.0
74454 central_heat,eGon2035,74454,central_heat,0.0
74455 central_heat,eGon2035,74455,central_heat,0.0
74458 central_heat,eGon2035,74458,central_heat,0.0
74459 central_heat,eGon2035,74459,central_heat,0.0
74461 central_heat,eGon2035,74461,central_heat,0.0
74462 central_heat,eGon2035,74462,central_heat,0.0
74463 central_heat,eGon2035,74463,central_heat,0.0
74464 central_heat,eGon2035,74464,central_heat,0.0
74466 central_heat,eGon2035,74466,central_heat,0.0
74467 central_heat,eGon2035,74467,central_heat,0.0
74468 central_heat,eGon2035,74468,central_heat,0.0
74469 central_heat,eGon2035,74469,central_heat,0.0
74471 central_heat,eGon2035,74471,central_heat,0.0
74474 central_heat,eGon2035,74474,central_heat,0.0
74475 central_heat,eGon2035,74475,central_heat,0.0
74476 central_heat,eGon2035,74476,central_heat,0.0
74477 central_heat,eGon2035,74477,central_heat,0.0
74478 central_heat,eGon2035,74478,central_heat,0.0
74479 central_heat,eGon2035,74479,central_heat,0.0
74480 central_heat,eGon2035,74480,central_heat,0.0
74481 central_heat,eGon2035,74481,central_heat,0.0
74482 central_heat,eGon2035,74482,central_heat,0.0
74483 central_heat,eGon2035,74483,central_heat,0.0
74486 central_heat,eGon2035,74486,central_heat,0.0
74493 central_heat,eGon2035,74493,central_heat,0.0
74494 central_heat,eGon2035,74494,central_heat,0.0
74495 central_heat,eGon2035,74495,central_heat,0.0
74496 central_heat,eGon2035,74496,central_heat,0.0
74497 central_heat,eGon2035,74497,central_heat,0.0
74499 central_heat,eGon2035,74499,central_heat,0.0
74502 central_heat,eGon2035,74502,central_heat,0.0
74503 central_heat,eGon2035,74503,central_heat,0.0
74504 central_heat,eGon2035,74504,central_heat,0.0
74505 central_heat,eGon2035,74505,central_heat,0.0
74506 central_heat,eGon2035,74506,central_heat,0.0
74507 central_heat,eGon2035,74507,central_heat,0.0
74508 central_heat,eGon2035,74508,central_heat,0.0
74509 central_heat,eGon2035,74509,central_heat,0.0
74513 central_heat,eGon2035,74513,central_heat,0.0
74514 central_heat,eGon2035,74514,central_heat,0.0
74516 central_heat,eGon2035,74516,central_heat,0.0
74517 central_heat,eGon2035,74517,central_heat,0.0
74519 central_heat,eGon2035,74519,central_heat,0.0
74520 central_heat,eGon2035,74520,central_heat,0.0
74521 central_heat,eGon2035,74521,central_heat,0.0
74523 central_heat,eGon2035,74523,central_heat,0.0
