name,bus0,bus1,carrier,x,r,b,s_nom,s_nom_extendable,s_nom_min,s_nom_max,s_max_pu,lifetime,capital_cost,length,num_parallel,geom,v_nom
20441,29450,28307,AC,18.0518772,5.219381319999999,4.013854484072023e-06,520.0,True,520.0,1554.6888048738242,1.0,40.0,0.5898103868080851,8.003713653647447,1.0,<sqlalchemy.sql.functions._FunctionGenerator object at 0x0000022413B21910>,380.0
25524,29460,23811,AC,11.746333519999999,3.3962302399999995,2.611806367728532e-06,520.0,True,520.0,1554.6888048738242,1.0,40.0,0.38438780288202123,5.216133820348319,1.0,<sqlalchemy.sql.functions._FunctionGenerator object at 0x000002240DF82990>,380.0
20641,29467,29447,AC,1.11377164,0.32202644,6.191196274238228e-08,260.0,True,260.0,1554.6888048738242,1.0,40.0,0.01824033965861463,0.24752099799884314,1.0,<sqlalchemy.sql.functions._FunctionGenerator object at 0x0000022413B21F10>,380.0
20642,29467,29448,AC,0.9703087959999999,0.28054609599999997,5.393718038088643e-08,260.0,True,260.0,1554.6888048738242,1.0,40.0,0.01588813631262328,0.2156016516164404,1.0,<sqlalchemy.sql.functions._FunctionGenerator object at 0x0000022413B21FD0>,380.0
20252,29467,29461,AC,8.722785239999999,2.52203264,1.9395167929362884e-06,520.0,True,520.0,1554.6888048738242,1.0,40.0,0.28548006286032424,3.8739580178040818,1.0,<sqlalchemy.sql.functions._FunctionGenerator object at 0x0000022417166210>,380.0
26037,29470,27030,AC,29.826975199999996,8.623900119999998,6.632038406509695e-06,520.0,True,520.0,1554.6888048738242,1.0,40.0,0.9743504259926967,13.22191331719025,1.0,<sqlalchemy.sql.functions._FunctionGenerator object at 0x000002240F66F9D0>,380.0
20255,29476,29447,AC,40.9259924,11.832987959999999,9.0999290166205e-06,520.0,True,520.0,1554.6888048738242,1.0,40.0,1.3401833249549528,18.186257509606733,1.0,<sqlalchemy.sql.functions._FunctionGenerator object at 0x0000022417166510>,380.0
22276,29480,28104,AC,42.96159919999999,12.421562359999998,2.388135689058172e-06,260.0,True,260.0,1554.6888048738242,1.0,40.0,0.7032464312035883,9.543038219051322,1.0,<sqlalchemy.sql.functions._FunctionGenerator object at 0x0000022413A67850>,380.0
20729,29480,29293,AC,74.6286636,21.5775476,4.148432041551247e-06,260.0,True,260.0,1554.6888048738242,1.0,40.0,1.221555443679299,16.576479834772126,1.0,<sqlalchemy.sql.functions._FunctionGenerator object at 0x000002240F62C410>,380.0
25896,29485,27438,AC,9.523873119999998,2.7536502399999994,2.1176422001385043e-06,520.0,True,520.0,1554.6888048738242,1.0,40.0,0.3115572061045097,4.227824263804121,1.0,<sqlalchemy.sql.functions._FunctionGenerator object at 0x000002240F62D7D0>,380.0
26043,29508,27714,AC,9.550615999999998,2.7613756399999994,2.123583769390582e-06,520.0,True,520.0,1554.6888048738242,1.0,40.0,0.31213946285742133,4.235725474816065,1.0,<sqlalchemy.sql.functions._FunctionGenerator object at 0x00000224172CBBD0>,380.0
