name,scn_name,bus,type,carrier,p_nom,p_nom_extendable,p_max_pu,marginal_cost,build_year,efficiency,min_up_time,min_down_time,up_time_before,down_time_before,e_nom_max,control,weight,p_nom_opt
43763 wind_onshore,eGon2035,43763,,wind_onshore,1551.0,False,1.0,1.340971530888023,0,1.0,0,0,0,0,inf,PV,1551.0,1551.0
43764 coal,eGon2035,43764,,coal,186.0,False,1.0,49.36847153088802,0,1.0,0,0,0,0,inf,PV,186.0,186.0
43764 lignite,eGon2035,43764,,lignite,2967.69999245,False,1.0,37.605471530888025,0,1.0,0,0,0,0,inf,PV,2967.69999245,2967.69999245
43764 load shedding,,43764,,load shedding,83320.0,False,1.0,10000.040971530889,0,1.0,0,0,1,0,0.0,PQ,83320.0,83320.0
43764 nuclear,eGon2035,43764,,nuclear,4041.0,False,1.0,5.240971530888023,0,1.0,0,0,0,0,inf,PV,4041.0,4041.0
43764 oil,eGon2035,43764,,oil,6.94999981,False,1.0,101.87297153088802,0,1.0,0,0,0,0,inf,PV,6.94999981,6.94999981
43764 others,eGon2035,43764,,others,2289.3577880000003,False,1.0,0.04097153088802299,0,1.0,0,0,0,0,inf,PV,2289.3577880000003,2289.3577880000003
43764 reservoir,eGon2035,43764,,reservoir,1170.3999939,False,0.65,0.04097153088802299,0,1.0,0,0,0,0,inf,PV,1170.3999939,1170.3999939
43764 run_of_river,eGon2035,43764,,run_of_river,395.0,False,0.65,0.04097153088802299,0,1.0,0,0,0,0,inf,PV,395.0,395.0
43764 solar,eGon2035,43764,,solar,14499.5,False,1.0,0.05097153088802299,0,1.0,0,0,0,0,inf,PV,14499.5,14499.5
43764 wind_onshore,eGon2035,43764,,wind_onshore,7761.234055,False,1.0,1.340971530888023,0,1.0,0,0,0,0,inf,PV,7761.234055,7761.234055
43765 coal,eGon2035,43765,,coal,447.0,False,1.0,49.36847153088802,0,1.0,0,0,0,0,inf,PV,447.0,447.0
43765 load shedding,,43765,,load shedding,249960.0,False,1.0,10000.040971530889,0,1.0,0,0,1,0,0.0,PQ,249960.0,249960.0
43765 oil,eGon2035,43765,,oil,200.0,False,1.0,101.87297153088802,0,1.0,0,0,0,0,inf,PV,200.0,200.0
43765 others,eGon2035,43765,,others,578.3999939,False,1.0,0.04097153088802299,0,1.0,0,0,0,0,inf,PV,578.3999939,578.3999939
43765 solar,eGon2035,43765,,solar,3943.5,False,1.0,0.05097153088802299,0,1.0,0,0,0,0,inf,PV,3943.5,3943.5
43765 wind_offshore,eGon2035,43765,,wind_offshore,4600.0,False,1.0,2.6009715308880232,0,1.0,0,0,0,0,inf,PV,4600.0,4600.0
43765 wind_onshore,eGon2035,43765,,wind_onshore,4564.5,False,1.0,1.340971530888023,0,1.0,0,0,0,0,inf,PV,4564.5,4564.5
43766 coal,eGon2035,43766,,coal,320.0,False,1.0,49.36847153088802,0,1.0,0,0,0,0,inf,PV,320.0,320.0
43766 load shedding,,43766,,load shedding,83320.0,False,1.0,10000.040971530889,0,1.0,0,0,1,0,0.0,PQ,83320.0,83320.0
43766 oil,eGon2035,43766,,oil,212.00000001,False,1.0,101.87297153088802,0,1.0,0,0,0,0,inf,PV,212.00000001,212.00000001
43766 others,eGon2035,43766,,others,315.20500943,False,1.0,0.04097153088802299,0,1.0,0,0,0,0,inf,PV,315.20500943,315.20500943
43766 solar,eGon2035,43766,,solar,1690.0,False,1.0,0.05097153088802299,0,1.0,0,0,0,0,inf,PV,1690.0,1690.0
43766 wind_offshore,eGon2035,43766,,wind_offshore,1809.0,False,1.0,2.6009715308880232,0,1.0,0,0,0,0,inf,PV,1809.0,1809.0
43766 wind_onshore,eGon2035,43766,,wind_onshore,1300.0,False,1.0,1.340971530888023,0,1.0,0,0,0,0,inf,PV,1300.0,1300.0
43767 load shedding,,43767,,load shedding,249960.0,False,1.0,10000.040971530889,0,1.0,0,0,1,0,0.0,PQ,249960.0,249960.0
43767 nuclear,eGon2035,43767,,nuclear,53597.0,False,1.0,5.240971530888023,0,1.0,0,0,0,0,inf,PV,53597.0,53597.0
43767 oil,eGon2035,43767,,oil,76.0,False,1.0,101.87297153088802,0,1.0,0,0,0,0,inf,PV,76.0,76.0
43767 others,eGon2035,43767,,others,4431.7999767599995,False,1.0,0.04097153088802299,0,1.0,0,0,0,0,inf,PV,4431.7999767599995,4431.7999767599995
43767 reservoir,eGon2035,43767,,reservoir,10094.0,False,0.65,0.04097153088802299,0,1.0,0,0,0,0,inf,PV,10094.0,10094.0
43767 run_of_river,eGon2035,43767,,run_of_river,13638.0,False,0.65,0.04097153088802299,0,1.0,0,0,0,0,inf,PV,13638.0,13638.0
43767 solar,eGon2035,43767,,solar,60622.60725,False,1.0,0.05097153088802299,0,1.0,0,0,0,0,inf,PV,60622.60725,60622.60725
43767 wind_offshore,eGon2035,43767,,wind_offshore,4000.0,False,1.0,2.6009715308880232,0,1.0,0,0,0,0,inf,PV,4000.0,4000.0
43767 wind_onshore,eGon2035,43767,,wind_onshore,67433.11411380001,False,1.0,1.340971530888023,0,1.0,0,0,0,0,inf,PV,67433.11411380001,67433.11411380001
43768 lignite,eGon2035,43768,,lignite,18.0,False,1.0,37.605471530888025,0,1.0,0,0,0,0,inf,PV,18.0,18.0
43768 load shedding,,43768,,load shedding,83320.0,False,1.0,10000.040971530889,0,1.0,0,0,1,0,0.0,PQ,83320.0,83320.0
43768 oil,eGon2035,43768,,oil,194.00000001,False,1.0,101.87297153088802,0,1.0,0,0,0,0,inf,PV,194.00000001,194.00000001
43768 others,eGon2035,43768,,others,325.0,False,1.0,0.04097153088802299,0,1.0,0,0,0,0,inf,PV,325.0,325.0
43768 solar,eGon2035,43768,,solar,1237.9538499999999,False,1.0,0.05097153088802299,0,1.0,0,0,0,0,inf,PV,1237.9538499999999,1237.9538499999999
43768 wind_onshore,eGon2035,43768,,wind_onshore,2404.5,False,1.0,1.340971530888023,0,1.0,0,0,0,0,inf,PV,2404.5,2404.5
43769 coal,eGon2035,43769,,coal,3402.0,False,1.0,49.36847153088802,0,1.0,0,0,0,0,inf,PV,3402.0,3402.0
43769 load shedding,,43769,,load shedding,83320.0,False,1.0,10000.040971530889,0,1.0,0,0,1,0,0.0,PQ,83320.0,83320.0
43769 nuclear,eGon2035,43769,,nuclear,5111.5,False,1.0,5.240971530888023,0,1.0,0,0,0,0,inf,PV,5111.5,5111.5
43769 oil,eGon2035,43769,,oil,371.00000003,False,1.0,101.87297153088802,0,1.0,0,0,0,0,inf,PV,371.00000003,371.00000003
43769 others,eGon2035,43769,,others,4700.411133,False,1.0,0.04097153088802299,0,1.0,0,0,0,0,inf,PV,4700.411133,4700.411133
43769 run_of_river,eGon2035,43769,,run_of_river,1969.352051,False,0.65,0.04097153088802299,0,1.0,0,0,0,0,inf,PV,1969.352051,1969.352051
43769 solar,eGon2035,43769,,solar,47966.680995,False,1.0,0.05097153088802299,0,1.0,0,0,0,0,inf,PV,47966.680995,47966.680995
43769 wind_offshore,eGon2035,43769,,wind_offshore,19335.15,False,1.0,2.6009715308880232,0,1.0,0,0,0,0,inf,PV,19335.15,19335.15
43769 wind_onshore,eGon2035,43769,,wind_onshore,25168.151905,False,1.0,1.340971530888023,0,1.0,0,0,0,0,inf,PV,25168.151905,25168.151905
43770 load shedding,,43770,,load shedding,166640.0,False,1.0,10000.040971530889,0,1.0,0,0,1,0,0.0,PQ,166640.0,166640.0
43771 load shedding,,43771,,load shedding,83320.0,False,1.0,10000.040971530889,0,1.0,0,0,1,0,0.0,PQ,83320.0,83320.0
43771 nuclear,eGon2035,43771,,nuclear,243.0,False,1.0,5.240971530888023,0,1.0,0,0,0,0,inf,PV,243.0,243.0
43771 others,eGon2035,43771,,others,4310.0,False,1.0,0.04097153088802299,0,1.0,0,0,0,0,inf,PV,4310.0,4310.0
43771 run_of_river,eGon2035,43771,,run_of_river,46.57143021,False,0.65,0.04097153088802299,0,1.0,0,0,0,0,inf,PV,46.57143021,46.57143021
43771 solar,eGon2035,43771,,solar,20020.0,False,1.0,0.05097153088802299,0,1.0,0,0,0,0,inf,PV,20020.0,20020.0
43771 wind_offshore,eGon2035,43771,,wind_offshore,8360.0,False,1.0,2.6009715308880232,0,1.0,0,0,0,0,inf,PV,8360.0,8360.0
43771 wind_onshore,eGon2035,43771,,wind_onshore,13633.24947,False,1.0,1.340971530888023,0,1.0,0,0,0,0,inf,PV,13633.24947,13633.24947
43772 load shedding,,43772,,load shedding,83320.0,False,1.0,10000.040971530889,0,1.0,0,0,1,0,0.0,PQ,83320.0,83320.0
43772 others,eGon2035,43772,,others,341.30299759,False,0.9999999999999998,0.04097153088802299,0,0.9999999999999998,0,0,0,0,inf,PV,341.30299759,341.30299759
43772 reservoir,eGon2035,43772,,reservoir,36062.200194,False,0.65,0.04097153088802299,0,1.0,0,0,0,0,inf,PV,36062.200194,36062.200194
43772 solar,eGon2035,43772,,solar,2000.0,False,1.0,0.05097153088802299,0,1.0,0,0,0,0,inf,PV,2000.0,2000.0
43772 wind_onshore,eGon2035,43772,,wind_onshore,9217.9594595,False,1.0,1.340971530888023,0,1.0,0,0,0,0,inf,PV,9217.9594595,9217.9594595
43773 coal,eGon2035,43773,,coal,8437.217028500001,False,1.0,49.36847153088802,0,1.0,0,0,0,0,inf,PV,8437.217028500001,8437.217028500001
43773 lignite,eGon2035,43773,,lignite,3505.8599857,False,1.0,37.605471530888025,0,1.0,0,0,0,0,inf,PV,3505.8599857,3505.8599857
43773 load shedding,,43773,,load shedding,249960.0,False,1.0,10000.040971530889,0,1.0,0,0,1,0,0.0,PQ,249960.0,249960.0
43773 others,eGon2035,43773,,others,9161.5,False,1.0,0.04097153088802299,0,1.0,0,0,0,0,inf,PV,9161.5,9161.5
43773 reservoir,eGon2035,43773,,reservoir,362.5,False,0.65,0.04097153088802299,0,1.0,0,0,0,0,inf,PV,362.5,362.5
43773 run_of_river,eGon2035,43773,,run_of_river,536.5,False,0.65,0.04097153088802299,0,1.0,0,0,0,0,inf,PV,536.5,536.5
43773 solar,eGon2035,43773,,solar,22190.819985000002,False,1.0,0.05097153088802299,0,1.0,0,0,0,0,inf,PV,22190.819985000002,22190.819985000002
43773 wind_offshore,eGon2035,43773,,wind_offshore,2400.0,False,1.0,2.6009715308880232,0,1.0,0,0,0,0,inf,PV,2400.0,2400.0
43773 wind_onshore,eGon2035,43773,,wind_onshore,18065.333720000002,False,1.0,1.340971530888023,0,1.0,0,0,0,0,inf,PV,18065.333720000002,18065.333720000002
43774 load shedding,,43774,,load shedding,83320.0,False,1.0,10000.040971530889,0,1.0,0,0,1,0,0.0,PQ,83320.0,83320.0
43774 nuclear,eGon2035,43774,,nuclear,2925.5,False,1.0,5.240971530888023,0,1.0,0,0,0,0,inf,PV,2925.5,2925.5
43774 others,eGon2035,43774,,others,4185.0,False,1.0,0.04097153088802299,0,1.0,0,0,0,0,inf,PV,4185.0,4185.0
43774 reservoir,eGon2035,43774,,reservoir,16630.0,False,0.65,0.04097153088802299,0,1.0,0,0,0,0,inf,PV,16630.0,16630.0
43774 solar,eGon2035,43774,,solar,7551.0714284999995,False,1.0,0.050971530888022996,0,1.0,0,0,0,0,inf,PV,7551.0714284999995,7551.0714284999995
43774 wind_offshore,eGon2035,43774,,wind_offshore,750.0,False,1.0,2.6009715308880232,0,1.0,0,0,0,0,inf,PV,750.0,750.0
43774 wind_onshore,eGon2035,43774,,wind_onshore,27075.605246500003,False,1.0,1.340971530888023,0,1.0,0,0,0,0,inf,PV,27075.605246500003,27075.605246500003
48623 CH4,eGon2035,48623,,CH4,1223.8263116666665,False,1.0,30.376780365773538,0,1.0,0,0,0,0,10276424.977699999,Slack,1223.8263116666665,1223.8263116666665
48623 load shedding,,48623,,load shedding,83320.0,False,1.0,10000.040971530889,0,1.0,0,0,1,0,0.0,PQ,83320.0,83320.0
48624 CH4,eGon2035,48624,,CH4,22992.144076458335,False,1.0,25.640971530888024,0,1.0,0,0,0,0,5938145.446044999,Slack,22992.144076458335,22992.144076458335
48624 load shedding,,48624,,load shedding,83320.0,False,1.0,10000.040971530889,0,1.0,0,0,1,0,0.0,PQ,83320.0,83320.0
48625 load shedding,,48625,,load shedding,83320.0,False,1.0,10000.040971530889,0,1.0,0,0,1,0,0.0,PQ,83320.0,83320.0
48626 CH4,eGon2035,48626,,CH4,1145.198149375,False,1.0,29.814219177557042,0,1.0,0,0,0,0,10031935.788525,Slack,1145.198149375,1145.198149375
48626 load shedding,,48626,,load shedding,83320.0,False,1.0,10000.040971530889,0,1.0,0,0,1,0,0.0,PQ,83320.0,83320.0
48627 CH4,eGon2035,48627,,CH4,3411.7605122916666,False,1.0,36.63655555105146,0,1.0,0,0,0,0,27624196.192675,Slack,3411.7605122916666,3411.7605122916666
48627 load shedding,,48627,,load shedding,83320.0,False,1.0,10000.040971530889,0,1.0,0,0,1,0,0.0,PQ,83320.0,83320.0
48628 CH4,eGon2035,48628,,CH4,66666.77280984167,False,1.0,25.640971530888024,0,1.0,0,0,0,0,102689225.3045,Slack,66666.77280984167,66666.77280984167
48628 load shedding,,48628,,load shedding,83320.0,False,1.0,10000.040971530889,0,1.0,0,0,1,0,0.0,PQ,83320.0,83320.0
48629 CH4,eGon2035,48629,,CH4,114009.58196449144,False,1.0,27.573444372214034,0,1.0,0,0,0,0,144936842.828125,Slack,114009.58196449144,114009.58196449144
48629 load shedding,,48629,,load shedding,83320.0,False,1.0,10000.040971530889,0,1.0,0,0,1,0,0.0,PQ,83320.0,83320.0
48630 CH4,eGon2035,48630,,CH4,91.826031,False,1.0,35.12407384129389,0,1.0,0,0,0,0,581746.0315599999,Slack,91.826031,91.826031
48630 load shedding,,48630,,load shedding,83320.0,False,1.0,10000.040971530889,0,1.0,0,0,1,0,0.0,PQ,83320.0,83320.0
48631 CH4,eGon2035,48631,,CH4,24654.71423279167,False,1.0,27.422087619375276,0,1.0,0,0,0,0,47180266.330425,Slack,24654.71423279167,24654.71423279167
48631 load shedding,,48631,,load shedding,83320.0,False,1.0,10000.040971530889,0,1.0,0,0,1,0,0.0,PQ,83320.0,83320.0
48632 load shedding,,48632,,load shedding,83320.0,False,1.0,10000.040971530889,0,1.0,0,0,1,0,0.0,PQ,83320.0,83320.0
48633 CH4,eGon2035,48633,,CH4,14680.832195275001,False,1.0,30.788314275252482,0,1.0,0,0,0,0,69781520.032725,Slack,14680.832195275001,14680.832195275001
48633 load shedding,,48633,,load shedding,83320.0,False,1.0,10000.040971530889,0,1.0,0,0,1,0,0.0,PQ,83320.0,83320.0
