name,scn_name,v_nom,type,carrier,x,y,country,control,generator
50366,eGon2035,1,,central_heat,8.622920418,49.84723739,DE,Slack,50366 central_biomass_CHP_heat
50419,eGon2035,1,,central_heat,7.893129049,49.96736151,DE,Slack,50419 load shedding
50559,eGon2035,1,,central_heat,8.067440582,50.24296768,DE,Slack,50559 load shedding
50568,eGon2035,1,,central_heat,12.23284509,50.2822926,DE,Slack,50568 load shedding
50572,eGon2035,1,,central_heat,11.04329933,50.29140557,DE,Slack,50572 load shedding
50580,eGon2035,1,,central_heat,9.797844849,50.31441368,DE,Slack,50580 load shedding
50585,eGon2035,1,,central_heat,10.2204839,50.33131227,DE,Slack,50585 load shedding
50704,eGon2035,1,,central_heat,10.92511067,50.68569142,DE,Slack,50704 central_biomass_CHP_heat
50801,eGon2035,1,,central_heat,6.975221799,50.82316795,DE,Slack,50801 load shedding
50804,eGon2035,1,,central_heat,6.865081362,50.88116569,DE,Slack,50804 load shedding
50832,eGon2035,1,,central_heat,12.34833807,50.88990393,DE,Slack,50832 central_biomass_CHP_heat
50849,eGon2035,1,,central_heat,10.69722104,50.94670052,DE,Slack,50849 load shedding
50853,eGon2035,1,,central_heat,6.952696308,50.94304698,DE,Slack,50853 central_biomass_CHP_heat
50858,eGon2035,1,,central_heat,10.04767443,50.95421281,DE,Slack,50858 load shedding
50891,eGon2035,1,,central_heat,6.638736843,50.9530953,DE,Slack,50891 load shedding
50892,eGon2035,1,,central_heat,12.43516025,50.99319658,DE,Slack,50892 load shedding
50961,eGon2035,1,,central_heat,11.65633016,51.10421402,DE,Slack,50961 load shedding
50976,eGon2035,1,,central_heat,13.88460586,51.0676549,DE,Slack,50976 central_biomass_CHP_heat
50981,eGon2035,1,,central_heat,10.2296483,51.13668357,DE,Slack,50981 central_biomass_CHP_heat
51,eGon2035,380,,AC,9.868203,54.1774736,DE,PV,51 biomass
51072,eGon2035,1,,central_heat,9.417352254,51.26145557,DE,Slack,51072 central_biomass_CHP_heat
51078,eGon2035,1,,central_heat,7.175685596,51.26383528,DE,Slack,51078 central_biomass_CHP_heat
51108,eGon2035,1,,central_heat,7.29283596,51.28612674,DE,Slack,51108 central_biomass_CHP_heat
51117,eGon2035,1,,central_heat,6.83837624,51.29475149,DE,Slack,51117 load shedding
51123,eGon2035,1,,central_heat,13.09807083,51.30152974,DE,Slack,51123 load shedding
51135,eGon2035,1,,central_heat,6.749732719,51.31777065,DE,Slack,51135 central_biomass_CHP_heat
51150,eGon2035,1,,central_heat,6.83068745,51.33363775,DE,Slack,51150 load shedding
51243,eGon2035,1,,central_heat,9.133712217,51.50291733,DE,Slack,51243 load shedding
51250,eGon2035,1,,central_heat,12.33496188,51.53300933,DE,Slack,51250 load shedding
51255,eGon2035,1,,central_heat,12.16446178,51.53824853,DE,Slack,51255 load shedding
51271,eGon2035,1,,central_heat,6.587960295,51.53550371,DE,Slack,51271 load shedding
51284,eGon2035,1,,central_heat,7.658525068,51.58918227,DE,Slack,51284 load shedding
51286,eGon2035,1,,central_heat,13.94817556,51.86077064,DE,Slack,51286 load shedding
51295,eGon2035,1,,central_heat,12.38235456,53.14814522,DE,Slack,51295 central_biomass_CHP_heat
51349,eGon2035,1,,central_heat,13.22964083,51.69440138,DE,Slack,51349 central_biomass_CHP_heat
51356,eGon2035,1,,central_heat,9.017773926,51.73660438,DE,Slack,51356 load shedding
51363,eGon2035,1,,central_heat,7.909276684,51.75513832,DE,Slack,51363 central_biomass_CHP_heat
51365,eGon2035,1,,central_heat,9.381573578,51.77593283,DE,Slack,51365 load shedding
51391,eGon2035,1,,central_heat,9.448077024,51.82749458,DE,Slack,51391 central_biomass_CHP_heat
51403,eGon2035,1,,central_heat,11.05468578,51.89571057,DE,Slack,51403 central_biomass_CHP_heat
51405,eGon2035,1,,central_heat,12.63674792,51.87335314,DE,Slack,51405 load shedding
51411,eGon2035,1,,central_heat,10.42724353,51.91123902,DE,Slack,51411 load shedding
51415,eGon2035,1,,central_heat,8.660607798,51.9478298,DE,Slack,51415 central_biomass_CHP_heat
51416,eGon2035,1,,central_heat,14.42075922,51.85590787,DE,Slack,51416 load shedding
51447,eGon2035,1,,central_heat,8.155510782,52.03908216,DE,Slack,51447 load shedding
51451,eGon2035,1,,central_heat,11.62058833,52.13574959,DE,Slack,51451 central_biomass_CHP_heat
51461,eGon2035,1,,central_heat,8.091291924,52.10295454,DE,Slack,51461 load shedding
51463,eGon2035,1,,central_heat,8.6755814,52.12557114,DE,Slack,51463 load shedding
51502,eGon2035,1,,central_heat,8.532151685,52.20076487,DE,Slack,51502 load shedding
51535,eGon2035,1,,central_heat,7.714992916,52.27791471,DE,Slack,51535 central_biomass_CHP_heat
51537,eGon2035,1,,central_heat,9.746105585,52.37765664,DE,Slack,51537 central_biomass_CHP_heat
51542,eGon2035,1,,central_heat,10.23969966,52.32146628,DE,Slack,51542 central_biomass_CHP_heat
51576,eGon2035,1,,central_heat,10.7759629,52.41981751,DE,Slack,51576 load shedding
51604,eGon2035,1,,central_heat,10.0147046,52.43856886,DE,Slack,51604 load shedding
51620,eGon2035,1,,central_heat,10.60317568,52.51298291,DE,Slack,51620 load shedding
51625,eGon2035,1,,central_heat,13.57386113,52.4897032,DE,Slack,51625 load shedding
51695,eGon2035,1,,central_heat,12.08155556,52.82953595,DE,Slack,51695 central_biomass_CHP_heat
51706,eGon2035,1,,central_heat,7.319247134,52.86382139,DE,Slack,51706 central_biomass_CHP_heat
51709,eGon2035,1,,central_heat,9.926290254,52.99077219,DE,Slack,51709 central_biomass_CHP_heat
51718,eGon2035,1,,central_heat,12.80073392,52.92074093,DE,Slack,51718 load shedding
51720,eGon2035,1,,central_heat,12.39146816,52.9458135,DE,Slack,51720 load shedding
51723,eGon2035,1,,central_heat,11.16192316,52.97709821,DE,Slack,51723 load shedding
51725,eGon2035,1,,central_heat,13.33603168,52.97794274,DE,Slack,51725 central_biomass_CHP_heat
51728,eGon2035,1,,central_heat,8.863052332,53.08257676,DE,Slack,51728 load shedding
51748,eGon2035,1,,central_heat,12.89838092,53.09802626,DE,Slack,51748 central_biomass_CHP_heat
51755,eGon2035,1,,central_heat,13.50235802,53.11962793,DE,Slack,51755 central_biomass_CHP_heat
51757,eGon2035,1,,central_heat,8.244782716,53.16412845,DE,Slack,51757 central_biomass_CHP_heat
51806,eGon2035,1,,central_heat,10.55564843,53.37563096,DE,Slack,51806 load shedding
51820,eGon2035,1,,central_heat,9.517228072,53.45589376,DE,Slack,51820 central_biomass_CHP_heat
51825,eGon2035,1,,central_heat,10.03215979,53.57672786,DE,Slack,51825 geo_thermal
51837,eGon2035,1,,central_heat,10.48326396,53.50983671,DE,Slack,51837 central_biomass_CHP_heat
51875,eGon2035,1,,central_heat,13.55172755,53.66857689,DE,Slack,51875 central_biomass_CHP_heat
51889,eGon2035,1,,central_heat,12.57253701,53.77455237,DE,Slack,51889 central_biomass_CHP_heat
51908,eGon2035,1,,central_heat,13.69294757,53.84536118,DE,Slack,51908 central_biomass_CHP_heat
