bus_id,cluster,medoid_idx
47683,4,47672
47684,4,47672
47685,4,47672
47686,4,47672
47687,4,47672
47688,4,47672
47689,4,47672
47690,4,47672
47691,4,47672
47692,4,47672
47693,4,47672
47694,1,47732
47695,4,47672
47696,4,47672
47697,4,47672
47698,1,47732
47699,1,47732
47700,1,47732
47701,1,47732
47702,1,47732
47703,1,47732
47704,1,47732
47705,1,47732
47706,1,47732
47707,1,47732
47708,1,47732
47709,1,47732
47710,1,47732
47711,1,47732
47712,1,47732
47713,1,47732
47714,1,47732
47715,1,47732
47716,1,47732
47717,1,47732
47718,1,47732
47719,1,47732
47720,1,47732
47721,1,47732
47722,1,47732
47723,1,47732
47724,1,47732
47725,1,47732
47726,1,47732
47727,1,47732
47728,1,47732
47729,1,47732
47730,1,47732
47731,1,47732
47732,1,47732
47733,1,47732
47734,1,47732
47735,1,47732
47736,1,47732
47737,1,47732
47738,1,47732
47739,1,47732
47740,1,47732
47741,1,47732
47742,1,47732
47743,1,47732
47744,1,47732
47745,4,47672
47746,1,47732
47747,1,47732
47748,4,47672
47749,4,47672
47750,5,47434
47751,5,47434
47752,5,47434
47753,0,47773
47754,0,47773
47755,0,47773
47756,0,47773
47757,5,47434
47758,5,47434
47759,5,47434
47760,5,47434
47761,5,47434
47762,5,47434
47763,0,47773
47764,0,47773
47765,5,47434
47766,5,47434
47767,0,47773
47768,0,47773
47769,0,47773
47770,0,47773
47771,0,47773
47772,0,47773
47773,0,47773
47774,0,47773
47775,0,47773
47776,0,47773
47777,0,47773
47778,0,47773
47779,0,47773
47780,0,47773
47781,0,47773
47782,0,47773
47783,0,47773
47784,5,47434
47785,0,47773
47786,0,47773
47787,0,47773
47788,0,47773
47790,3,47372
47791,3,47372
47792,3,47372
47793,3,47372
47794,2,47407
47795,2,47407
47796,2,47407
47797,2,47407
47798,2,47407
47799,2,47407
47800,2,47407
47801,2,47407
47802,2,47407
47803,2,47407
47804,2,47407
47805,2,47407
47806,2,47407
47807,5,47434
47809,5,47434
47835,2,47407
47836,2,47407
47841,0,47773
47844,1,47732
47845,2,47407
47846,6,47537
47847,5,47434
47848,2,47407
47849,2,47407
47851,0,47773
47853,1,47732
47856,5,47434
47857,5,47434
47862,2,47407
47865,4,47672
47866,3,47372
47870,2,47407
47877,2,47407
47881,1,47732
47884,2,47407
47892,1,47732
47898,3,47372
47910,0,47773
47911,1,47732
47912,2,47407
47915,3,47372
47930,4,47672
47933,4,47672
47936,5,47434
47937,5,47434
47966,2,47407
47967,1,47732
47968,4,47672
48014,3,47372
48022,3,47372
48046,3,47372
48053,1,47732
48054,1,47732
48058,3,47372
48059,4,47672
48062,1,47732
48063,3,47372
48069,3,47372
48071,2,47407
48072,0,47773
48082,0,47773
48083,4,47672
48085,5,47434
48087,3,47372
48088,1,47732
48089,0,47773
48091,3,47372
48093,1,47732
48094,4,47672
48096,1,47732
48097,3,47372
48099,5,47434
48100,0,47773
48101,3,47372
48106,3,47372
48107,3,47372
48108,1,47732
48109,3,47372
48111,3,47372
48113,3,47372
48114,1,47732
48122,0,47773
48123,1,47732
48124,4,47672
48128,3,47372
48130,3,47372
48133,3,47372
48134,0,47773
48137,0,47773
48139,0,47773
48142,4,47672
48147,3,47372
48149,2,47407
48152,0,47773
48153,5,47434
48154,5,47434
48156,1,47732
48157,5,47434
48161,4,47672
48163,3,47372
48173,0,47773
48174,5,47434
48177,3,47372
48178,3,47372
48182,4,47672
48184,5,47434
48185,5,47434
48188,1,47732
48189,3,47372
48192,1,47732
48196,3,47372
48204,2,47407
48207,4,47672
48211,1,47732
48212,3,47372
48213,1,47732
48215,1,47732
48216,3,47372
48219,3,47372
48220,5,47434
48222,0,47773
48223,0,47773
48226,4,47672
48233,3,47372
48235,0,47773
48236,5,47434
48240,6,47537
48249,4,47672
48250,3,47372
48251,0,47773
48254,5,47434
48255,2,47407
48259,0,47773
48263,4,47672
48264,0,47773
48265,2,47407
48268,5,47434
48269,1,47732
48270,0,47773
48272,2,47407
48283,1,47732
48289,3,47372
48290,0,47773
48292,0,47773
48298,4,47672
48299,0,47773
48311,5,47434
48314,2,47407
48316,0,47773
48317,4,47672
48323,1,47732
48325,1,47732
48327,4,47672
48329,5,47434
48330,2,47407
48331,4,47672
48332,4,47672
48335,6,47537
48336,2,47407
48337,3,47372
48347,5,47434
48353,6,47537
48366,0,47773
48371,4,47672
48372,2,47407
48378,2,47407
48382,4,47672
48383,0,47773
48428,1,47732
48536,5,47434
48537,0,47773
48538,2,47407
48539,0,47773
48540,2,47407
48544,0,47773
48548,5,47434
48551,3,47372
48552,1,47732
48553,5,47434
48554,3,47372
48556,2,47407
48622,5,47434
